Gene = Mtif3
Position 2102: 1.9981570107290167e-05
Position 2280: 1.673404967683668e-05
Position 183: 1.303448298733334e-05
Position 1466: 1.1861976320545968e-05
Position 136: 9.774396969473459e-06
Position 134: 9.077145345745457e-06
Position 792: 7.036443578003019e-06
Position 188: 6.559948086773115e-06
Position 226: 3.031986810280758e-06
Position 98: 1.6793168460390693e-06
Position 2080: 8.696478827866642e-07
Position 2841: 6.164228411096815e-07
Position 1481: 5.246913041495547e-07
Position 294: 3.811318156621567e-07
Position 1641: 3.423260514420312e-07
Position 2142: 2.694504896386228e-07
Position 2106: 2.100693516642014e-07
Position 1462: 2.0826188651981774e-07
Position 178: 1.8927822429078588e-07
Position 1712: 1.8236535760154247e-07
Position 1600: 1.4943927814427e-07
Position 1752: 1.0809838338485075e-07
Position 230: 8.134523003745574e-08
Position 1567: 5.805587731700786e-08
Position 196: 1.738807273334605e-08
Position 357: 2.2915040271010187e-10
Position 78: 2.63967765058076e-14
