Gene = Ufc1
Position 1175: 8.631573562847532e-06
Position 467: 6.0344419419202545e-06
Position 1564: 5.8994977055531376e-06
Position 790: 5.482735746184592e-06
Position 491: 5.378120814253511e-06
Position 591: 4.190698099430874e-06
Position 221: 1.3660145026998368e-06
Position 261: 6.034275503333487e-08
Position 429: 4.8797772397880795e-08
Position 297: 4.2890396782285315e-08
Position 406: 2.98376728088002e-08
Position 446: 2.4303020516549506e-08
Position 5920: 1.9412027305308874e-08
Position 245: 6.4194366013824716e-09
Position 5862: 5.261554061131803e-09
Position 295: 2.9061901071114853e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5076: 0.9856374360510299
Position 4807: 0.876795109072521
Position 5429: 0.8241297752194919
Position 5762: 0.80218465692708
Position 3309: 0.796556422831211
Position 196: 0.7248875446801895
Position 6052: 0.6542545908198583
Position 3603: 0.3268116123543157
Position 2259: 0.1770821786945108
Position 1369: 0.10164091455125245
Position 5958: 0.09820275453194435
Position 4787: 0.08012127253689524
Position 6202: 0.07217897704173937
Position 5305: 0.06547011352535911
Position 3846: 0.06248409078691033
Position 2346: 0.062230822735419605
Position 657: 0.05829812591315278
Position 2052: 0.04421280666167731
Position 245: 0.03639604624666556
Position 4691: 0.03011284107836957
Position 2280: 0.025967245096457762
Position 2318: 0.023844702445988828
Position 267: 0.01893357253278255
Position 3273: 0.01814293919899833
Position 3365: 0.0169768822247379
Position 6071: 0.014910926801161625
Position 6094: 0.014042132903996684
Position 491: 0.012262034145554384
Position 6033: 0.00979834000780656
Position 1652: 0.008866885223488595
Position 4171: 0.00837107836936997
Position 4125: 0.008100121181993743
Position 5046: 0.00803081964020167
Position 201: 0.007874255813292657
Position 1429: 0.006741962237595854
Position 5469: 0.005564887732176779
Position 4765: 0.005246377750132294
Position 5810: 0.005058882588834212
Position 6097: 0.00489608873672141
Position 3004: 0.004726361403545272
Position 5702: 0.004667265290715746
Position 5381: 0.004408587394362211
Position 4654: 0.004175713587420728
Position 3701: 0.003980395002313588
Position 3607: 0.0036969799853368884
Position 682: 0.0032311204763182445
Position 4220: 0.0032237368723616764
Position 5994: 0.0027578810911357897
Position 2195: 0.002402455891815428
Position 303: 0.0023124868283461897
Position 3850: 0.0020947744873663784
Position 4070: 0.0013881685602977493
Position 2261: 0.0013657063233678338
Position 560: 0.001305490961069027
Position 5923: 0.0013028896372005506
Position 1038: 0.0011855353885806838
Position 5965: 0.0010902290144733798
Position 3537: 0.0010716950959196486
Position 6337: 0.0010333975209622038
Position 3974: 0.0009848629417966489
Position 5634: 0.0009561889067378054
Position 2072: 0.00094379782020702
Position 6404: 0.0008984740175118355
Position 3341: 0.0008953937113475785
Position 5720: 0.0008908206312874917
Position 2552: 0.0007987983670110214
Position 3344: 0.000790912505257771
Position 5580: 0.0007843167299133317
Position 3660: 0.0007680742855636891
Position 2350: 0.0007062506835591268
Position 4771: 0.0006785978462338758
Position 6363: 0.000654772749537121
Position 1388: 0.0006345293964654404
Position 5704: 0.0005633482258217137
Position 170: 0.0005482395618700525
Position 6308: 0.000538704944440783
Position 1336: 0.0005368891730890688
Position 5245: 0.0005239272985617533
Position 318: 0.0005176010093780392
Position 4965: 0.0004986402618758035
Position 5007: 0.0004596128088625135
Position 5675: 0.0003711758003007952
Position 5274: 0.0003653082641960156
Position 6022: 0.00033429946982576155
Position 156: 0.00032309727788557355
Position 4954: 0.0002897050729839753
Position 337: 0.00026540544683446783
Position 1452: 0.0002536616502258623
Position 5219: 0.0002510898571326768
Position 6360: 0.0002146766129515012
Position 4968: 0.00020058964462980213
Position 5386: 0.00019379848688064446
Position 107: 0.00018824233555217473
Position 1162: 0.00017916986733671495
Position 5024: 0.00016416860215081843
Position 4403: 0.00015427507914799854
Position 702: 0.00015395778796176133
Position 3218: 0.00013369646745638392
Position 279: 0.00012039420038294731
Position 5348: 0.0001190310841267003
Position 6272: 9.476154256607162e-05
Position 1077: 8.585246870893858e-05
Position 6240: 7.868319819511206e-05
Position 5351: 7.052832279511518e-05
Position 1431: 6.933347436316081e-05
Position 421: 6.396386551571704e-05
Position 5258: 5.7274487967160074e-05
Position 567: 5.416723699575241e-05
Position 3503: 5.042581822452876e-05
Position 1998: 4.8029939582285995e-05
Position 1446: 4.4420374609225975e-05
Position 4447: 4.2967660180687235e-05
Position 6428: 4.241109152180052e-05
Position 6446: 4.215492082817504e-05
Position 5601: 3.2908517539662267e-05
Position 556: 2.594823494368726e-05
Position 5283: 2.286910280683203e-05
Position 583: 1.984158000526201e-05
Position 4418: 1.7242233948078177e-05
Position 5122: 1.4174887131641344e-05
Position 634: 8.542016541726772e-06
Position 357: 7.971974442698771e-06
Position 5252: 6.937743691575554e-06
Position 5285: 6.919509499223893e-06
Position 424: 6.738980899383995e-06
Position 1426: 6.5606928261254335e-06
Position 5021: 6.368786132427141e-06
Position 221: 2.8177813338488387e-06
Position 619: 2.184297636900509e-06
Position 473: 2.073973775164484e-06
Position 5592: 1.9548114779949168e-06
Position 5640: 1.3088530412649092e-06
Position 692: 1.1499301709386357e-06
Position 570: 8.057714974216052e-07
Position 217: 6.977129037956224e-07
Position 366: 3.8051567381379193e-07
Position 378: 2.437878324610808e-07
Position 228: 2.2096865246789516e-07
Position 395: 1.324393175464105e-07
Position 5489: 4.0439088938931017e-08
Position 369: 2.4152741233367252e-09
