Gene = Syne4
Position 505: 5.563184700217189e-07
Position 589: 5.000362810744026e-07
Position 1122: 4.978302616395465e-07
Position 584: 4.426317752580715e-07
Position 260: 3.88627557974517e-07
Position 2699: 1.390645077362318e-07
Position 309: 6.979105331659164e-08
Position 302: 2.713734277091074e-08
Position 291: 1.2846716566472915e-08
Position 305: 1.2316503435718725e-08
Position 267: 1.1197213600990032e-08
Position 313: 8.250686939120472e-10
Position 317: 8.087119810814138e-10
Position 2038: 4.289634944332145e-10
Position 270: 3.3020356043503475e-10
Position 321: 1.8608381441561466e-10
