Gene = Colca2
Position 2609: 2.7458844395171016e-06
Position 405: 2.646957904382113e-06
Position 992: 2.5052056064959035e-06
Position 438: 2.053311801453204e-06
Position 902: 1.678773334970471e-06
Position 2255: 1.0137746878824922e-06
Position 1274: 1.0037254749642916e-06
Position 1075: 6.840873138086498e-07
Position 892: 5.541710218615904e-07
Position 920: 5.416182864808344e-07
Position 1265: 3.993735745614157e-07
Position 1149: 1.463240596539726e-07
Position 998: 1.1400600949448259e-07
Position 1008: 1.1037410868835746e-07
Position 1036: 1.910236796065846e-08
Position 289: 7.62236457628569e-10
Position 908: 4.556455182639889e-10
Position 408: 3.117933170177229e-10
Position 1147: 2.985000590946727e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 878: 0.9708944084986031
Position 6011: 0.6436918698279686
Position 7643: 0.5153366319567209
Position 4633: 0.4799150848871538
Position 7221: 0.2428296983248253
Position 7696: 0.1351642828310139
Position 1664: 0.10896913715808589
Position 4612: 0.10253664396782744
Position 3713: 0.08239771338388668
Position 3737: 0.07641993651853467
Position 5047: 0.05088713951645179
Position 295: 0.048881591315238726
Position 3671: 0.04248246782438961
Position 1349: 0.034359703316702905
Position 4688: 0.03429309556957385
Position 3778: 0.033649220270126116
Position 2194: 0.031043391830993534
Position 2085: 0.02943942549410462
Position 5094: 0.02751966380470782
Position 7731: 0.01836988519843624
Position 7283: 0.017009975026614554
Position 4571: 0.0163227842183321
Position 7823: 0.016225094022973865
Position 4664: 0.01616756020887224
Position 4580: 0.015140290962763064
Position 3599: 0.014113188797851691
Position 6051: 0.013985342852788928
Position 3899: 0.013305297633807167
Position 4994: 0.012173266722362205
Position 2152: 0.010430446028998942
Position 2123: 0.01040725672459959
Position 4503: 0.010336325451584789
Position 6095: 0.010224142262343056
Position 4109: 0.009484400418890078
Position 4186: 0.00816221891388956
Position 3351: 0.007283363188476395
Position 3591: 0.007164869754250675
Position 840: 0.006964828883237471
Position 6178: 0.006810468996380601
Position 771: 0.006695787893931828
Position 889: 0.006659423848256978
Position 540: 0.006329578174446316
Position 1493: 0.006090040570518365
Position 4139: 0.005813152708576371
Position 6200: 0.005541772637015723
Position 7010: 0.005525685209577849
Position 3318: 0.005480477007763521
Position 7672: 0.004748432358745955
Position 2718: 0.004430697970227017
Position 3834: 0.004137169701272295
Position 4312: 0.0040488896423074
Position 4415: 0.003962121159580464
Position 2234: 0.003430874343764635
Position 798: 0.003132621837785023
Position 5481: 0.003090304667463348
Position 1606: 0.0029438377664058133
Position 663: 0.002538531916924793
Position 6139: 0.002398302074749845
Position 7774: 0.002240407871099492
Position 1110: 0.001996982120470406
Position 4508: 0.0019539487109440736
Position 7650: 0.0019206505655611195
Position 1624: 0.0018635697772122963
Position 1429: 0.001858780635974861
Position 1511: 0.00185841494120917
Position 1682: 0.0018455021763603859
Position 1600: 0.001598807205410665
Position 2135: 0.0015505198354971363
Position 5683: 0.0014608525761360415
Position 6978: 0.0013629146616662578
Position 5791: 0.0011208020621455215
Position 2013: 0.0010566067624737812
Position 5933: 0.000985077135338814
Position 4063: 0.0009740571118937056
Position 3710: 0.0009545573611020514
Position 3578: 0.000824796319715693
Position 626: 0.0008159294736788139
Position 2692: 0.0007649463785626673
Position 1526: 0.0007161986747932475
Position 424: 0.0007014169474171987
Position 278: 0.0006449884956102428
Position 308: 0.0006334851509718228
Position 345: 0.0005634405954202784
Position 7903: 0.0005510462197201634
Position 1505: 0.0005328748608570511
Position 1928: 0.0005204897326994425
Position 1550: 0.00047340457095574137
Position 1636: 0.0003087529791362901
Position 913: 0.0002997498073228658
Position 1587: 0.00027906877378565
Position 3406: 0.0002746270943305754
Position 6354: 0.00024058472493971642
Position 2330: 0.00021537464442764645
Position 1729: 0.00019430157828766783
Position 500: 0.00016595908665296727
Position 1321: 0.0001514524653226836
Position 600: 0.0001413422847306246
Position 1378: 0.00013795853292437928
Position 5325: 0.000134515223334522
Position 330: 0.00013435893832410012
Position 545: 0.00012769163369187275
Position 225: 0.00012406211608453254
Position 3157: 0.00011254849931114043
Position 610: 0.0001061444459889747
Position 460: 0.00010449740197255083
Position 348: 0.00010395952610135776
Position 1192: 9.184891632063663e-05
Position 4891: 9.003407488180373e-05
Position 899: 8.952050853127129e-05
Position 3882: 7.832990268106564e-05
Position 1628: 7.731161187116787e-05
Position 2402: 6.610401642806239e-05
Position 775: 6.576617494701044e-05
Position 1544: 6.515120803132337e-05
Position 2056: 6.434097598750594e-05
Position 1548: 6.307211739972764e-05
Position 366: 6.267804370011139e-05
Position 314: 4.915679926196671e-05
Position 1723: 4.6328077190436335e-05
Position 2883: 4.408398408938022e-05
Position 2093: 4.20129355117742e-05
Position 2516: 4.1193124273409194e-05
Position 433: 4.066623729093332e-05
Position 448: 3.542660865365929e-05
Position 486: 3.52655275406162e-05
Position 566: 3.217159949938949e-05
Position 2419: 2.6152215577455077e-05
Position 2488: 2.4339136028099915e-05
Position 469: 2.2901917465601555e-05
Position 2300: 2.216947933301573e-05
Position 1152: 1.6809861225671546e-05
Position 1333: 1.4664048246758379e-05
Position 3611: 1.384440808235877e-05
Position 578: 1.1592840471799349e-05
Position 1381: 1.1517309921787869e-05
Position 1401: 1.15080223686885e-05
Position 542: 9.997588866999848e-06
Position 438: 9.648511530090978e-06
Position 244: 8.424435937475933e-06
Position 937: 8.370549848873385e-06
Position 1225: 8.201317429931705e-06
Position 368: 8.180308854340137e-06
Position 1546: 7.959958046446435e-06
Position 1263: 6.396524458748021e-06
Position 2953: 4.957221341052817e-06
Position 1357: 4.446322427589688e-06
Position 376: 3.3460594094692894e-06
Position 669: 3.2384330338630856e-06
Position 636: 3.231029134714887e-06
Position 1120: 3.1255556776773e-06
Position 177: 2.472950332552778e-06
Position 171: 2.45582958562952e-06
Position 1008: 2.19623294129713e-06
Position 1562: 1.8368465677582126e-06
Position 186: 1.7042630594036632e-06
Position 230: 1.685334960147467e-06
Position 2936: 1.5239876529469903e-06
Position 173: 1.4819685205461792e-06
Position 509: 1.4634712991636646e-06
Position 512: 1.3212225877724456e-06
Position 1406: 1.2840010444358544e-06
Position 942: 1.253611847744958e-06
Position 474: 1.103037447411017e-06
Position 1440: 9.062917283612839e-07
Position 250: 8.856630652358545e-07
Position 808: 8.854891145794118e-07
Position 1455: 8.307655037729999e-07
Position 1462: 8.225289964018748e-07
Position 2519: 3.170679925886838e-07
Position 1040: 2.0648090148636504e-07
Position 955: 1.5789884277633546e-07
Position 1080: 1.5370594269182699e-07
Position 926: 1.5208273004897515e-07
Position 2020: 1.488925601630566e-07
Position 1045: 1.2427010814115058e-07
Position 965: 1.0121981987874357e-07
Position 1065: 9.431817755438732e-08
Position 1070: 7.13903754532952e-08
Position 945: 5.3800179687600885e-08
Position 1051: 4.946632674682692e-08
Position 582: 2.201852460387381e-08
Position 452: 8.317470481110833e-09
Position 399: 6.006798810868136e-09
Position 450: 3.0137579363184053e-09
Position 255: 1.3818322208754225e-09
Position 397: 1.2388918455398237e-11
Position 156: 9.392883340899507e-12
Position 189: 6.332304411934463e-12
Position 1229: 3.703474273364963e-12
Position 234: 3.7016962403314244e-12
Position 135: 1.5328250550914772e-12
Position 131: 1.4078719812394269e-12
Position 129: 1.0688388408197648e-12
Position 139: 3.166545954388066e-13
Position 147: 2.1913584208401408e-13
Position 124: 1.0135156219438161e-13
Position 151: 6.057969925607232e-14
