Gene = Cdcp1
Position 2226: 1.744988102064552e-05
Position 2320: 1.6406449975989587e-05
Position 2491: 1.5247377574937162e-05
Position 923: 1.45713966857191e-05
Position 2130: 1.4444432718898317e-05
Position 417: 1.3874036810638586e-05
Position 126: 1.2458264883859626e-05
Position 771: 1.2145723968826506e-05
Position 300: 1.1977482314097494e-05
Position 210: 1.0049283464726894e-05
Position 1041: 7.112991523417243e-06
Position 2816: 6.971760104416212e-06
Position 108: 6.208059693773455e-06
Position 189: 6.122055969604757e-06
Position 676: 5.891493550654504e-06
Position 720: 5.357243451598942e-06
Position 4022: 2.968586377365138e-06
Position 294: 2.3549530698800492e-06
Position 735: 1.9012838404184628e-06
Position 496: 1.6425473219518784e-06
Position 769: 1.54032735917286e-06
Position 631: 7.185491911936051e-07
Position 652: 6.94543347599678e-07
Position 670: 5.067167069572654e-07
Position 538: 4.917971927369346e-07
Position 1565: 4.1145785080367184e-07
Position 804: 3.3983047704777713e-07
Position 1154: 1.9968882227336914e-07
Position 851: 1.4457464093596069e-07
Position 398: 1.2846678114039897e-07
Position 464: 1.1920134358462841e-07
Position 809: 8.898179572343942e-08
Position 995: 8.580313071390531e-08
Position 313: 7.742530604220766e-08
Position 235: 6.248691979322859e-08
Position 542: 5.767863648240356e-08
Position 831: 5.703541277495022e-08
Position 1252: 3.559565430414349e-08
Position 1465: 3.457534710613346e-08
Position 656: 2.636583809044316e-08
Position 498: 1.744427011475511e-08
Position 901: 1.0074596974579188e-08
Position 659: 1.0030494382644854e-08
Position 420: 3.2697018675118306e-09
Position 264: 2.915891752361947e-09
Position 2034: 1.3766668505250436e-09
Position 1969: 1.2418337216039936e-09
