Gene = E030018B13Rik
Position 383: 0.00021167003776259783
Position 1034: 0.0001456539764197049
Position 1427: 0.0001279862790247057
Position 1173: 0.00011902625678263638
Position 1111: 9.617203153815331e-05
Position 257: 7.204797831074703e-05
Position 381: 6.809599530116738e-05
Position 1107: 6.00109249479227e-05
Position 1194: 4.6498815764171485e-05
Position 315: 3.8497113465477974e-05
Position 1155: 3.61276481365945e-05
Position 650: 3.062695297809136e-05
Position 278: 3.056875688949776e-05
Position 306: 2.9896035689086577e-05
Position 678: 2.71403168307274e-05
Position 1184: 1.9201804787371972e-05
Position 1680: 1.197045193583824e-05
Position 1235: 9.991491050111546e-06
Position 739: 8.186639368070082e-06
Position 1347: 7.6026074895371724e-06
Position 538: 7.229882824732056e-06
Position 591: 4.166333513262915e-06
Position 826: 1.8189404987118675e-06
Position 295: 1.0436500828664754e-06
Position 285: 1.0396058762597214e-06
Position 701: 3.585094034883545e-08
Position 647: 1.7776751225770224e-08
Position 179: 1.2640075691275247e-08
Position 202: 1.017089226811009e-08
Position 217: 3.6265181977610593e-09
Position 210: 2.8809226496044683e-09
Position 204: 1.0273909671385458e-09
Position 243: 9.391215375902845e-10
Position 188: 3.0382825389217257e-10
Position 147: 1.8312620846493708e-10
Position 239: 1.4981145872979788e-10
Position 152: 1.3375705222056923e-10
