Gene = Mlec
Position 2238: 0.0018261700933004286
Position 8482: 0.0017889417141803473
Position 7918: 0.0017525643536332432
Position 6598: 0.0015732065180075767
Position 1039: 0.0014528713625360469
Position 12367: 0.0013341739852033665
Position 14617: 0.0010862265940641766
Position 407: 0.0010639921593638974
Position 1904: 0.0009835761566372777
Position 4686: 0.0008434658227933335
Position 7327: 0.000653768678644416
Position 233: 0.0006501120584535262
Position 250: 0.0006192077808309011
Position 10150: 0.0006163493900084671
Position 7916: 0.0005119185724463104
Position 7313: 0.0005050750420943505
Position 9679: 0.00044583463557896813
Position 9891: 0.0004197835045104428
Position 9982: 0.00031530963409491216
Position 7706: 0.00030660933627871414
Position 325: 0.0002989514466610889
Position 10787: 0.00027244386340034637
Position 7962: 0.0002489283187829342
Position 9656: 0.00023988989213147164
Position 8867: 0.0001606958938441566
Position 734: 0.00015826453442141993
Position 7319: 0.00015065587887238394
Position 11176: 0.00014334944729658662
Position 10214: 0.00013389534643447408
Position 10330: 0.00012033171509229691
Position 488: 0.00011448646596349537
Position 10302: 0.00011281905164355948
Position 8761: 0.00010439127386511746
Position 10773: 8.667395722406018e-05
Position 295: 7.953609563213809e-05
Position 10291: 7.897074358424806e-05
Position 7687: 7.414404244106458e-05
Position 8055: 7.1970070893222e-05
Position 8193: 6.688271505034106e-05
Position 10764: 6.530825600842205e-05
Position 8912: 6.456562322554377e-05
Position 319: 6.298574197278362e-05
Position 615: 5.7475473309337085e-05
Position 9008: 5.2069996231471706e-05
Position 136: 5.111960933494391e-05
Position 8138: 4.9437557030398174e-05
Position 680: 4.168504009182273e-05
Position 872: 4.0550817889576496e-05
Position 7932: 3.770865094208654e-05
Position 9741: 3.2048434364365326e-05
Position 133: 3.056980524405426e-05
Position 501: 2.9373943994360313e-05
Position 9449: 2.4968700632462036e-05
Position 604: 2.4483635104910458e-05
Position 7855: 2.381990725097905e-05
Position 9213: 2.0978064176710615e-05
Position 8259: 1.7180602029676414e-05
Position 8718: 1.555774333161319e-05
Position 247: 1.4295491923082089e-05
Position 45: 1.3882027603294459e-05
Position 7828: 1.280760834116409e-05
Position 74: 7.312960235375138e-06
Position 84: 6.596185705066337e-06
Position 201: 5.9432879198708196e-06
Position 900: 2.7454847547937497e-06
Position 283: 2.2161330367998115e-06
Position 38: 1.6624137407642571e-06
Position 178: 1.1554339872918455e-06
Position 770: 8.605994375730018e-07
Position 8074: 2.503171908578809e-07
Position 8334: 1.9104394521193176e-07
Position 8720: 7.163395379718244e-10
Position 7795: 1.4106099885768096e-10
Position 7747: 1.351268370914456e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8052: 0.981040530309621
Position 7184: 0.9167934197213857
Position 7794: 0.7438434600902429
Position 13133: 0.7249499383795606
Position 5793: 0.5618426391071493
Position 12003: 0.5152546697978517
Position 14260: 0.45595463889788634
Position 7610: 0.44519012242075234
Position 13463: 0.3341271328402082
Position 7519: 0.2939298859972237
Position 10034: 0.23677010122245232
Position 9636: 0.226203591370068
Position 800: 0.21265542163136622
Position 7833: 0.16628487648425921
Position 14583: 0.15739083713075597
Position 7545: 0.12076855656739194
Position 11428: 0.10879600461087155
Position 7865: 0.06304798376535076
Position 5294: 0.062014021229017606
Position 7237: 0.04957136813058469
Position 7587: 0.04727031931919836
Position 13478: 0.04229271959284531
Position 12080: 0.035642457631348066
Position 5683: 0.0346922437831486
Position 2966: 0.03297914290713663
Position 13895: 0.03275390390078586
Position 13995: 0.03049559424486964
Position 5478: 0.02942526398542467
Position 2947: 0.02582505960421248
Position 777: 0.024094831133772247
Position 14088: 0.023568268321750224
Position 13005: 0.022630917028015597
Position 12449: 0.02210396556791294
Position 7231: 0.01810211998239058
Position 13729: 0.01685041956959754
Position 726: 0.016226098636220217
Position 14203: 0.015433208846473014
Position 13872: 0.01212571707914968
Position 9890: 0.012105874308450516
Position 7418: 0.01165222051368302
Position 2910: 0.011563134703023992
Position 13910: 0.011145896528295077
Position 717: 0.009669995414701319
Position 10658: 0.009217102173550054
Position 14976: 0.00859712591425762
Position 5712: 0.007838272064440266
Position 13348: 0.007616064481251269
Position 539: 0.007338687601019902
Position 13389: 0.006656049749809127
Position 9595: 0.006386220135958733
Position 6504: 0.006198363981483903
Position 7901: 0.005893519136480512
Position 5282: 0.005619625306280089
Position 5375: 0.005510164445122303
Position 7615: 0.005370606190845707
Position 5359: 0.0053615288344156945
Position 3247: 0.005334570847584364
Position 7945: 0.005302492357728373
Position 7556: 0.004842605510552376
Position 14535: 0.00475421411181172
Position 9745: 0.004666692422580923
Position 15193: 0.004000269865829658
Position 9396: 0.003926705840901941
Position 9846: 0.0036050495243313703
Position 7553: 0.0035536243516257632
Position 13898: 0.0033856861083241593
Position 831: 0.0033023128166784843
Position 3572: 0.003294676948899139
Position 9405: 0.0032543201918874415
Position 7631: 0.003245163882473066
Position 7636: 0.002796260719436846
Position 9575: 0.002748457922009781
Position 6190: 0.002629686202372216
Position 8441: 0.0026146487589795327
Position 8911: 0.002345549878798679
Position 14710: 0.002312188334405413
Position 860: 0.0022501267675559236
Position 11086: 0.002131539606149589
Position 3016: 0.0017392027431735538
Position 7770: 0.0017002911755713173
Position 12294: 0.001655349946866859
Position 8585: 0.0016536729612661267
Position 987: 0.0014759726224130366
Position 12315: 0.001427626835115605
Position 653: 0.001316175511846263
Position 7054: 0.001195051030665924
Position 14517: 0.0010947502327477094
Position 14780: 0.0010715843042594828
Position 501: 0.0010648972905102569
Position 14140: 0.0008445722409264866
Position 4462: 0.0008434658227933335
Position 671: 0.0008432500808372863
Position 2050: 0.0006278373207188765
Position 7473: 0.0006105418703656433
Position 11228: 0.0005953986841433956
Position 13407: 0.0005556559289202696
Position 8820: 0.0005197967984765367
Position 2037: 0.00046154262274158416
Position 1742: 0.0004579883375463973
Position 461: 0.0004348074528807021
Position 8153: 0.00036614097520562045
Position 2868: 0.00036197762108016444
Position 3149: 0.0003524731804754978
Position 3205: 0.0003297893128963794
Position 7442: 0.0003214678095115649
Position 2175: 0.0003120301952370797
Position 8074: 0.00030146045153026774
Position 7664: 0.0003009575529911158
Position 8217: 0.00028591243985783596
Position 1781: 0.0002680479813354706
Position 1646: 0.0002575398377554097
Position 2123: 0.00021323108241929134
Position 2013: 0.0002115288721835971
Position 8331: 0.00020942837775789623
Position 7950: 0.00019410726569443404
Position 8371: 0.00018756303705754903
Position 953: 0.000181635818333616
Position 8180: 0.00015821134666597585
Position 733: 0.0001570138664383861
Position 225: 0.0001032820265735031
Position 7397: 8.20456969154609e-05
Position 8228: 7.25773171841338e-05
Position 6940: 6.526057808901013e-05
Position 9159: 6.080884295952436e-05
Position 8656: 4.076541372232729e-05
Position 7017: 3.745574573641967e-05
Position 8189: 3.096998654736438e-05
Position 8609: 3.060631089400696e-05
Position 8334: 1.6804662126549295e-05
Position 8415: 1.0646206406020637e-05
Position 868: 1.0169289216631315e-05
Position 168: 7.851506196702339e-06
Position 304: 7.795736193300815e-06
Position 2851: 5.7668627356306955e-06
Position 2798: 4.870822751055628e-06
Position 163: 4.145221955673933e-06
Position 516: 3.593803368603743e-06
Position 295: 1.5807753371358334e-06
Position 551: 1.3954224557569824e-06
Position 686: 1.1341817488204257e-06
Position 279: 9.071033986013992e-07
Position 558: 8.43499195025416e-07
Position 468: 8.306592144650389e-07
Position 691: 6.496350086916138e-07
Position 281: 5.845614772511533e-07
Position 9484: 5.367139990178951e-07
Position 152: 3.8177632024454647e-07
Position 312: 3.753887172110318e-07
Position 475: 3.4945752894200153e-07
Position 488: 2.703179944394818e-07
Position 348: 2.6174725178635035e-07
Position 8107: 2.1513640797094034e-07
Position 626: 1.0182662102644444e-07
Position 578: 9.206293950663555e-08
Position 586: 7.772811238649977e-08
Position 361: 6.417435684979875e-08
Position 780: 5.2519587192774535e-08
Position 8006: 5.2171910278243206e-08
Position 8283: 4.71870574009907e-08
Position 8104: 3.198809419582743e-08
Position 8239: 3.173287566108973e-08
Position 8012: 2.344728480188564e-08
Position 8377: 1.737867358736285e-08
Position 8458: 1.0107672263808848e-08
Position 8467: 4.508740546969057e-10
Position 8631: 2.796128214961614e-10
Position 8589: 2.0240596688904614e-10
