Gene = Rpe
Position 586: 0.026227842190177503
Position 3867: 0.024525362573440804
Position 14760: 0.022225282995392916
Position 1825: 0.021530983531865847
Position 2241: 0.020802110144664255
Position 12706: 0.020047262052491518
Position 11555: 0.017753718225121905
Position 6725: 0.01536710549107436
Position 3639: 0.014276679428102571
Position 16021: 0.012135832892399473
Position 12501: 0.012101768250670799
Position 1304: 0.011329430852407344
Position 14520: 0.01024690006587011
Position 2321: 0.009169673320143736
Position 6728: 0.009059323654459689
Position 3084: 0.009002657400527999
Position 4567: 0.008695702172951026
Position 15167: 0.008393702893153235
Position 15340: 0.0069959532992918145
Position 3067: 0.006950638314239977
Position 785: 0.006498950617415546
Position 14580: 0.006055134298795903
Position 14918: 0.006003444662693895
Position 14640: 0.005295550425959501
Position 15451: 0.005116652650538287
Position 1870: 0.004847303021669768
Position 16129: 0.0044425887686247965
Position 14700: 0.004426282554687626
Position 714: 0.004076015325580699
Position 10231: 0.0035369542723528162
Position 623: 0.003408972074084428
Position 3905: 0.0033560626733652424
Position 9292: 0.0032676551290593977
Position 6300: 0.003056300484539799
Position 725: 0.002842676732263673
Position 7370: 0.002836896068010425
Position 6681: 0.0028345991556221156
Position 2964: 0.002524287241562648
Position 2837: 0.002468815390263991
Position 6473: 0.0024525064945386983
Position 8516: 0.002344740870763357
Position 10730: 0.002331384028322849
Position 2636: 0.0023135485635445495
Position 3720: 0.0022632692682832273
Position 2741: 0.0021659198929891445
Position 4570: 0.002073040060516804
Position 6384: 0.0018851306705291984
Position 3050: 0.0018371044163694782
Position 3119: 0.0017438094605357931
Position 9564: 0.0016892278804324834
Position 6098: 0.0014031754587845973
Position 5813: 0.0013774068283925265
Position 11218: 0.00137159404905624
Position 2273: 0.0012286376825188315
Position 6664: 0.0011967891994882649
Position 2570: 0.0011958726625541424
Position 12969: 0.0011670788194170154
Position 6146: 0.0011565317310651268
Position 4531: 0.00108490404953645
Position 493: 0.001050031911501356
Position 7490: 0.001047091441020897
Position 3355: 0.0009772930672120367
Position 1307: 0.0009542097373847203
Position 7944: 0.000893980875114055
Position 3787: 0.0008647304418258169
Position 3276: 0.0007981452616103094
Position 2967: 0.0007969773339047016
Position 1792: 0.0007015572354220032
Position 10330: 0.000675281818961854
Position 1900: 0.0006339778316466695
Position 7420: 0.0006181458517610324
Position 6598: 0.000584997324324571
Position 12320: 0.0005415483693099671
Position 8694: 0.0005306619650891837
Position 444: 0.0005159886590770118
Position 5909: 0.0004566943754437591
Position 2275: 0.0004410647248446714
Position 12998: 0.00039564993579901204
Position 10779: 0.00035919754121861827
Position 6977: 0.00032641101211512675
Position 1089: 0.0003144334841553316
Position 591: 0.00027444165186219616
Position 655: 0.0002571518718920668
Position 8059: 0.0002254955895423049
Position 10585: 0.0002080228332628129
Position 8690: 0.00018281896684306292
Position 6008: 0.00016709887318626444
Position 7600: 0.00013386148583448507
Position 9008: 0.00012571242118753384
Position 4749: 9.115473640526847e-05
Position 9090: 8.89328919099463e-05
Position 5986: 6.222573814274774e-05
Position 5824: 5.615581314686541e-05
Position 3071: 5.088313972306611e-05
Position 9636: 4.8980533279592816e-05
Position 2662: 4.7469734513701905e-05
Position 5903: 4.6181294198841006e-05
Position 5982: 3.064849563872423e-05
Position 6187: 1.8554711291514748e-05
Position 6774: 1.8394641512420097e-05
Position 5860: 1.5315389322392435e-05
Position 6957: 1.4433220178170965e-05
Position 7070: 1.4048710054303613e-05
Position 6021: 1.3350904187115625e-05
Position 5827: 1.0180010533011648e-05
Position 5931: 8.561161701328217e-06
Position 2702: 8.305237515804082e-06
Position 2443: 8.09280208972923e-06
Position 2550: 6.291396127474339e-06
Position 2247: 5.855350271327375e-06
Position 2578: 5.323822746222478e-06
Position 3555: 4.984008428436807e-06
Position 2116: 4.5167993550108666e-06
Position 2861: 3.863017919603911e-06
Position 1366: 3.4577777267351865e-06
Position 2283: 2.9650724725869713e-06
Position 524: 2.9359926599003144e-06
Position 393: 2.861164212041112e-06
Position 413: 2.7552577882933414e-06
Position 2991: 2.5283016858713014e-06
Position 732: 2.3577037807226864e-06
Position 3693: 2.135189486522682e-06
Position 3452: 2.1260147899898984e-06
Position 692: 1.9500638091671235e-06
Position 3032: 1.693712128739908e-06
Position 3372: 1.6646737186703517e-06
Position 6754: 1.5452795124198713e-06
Position 801: 1.4816010373696943e-06
Position 468: 1.3378188573219511e-06
Position 3328: 1.2961683578486623e-06
Position 2517: 1.2618567464317386e-06
Position 2374: 9.324343739596704e-07
Position 5943: 8.61959895867957e-07
Position 6328: 8.343938923326345e-07
Position 517: 5.670594378562713e-07
Position 640: 5.497988051193455e-07
Position 991: 3.7437639643581835e-07
Position 1219: 3.5909421154388197e-07
Position 1608: 3.5044063489735235e-07
Position 697: 3.1567484818492887e-07
Position 2346: 2.1868104718008565e-07
Position 1139: 1.7050146399843843e-07
Position 6039: 1.7036777087287007e-07
Position 2996: 1.556101944179785e-07
Position 1121: 1.44025353777206e-07
Position 2015: 1.2101496601574553e-07
Position 1827: 1.1584157076171135e-07
Position 1069: 1.1565671650080761e-07
Position 1168: 1.0826291991364591e-07
Position 906: 7.581269658505913e-08
Position 600: 6.67272234409031e-08
Position 1925: 6.330564846984367e-08
Position 1395: 6.111223506209959e-08
Position 528: 4.768224743936592e-08
Position 1880: 3.346157164253782e-08
Position 889: 3.123170667177241e-08
Position 924: 2.431153144398896e-08
Position 420: 2.393891592432745e-08
Position 629: 2.1533624418011592e-08
Position 688: 2.0477101602812614e-08
Position 505: 1.3880128475492818e-08
Position 914: 9.672429289552151e-09
Position 854: 8.558645058396958e-09
Position 1007: 6.987636664970305e-09
Position 936: 6.205095758625352e-09
Position 860: 5.370691767483165e-09
Position 943: 3.320327951242579e-09
Position 534: 1.7056733696193593e-09
Position 446: 1.4393199526922232e-09
