Gene = Slc51b
Position 273: 2.6265088488809723e-07
Position 443: 1.391761298777916e-07
Position 342: 8.960341885275695e-08
Position 284: 7.824808467121748e-08
Position 415: 5.3621834337896294e-08
Position 600: 5.2361926119511815e-09
Position 496: 4.107263520719726e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9953: 0.9265916132598424
Position 7667: 0.9244968662606551
Position 8940: 0.8214189592510194
Position 296: 0.28238240424391764
Position 1749: 0.22992207185822253
Position 4909: 0.12850342491481537
Position 4953: 0.06578863281595008
Position 4978: 0.053279391901163396
Position 9292: 0.04253424545071154
Position 3783: 0.03209605749618068
Position 4796: 0.030203156092722838
Position 3095: 0.02839000203507144
Position 4871: 0.024348147116672526
Position 7452: 0.0222896849035666
Position 9379: 0.015153732116246649
Position 2438: 0.013069196649265034
Position 8976: 0.012281889836426049
Position 9876: 0.01220656548433485
Position 7672: 0.010442258746057979
Position 9927: 0.010279120789943457
Position 2891: 0.00988043838577104
Position 9143: 0.009669732899727446
Position 8604: 0.008824952919479438
Position 1808: 0.008076348728815127
Position 1782: 0.007988394822088298
Position 9222: 0.007140525351225016
Position 10135: 0.005732000717302234
Position 4928: 0.004689045425266718
Position 7608: 0.0045568700524097165
Position 9401: 0.0035708967755745773
Position 3568: 0.0034311105456871606
Position 10215: 0.003290536763213395
Position 10143: 0.0031870904608835913
Position 535: 0.0030640065596840367
Position 8733: 0.0029317299876369667
Position 307: 0.0028972707461905564
Position 10212: 0.0028485735375195524
Position 9308: 0.0026663868791528536
Position 553: 0.0022864500515678266
Position 3029: 0.002271919205286076
Position 7506: 0.002149468860836593
Position 279: 0.0021352472864704674
Position 3351: 0.0019812980605453077
Position 3525: 0.0019513817303940246
Position 9911: 0.001830227314068874
Position 3737: 0.0018265541259740595
Position 2396: 0.0013343104202760277
Position 2863: 0.0013325695303587441
Position 7873: 0.0011853248624087718
Position 9609: 0.0009865765957003093
Position 9775: 0.0008697668473082373
Position 9879: 0.000853796961868391
Position 310: 0.0007776366428173557
Position 556: 0.0007129343897347457
Position 2771: 0.0006709494407374743
Position 9687: 0.0005966676692556885
Position 1588: 0.0005960238981040848
Position 1178: 0.0005798538466157413
Position 9820: 0.0005513886664707528
Position 3831: 0.0005489034724193843
Position 544: 0.0005413122800293041
Position 1023: 0.0005341750113985804
Position 5823: 0.0004752966336084333
Position 8125: 0.0004228882292601174
Position 126: 0.000401202343111976
Position 411: 0.00033300165804951693
Position 3336: 0.0003221988086329118
Position 356: 0.00031723142727071394
Position 9328: 0.0003137281671367363
Position 3498: 0.00030415670613222044
Position 3112: 0.00026214975850382647
Position 1270: 0.0002059406151147498
Position 9777: 0.0001739571798871466
Position 1344: 0.00016689910027305744
Position 2374: 0.00013925054770029096
Position 746: 0.0001368101972821658
Position 1309: 0.00013398846172378923
Position 9107: 0.0001257184998292672
Position 1591: 0.00010102673706685707
Position 3107: 9.958039237596166e-05
Position 5685: 9.646309567025366e-05
Position 1467: 7.890091885020688e-05
Position 8417: 6.882698366058325e-05
Position 1438: 4.693876133485542e-05
Position 2912: 4.2038747453059055e-05
Position 588: 3.524330567545598e-05
Position 6388: 2.7085780870131342e-05
Position 318: 2.0478465656700966e-05
Position 763: 1.99959469223357e-05
Position 3432: 1.583334053049481e-05
Position 1389: 1.5619224503936265e-05
Position 3270: 1.5042228376242548e-05
Position 128: 1.4317722862639369e-05
Position 3865: 1.4047800911821337e-05
Position 4488: 1.296401673726596e-05
Position 372: 1.1089702366888915e-05
Position 596: 1.0072508517910002e-05
Position 2279: 9.231938828101217e-06
Position 421: 7.0894865861969935e-06
Position 104: 7.008345023938763e-06
Position 1062: 6.861772638740923e-06
Position 902: 6.561839739232699e-06
Position 560: 5.059035175561877e-06
Position 179: 4.840599872792326e-06
Position 1215: 4.595323486732949e-06
Position 368: 3.975476089913636e-06
Position 2132: 3.965795373516803e-06
Position 1614: 3.8055974085158735e-06
Position 563: 3.19283519206367e-06
Position 9229: 3.0347826660283135e-06
Position 9296: 3.032650368784577e-06
Position 145: 3.025966289406031e-06
Position 1956: 2.222878138007482e-06
Position 618: 2.2120562731797294e-06
Position 142: 1.7775970791169327e-06
Position 1811: 2.220479712395842e-07
Position 1535: 2.057388522653646e-07
Position 378: 2.7459658851280165e-08
Position 320: 1.4357791559562836e-08
Position 207: 1.2434473152993472e-08
Position 186: 1.055702530814719e-08
Position 164: 5.765510180142414e-09
Position 1643: 4.29514273265377e-09
Position 246: 3.6913218303516578e-09
Position 243: 3.0320078167491996e-09
Position 258: 3.021194524468924e-09
Position 192: 2.863886188147234e-09
Position 138: 1.4569937116373192e-09
Position 431: 5.593395857243368e-10
Position 157: 4.666118941725344e-10
Position 240: 2.0648023380054345e-10
Position 222: 1.645385998391307e-10
Position 567: 6.328769553917005e-11
Position 213: 1.197638493740597e-11
