Gene = Ric3
Position 848: 1.3755278450181316e-08
Position 365: 1.053723656222489e-08
Position 357: 3.849448871042382e-10
Position 99: 3.279194991548e-10
Position 377: 3.002607015097959e-11
Position 627: 8.082559273271171e-12
Position 573: 6.915227568440012e-12
Position 332: 2.5717004040253922e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2261: 0.5408822406967067
Position 4179: 0.33744697812324925
Position 690: 0.18883232144161527
Position 1507: 0.15112233615138473
Position 2113: 0.13357140780449245
Position 844: 0.12120196531609909
Position 5536: 0.10594254131257001
Position 3903: 0.10184850371286475
Position 2027: 0.09016736075929387
Position 2081: 0.07889327469240276
Position 3558: 0.07125314877657969
Position 2054: 0.06734593800251633
Position 4700: 0.061630359235523395
Position 614: 0.06128758449671886
Position 1112: 0.060611375387177105
Position 2006: 0.060412690564570125
Position 6523: 0.05221561857201122
Position 1141: 0.039823591988596474
Position 1424: 0.03334577485247881
Position 3588: 0.020713253161842065
Position 119: 0.015539028000110425
Position 1115: 0.015104749523481314
Position 6168: 0.01499149866488671
Position 437: 0.01476362698904508
Position 1534: 0.013035795690047092
Position 1939: 0.012290296381235894
Position 656: 0.012135517842166018
Position 1392: 0.01138440242270493
Position 4873: 0.010275406819074295
Position 7104: 0.01023165677270279
Position 3367: 0.00915896625187781
Position 1314: 0.007346682732513897
Position 2534: 0.006905744333794575
Position 1904: 0.006170764262255159
Position 4210: 0.005256100740988461
Position 388: 0.004942686171509865
Position 1381: 0.004783655126820201
Position 917: 0.004559085319554031
Position 491: 0.004481762980223947
Position 1539: 0.004372565468883205
Position 6858: 0.0035645371034598
Position 6672: 0.003331384938608981
Position 3820: 0.00327718445222277
Position 6643: 0.003150540721881602
Position 6611: 0.003047892394034937
Position 1404: 0.0030004846893273538
Position 1853: 0.0027943491179090686
Position 1190: 0.0024538914967878072
Position 140: 0.0021346618540295822
Position 5665: 0.0021215945005125993
Position 4752: 0.0020635229008679626
Position 863: 0.00204884006910931
Position 2479: 0.0015679635415332509
Position 971: 0.0015596886336389192
Position 1009: 0.0015535976418681896
Position 1038: 0.0013895657617473468
Position 5060: 0.001346980704735273
Position 1801: 0.0012651846186353274
Position 3786: 0.00123656496797875
Position 1117: 0.0012180780086077253
Position 640: 0.001128806140663163
Position 1514: 0.001054270568567918
Position 1071: 0.0010491101560634428
Position 1285: 0.000978003156711119
Position 4500: 0.000888797006146905
Position 2847: 0.0007062757502400571
Position 3702: 0.0006993099660879689
Position 316: 0.0006595703996219806
Position 1558: 0.0006421476335641716
Position 2558: 0.0005923528612945694
Position 757: 0.0005809434790467206
Position 3504: 0.0005517189300593458
Position 1474: 0.0005030069054513553
Position 1971: 0.00045939640292698734
Position 1542: 0.000423696257195728
Position 1278: 0.00032569651234840035
Position 2145: 0.0003141006359164544
Position 2200: 0.0003043273594782329
Position 1237: 0.00026312179019993636
Position 585: 0.000253527371686447
Position 370: 0.00022962839733071464
Position 1561: 0.00020264101413009083
Position 587: 0.00016673841712538416
Position 1146: 0.00015653606589312752
Position 3383: 0.0001470680815416509
Position 581: 0.00012332063387596816
Position 3250: 6.30450733870972e-05
Position 149: 6.101989675513052e-05
Position 1148: 3.935562302897012e-05
Position 1258: 3.5838305705556204e-05
Position 240: 3.537467775147353e-05
Position 390: 2.174473968217184e-05
Position 439: 1.9216377989818695e-05
Position 496: 1.853040934366441e-05
Position 1229: 1.792678189185216e-05
Position 984: 1.4455103278777132e-05
Position 1024: 9.555263674370396e-06
Position 279: 7.119002425178832e-06
Position 544: 6.642746056134854e-06
Position 325: 5.721358705821654e-06
Position 443: 3.80419660021582e-06
Position 817: 3.4946121636720047e-06
Position 168: 2.200709840573521e-06
Position 958: 1.487092380781671e-06
Position 456: 3.639743089382704e-07
Position 979: 2.862647529483243e-07
Position 500: 2.5510656070848136e-07
Position 462: 2.422172203225788e-07
Position 514: 1.7567716143507092e-07
Position 446: 1.030419376898805e-07
Position 281: 2.264313004887022e-08
Position 187: 1.0076744348874075e-08
Position 173: 1.023801403676554e-10
Position 195: 2.363942491136129e-11
Position 69: 1.47266085197828e-11
Position 288: 6.4186509253850886e-12
Position 285: 3.643487283064583e-12
