Gene = Eed
Sorted 3' Splice Sites (High to Low Probability):
Position 8659: 0.9900052052638548
Position 16120: 0.9720314039982304
Position 3933: 0.9490333081186808
Position 13178: 0.9312649476454226
Position 11330: 0.8948686751564663
Position 12893: 0.7261809220117779
Position 24569: 0.6749606907347233
Position 10551: 0.631194255688518
Position 25919: 0.5709114721157298
Position 19802: 0.3971190770805229
Position 18621: 0.3711854678323734
Position 19840: 0.27414747874804607
Position 25378: 0.20981119315502875
Position 2165: 0.19635548266899933
Position 2047: 0.15155029836783948
Position 9469: 0.11585688659370132
Position 5769: 0.11472241952567644
Position 21398: 0.1058165165106454
Position 9377: 0.09678408668735436
Position 4610: 0.09420708340441257
Position 11269: 0.08691202604340607
Position 11578: 0.0795991691463497
Position 4350: 0.06363125633169582
Position 13344: 0.05802959566535785
Position 14804: 0.05775349788762708
Position 9540: 0.056978611227901196
Position 2058: 0.056883320285272015
Position 20043: 0.05673060144584369
Position 497: 0.047448557869046074
Position 2866: 0.042688770253240735
Position 692: 0.041760882276637226
Position 2704: 0.03573965565850064
Position 25871: 0.0344831065133344
Position 11599: 0.03445246001698681
Position 6860: 0.032241655362119634
Position 6420: 0.03192875427483898
Position 377: 0.028474147248482618
Position 10555: 0.026897592097554913
Position 9191: 0.02622078608098384
Position 4778: 0.025622196706869056
Position 21767: 0.02419078589486926
Position 24972: 0.021794759004817053
Position 152: 0.021422301423690625
Position 702: 0.021419813954310727
Position 5437: 0.0205889734232924
Position 14779: 0.02009592289539535
Position 9945: 0.01968975019876317
Position 18637: 0.017369195129420444
Position 15585: 0.017343250837657757
Position 9187: 0.016310938968970443
Position 7685: 0.01574131914137012
Position 675: 0.015690520280397188
Position 2095: 0.015204008264228333
Position 21945: 0.014642319128942241
Position 15129: 0.014317830526673509
Position 4577: 0.01328685071380388
Position 26144: 0.013204383924071417
Position 4452: 0.013197526538667613
Position 276: 0.012914509058853793
Position 22014: 0.012349860305825721
Position 14464: 0.01194328101617321
Position 4551: 0.011939091902149068
Position 1904: 0.011885407001946017
Position 7875: 0.0113406625688622
Position 13367: 0.011031530055857686
Position 20388: 0.009963720892249816
Position 4892: 0.009924252116860419
Position 754: 0.009716242248821828
Position 155: 0.009602272750120398
Position 25566: 0.009300778559031189
Position 13752: 0.008795363062376634
Position 5601: 0.008705701622984115
Position 18666: 0.008612733104930857
Position 7611: 0.00808663997320945
Position 14383: 0.007967120363198257
Position 4425: 0.007869607508511274
Position 21284: 0.0074818259587783546
Position 9225: 0.007423454225017573
Position 10395: 0.0071910337166371414
Position 2235: 0.006762091524395717
Position 520: 0.0065126181565789065
Position 2281: 0.006482712858702489
Position 366: 0.006449329564841741
Position 333: 0.006392947623224778
Position 9762: 0.006389235530085536
Position 1441: 0.006108136320120617
Position 2120: 0.005867665852900239
Position 6396: 0.005716626812289824
Position 819: 0.005690112186487673
Position 18178: 0.005650070664710929
Position 9273: 0.005301677060653726
Position 799: 0.005267887969935979
Position 473: 0.0050725847246672106
Position 426: 0.004933896535559731
Position 1381: 0.0048304441886496095
Position 13211: 0.004486976527053506
Position 18143: 0.00443041148350754
Position 12541: 0.0044022653566142276
Position 8964: 0.004063413414024027
Position 2395: 0.003813942585711138
Position 14404: 0.00370979767792836
Position 1399: 0.0036318418935290028
Position 14764: 0.003605192618831378
Position 14428: 0.003548390390297869
Position 11565: 0.0035054350468831687
Position 11650: 0.003503568533188447
Position 16635: 0.003501332379952184
Position 12581: 0.003496881054601213
Position 790: 0.003362837413920403
Position 9840: 0.0033159250838404345
Position 1782: 0.003173174707761046
Position 1530: 0.0029657520468908474
Position 8692: 0.002918599840465003
Position 12043: 0.0028056214559098926
Position 517: 0.002792163494127606
Position 453: 0.002725157482778582
Position 2128: 0.0027110234324015637
Position 414: 0.0026478731758162602
Position 279: 0.0025975904197561538
Position 13855: 0.0024827018747535963
Position 3908: 0.002361281754519634
Position 3275: 0.002316454441560883
Position 1819: 0.002290534713891351
Position 6074: 0.00228453438880338
Position 8970: 0.002265939457537823
Position 2168: 0.002263121452080928
Position 2863: 0.0021983952767495162
Position 695: 0.002151647759050429
Position 1565: 0.002127993838344031
Position 22240: 0.002101024732934424
Position 13578: 0.002032076880414016
Position 12774: 0.002031681072017333
Position 12244: 0.0020225089909336694
Position 23251: 0.001970052416938462
Position 9526: 0.0018122051572614039
Position 9595: 0.0017742149295658413
Position 3258: 0.0017563775196685859
Position 12023: 0.001670812918948566
Position 16663: 0.0016390938361018172
Position 22456: 0.0015485159534381378
Position 17172: 0.0015379148241594187
Position 1728: 0.0015121306664267029
Position 5240: 0.0015095315721574392
Position 13726: 0.0014958626377397665
Position 22310: 0.0014082032755537966
Position 14694: 0.001357981200918749
Position 12779: 0.0013506785346210372
Position 5566: 0.0013313163238357537
Position 20575: 0.0013194438888099295
Position 11517: 0.0013120130557303833
Position 22474: 0.0012894268015330675
Position 12835: 0.0012168253701916368
Position 12654: 0.0012048439663483945
Position 19057: 0.0011629220943551683
Position 434: 0.0010459481048469292
Position 20105: 0.001027532218542331
Position 21619: 0.0009489734903070355
Position 3112: 0.0009425852629391102
Position 5195: 0.0009401053638793066
Position 11525: 0.0008817952875531262
Position 9806: 0.0008293499296986808
Position 10615: 0.0008160578088013149
Position 18923: 0.0008029808441153923
Position 5074: 0.0008008377298654309
Position 739: 0.000795362574061622
Position 18904: 0.0007877750328734074
Position 14666: 0.0007659626892014521
Position 468: 0.0007234944032729726
Position 2580: 0.0007190745092988705
Position 809: 0.0006908225955571401
Position 11514: 0.0006658458907491422
Position 905: 0.0006381966623221049
Position 2284: 0.0005826322631043602
Position 1708: 0.0005610839714779396
Position 514: 0.0005323359176171865
Position 4176: 0.0005158765383648871
Position 16907: 0.0005116088491681402
Position 17787: 0.0005058192938801291
Position 20366: 0.00047980186962959666
Position 216: 0.0004726804725938589
Position 8992: 0.00046945687459409077
Position 3863: 0.0004270168254668908
Position 148: 0.00041182765266514217
Position 1472: 0.0003763182210982495
Position 1204: 0.00033975224738645146
Position 17319: 0.00033100215788789
Position 2509: 0.0003179384507423866
Position 9404: 0.00029083711090795904
Position 3629: 0.0002619535188940456
Position 176: 0.00025335541941207536
Position 758: 0.00024259396417266539
Position 4318: 0.00021059209133971203
Position 3801: 0.000166587494195263
Position 4195: 0.00013932354994019585
Position 12292: 0.0001289610621103512
Position 4954: 0.00012128025834634927
Position 16339: 0.00011586309298434207
Position 11251: 0.00010323046809845713
Position 715: 0.00010085792990549672
Position 1674: 9.218254876623671e-05
Position 523: 9.173369380512737e-05
Position 16444: 8.613549248048702e-05
Position 466: 8.382889070804096e-05
Position 843: 8.004342804273749e-05
Position 780: 7.125522389897273e-05
Position 1116: 6.614967007645048e-05
Position 4220: 5.162085131912492e-05
Position 5452: 4.487438034129147e-05
Position 765: 4.229042104110823e-05
Position 4382: 4.105887695654957e-05
Position 543: 3.957825919529938e-05
Position 8851: 3.839698795082278e-05
Position 447: 3.8049582864183155e-05
Position 1605: 3.457251634449578e-05
Position 13607: 3.136676431756311e-05
Position 1081: 3.0768327064237036e-05
Position 1221: 2.900136045076834e-05
Position 883: 2.7564007601310707e-05
Position 837: 2.6738917360617063e-05
Position 14104: 2.4003546699759333e-05
Position 13463: 2.3895591344662145e-05
Position 1704: 2.3777673176228912e-05
Position 10877: 1.4127531675643487e-05
Position 2369: 1.0952507744743082e-05
Position 3647: 1.0380133027773415e-05
Position 10921: 6.161241628610849e-06
Position 563: 3.5422380409145665e-06
Position 2466: 3.4489968760310468e-06
Position 2425: 3.3493664199528086e-06
Position 183: 1.8193219163517094e-06
Position 13769: 1.7616835149876535e-06
Position 104: 1.4273672724911596e-06
Position 443: 1.1848092081327762e-06
Position 129: 1.1273580275163834e-06
Position 11501: 8.483056882004068e-07
Position 531: 5.130530657140946e-07
Position 229: 4.924419637549698e-07
Position 1483: 4.158306734397309e-07
Position 528: 3.100334889899881e-07
Position 11656: 2.222797081006115e-07
Position 669: 2.0017437228284318e-07
Position 13401: 1.133306566325307e-07
Position 2928: 9.865127282767955e-08
Position 538: 9.574922239061076e-08
Position 237: 7.54539018688646e-08
Position 226: 7.087853914067951e-08
Position 248: 3.888185034750122e-08
Position 581: 1.7102845150144363e-08
Position 185: 1.125552648313672e-08
Position 992: 1.0954284565174053e-08
Position 1122: 8.949308691073643e-09
Position 1011: 8.033605505404303e-09
Position 618: 5.392902544817924e-09
Position 939: 4.632371725310357e-10
Position 119: 4.2688052032142775e-11
Position 87: 2.297210685488558e-12
Position 78: 5.782370640836967e-13
Position 75: 1.706110592523655e-14
