Gene = Gclm
Position 1871: 0.00022304644829327313
Position 21666: 0.0002133664931608103
Position 1973: 0.00019039482809146306
Position 1546: 0.00016607886378970936
Position 1772: 0.00015086803715337548
Position 2599: 0.0001452693486763262
Position 648: 0.00014512900609837232
Position 1314: 0.00012639537032072343
Position 530: 0.00011597896754105161
Position 2513: 0.00010658677417942861
Position 20798: 6.35235348987617e-05
Position 2235: 5.3283020691328355e-05
Position 1669: 4.6807924048240974e-05
Position 227: 4.305036480691606e-05
Position 2606: 3.108573326922525e-05
Position 174: 2.5294554946196203e-05
Position 700: 2.367552932401221e-05
Position 407: 2.0784781407119053e-05
Position 588: 1.4709706154127864e-05
Position 971: 1.2480233439163698e-05
Position 836: 1.243014351933064e-05
Position 281: 1.14327946660876e-05
Position 17165: 9.20638862447676e-06
Position 1034: 8.431863932217984e-06
Position 577: 8.12487424783046e-06
Position 536: 6.321083882354795e-06
Position 17230: 4.896182166137582e-06
Position 147: 3.2022258096831604e-06
Position 268: 2.0281237404858135e-06
Position 100: 1.3846601998711725e-06
Position 341: 8.71085119726871e-07
Position 13: 4.3529605196507277e-07
Position 736: 2.8469207205512987e-07
Position 129: 1.7098746826068336e-07
Position 706: 1.1342654932193057e-07
Position 106: 9.089491215637826e-08
Position 855: 9.693390724847462e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13649: 0.9999999999999979
Position 19236: 0.9671869314458107
Position 17042: 0.9006695791090225
Position 20670: 0.7221443637212853
Position 16310: 0.7091910221550171
Position 24029: 0.5080767826445088
Position 17799: 0.37362783740364414
Position 9987: 0.2945694523018569
Position 20396: 0.27395952439827304
Position 22274: 0.20128109783009893
Position 667: 0.16545565448987287
Position 17727: 0.15034910114038413
Position 16760: 0.12138756976160825
Position 16110: 0.11914175322492318
Position 16058: 0.08566023881160113
Position 16554: 0.08501712621782345
Position 3030: 0.06806315846887431
Position 22583: 0.051877337310828234
Position 22301: 0.048584844614631424
Position 1712: 0.044356691684335224
Position 19932: 0.036276169983278005
Position 21412: 0.03610196188687423
Position 16328: 0.03344068887232565
Position 11114: 0.031493270072768115
Position 16588: 0.028422782212993023
Position 16815: 0.02697651432461834
Position 14831: 0.026710637693494157
Position 16483: 0.026054943774858487
Position 423: 0.025277017526060232
Position 24684: 0.022989009678691
Position 21590: 0.018969606977694467
Position 16204: 0.018212566245547183
Position 23876: 0.017519758303339468
Position 16876: 0.016083772948891933
Position 16145: 0.012831954783007311
Position 24078: 0.01210274478347656
Position 21561: 0.010576409350418498
Position 23375: 0.010057447811118211
Position 22313: 0.010033872480461052
Position 19734: 0.009831216735899526
Position 24455: 0.009199925541156987
Position 22359: 0.009009335858877492
Position 14783: 0.008806885468684423
Position 19912: 0.008302259248517487
Position 16179: 0.008050746847690629
Position 19376: 0.007546021332070523
Position 24540: 0.0072792505740017985
Position 19627: 0.006924364045150191
Position 23095: 0.00650893691819554
Position 3006: 0.006436487110065464
Position 23818: 0.00641820467502833
Position 20940: 0.006212597724252367
Position 15224: 0.005866860025437051
Position 18088: 0.005750933558411577
Position 491: 0.005596010302276719
Position 20408: 0.005365139969424789
Position 20689: 0.0050962056702010695
Position 24861: 0.004745719935624988
Position 22170: 0.004360104850362971
Position 801: 0.004230875678793843
Position 22211: 0.003915889899457478
Position 19995: 0.003370144250634222
Position 19291: 0.0033071938214531828
Position 442: 0.003302691018254411
Position 20306: 0.0032784143025834417
Position 756: 0.003111309919085683
Position 20696: 0.0030841163812604768
Position 16818: 0.0028373932947540386
Position 17192: 0.0022067574691733488
Position 17739: 0.001928277797507225
Position 2443: 0.0017799807925663617
Position 23143: 0.0017304074660468797
Position 23703: 0.0016137420213167405
Position 17761: 0.0015726046616273263
Position 547: 0.0015618566522351573
Position 706: 0.0015370988083180633
Position 17566: 0.0011406957447749665
Position 17946: 0.0010899762107506481
Position 21850: 0.0010698482846403408
Position 14714: 0.0010480941572381301
Position 21026: 0.0010304295005116376
Position 639: 0.000972533726906215
Position 15241: 0.0009252793112821484
Position 21478: 0.0008329265561035977
Position 22780: 0.0008044877353009774
Position 17764: 0.0007731029394782662
Position 15798: 0.0007413200493868832
Position 19456: 0.0006440272289624379
Position 630: 0.0006317659782014157
Position 685: 0.0005995816431908869
Position 21870: 0.0004977613824499469
Position 159: 0.0004753895817473728
Position 1342: 0.00045423848186214674
Position 19771: 0.000422646350534223
Position 726: 0.00040488944474969705
Position 21029: 0.00037486772250964914
Position 22733: 0.00035440162623653616
Position 20859: 0.0003010427539200584
Position 16920: 0.0002860955863616358
Position 1537: 0.0002721387784092812
Position 19214: 0.00026630234716767346
Position 1540: 0.00025847195828679375
Position 17060: 0.0002156882588118695
Position 17068: 0.00021506627404902848
Position 2376: 0.00017543612081273257
Position 1225: 0.00015685629651082417
Position 1870: 0.00012890066025678896
Position 19326: 0.00011049712776361244
Position 19791: 6.544557038370809e-05
Position 18729: 3.8682116336003256e-05
Position 2013: 3.2077983732581056e-05
Position 2380: 3.011713044059159e-05
Position 1611: 2.6173312001050384e-05
Position 1459: 2.564799577470679e-05
Position 17207: 2.285876319831558e-05
Position 475: 2.2713416207913584e-05
Position 1000: 2.247185643516747e-05
Position 588: 2.1670129818863976e-05
Position 2087: 2.1205036958747316e-05
Position 1193: 1.9651516284932112e-05
Position 1655: 1.8709342656415805e-05
Position 2315: 1.8103742428862308e-05
Position 338: 1.7378673226147693e-05
Position 1636: 1.5273512772670666e-05
Position 135: 1.4292513599591092e-05
Position 1487: 1.036784677647725e-05
Position 20735: 9.95326069998629e-06
Position 20730: 9.944076318104805e-06
Position 1651: 8.951138844108482e-06
Position 1556: 8.192231730504579e-06
Position 19530: 3.650118332161042e-06
Position 19440: 4.2200214166137495e-07
