Gene = Igfl3
Position 2643: 5.849501486567034e-05
Position 2387: 5.285124222204537e-05
Position 1538: 4.021399108878035e-05
Position 2648: 3.575424582892888e-05
Position 2747: 3.1262623258425996e-05
Position 507: 3.075200615441719e-05
Position 1586: 2.278670919014048e-05
Position 1535: 2.25099385629121e-05
Position 140: 1.8876246058864893e-05
Position 390: 1.693435437376384e-05
Position 4248: 1.2866000859456258e-05
Position 324: 1.0161734234316875e-05
Position 1428: 9.403245602550546e-06
Position 526: 7.86380274626783e-06
Position 532: 5.4198007091463225e-06
Position 301: 5.272627716352601e-06
Position 232: 4.797564834236556e-06
Position 510: 4.452631814306209e-06
Position 377: 3.824012960756197e-06
Position 2685: 3.2540333603810323e-06
Position 1951: 2.803771557689945e-06
Position 1179: 2.4564342716913002e-06
Position 600: 1.7732536752136372e-06
Position 1404: 1.4267301092801194e-06
Position 400: 1.2459419077049735e-06
Position 540: 1.0425839307582308e-06
Position 1816: 8.135175627805476e-07
Position 1305: 4.0928276397796533e-07
Position 581: 4.074492376178344e-07
Position 1264: 3.096973321478406e-07
Position 518: 2.8728711666302504e-07
Position 2080: 1.51828860238639e-07
Position 394: 1.4192527757119804e-07
Position 119: 8.69541033196253e-08
Position 303: 8.576804487497969e-08
Position 631: 8.274142731514566e-08
Position 385: 7.576286374334434e-08
Position 604: 5.504989385439485e-08
Position 618: 3.46156075306654e-08
Position 585: 3.210537968246345e-08
Position 144: 8.73943929163724e-09
Position 1274: 4.9359156972184645e-09
Position 1256: 4.237135613393561e-09
Position 1066: 4.0636664954280326e-09
Position 633: 3.555935779804445e-09
Position 612: 1.6851346832168305e-09
Position 148: 5.157106479387781e-11
Position 857: 7.285608384652635e-13
