Gene = Pstk
Position 1783: 4.346950647129942e-05
Position 4859: 2.8673956925036513e-05
Position 4244: 2.7538392800477853e-05
Position 2654: 2.7177240303622217e-05
Position 1117: 2.627226607251701e-05
Position 3353: 2.624529862545482e-05
Position 2018: 2.5408199139936943e-05
Position 3735: 2.517441750785097e-05
Position 1903: 2.483419970008726e-05
Position 1742: 2.2494983426157035e-05
Position 3756: 2.2022800704225187e-05
Position 5232: 2.183923577487029e-05
Position 2165: 2.002225071837861e-05
Position 7312: 1.8690132829829163e-05
Position 2094: 1.661812776076091e-05
Position 888: 1.6454496900527224e-05
Position 7379: 1.5347276922767006e-05
Position 6011: 1.4820451608315641e-05
Position 1178: 1.3360392220151886e-05
Position 4643: 1.2878835082058538e-05
Position 7335: 1.2834061448562987e-05
Position 817: 1.1999125917254164e-05
Position 362: 1.0268103364214395e-05
Position 1307: 1.0197769599288273e-05
Position 963: 1.0140337852935242e-05
Position 4283: 9.314205654661973e-06
Position 478: 7.118729191666384e-06
Position 6160: 6.9505753039263515e-06
Position 3557: 6.3658023973109545e-06
Position 657: 4.794538767218131e-06
Position 535: 4.693758552699603e-06
Position 11335: 4.038012120935832e-06
Position 725: 3.8942606775718486e-06
Position 2268: 3.3220918381981784e-06
Position 4779: 3.160027566940639e-06
Position 837: 3.075008280173422e-06
Position 4501: 3.02528433746889e-06
Position 4318: 2.6825657967541024e-06
Position 167: 2.5679543041823536e-06
Position 1441: 9.454945151326901e-07
Position 855: 5.898111344452427e-07
Position 1167: 1.99058122679913e-07
Position 281: 1.8576275960172413e-07
Position 242: 1.7174011649771823e-07
Position 413: 1.343508247246744e-07
Position 1288: 1.342190642689575e-07
Position 1671: 1.2192543026809562e-07
Position 1036: 1.0783050134218668e-07
Position 1768: 1.0593331657135655e-07
Position 777: 1.0263818430330237e-07
Position 485: 8.914099830350776e-08
Position 1496: 8.326237489587119e-08
Position 1311: 8.196178527094516e-08
Position 1261: 7.118178881509413e-08
Position 2105: 6.831254855009271e-08
Position 1147: 6.426505029889585e-08
Position 770: 5.841657429814069e-08
Position 529: 5.7752296267851506e-08
Position 1914: 5.68384658612651e-08
Position 1910: 5.568986995172399e-08
Position 340: 4.82342521677323e-08
Position 1089: 4.406009331944358e-08
Position 561: 4.35658958312581e-08
Position 981: 4.3189472826051745e-08
Position 2799: 4.1379075956893845e-08
Position 1033: 3.032411064719519e-08
Position 925: 2.7206779837122178e-08
Position 490: 2.1925974035676107e-08
Position 423: 2.0022693781613583e-08
Position 646: 1.886296703450297e-08
Position 292: 1.0224077381891543e-08
Position 892: 6.510871247897725e-09
Position 999: 1.620135467911925e-09
Position 1013: 8.385158750359558e-10
Position 664: 4.5534252915314164e-10
Position 822: 4.2994092011326375e-10
Position 716: 3.600958491497618e-10
Position 335: 3.107728135038476e-10
Position 496: 2.9270876616363534e-10
Position 253: 1.6819354379789475e-10
Position 351: 1.382610788776874e-10
Position 593: 3.177784428469271e-11
Position 545: 3.113182972821867e-11
Position 425: 2.1878600613304583e-11
Position 741: 1.787384398472625e-11
Position 375: 1.5115312975762626e-11
Position 125: 1.3848978942331888e-11
Position 415: 1.1844804518659654e-11
Position 563: 9.950234981261613e-12
Position 87: 1.860703060627975e-12
Position 367: 1.759310031890186e-12
Position 785: 1.5441046352943367e-12
Position 671: 7.118333473848968e-13
Position 570: 4.929671094285913e-13
Position 300: 4.87221493433875e-13
