Gene = Dkkl1
Position 3669: 0.00032677101553276974
Position 3194: 0.0003225820015370617
Position 2122: 0.0003208171812029503
Position 3997: 0.00032077624270867845
Position 1273: 0.00031308797213975214
Position 3933: 0.00027990730399418364
Position 3874: 0.00026735728725571885
Position 1844: 0.0002603500179982327
Position 4487: 0.0002551573003507208
Position 1729: 0.000251538798081263
Position 2827: 0.0002503989357985836
Position 1870: 0.000249873697112795
Position 2207: 0.0002491798529485657
Position 235: 0.0002416814930163147
Position 436: 0.00024090382661737483
Position 349: 0.0002312820366618888
Position 2695: 0.00022440781822472304
Position 4363: 0.00021976750699934891
Position 1145: 0.00021705618126725655
Position 1783: 0.00021284158194194943
Position 458: 0.00020612624603046
Position 3313: 0.0001952549358165825
Position 1773: 0.00019086464962114557
Position 453: 0.0001901759089385326
Position 148: 0.00018585287199049782
Position 1619: 0.0001709654828565944
Position 1501: 0.00016691601017899146
Position 1278: 0.000157150877742428
Position 904: 0.00015359616237596812
Position 2275: 0.0001534947414143021
Position 2529: 0.00015062316127018683
Position 2601: 0.0001447750343077764
Position 343: 0.0001447638710094153
Position 167: 0.00014374023967442105
Position 891: 0.0001430245560533647
Position 109: 0.00014179631642285533
Position 2805: 0.0001372582747453973
Position 1039: 0.0001353481791043291
Position 841: 0.00013474370420881463
Position 2664: 0.00013248441777875762
Position 4200: 0.00013138363239149057
Position 984: 0.00012918639986655251
Position 2980: 0.00012911455849060567
Position 1944: 0.00012405002962251967
Position 4280: 0.00012256838579729652
Position 2480: 0.00011859271837900937
Position 4237: 0.00011629625040277595
Position 1165: 9.564849155316146e-05
Position 981: 9.414224861978155e-05
Position 1984: 8.976692431643689e-05
Position 1614: 8.907354295050165e-05
Position 98: 8.447459523320245e-05
Position 1096: 8.021506135874883e-05
Position 171: 7.871336865776786e-05
Position 3656: 7.784044972372968e-05
Position 1887: 7.549330733396496e-05
Position 3038: 7.111853051856028e-05
Position 497: 6.188561341457861e-05
Position 195: 5.397765378418035e-05
Position 1124: 5.12088171427213e-05
Position 4583: 4.9764707710451575e-05
Position 1553: 4.828959254407283e-05
Position 1601: 4.5763347467543706e-05
Position 1150: 4.55998495443145e-05
Position 1004: 4.548066766394773e-05
Position 443: 4.493629400047437e-05
Position 936: 4.346484919658373e-05
Position 3051: 4.301091833860091e-05
Position 367: 4.156887023220217e-05
Position 2605: 3.7184407256120397e-05
Position 2435: 3.647607049472328e-05
Position 2633: 3.5993993693943996e-05
Position 810: 3.3439049285606076e-05
Position 1120: 3.290588992068407e-05
Position 1085: 3.238271730652747e-05
Position 150: 3.067681068325666e-05
Position 2648: 2.9342147191789855e-05
Position 1034: 2.9044114449102585e-05
Position 782: 2.8654845470280816e-05
Position 1367: 2.6469286984078086e-05
Position 942: 2.5775134915601348e-05
Position 1512: 2.5682146119109175e-05
Position 688: 2.3216236235433385e-05
Position 1667: 2.021463667733494e-05
Position 3659: 2.0084793318320662e-05
Position 121: 1.96176334473034e-05
Position 1968: 1.9120543684351513e-05
Position 1959: 1.751884409503079e-05
Position 2668: 1.4253972626535688e-05
Position 473: 1.424319884103987e-05
Position 516: 1.1576162906796237e-05
Position 1496: 1.080035144989358e-05
Position 406: 9.372815406227988e-06
Position 2472: 9.172985088181131e-06
Position 1159: 8.913420366907744e-06
Position 2509: 8.801253655532616e-06
Position 111: 8.626273800906262e-06
Position 804: 8.519494033931466e-06
Position 1480: 8.506843529714645e-06
Position 1461: 8.367367908775232e-06
Position 2556: 7.729400678734691e-06
Position 206: 6.166398152710828e-06
Position 758: 5.636892787604041e-06
Position 2582: 4.9661248578790834e-06
Position 2775: 4.865376768395618e-06
Position 738: 4.630425539269503e-06
Position 787: 3.935483699146645e-06
Position 727: 3.879494627399401e-06
Position 1813: 3.211244934162259e-06
Position 2445: 3.175428223368457e-06
Position 1864: 2.864798216248848e-06
Position 361: 2.6932506463250853e-06
Position 2587: 2.033993948699267e-06
Position 372: 1.6224925506629837e-06
Position 390: 1.5808008099319203e-06
Position 2401: 7.910289177978346e-07
Position 2941: 7.868837743575965e-07
Position 386: 4.383662901861458e-07
Position 1999: 3.5889566679051845e-07
Position 1980: 2.736949940700132e-07
Position 2520: 2.62230454985521e-07
Position 898: 2.097883062449705e-07
Position 2383: 1.6730524706304739e-07
Position 789: 1.3627312637701683e-07
Position 793: 1.321802142280469e-07
Position 799: 1.3181767918619216e-07
Position 423: 1.1707675612216948e-07
Position 506: 7.603730646673324e-08
Position 164: 7.035032845964279e-08
Position 751: 6.33139941389945e-08
Position 508: 6.117014327997404e-08
Position 755: 4.1174752496127344e-08
Position 885: 2.7259049256862703e-08
Position 425: 4.914473271189869e-09
Position 1036: 3.078900105650268e-09
Position 95: 1.7771437931698629e-09
