Gene = Rbis
Position 4257: 0.0005116819009074071
Position 4357: 0.0004815672425634715
Position 3260: 0.0004810791692166527
Position 1089: 0.0004760906695550199
Position 3345: 0.00040098118653155834
Position 1841: 0.00039332405090061317
Position 2566: 0.0003495491189409558
Position 168: 0.0003362501360070315
Position 4933: 0.00031312784572475765
Position 2905: 0.0002988315976517284
Position 4077: 0.00029759803001783104
Position 1196: 0.0002893201273050952
Position 2997: 0.00028727974650602755
Position 1899: 0.0002703116833715206
Position 1124: 0.00026395379249532385
Position 1424: 0.00025242643202353526
Position 2031: 0.00024770598383663827
Position 1372: 0.00022228183395520988
Position 3698: 0.00021734059011625914
Position 4016: 0.00020450705721382036
Position 3046: 0.00019636846601040048
Position 1547: 0.00017917662330176973
Position 2351: 0.00017174604541076872
Position 4506: 0.00016993267842678266
Position 4814: 0.00016621143538950248
Position 1130: 0.00016360411371560104
Position 1108: 0.0001614583592021293
Position 2962: 0.000160812664906685
Position 802: 0.00015764247815035204
Position 4898: 0.00015493359649947482
Position 1932: 0.00015466112715722586
Position 4299: 0.00015024399533519249
Position 2477: 0.0001491716450374876
Position 2712: 0.00014873716716377742
Position 4441: 0.00014596860460263115
Position 862: 0.00014531741425924123
Position 4032: 0.00014348288648537803
Position 3313: 0.00013940746241175716
Position 3114: 0.00012365138028664848
Position 1517: 0.00011886504967702738
Position 4488: 0.00011657194021068094
Position 3930: 0.00011408248132092979
Position 3169: 0.00010914389611956623
Position 920: 0.00010270829787620179
Position 3831: 9.316392804777471e-05
Position 2301: 8.895799163669487e-05
Position 3280: 8.606306745094417e-05
Position 3554: 8.310813587894646e-05
Position 4944: 7.738252865555596e-05
Position 4497: 7.301938716816135e-05
Position 305: 6.890503593548278e-05
Position 2499: 6.84743678938937e-05
Position 1433: 6.647203059392374e-05
Position 2748: 6.630526465178525e-05
Position 1345: 6.518285816918284e-05
Position 3061: 6.167830044042287e-05
Position 3057: 6.14861429259373e-05
Position 1091: 5.958682432187118e-05
Position 2936: 5.934491934987582e-05
Position 2541: 5.244324991046144e-05
Position 1975: 4.985937998578863e-05
Position 2734: 4.5261081495471523e-05
Position 630: 4.4345108245876865e-05
Position 264: 4.3993111313383075e-05
Position 3532: 4.237614022941156e-05
Position 2368: 4.026560786854292e-05
Position 1639: 3.646628795761934e-05
Position 1095: 3.6401173115638225e-05
Position 1702: 3.2537614870192336e-05
Position 913: 3.187234442818004e-05
Position 1445: 3.1261595902396923e-05
Position 2618: 3.124021854957719e-05
Position 2018: 3.114761327649162e-05
Position 3489: 3.071541642964724e-05
Position 1686: 2.929222197147143e-05
Position 4913: 2.875709106459595e-05
Position 1652: 2.8293183866743555e-05
Position 2695: 2.824024822589961e-05
Position 3348: 2.7628583881178558e-05
Position 330: 2.7549511012738215e-05
Position 2966: 2.6192937759854896e-05
Position 3887: 2.5376578723779215e-05
Position 969: 2.2227675984760598e-05
Position 4263: 2.2110590224480588e-05
Position 3819: 1.967731312047608e-05
Position 237: 1.9584857054644405e-05
Position 1235: 1.862355331773834e-05
Position 1133: 1.7816286557125075e-05
Position 1971: 1.7626304056069128e-05
Position 979: 1.6517076742090223e-05
Position 555: 1.4859772841290978e-05
Position 2111: 1.4718940509810268e-05
Position 129: 1.361071049468579e-05
Position 378: 1.3543852581201628e-05
Position 396: 1.2813441450166472e-05
Position 334: 8.785931316482353e-06
Position 925: 7.591057802083562e-06
Position 267: 6.179388629548794e-06
Position 453: 5.967862624806437e-06
Position 1232: 5.762311189019667e-06
Position 927: 5.218564201581399e-06
Position 1155: 4.951393705089529e-06
Position 873: 4.868781312264287e-06
Position 1401: 4.727099726912314e-06
Position 3850: 4.067950506329784e-06
Position 1453: 3.7072218270018397e-06
Position 1141: 3.4017197997892804e-06
Position 1244: 2.606819773885921e-06
Position 1846: 2.5817480183137585e-06
Position 1657: 2.5162541133632232e-06
Position 904: 2.315496614659098e-06
Position 1148: 2.293575962288405e-06
Position 1957: 2.281877764345492e-06
Position 1180: 1.7886510702088081e-06
Position 341: 1.4890489603907568e-06
Position 2356: 1.4713400284921354e-06
Position 1940: 1.333312360558686e-06
Position 1660: 1.2515721565276416e-06
Position 1554: 1.1254522077769238e-06
Position 3140: 1.0644741715690667e-06
Position 1744: 1.0311775355645857e-06
Position 2156: 9.062914237942318e-07
Position 1901: 8.704330803944338e-07
Position 1829: 4.2908496826677064e-07
Position 1778: 3.4664209111831414e-07
Position 1714: 2.3132231696801444e-07
Position 1741: 2.214648137188905e-07
Position 1796: 1.7447791296608002e-07
Position 2487: 1.654802132511115e-07
Position 2185: 1.40439982650925e-07
Position 280: 1.0632907459282404e-07
Position 627: 8.037169045119415e-08
Position 524: 7.174984690818129e-08
Position 562: 6.196919097336624e-08
Position 133: 5.0117203410345316e-08
Position 503: 4.5427326807084304e-08
Position 885: 3.180661346259046e-08
Position 877: 3.0241085147823035e-08
Position 899: 2.8890186002810924e-08
Position 536: 1.7259202454140295e-08
Position 3083: 1.6098915189009063e-08
Position 1411: 9.736103235860511e-09
Position 514: 4.777267880215491e-09
Position 550: 2.7818019285880355e-09
Position 1276: 8.475036801559347e-10
Position 518: 5.993535122280639e-10
Position 547: 1.516304303861707e-11
Position 633: 8.39268925065864e-12
Position 102: 3.1943825195831696e-12
Position 83: 7.846821575643666e-13
