Gene = Jchain
Position 7016: 0.003125608727916521
Position 1191: 0.0024951799631058452
Position 1279: 0.002460577985961559
Position 393: 0.002338091807914597
Position 4064: 0.002291012855676293
Position 6371: 0.0022779745582751742
Position 3990: 0.0021995656259749356
Position 1127: 0.0021464787604924336
Position 7262: 0.0021372687478586803
Position 5706: 0.002114892686980596
Position 514: 0.001958413502493966
Position 6191: 0.0019318799487955756
Position 5074: 0.0018657530645579672
Position 6634: 0.0018111808329158289
Position 1425: 0.0017208927791166812
Position 1873: 0.0016963419045924802
Position 6668: 0.0015613320701072786
Position 6407: 0.0014401181952434338
Position 6082: 0.0013302130266814043
Position 2968: 0.001198360133077892
Position 6390: 0.0011132355793822923
Position 2858: 0.001075160330408131
Position 6155: 0.001012684032166335
Position 2216: 0.0010066460913944317
Position 6917: 0.0009433037198379555
Position 3633: 0.0009363576181483317
Position 2328: 0.0009251256259473934
Position 1683: 0.0008988502315569849
Position 6858: 0.0008801220793070445
Position 6995: 0.0008726495116651128
Position 6946: 0.000867994312222761
Position 1124: 0.0008665271151303954
Position 719: 0.0008425255284496199
Position 5254: 0.0008125797253545819
Position 1951: 0.000799667442071113
Position 2479: 0.0007942115525247171
Position 1385: 0.000676477893609768
Position 5629: 0.0005972323322575733
Position 6729: 0.0005885307399473774
Position 3061: 0.0005737279446579668
Position 6765: 0.0005597960422536057
Position 1367: 0.0005541238796643028
Position 1751: 0.000551192478648835
Position 6768: 0.0005236862284776771
Position 2452: 0.0005179040751299833
Position 6834: 0.0004601388970908697
Position 7131: 0.000453920350801027
Position 2637: 0.00043794791100205835
Position 3041: 0.00041955200476376746
Position 2836: 0.0004127609525220482
Position 5841: 0.00040863199541271115
Position 6268: 0.0003842755915966499
Position 4445: 0.00037157492956280537
Position 1722: 0.0003672747071528921
Position 1529: 0.00035809394758578466
Position 1002: 0.0003576409072023255
Position 3173: 0.00033513734627566445
Position 3435: 0.00030144648065803125
Position 550: 0.00029879301927404064
Position 5723: 0.0002978152166065283
Position 4356: 0.0002798437424662301
Position 1160: 0.0002761265696195836
Position 6395: 0.0002705650308077563
Position 4843: 0.00027023343557497993
Position 771: 0.0002579326016124501
Position 6444: 0.0002483752767537974
Position 2547: 0.00023389005315725914
Position 2058: 0.00022525244547679033
Position 909: 0.0002185572462324054
Position 1144: 0.00021270045830520555
Position 1234: 0.0002065533166563146
Position 5773: 0.00019425371996661947
Position 2124: 0.00019288639891320121
Position 3299: 0.00018429148977210376
Position 6637: 0.00017474801882237973
Position 3080: 0.00016135338407648566
Position 1624: 0.00014291442735490115
Position 263: 0.00013191224290708174
Position 295: 0.00012738801310735324
Position 1833: 0.00012641504027961978
Position 1254: 0.0001146885361409572
Position 970: 0.00010768958583601316
Position 1355: 0.0001044831350001744
Position 3686: 9.31616662496414e-05
Position 6427: 8.90630054878351e-05
Position 400: 8.817694917845868e-05
Position 1594: 8.273108929217717e-05
Position 5546: 8.143094640395366e-05
Position 7365: 7.220609355273712e-05
Position 481: 6.951999982387888e-05
Position 659: 6.811088334728461e-05
Position 865: 6.695741151333685e-05
Position 1990: 6.091307588329654e-05
Position 3423: 5.852624576345496e-05
Position 4690: 4.660254787258039e-05
Position 2098: 4.537909519114988e-05
Position 2166: 4.4557780760411354e-05
Position 3860: 3.9573831917858016e-05
Position 782: 3.626181252205847e-05
Position 870: 3.619370792999051e-05
Position 2031: 3.527131344353179e-05
Position 2255: 3.32759405466804e-05
Position 1245: 3.2420868978182656e-05
Position 2034: 2.8790373408650304e-05
Position 1336: 2.6583414267307815e-05
Position 1133: 2.6051643383668494e-05
Position 3113: 2.509671716725415e-05
Position 1375: 2.44459343786795e-05
Position 1249: 2.2526570878988634e-05
Position 90: 2.0542816930865973e-05
Position 797: 1.754612607872332e-05
Position 1339: 1.7270555491156527e-05
Position 1050: 1.5601381599310983e-05
Position 948: 1.5057609533020911e-05
Position 579: 1.3509195825295879e-05
Position 1453: 1.0822854175136596e-05
Position 1900: 1.0716627265030116e-05
Position 732: 9.676295448077185e-06
Position 1329: 9.122919575491622e-06
Position 5394: 8.987946320875623e-06
Position 1348: 8.85462602519998e-06
Position 1405: 8.59460114279137e-06
Position 612: 8.304231387703078e-06
Position 913: 7.2289775976539184e-06
Position 435: 6.9269811922481835e-06
Position 6322: 6.1593285819858395e-06
Position 1029: 5.189669795479118e-06
Position 1481: 3.954364216289103e-06
Position 1016: 2.650544369353921e-06
Position 1615: 1.8478212222409767e-06
Position 1522: 1.7447056167999598e-06
Position 516: 1.7290033635029562e-06
Position 299: 1.6593617534022534e-06
Position 1763: 1.5945671435152792e-06
Position 1591: 1.515781418856854e-06
Position 519: 1.328508110109875e-06
Position 1379: 1.2423231327364693e-06
Position 927: 9.932808603785773e-07
Position 1533: 7.068783936280921e-07
Position 688: 6.976107802173186e-07
Position 979: 5.716157393128963e-07
Position 988: 5.473408184069897e-07
Position 101: 5.236933794594906e-07
Position 1542: 4.5011743411680994e-07
Position 736: 4.257089167028796e-07
Position 2863: 3.7246026019906495e-07
Position 228: 2.764250043591077e-07
Position 618: 1.823353111140436e-07
Position 1626: 1.5365166872057386e-07
Position 1604: 1.3154374275803042e-07
Position 875: 1.261110019801744e-07
Position 1485: 1.1514427865054476e-07
Position 271: 7.210774005053611e-08
Position 493: 6.749038287826615e-08
Position 1538: 1.3946052724993887e-08
Position 2121: 1.1150707512252338e-08
Position 159: 1.054471341817522e-08
Position 1996: 4.0155791589950995e-09
Position 275: 1.7577102466378315e-09
Position 106: 1.5409635383659006e-09
Position 587: 1.0975529498449661e-10
Position 591: 8.128543182409145e-11
Position 523: 5.198317659303531e-11
Position 175: 3.8326803078592544e-11
Position 624: 3.484533538476886e-11
Position 111: 1.3848043934138776e-11
Position 203: 2.726636083500929e-13
Position 139: 6.822661071774412e-14
Position 179: 5.075661984973366e-14
Position 593: 4.517291251677501e-14
Position 117: 4.425565867231457e-14
Position 236: 3.628602055135134e-14
Position 210: 2.323663286658495e-14
Position 595: 4.826849006382848e-15
