Gene = Sh3bp2
Position 6279: 5.793527729709284e-05
Position 901: 4.879161890592711e-05
Position 1217: 4.847635497444425e-05
Position 1738: 4.694581741152172e-05
Position 144: 4.591943168897939e-05
Position 33: 4.26131984290346e-05
Position 110: 4.078889950346316e-05
Position 236: 4.041041207169299e-05
Position 768: 3.983438806598471e-05
Position 84: 3.867480721650358e-05
Position 2170: 3.324926271730853e-05
Position 301: 3.322786809192074e-05
Position 105: 3.316893895154616e-05
Position 263: 3.2900720392301585e-05
Position 2211: 2.8950083542344397e-05
Position 2652: 2.51495000483722e-05
Position 1825: 2.098089275920114e-05
Position 2314: 1.918990811817434e-05
Position 2218: 1.864920432036544e-05
Position 935: 1.7702717264275295e-05
Position 582: 1.4770284567799479e-05
Position 1617: 1.4426707544218638e-05
Position 2027: 1.3313403532579689e-05
Position 2395: 1.3127360650240073e-05
Position 2454: 1.1600097123725956e-05
Position 635: 1.0906716346234889e-05
Position 916: 1.082300156671451e-05
Position 2149: 9.63358320590304e-06
Position 2439: 9.561337585575507e-06
Position 1999: 8.98037223830472e-06
Position 456: 8.098062621690822e-06
Position 2478: 7.655240828067876e-06
Position 2460: 7.65470380456892e-06
Position 5244: 7.4461221365312536e-06
Position 166: 7.389595155248521e-06
Position 108: 6.226547882630633e-06
Position 72: 6.139576776273515e-06
Position 218: 5.679082092994654e-06
Position 530: 5.034566398113444e-06
Position 163: 4.369658204532384e-06
Position 213: 3.993117167619935e-06
Position 394: 3.5612632584370847e-06
Position 569: 2.6484031395367906e-06
Position 5653: 2.490132068818368e-06
Position 168: 2.1940378216840998e-06
Position 323: 1.4426042016574986e-06
Position 654: 1.3804189875673678e-06
Position 509: 1.3342653486994073e-06
Position 487: 1.2793539932972e-06
Position 658: 9.406874922756693e-07
Position 287: 9.156734095297829e-07
Position 550: 8.661341408204327e-07
Position 252: 8.646836516733311e-07
Position 418: 8.37525033555624e-07
Position 454: 8.353553711673389e-07
Position 193: 3.2344529188962416e-07
Position 245: 3.1683158358790724e-07
Position 247: 1.6169844453171775e-07
Position 87: 1.6030426081095617e-07
Position 463: 1.2352904912563903e-07
Position 507: 1.2038980233532256e-07
Position 254: 6.759325731775638e-08
Position 745: 2.3472114347827313e-08
Position 679: 3.706381888005217e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4598: 0.8513859864501373
Position 13625: 0.5476560561659111
Position 11005: 0.47012072284791095
Position 6770: 0.4619958903659746
Position 16382: 0.4534664823501743
Position 10372: 0.35758617293292766
Position 2744: 0.30768381039595954
Position 3645: 0.17799607589512048
Position 3789: 0.15020058083836013
Position 4851: 0.14944114278694914
Position 16040: 0.11068080430032755
Position 6130: 0.08786127665522389
Position 4817: 0.08487091041634665
Position 3737: 0.07363341569213479
Position 18380: 0.06934435560951804
Position 14238: 0.06256656488514023
Position 697: 0.05417916688838848
Position 6889: 0.05368749772741515
Position 6734: 0.05318358699673329
Position 4611: 0.048541522884513716
Position 5024: 0.04838766141256008
Position 11495: 0.04405021319097895
Position 968: 0.041819439319689636
Position 743: 0.03254228134154141
Position 4792: 0.029687681612550032
Position 15547: 0.029092081671651525
Position 14909: 0.028987042144727266
Position 1381: 0.024375701872381608
Position 11271: 0.023763726065756698
Position 15932: 0.019785753187224808
Position 3689: 0.018710840070451682
Position 11446: 0.01808872956929458
Position 4635: 0.01767110413572812
Position 10433: 0.015524265215427326
Position 6111: 0.010881717886320454
Position 944: 0.00986828277986236
Position 4857: 0.0098471076652015
Position 5088: 0.009449750683117934
Position 8356: 0.009448232864578835
Position 14265: 0.00925543299946864
Position 14600: 0.009014937634419226
Position 5809: 0.008878604956557014
Position 2571: 0.008286299976865884
Position 779: 0.007134507530573077
Position 991: 0.007032855677138377
Position 12825: 0.006998054038809916
Position 10054: 0.006570096226600994
Position 4838: 0.006556911495419708
Position 6041: 0.00649419549980744
Position 5205: 0.0064220911108305665
Position 12925: 0.0063194501868207
Position 6680: 0.006140295875545487
Position 1304: 0.00590098022825364
Position 368: 0.0053451195531502675
Position 5253: 0.005292205275226656
Position 3000: 0.005136002298235177
Position 800: 0.005091184327833172
Position 3694: 0.004968330872216903
Position 1566: 0.0047749661577749306
Position 3751: 0.004766829024151473
Position 10541: 0.0047235650583880824
Position 3660: 0.004518757870027788
Position 2798: 0.004250852564820303
Position 6153: 0.003991388996663526
Position 909: 0.0037240580855532578
Position 4638: 0.0037167964098196184
Position 3975: 0.0035640729564502074
Position 3970: 0.0030982201919413713
Position 6676: 0.003026669797526203
Position 12871: 0.002983846340225096
Position 4888: 0.0028674884277808403
Position 3948: 0.0026647056149593164
Position 576: 0.0025560046561268635
Position 11167: 0.0025064810842086098
Position 679: 0.0022091843464807975
Position 10677: 0.002142239269395692
Position 14677: 0.002105165900650072
Position 3792: 0.0020696168549978215
Position 10729: 0.0019435442420369176
Position 4761: 0.001898375174104987
Position 3438: 0.0018608737860572
Position 2276: 0.0017731195105626697
Position 14218: 0.0017569048642408643
Position 1188: 0.0014735320111928267
Position 5649: 0.0014070493518978375
Position 1256: 0.0013190671654287264
Position 8229: 0.0013049539236153586
Position 12217: 0.001262505096902554
Position 1447: 0.0012595405930956748
Position 5731: 0.0012519153709003251
Position 10110: 0.0012425692353523073
Position 5208: 0.0012131032068428572
Position 382: 0.0010286133746871483
Position 3641: 0.0010201075775431389
Position 5673: 0.0010095197344947898
Position 7105: 0.0009659202765247193
Position 5309: 0.0008188828466774742
Position 1531: 0.000814006208503641
Position 11503: 0.0007854155376117557
Position 1770: 0.000774423452012315
Position 5777: 0.0007058019797850138
Position 4346: 0.000705506130401508
Position 3536: 0.0006402969320445795
Position 2701: 0.0006156778407596128
Position 973: 0.0006091809111047795
Position 7397: 0.0006078968863959002
Position 997: 0.0005717627616428374
Position 1338: 0.0005523678091663575
Position 3106: 0.0005428669178197931
Position 12322: 0.0005128260838077045
Position 7439: 0.000509338400030713
Position 5118: 0.0005047998588308321
Position 2312: 0.0004991936422028806
Position 5992: 0.0004974124246399546
Position 3499: 0.00043214807810278475
Position 4677: 0.0004079784485871843
Position 2652: 0.00040418245270187165
Position 4061: 0.000404053732139867
Position 629: 0.0003906441844334503
Position 4429: 0.00038854271826729316
Position 3989: 0.00038463497315189074
Position 3849: 0.0003718331047699716
Position 6458: 0.0003479400910086073
Position 3845: 0.00033201542178684033
Position 1264: 0.00030040964371773164
Position 1806: 0.00030017822584649836
Position 1310: 0.00029002410863885974
Position 7234: 0.000271082985159982
Position 2464: 0.000267313225509519
Position 2435: 0.00026314032515649784
Position 951: 0.00022369778132663555
Position 2065: 0.0002175577046796274
Position 6990: 0.00021041676898741178
Position 2763: 0.000192158879879602
Position 3230: 0.00018237507134906815
Position 10496: 0.00017754213495356044
Position 4460: 0.0001738101538232525
Position 2576: 0.00017261181917470442
Position 3087: 0.00017071017116806418
Position 8070: 0.00014814459490972777
Position 10035: 0.00013557432856889663
Position 7302: 0.0001325433736350937
Position 1423: 0.00013031918462340497
Position 841: 0.00012881261554125456
Position 2120: 0.00012506774243405374
Position 1535: 0.00011725490641704956
Position 1345: 0.00010838317451523605
Position 5266: 0.00010609601561827173
Position 7344: 0.00010270894435388665
Position 710: 0.00010216903235148731
Position 4902: 9.606073116458025e-05
Position 1082: 8.439906028357342e-05
Position 1663: 8.138462964583123e-05
Position 8962: 7.605367127810259e-05
Position 718: 7.038520630956898e-05
Position 1046: 6.945754706451226e-05
Position 332: 6.858177288963532e-05
Position 4388: 6.785795197164993e-05
Position 8452: 5.4897096529323346e-05
Position 1692: 5.064792713220182e-05
Position 2024: 4.998181944180184e-05
Position 4131: 3.952366117784207e-05
Position 3348: 3.8473618520709994e-05
Position 2966: 3.636774935181046e-05
Position 3387: 3.042141273667512e-05
Position 7356: 3.0286016252032944e-05
Position 2218: 2.5448708568153937e-05
Position 1711: 2.4362661629892588e-05
Position 294: 2.4291888626426737e-05
Position 1313: 2.2599925763985977e-05
Position 2587: 2.217746675206735e-05
Position 1785: 2.1003267831167616e-05
Position 1977: 1.9267756466768373e-05
Position 1469: 1.8520407970685872e-05
Position 5572: 1.656454677342736e-05
Position 156: 1.613595363762063e-05
Position 1575: 1.5564954309264545e-05
Position 384: 1.5517361320912217e-05
Position 5861: 1.2192379264257818e-05
Position 2655: 1.0841154811571572e-05
Position 4821: 1.0790067538815056e-05
Position 852: 9.646534526848687e-06
Position 878: 6.7649006557162466e-06
Position 4718: 4.965064528896711e-06
Position 1019: 4.9112953899543884e-06
Position 2162: 2.5755025701664114e-06
Position 483: 1.2518539468926364e-06
Position 2527: 9.623597333157415e-07
Position 2478: 7.751915190560465e-07
Position 487: 6.249348047696049e-07
Position 582: 5.23454509373184e-07
Position 175: 5.160038285201641e-07
Position 459: 4.834958054909479e-07
Position 318: 4.246474555426985e-07
Position 978: 4.2082651295204586e-07
Position 204: 4.022018279292824e-07
Position 712: 3.957835489075032e-07
Position 300: 3.5728044373261987e-07
Position 859: 3.307902900889354e-07
Position 723: 2.8974892163119827e-07
Position 218: 1.7702319883298264e-07
Position 2899: 1.1583366215397117e-07
Position 400: 1.0190308981068015e-07
Position 394: 7.545345471230943e-08
Position 418: 7.50509357869596e-08
Position 1021: 7.40162340865162e-08
Position 477: 5.948345027125943e-08
Position 498: 5.1060589796653996e-08
Position 885: 4.4575009923431646e-08
Position 307: 4.389281457061164e-08
Position 1217: 3.53517960449354e-08
Position 720: 2.652937574337594e-08
Position 2929: 2.4639655257397107e-08
Position 1275: 2.3483612554476836e-08
Position 1318: 2.3085350801815096e-08
Position 505: 2.1427874078560484e-08
Position 1190: 2.005932818854413e-08
Position 223: 1.9181702188138912e-08
Position 1544: 1.815250868748143e-08
Position 470: 1.7896149106042346e-08
Position 514: 1.742533130987472e-08
Position 450: 1.6456377525924484e-08
Position 1194: 1.3146522865881985e-08
Position 1281: 1.1635476955118926e-08
Position 407: 9.976000073249372e-09
Position 891: 8.694337393200345e-09
Position 1426: 7.402735240748572e-09
Position 1616: 6.9870699215813456e-09
Position 1210: 4.907403879100806e-09
Position 118: 3.508139443085904e-09
Position 1608: 3.395085705337522e-09
Position 193: 2.401334672040056e-09
Position 163: 2.307490819623685e-09
Position 518: 1.71974470310537e-09
Position 480: 1.4276578011501416e-09
Position 341: 9.566822084889647e-10
Position 230: 7.50331035490121e-10
Position 593: 5.316181416623922e-10
Position 402: 4.5556597592366184e-10
Position 245: 4.4732327928385235e-10
Position 463: 3.6214720832005104e-10
Position 507: 1.236447375900193e-10
Position 226: 8.031965931113819e-11
Position 116: 3.31007907275675e-11
Position 105: 1.855129269709846e-11
Position 2756: 4.220643697863663e-12
