Gene = Lat
Position 236: 0.00043944043860038125
Position 978: 0.0003681361403087293
Position 616: 0.00034398921328224235
Position 5118: 0.00034358820374543126
Position 5346: 0.0003153063523676564
Position 1244: 0.00029645722717245893
Position 1832: 0.00029396961792854236
Position 2974: 0.00022410829664519557
Position 1838: 0.00020903539368934422
Position 1437: 0.00020448398858010207
Position 4012: 0.00018666362216991395
Position 3089: 0.00017536051695827355
Position 4030: 0.00016566146622294363
Position 854: 0.00016327698096219885
Position 2084: 0.00014588739105483633
Position 744: 0.00013814120871638225
Position 5343: 0.00012691871361769427
Position 4933: 0.00011799327034680399
Position 790: 0.00011521165462333688
Position 5281: 0.00010310855630426714
Position 2949: 0.00010204727590156424
Position 341: 0.00010177719970739263
Position 1242: 0.00010164542674711739
Position 5097: 0.00010153129658482659
Position 4227: 9.488474429015976e-05
Position 1068: 9.320927211454622e-05
Position 993: 8.926413679722553e-05
Position 129: 7.986592848998269e-05
Position 644: 7.847927258281216e-05
Position 1520: 7.276996095734356e-05
Position 5352: 7.123107256690443e-05
Position 1273: 6.923520872949992e-05
Position 1367: 6.323665273584379e-05
Position 3147: 5.9686248497935375e-05
Position 4554: 5.9265627425774106e-05
Position 3349: 5.455928518082942e-05
Position 742: 5.332515177451198e-05
Position 858: 5.117484937914138e-05
Position 5091: 4.733106434353157e-05
Position 5505: 4.62227953490257e-05
Position 784: 4.564909856610207e-05
Position 3312: 4.5596050975913596e-05
Position 391: 4.444919808302032e-05
Position 608: 4.157387181539662e-05
Position 960: 4.067573451799092e-05
Position 212: 4.0056776706237315e-05
Position 1075: 2.733780568128697e-05
Position 1059: 2.608558040310743e-05
Position 5530: 2.5052075254085146e-05
Position 472: 2.3804052725448947e-05
Position 5407: 2.2960271865109628e-05
Position 4205: 1.9084639929345688e-05
Position 5254: 1.8880126240052163e-05
Position 379: 1.773892040030419e-05
Position 804: 1.584084272188627e-05
Position 869: 1.5526582623039735e-05
Position 1325: 1.473981320952248e-05
Position 525: 1.4665723007105545e-05
Position 4080: 1.396711850542217e-05
Position 1146: 1.3433259525402889e-05
Position 5528: 1.235841155157546e-05
Position 5060: 1.1681047078046115e-05
Position 1370: 1.1675563245516502e-05
Position 47: 1.1665543509633483e-05
Position 597: 1.1632863767423828e-05
Position 5183: 1.1006570647404699e-05
Position 564: 1.078526104271752e-05
Position 1374: 1.0307720574365289e-05
Position 816: 8.708666528737356e-06
Position 610: 5.5755920428424846e-06
Position 942: 4.752341954245324e-06
Position 701: 4.561409681795225e-06
Position 671: 4.355890519342525e-06
Position 880: 4.252747901000904e-06
Position 1402: 3.6076594793267695e-06
Position 252: 3.44159294916224e-06
Position 620: 3.237914971513421e-06
Position 510: 2.9300625470124818e-06
Position 1525: 2.648699980045699e-06
Position 1379: 2.5011753317198656e-06
Position 5444: 2.4240824461245785e-06
Position 1523: 2.282032192905385e-06
Position 545: 1.853984267887177e-06
Position 1194: 1.686187319039406e-06
Position 618: 1.6492446881301088e-06
Position 5467: 1.1434040452488436e-06
Position 1694: 8.426478500234961e-07
Position 911: 8.382228280179244e-07
Position 631: 7.946244049952355e-07
Position 1663: 7.707884964860641e-07
Position 1116: 6.377836398715834e-07
Position 1675: 4.5410352262348845e-07
Position 1647: 3.913318435313274e-07
Position 1604: 3.6821458438192297e-07
Position 2078: 3.5021987014012993e-07
Position 266: 3.2991666917837155e-07
Position 2057: 3.123248926927862e-07
Position 2093: 2.699638801260091e-07
Position 1581: 2.2364709553807005e-07
Position 1568: 1.609726011829861e-07
Position 518: 1.2019315313020566e-07
Position 1601: 9.044280119415115e-08
Position 1584: 5.1082643620979756e-08
Position 1595: 3.939105524460688e-08
Position 1514: 1.2480074089405646e-08
Position 1619: 8.095848483442223e-09
Position 697: 2.062441724840605e-09
Position 5426: 2.093537758822904e-10
Position 5190: 1.0517934760658047e-10
Position 944: 8.55349128922376e-11
Position 5194: 1.6394427200454837e-11
Position 1769: 6.129032403400063e-12
Position 1445: 1.8320333049125247e-13
Position 1565: 4.660174935087159e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 5073: 0.9764110372725471
Position 1427: 0.9557445521885883
Position 5233: 0.9340851391793591
Position 1563: 0.8076423883816949
Position 5492: 0.7620020654331117
Position 4862: 0.4627052747758163
Position 1170: 0.4420632408296914
Position 4912: 0.39673076526395795
Position 697: 0.3845278272028762
Position 951: 0.3795530612031199
Position 1131: 0.34574349218107114
Position 4695: 0.34068071553065665
Position 564: 0.3117862364805643
Position 3845: 0.18889518242227152
Position 1318: 0.1687382162512194
Position 454: 0.14971524982674203
Position 4603: 0.14553847331982328
Position 1093: 0.14256674828069416
Position 863: 0.14255566985164486
Position 897: 0.11165948114015725
Position 993: 0.0639189031370099
Position 5407: 0.061047389349400405
Position 5250: 0.046132741811156126
Position 679: 0.04300473364517171
Position 642: 0.039926451993510206
Position 4443: 0.03880366535450577
Position 5569: 0.025752621100956694
Position 4422: 0.019327700802035996
Position 5611: 0.012042684919110503
Position 3991: 0.011601782575116423
Position 129: 0.010689996589688007
Position 1766: 0.01023181831672117
Position 283: 0.010177262985182327
Position 1222: 0.009082067304332427
Position 3684: 0.009076700098607325
Position 1626: 0.007071945381978209
Position 4324: 0.006624921074605837
Position 4285: 0.006197461741573611
Position 1133: 0.005807926913892794
Position 801: 0.005392598501278875
Position 1325: 0.005283528590765468
Position 577: 0.005030784282410271
Position 1433: 0.004969334028480536
Position 252: 0.004738471378980036
Position 5498: 0.004525009175220948
Position 4651: 0.004499303775776448
Position 1565: 0.004495316936188487
Position 4746: 0.003853313074820343
Position 5646: 0.0036084560499314985
Position 4143: 0.0035965181078216287
Position 4697: 0.003576178080878365
Position 4512: 0.0028916782065976664
Position 1219: 0.002798570421676944
Position 386: 0.002620908976043433
Position 932: 0.002563325787040189
Position 1143: 0.0022256850571683202
Position 243: 0.002176176024615882
Position 1401: 0.0020690902045634196
Position 272: 0.0020182162685074153
Position 588: 0.0019959202953181905
Position 5669: 0.001589391041670004
Position 4814: 0.0015565991392909465
Position 5106: 0.001532632361778701
Position 510: 0.001468212337353255
Position 1581: 0.0013989855420835457
Position 5414: 0.001243799239934949
Position 1429: 0.001044620039846034
Position 2885: 0.0009536723784220025
Position 2193: 0.0009432453761228627
Position 4122: 0.000899956684070018
Position 4553: 0.0008984583506754015
Position 1173: 0.0008250745640224523
Position 106: 0.0008062302676378564
Position 5253: 0.0007906199149213742
Position 3765: 0.0007880854884438943
Position 1584: 0.0007815822495050887
Position 5383: 0.0006336942757149522
Position 134: 0.0006241693566375381
Position 1183: 0.0006050896200104099
Position 709: 0.0005705495972395236
Position 196: 0.0005177891382835414
Position 5692: 0.0004912054272311646
Position 5673: 0.00047897168774621444
Position 1454: 0.00047673304528753443
Position 1015: 0.00045519865195722565
Position 4294: 0.0004165487202648148
Position 2098: 0.00040744698668593874
Position 1019: 0.0003993139390624863
Position 4917: 0.0003778337783084553
Position 5009: 0.00034520212956536654
Position 712: 0.0003018807679255776
Position 2119: 0.00026387331000923315
Position 1647: 0.0002506506893286136
Position 920: 0.00023244633245506733
Position 2160: 0.00018007297325643018
Position 293: 0.0001780114863455031
Position 5080: 0.00014372845412849498
Position 5538: 0.00013814954411427684
Position 3041: 0.00012498170281377373
Position 2707: 0.00010969625700374516
Position 2999: 0.00010240048730431411
Position 164: 8.278108540342869e-05
Position 592: 7.878775249204306e-05
Position 257: 6.721401367139462e-05
Position 5540: 4.967697896725522e-05
Position 155: 4.928291315919522e-05
Position 3244: 4.90208131075883e-05
Position 290: 4.313242619863558e-05
Position 597: 4.272106108070201e-05
Position 260: 4.1324123844251e-05
Position 3159: 4.090284021407115e-05
Position 138: 4.017634709060019e-05
Position 5111: 3.2323113423650025e-05
Position 5209: 3.119791599489637e-05
Position 379: 2.5511610989197133e-05
Position 1229: 2.4854431337534585e-05
Position 1293: 2.1492195566948913e-05
Position 5260: 2.1457553824121994e-05
Position 811: 2.0621413121287936e-05
Position 3865: 1.7163909104455054e-05
Position 772: 1.710867300418363e-05
Position 95: 1.605999315789991e-05
Position 762: 1.5730826104717636e-05
Position 742: 1.5540451080623958e-05
Position 1466: 1.4409151075503072e-05
Position 725: 1.4147182747261092e-05
Position 2005: 1.409513698238251e-05
Position 5319: 1.3570908758639046e-05
Position 1459: 1.1039223606479055e-05
Position 5652: 1.0789710922805865e-05
Position 1441: 9.428916909613796e-06
Position 5575: 8.443558951033782e-06
Position 147: 6.9345193767325575e-06
Position 1247: 6.2311837554727225e-06
Position 840: 5.694575915518932e-06
Position 391: 5.241978770607809e-06
Position 590: 5.032389985110904e-06
Position 1370: 4.8492620622704865e-06
Position 140: 4.464442233171148e-06
Position 1254: 4.021579548564395e-06
Position 303: 3.5123833176867307e-06
Position 108: 3.081276936128482e-06
Position 604: 2.2373112333680724e-06
Position 398: 2.2145027460442216e-06
Position 1284: 2.0346850434881957e-06
Position 1044: 1.9126953348164404e-06
Position 203: 1.7065902173411644e-06
Position 3396: 1.6718995890372971e-06
Position 1023: 4.933177203717469e-07
Position 3773: 3.783752582014651e-07
Position 142: 2.9586853621546035e-07
Position 1847: 1.568019187703859e-07
Position 1643: 1.0960763645920218e-07
Position 1703: 3.343594940105905e-08
Position 2057: 2.963762717568492e-08
Position 2144: 2.25973156325596e-08
Position 2742: 1.3413587242560296e-08
Position 1928: 3.115964141534512e-09
