Gene = Tmie
Position 527: 0.0005138265821590093
Position 480: 0.00048267790688688366
Position 13801: 0.00044041820826028503
Position 4651: 0.000438634521468371
Position 1368: 0.0003686250974420959
Position 12175: 0.0003595979551727925
Position 834: 0.00018331297378007525
Position 2526: 0.00018048672562956158
Position 11966: 0.0001746415925740516
Position 3046: 0.00014325200949655997
Position 3048: 0.00012861361960322894
Position 438: 0.00010578743202832198
Position 2681: 0.00010038006109230332
Position 735: 9.9869059661e-05
Position 666: 7.300638468369194e-05
Position 1644: 5.017057339477955e-05
Position 891: 4.7447986768125606e-05
Position 2370: 4.673306030884115e-05
Position 9446: 3.296685420425741e-05
Position 9487: 2.8641521221995363e-05
Position 11531: 2.1850641454489808e-05
Position 4456: 1.9473187561871736e-05
Position 1632: 1.2235890221497564e-05
Position 640: 9.67905931255022e-06
Position 113: 6.789983491854054e-06
Position 581: 6.386631621571975e-06
Position 786: 5.500546034207277e-06
Position 545: 4.936249930078855e-06
Position 308: 2.197219427726269e-06
Position 15: 1.0750279398488768e-06
Position 381: 5.901643998620078e-07
Position 1100: 5.502509609507257e-07
Position 714: 4.983777348464392e-07
Position 1109: 3.625435412053847e-07
Position 697: 2.852958080441438e-07
Position 321: 2.7895270936474475e-07
Position 445: 2.4339187953079436e-07
Position 1070: 2.3089623284444608e-07
Position 599: 1.6905238288153766e-07
Position 953: 1.3736038954138615e-07
Position 11357: 1.1171557375744322e-07
Position 1137: 6.519319338542893e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9364: 0.9979590603482261
Position 13155: 0.8718655354717851
Position 12515: 0.747588073938672
Position 12769: 0.5433716220820035
Position 6686: 0.41740068915505624
Position 10931: 0.3320087190343707
Position 3148: 0.26582242807565143
Position 12014: 0.11963242169669439
Position 2331: 0.11635111792908116
Position 11095: 0.10955416050903245
Position 6892: 0.1058425553295481
Position 7436: 0.08491734654826738
Position 6187: 0.06480511992294885
Position 10704: 0.06416322538907139
Position 4273: 0.06384502628039647
Position 9992: 0.06363778268629881
Position 3642: 0.05560989106086324
Position 3358: 0.04967729587308288
Position 4095: 0.04449822687784788
Position 5742: 0.040896921397123955
Position 11159: 0.0396340668334358
Position 13567: 0.037754353669390506
Position 8514: 0.02747091906494141
Position 12037: 0.026477705330787787
Position 9828: 0.025738343764295058
Position 6014: 0.025468957933815654
Position 8441: 0.025117808265489986
Position 12218: 0.02471718430103253
Position 6011: 0.024248050791501042
Position 5608: 0.0190743716355468
Position 4422: 0.01888152596446882
Position 11100: 0.018457654534876227
Position 13538: 0.01795048830352863
Position 4401: 0.016559570211134963
Position 10749: 0.01404591667432117
Position 3575: 0.01381203563004043
Position 2407: 0.012746575312463936
Position 2427: 0.01191934169851404
Position 13984: 0.010497364999145529
Position 13157: 0.010377808003274286
Position 14135: 0.008461316738936991
Position 13503: 0.008318816080600429
Position 14346: 0.007985527410568788
Position 735: 0.007718074561711941
Position 4442: 0.007578637610594023
Position 6025: 0.006797843426350555
Position 11196: 0.006306770367493362
Position 10882: 0.005870230173401146
Position 12408: 0.005581982344313403
Position 4575: 0.005572801823649883
Position 6086: 0.005456081057221956
Position 11881: 0.005265025675508154
Position 7892: 0.004920874218043821
Position 877: 0.004828983914399543
Position 2388: 0.004642631094425752
Position 4166: 0.004569919118059986
Position 14113: 0.004278145667286814
Position 5935: 0.004165783915992911
Position 10836: 0.004155347652033603
Position 3401: 0.004047321189124785
Position 8341: 0.004044124148269721
Position 3695: 0.004043747374680975
Position 3104: 0.003984721015918802
Position 11442: 0.0037341380154275066
Position 10736: 0.003705865225711703
Position 12018: 0.0034795158961566275
Position 2193: 0.0032472396664203398
Position 12710: 0.0031330123031591234
Position 9852: 0.003080622039838657
Position 13965: 0.002988035797896628
Position 11059: 0.002904948358607893
Position 2274: 0.0028735090065222144
Position 2300: 0.002808411635236207
Position 10979: 0.002729259961860846
Position 9942: 0.0025686151442601804
Position 13031: 0.0022437767041604577
Position 12078: 0.0022366323380274026
Position 2628: 0.002195748594543391
Position 14285: 0.0021052426195108053
Position 5364: 0.002096940354935479
Position 2974: 0.0019872098087209155
Position 9971: 0.0019241390038461656
Position 11785: 0.0018467160607909432
Position 599: 0.0017695779435837281
Position 2451: 0.0016074352088104415
Position 9318: 0.0014006932916145
Position 11472: 0.0013923895988171575
Position 5177: 0.001385509612653083
Position 3317: 0.001330326133300476
Position 13925: 0.0013116106862210044
Position 3354: 0.0012283393088636278
Position 12858: 0.0011768254948473244
Position 5714: 0.0011598018867370933
Position 12855: 0.0011284552054276389
Position 1218: 0.001128226827059537
Position 764: 0.0010879665740647882
Position 14366: 0.0010695369973531166
Position 4974: 0.0009393867433683733
Position 9968: 0.0009285779073037967
Position 14110: 0.0008513683547506511
Position 13779: 0.0008474107282263581
Position 3374: 0.0007686372061284487
Position 5058: 0.000747241159005269
Position 13326: 0.0006909007408543212
Position 13288: 0.0006760708486050987
Position 10712: 0.0006457356586512856
Position 2125: 0.0006149014854820413
Position 2466: 0.0006035129954704459
Position 3166: 0.0005967961829143635
Position 9747: 0.0005935151229582995
Position 9648: 0.0005877150746511905
Position 1571: 0.0005772674450159482
Position 9574: 0.0005761798633418118
Position 616: 0.0005173063339528417
Position 2241: 0.0004989417668807766
Position 394: 0.00039141107817271123
Position 745: 0.0003734970512842255
Position 13409: 0.0003693108653008694
Position 11097: 0.00035841438253713444
Position 11171: 0.0003537506481271643
Position 2204: 0.00033578073579041724
Position 1644: 0.0003344816655904869
Position 316: 0.0003177559628741404
Position 9520: 0.0002982699594174534
Position 423: 0.0002811638972505686
Position 3150: 0.0002351801741715863
Position 9601: 0.000206153006773783
Position 13742: 0.00020259335675988207
Position 140: 0.00019648805119099432
Position 4541: 0.00019364333551650216
Position 10277: 0.0001741934713017424
Position 1126: 0.0001592655577211384
Position 6765: 0.00012799046331530078
Position 281: 0.00011776063040812445
Position 2435: 9.795262306681655e-05
Position 671: 9.271368775154645e-05
Position 573: 8.79436626496567e-05
Position 2208: 7.783149804229063e-05
Position 766: 7.496371792010732e-05
Position 1214: 6.0260649390669536e-05
Position 4114: 5.8307142447653265e-05
Position 3208: 5.7465697190486664e-05
Position 4197: 5.664219296227733e-05
Position 2363: 5.662164394854606e-05
Position 3671: 5.397728592941177e-05
Position 2635: 5.000303537092605e-05
Position 1248: 4.6497483209437055e-05
Position 3056: 4.1775487802279715e-05
Position 9767: 3.675782377725042e-05
Position 321: 3.654879780251087e-05
Position 3211: 3.5192380535706615e-05
Position 1472: 3.4890360851592164e-05
Position 203: 3.220777514498829e-05
Position 1455: 3.144382391490901e-05
Position 1513: 3.0511624737243288e-05
Position 13692: 2.8170914793001264e-05
Position 2343: 2.5688516366350017e-05
Position 1027: 2.4732448641251628e-05
Position 694: 2.1675846348773527e-05
Position 1617: 1.9558586410348385e-05
Position 1517: 1.934612703391587e-05
Position 904: 1.8488178779769095e-05
Position 883: 1.4796593211366132e-05
Position 768: 1.2457101672277122e-05
Position 709: 1.1826371043262218e-05
Position 5030: 1.006593363684497e-05
Position 2996: 9.684581734001032e-06
Position 1398: 9.283573461393205e-06
Position 1078: 9.235363785084898e-06
Position 2431: 9.083478585483151e-06
Position 2630: 9.081152979310338e-06
Position 651: 8.98703588182446e-06
Position 2481: 8.59561213742419e-06
Position 4922: 8.31934541340311e-06
Position 370: 7.809281258832846e-06
Position 2098: 7.803215973923326e-06
Position 341: 7.452192404016171e-06
Position 294: 6.671695504884606e-06
Position 550: 5.732896766411309e-06
Position 814: 5.6395099612043696e-06
Position 367: 5.5193295896272325e-06
Position 284: 5.448654071288774e-06
Position 453: 4.778005161044611e-06
Position 577: 4.722802336958174e-06
Position 3721: 4.231182098258622e-06
Position 318: 3.0445299124810795e-06
Position 9592: 2.7769458168101068e-06
Position 5196: 2.3307159972355534e-06
Position 969: 1.7458565623337844e-06
Position 1063: 7.286114474887485e-07
Position 1622: 6.467189791753925e-07
Position 660: 6.047084649038351e-07
Position 210: 4.801073956091407e-07
Position 475: 3.798809529635619e-07
Position 630: 3.611172670604526e-07
Position 397: 3.0654526634921864e-07
Position 1742: 2.083324932996712e-07
Position 2153: 3.4734822427803475e-09
Position 1228: 2.627188759406438e-09
Position 856: 1.9213836428860562e-09
Position 535: 1.7193619458621075e-09
