Gene = Rps3a1
Position 530: 3.3709307995739425e-05
Position 436: 2.9596388609589972e-05
Position 1197: 2.8621669830612122e-05
Position 606: 2.816921185243394e-05
Position 532: 2.713906959617273e-05
Position 575: 2.702395522559721e-05
Position 590: 2.384039872705799e-05
Position 99: 2.2951600557836518e-05
Position 4666: 2.266674380100366e-05
Position 643: 2.2299785000299625e-05
Position 4433: 2.170992708744825e-05
Position 650: 2.1138451610196786e-05
Position 491: 1.7381508561193065e-05
Position 1177: 1.6827467405122883e-05
Position 47: 1.3960512495918203e-05
Position 522: 1.375727693562285e-05
Position 1149: 1.3684962243926998e-05
Position 1538: 1.3458016051568258e-05
Position 545: 1.309628500060232e-05
Position 1173: 1.3034693216608964e-05
Position 84: 1.3011185692526984e-05
Position 4320: 1.2080934036383685e-05
Position 1497: 1.1578552062516044e-05
Position 7: 1.1393651129116214e-05
Position 4273: 1.1303746476042858e-05
Position 335: 1.126073196693362e-05
Position 448: 1.105307811591209e-05
Position 4236: 9.96815650268977e-06
Position 411: 9.105186771269454e-06
Position 1344: 8.973456049650989e-06
Position 983: 8.325942152613574e-06
Position 853: 8.278175651755052e-06
Position 952: 7.910633560847266e-06
Position 503: 7.592536918680666e-06
Position 383: 6.338077854251008e-06
Position 1943: 4.8884764132797925e-06
Position 641: 4.680995171614419e-06
Position 661: 4.677834465368136e-06
Position 2338: 4.489351013074526e-06
Position 1774: 4.472088145056847e-06
Position 293: 4.26503360853057e-06
Position 2589: 4.01046683472458e-06
Position 3045: 3.960116688760238e-06
Position 401: 3.748541930712457e-06
Position 2231: 3.008438197506332e-06
Position 420: 2.745715679175017e-06
Position 935: 2.7421027125105877e-06
Position 1449: 2.482727115376559e-06
Position 902: 2.481402014170509e-06
Position 1499: 2.443843833981692e-06
Position 268: 2.0905353929216318e-06
Position 2038: 1.9741045542898027e-06
Position 1380: 1.8565714607763736e-06
Position 851: 1.6061249607733024e-06
Position 1314: 1.5956614269439838e-06
Position 1613: 1.5890457198821273e-06
Position 1921: 1.3419769769056537e-06
Position 2019: 1.2347702399214494e-06
Position 1489: 7.862712876756734e-07
Position 2032: 7.119927182285055e-07
Position 1483: 3.4800142818100346e-07
Position 1171: 2.994646599783878e-07
Position 1111: 2.875578858280474e-07
Position 1136: 2.48157235545475e-07
Position 1679: 1.6849025292852364e-07
Position 1240: 1.2451999396772885e-07
Position 2005: 1.1523194784018884e-07
Position 1248: 1.1195680485110682e-07
Position 1852: 1.0437756063525065e-07
Position 612: 1.0276414140219411e-07
Position 462: 4.585813219277017e-08
Position 2320: 1.6603355507480696e-08
Position 5: 5.738326106184851e-09
Position 659: 2.6215851313326916e-09
Position 1143: 1.2011442073824869e-11
Position 1185: 1.1983120302484788e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4591: 0.9439738938959252
Position 900: 0.8910320201290743
Position 4109: 0.8689805641356851
Position 1275: 0.39793796232364864
Position 3453: 0.3883087106641779
Position 1334: 0.2652447561157555
Position 3531: 0.25337890136840224
Position 3546: 0.11397064026319942
Position 1298: 0.06600859640282411
Position 4568: 0.04415999292155663
Position 1314: 0.04174114755816714
Position 3570: 0.039187734529199145
Position 716: 0.03863615448102902
Position 3576: 0.031015886200658045
Position 1106: 0.025979630662901633
Position 923: 0.015715247881092204
Position 4184: 0.015469955007211437
Position 1040: 0.01489492438928951
Position 869: 0.01401312418101342
Position 4117: 0.01184563091518985
Position 1154: 0.010828817944438913
Position 1891: 0.010828483955117936
Position 1354: 0.010506713414471115
Position 4093: 0.010011728116392768
Position 3988: 0.008442585260068832
Position 2155: 0.008152264022551356
Position 3483: 0.007524424924341613
Position 3407: 0.006876573843757488
Position 3246: 0.006772712420604303
Position 1149: 0.005951400509857763
Position 1537: 0.00550396160297678
Position 491: 0.005145895219896643
Position 1385: 0.004912395606426723
Position 733: 0.004636272691137481
Position 963: 0.004487509241501709
Position 4415: 0.004069481063624034
Position 3920: 0.0039906585026574124
Position 919: 0.0036507837824555174
Position 1111: 0.0035694850285271132
Position 3200: 0.0035483164856978285
Position 3730: 0.003198321637075335
Position 1584: 0.0028657466374164206
Position 3400: 0.0028271002685064015
Position 1364: 0.002469785777718215
Position 1852: 0.0022589088242842953
Position 3323: 0.002245105277817539
Position 1318: 0.0022442006961683175
Position 1255: 0.0022281840407624423
Position 4386: 0.0019585841487430784
Position 3786: 0.00190692400013112
Position 3874: 0.0017390024874799229
Position 3700: 0.0015799772444141202
Position 3551: 0.001497144025309004
Position 3436: 0.001366663274280791
Position 4031: 0.0013495305185494016
Position 408: 0.001338900055828984
Position 752: 0.0012266650135761097
Position 1742: 0.0011121383117099985
Position 3294: 0.0010583902823443916
Position 3429: 0.0010182473871006212
Position 2188: 0.0008631940866973141
Position 1202: 0.0008324784993220229
Position 2416: 0.0007953421464423273
Position 4121: 0.0006875191755230645
Position 1616: 0.0006209038433762636
Position 3733: 0.0006154271871414835
Position 238: 0.0005957708737200051
Position 721: 0.0005911367220245885
Position 1924: 0.0005560615478619733
Position 1182: 0.0005390070991870777
Position 1120: 0.0005059033060443968
Position 1855: 0.0005033204930115426
Position 411: 0.00046387907401881494
Position 618: 0.0004576577261550408
Position 2117: 0.00044410585180304024
Position 3306: 0.00042786952527819414
Position 775: 0.00039439024147219564
Position 4400: 0.0003583134662799122
Position 1564: 0.0003569739191500995
Position 1604: 0.00032639893677690864
Position 3775: 0.0003072191189347479
Position 4540: 0.0002863797209284874
Position 3735: 0.0002853505138875371
Position 1648: 0.00027955319816304396
Position 1703: 0.0002710909226369476
Position 4628: 0.0002697223597269903
Position 770: 0.00026064223859435256
Position 4642: 0.0002578428000597809
Position 1541: 0.00022285792100528023
Position 1806: 0.00021730190877755715
Position 2399: 0.00020990854394861193
Position 3365: 0.00020517582451392205
Position 3120: 0.0002031260345902126
Position 583: 0.00017673579898076696
Position 4545: 0.00016723131384453882
Position 1908: 0.00016337347524272207
Position 941: 0.00014458731462734163
Position 1163: 0.0001430354271239662
Position 3803: 0.00012809831769317571
Position 3342: 0.00012590656654965898
Position 2479: 0.00011896066213040876
Position 580: 0.00011893685973736745
Position 4599: 0.00011640425842160784
Position 3084: 0.00011215271804992412
Position 606: 0.00011037424296429113
Position 672: 0.00010717708537443865
Position 947: 0.00010344074201147834
Position 1612: 9.813856338800191e-05
Position 3927: 8.697926067011168e-05
Position 669: 8.565453507632445e-05
Position 1454: 6.842744776858702e-05
Position 4189: 6.801929655411356e-05
Position 1376: 6.800632064372372e-05
Position 1786: 6.673232821925723e-05
Position 812: 6.630501787119691e-05
Position 1344: 6.526367727520966e-05
Position 1171: 6.46074734766807e-05
Position 634: 5.904015535510022e-05
Position 4053: 5.322893697983206e-05
Position 4648: 4.647312409432747e-05
Position 1510: 4.222471948506404e-05
Position 2982: 4.098289621610568e-05
Position 4455: 3.896039667968578e-05
Position 3030: 3.568579839821711e-05
Position 650: 3.291094119774614e-05
Position 4621: 3.2451374595622985e-05
Position 2483: 3.0798617393799204e-05
Position 1191: 3.0191776537945958e-05
Position 871: 2.8549234376386006e-05
Position 561: 2.7793756757469385e-05
Position 1938: 2.6126000826847654e-05
Position 4001: 2.4855597182700526e-05
Position 4051: 2.307528727898339e-05
Position 1623: 2.253097390060756e-05
Position 639: 2.2307046577258877e-05
Position 1212: 2.1046072810866804e-05
Position 4731: 1.6780194060944264e-05
Position 586: 1.6530273163911974e-05
Position 2877: 1.631653138455502e-05
Position 2160: 1.5175250926760023e-05
Position 880: 1.5137473870475795e-05
Position 4639: 1.4458237856202354e-05
Position 4249: 1.2201052910526208e-05
Position 4507: 1.0429342398681868e-05
Position 4696: 1.023422698517927e-05
Position 4461: 8.162758150480181e-06
Position 815: 8.138799286697247e-06
Position 4486: 7.600208079705769e-06
Position 4499: 7.5602464958296695e-06
Position 2672: 6.349736456033028e-06
Position 2539: 6.012079331642544e-06
Position 4745: 5.886549740059355e-06
Position 458: 5.580005318575669e-06
Position 998: 5.263113015413923e-06
Position 680: 3.7823208696332486e-06
Position 241: 3.3725128121047697e-06
Position 1136: 3.321431757635021e-06
Position 787: 3.0932830419695223e-06
Position 2710: 3.050358173943848e-06
Position 822: 2.2994803408959267e-06
Position 983: 1.661767236607567e-06
Position 2757: 1.6214873719297261e-06
Position 828: 1.567472918128182e-06
Position 1193: 1.4974056334377918e-06
Position 2561: 1.4586852725488331e-06
Position 627: 1.367208799284378e-06
Position 284: 1.3550370730608683e-06
Position 1230: 1.1806210585477668e-06
Position 1005: 8.867383571067548e-07
Position 976: 8.347841608402816e-07
Position 1248: 7.340057762041105e-07
Position 1457: 3.969089384536097e-07
Position 1871: 3.7033593043051516e-07
Position 1661: 3.316000345528909e-07
Position 1561: 2.2899728839250216e-07
Position 2354: 1.8722150155292394e-07
Position 1463: 1.4727217464188262e-07
Position 1958: 7.17906624508281e-08
Position 1975: 3.7762193379903895e-08
Position 1862: 3.047781713273223e-08
Position 1757: 1.799859441417704e-08
Position 84: 1.4600882952203455e-08
Position 166: 1.2001275502391041e-09
Position 2218: 9.705348593765615e-10
Position 147: 7.280288473302832e-10
Position 96: 2.5499936910598323e-10
Position 153: 1.5353243420348838e-10
Position 177: 5.917160825619845e-12
Position 193: 4.323515815892381e-12
Position 186: 1.8952469375184677e-12
Position 174: 1.200910098177499e-12
Position 189: 9.945699687039447e-13
Position 199: 2.620454059483954e-13
Position 181: 8.116429404123048e-14
