Gene = Endod1
Position 695: 9.743021267091217e-06
Position 55: 9.342323420129634e-06
Position 532: 9.086136598420267e-06
Position 475: 6.604615384052208e-06
Position 1252: 5.969785838433427e-06
Position 511: 3.7809003662058023e-06
Position 882: 3.3242689778484205e-06
Position 1290: 2.28768318141596e-06
Position 480: 1.571233093321112e-06
Position 438: 1.139385502324849e-06
Position 540: 9.279519202341198e-07
Position 502: 9.180383492603082e-07
Position 325: 4.804274718833319e-07
Position 1055: 4.0104473891885e-07
Position 797: 3.4908205831804134e-07
Position 1023: 2.7876184853867105e-07
Position 3721: 2.1229157463388904e-07
Position 736: 1.748605402536131e-07
Position 754: 1.4193050582587344e-07
Position 766: 9.668654365642357e-08
Position 500: 6.897314249251143e-08
Position 745: 5.923140587722758e-08
Position 1103: 2.0176663547810238e-08
Position 1144: 1.1392557956870688e-08
Position 2578: 4.385270203415525e-09
Position 743: 2.4688380810391505e-11
Position 1046: 6.98390115384669e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 23354: 0.9655764454470444
Position 7192: 0.4431465695756743
Position 7157: 0.37501072018410736
Position 13307: 0.13938681080578955
Position 899: 0.13878371020958577
Position 15868: 0.10751069755942186
Position 9064: 0.10130484575387576
Position 10103: 0.08067719129364305
Position 13240: 0.06411456490166886
Position 860: 0.05862550919507836
Position 733: 0.052441829007030316
Position 7189: 0.05059422677603514
Position 10736: 0.05030034874546058
Position 13461: 0.04873502580127694
Position 7215: 0.04688839743926231
Position 1106: 0.043019194697130676
Position 1746: 0.039611936506406584
Position 1347: 0.03454376304411516
Position 6440: 0.029168657303148236
Position 7229: 0.018838574067312222
Position 1751: 0.01849487710460447
Position 1562: 0.01832215292888987
Position 10707: 0.011121008705047737
Position 1277: 0.010105285387493034
Position 805: 0.0084046298046214
Position 1633: 0.008000466892867335
Position 766: 0.00794987020908558
Position 8994: 0.007682161582162238
Position 20465: 0.006413239564296397
Position 1164: 0.0051747100433544736
Position 352: 0.004692926408595037
Position 1393: 0.004227118569774212
Position 14079: 0.0038523978819866855
Position 16742: 0.0037823689207428235
Position 2493: 0.00375309295330877
Position 790: 0.0035285932281834283
Position 7850: 0.0033996489381271336
Position 1230: 0.003260729430245129
Position 391: 0.0031617479559992692
Position 769: 0.0030780169743425487
Position 2715: 0.003074652158136544
Position 1142: 0.002969264198891041
Position 1698: 0.002914997601203812
Position 1784: 0.0026711268317339784
Position 1754: 0.0021736071883042608
Position 1300: 0.0020795388421800463
Position 646: 0.002030779667638154
Position 882: 0.0019316071373029823
Position 14060: 0.0018325547377895863
Position 11726: 0.0018081888930003625
Position 480: 0.0017476638043970787
Position 17686: 0.0014999060933048912
Position 1006: 0.0014590657820591827
Position 540: 0.0014095308803477994
Position 1666: 0.0013267010498070385
Position 2578: 0.001248892299607227
Position 14002: 0.0012461685564014258
Position 685: 0.0011491056591864193
Position 15261: 0.0010876854429182831
Position 6418: 0.0010266361869262872
Position 1603: 0.0009961615145125003
Position 814: 0.0009810743209180761
Position 743: 0.0008301944847293323
Position 1610: 0.0008217231932063289
Position 9726: 0.0008110442813953598
Position 2439: 0.000778317499767981
Position 1285: 0.0007235087237552038
Position 3963: 0.0007115823589132969
Position 13338: 0.0006932055903296564
Position 1573: 0.0006325682001854162
Position 12269: 0.0006174175123507106
Position 903: 0.0005245866047740405
Position 1641: 0.0004899229436244694
Position 2458: 0.000465601239920127
Position 1607: 0.00043559509806330015
Position 7919: 0.00037302760027388263
Position 1462: 0.00035755637030700433
Position 14898: 0.00035525498337488076
Position 2523: 0.0003534760088904353
Position 1525: 0.0003481241984051162
Position 9337: 0.0003428506767430487
Position 1129: 0.00033788636763494047
Position 14036: 0.000332820437900115
Position 832: 0.000328320097393709
Position 1808: 0.00030729309744342305
Position 14184: 0.0002953081020014664
Position 8282: 0.00029305424652135547
Position 320: 0.00028945510944435753
Position 11302: 0.00028547048179329766
Position 7998: 0.0002705257351997188
Position 1202: 0.00026326316790969674
Position 906: 0.00026281203755345667
Position 679: 0.00023652845003359972
Position 7415: 0.00023464985120361903
Position 826: 0.00022048235964211135
Position 2401: 0.00021824555445201923
Position 1114: 0.0002002671445706301
Position 2294: 0.00017940684791484186
Position 840: 0.00017570426645856558
Position 14122: 0.00017051564981339357
Position 3312: 0.0001554807812732343
Position 15413: 0.0001533303045460915
Position 8795: 0.00015056657155526493
Position 13928: 0.000136510549774336
Position 13860: 0.00012960083524055744
Position 356: 0.00012467661791067277
Position 8861: 0.00012119633024068629
Position 245: 0.00011418816953700112
Position 1673: 0.00011158771087589064
Position 771: 0.00010948792692610295
Position 10571: 0.00010784358702564186
Position 550: 0.00010135575430773094
Position 11965: 9.925542763810141e-05
Position 9271: 8.641607376983495e-05
Position 8704: 7.951920582267097e-05
Position 14208: 7.755228665806113e-05
Position 10792: 7.382242306279015e-05
Position 11688: 7.216242715791661e-05
Position 2498: 7.055955820711873e-05
Position 331: 7.011326827959388e-05
Position 4153: 6.823157827578603e-05
Position 6635: 5.673705726757828e-05
Position 9354: 5.663433499792618e-05
Position 10853: 5.5382833538448576e-05
Position 10856: 5.472809978985549e-05
Position 4707: 5.1466619607252995e-05
Position 4094: 5.139140301442226e-05
Position 4175: 4.849614970932597e-05
Position 7923: 4.166481809535335e-05
Position 422: 4.093004653346761e-05
Position 9957: 3.664738433855117e-05
Position 12778: 3.4362576997045555e-05
Position 9819: 3.322303590890346e-05
Position 8762: 3.2155578373125e-05
Position 4603: 2.775722189656834e-05
Position 12379: 2.7614879054287898e-05
Position 4663: 2.7578576945558212e-05
Position 5320: 2.732335424927499e-05
Position 9756: 2.6098229776503488e-05
Position 10638: 2.3842243698184702e-05
Position 10682: 2.257802544461713e-05
Position 8565: 2.1891867779346784e-05
Position 11844: 2.125957049554347e-05
Position 8662: 1.74146887117505e-05
Position 4555: 1.4848243167752394e-05
Position 1892: 1.4614944547960426e-05
Position 8824: 1.4176226011281057e-05
Position 11163: 1.3612333821874297e-05
Position 7796: 1.3582908522733807e-05
Position 1240: 1.3177341182549024e-05
Position 1942: 1.1931625054541096e-05
Position 11023: 1.1435710334204822e-05
Position 3907: 1.0371770133168817e-05
Position 707: 1.020791553368517e-05
Position 3247: 9.88213669411834e-06
Position 460: 9.747590098676745e-06
Position 1066: 8.965187898787068e-06
Position 3160: 8.607421630408016e-06
Position 1411: 8.367858609051661e-06
Position 3372: 7.943269217730083e-06
Position 6321: 7.451736544663842e-06
Position 8431: 6.810894943973881e-06
Position 8145: 6.648912959140376e-06
Position 667: 6.615865381151476e-06
Position 694: 6.359816140039875e-06
Position 1364: 6.197598031536838e-06
Position 7771: 5.789259234355716e-06
Position 7663: 5.728894879570702e-06
Position 263: 5.728049841345316e-06
Position 1407: 5.0291387195083835e-06
Position 3327: 4.9990011915478555e-06
Position 8049: 4.693853386457211e-06
Position 3817: 4.6824030884472195e-06
Position 1975: 4.497768846255001e-06
Position 2769: 4.368417992325373e-06
Position 7451: 4.1439880768191884e-06
Position 2385: 4.08603635164916e-06
Position 1945: 4.04352560729234e-06
Position 2320: 3.6959656874421453e-06
Position 1333: 3.522099011054006e-06
Position 912: 3.413702396140514e-06
Position 6787: 3.122876516157727e-06
Position 5998: 3.0362268771989547e-06
Position 8498: 2.9622730296427878e-06
Position 3475: 2.9022016699691513e-06
Position 1183: 2.819110299011135e-06
Position 1936: 2.809679660314376e-06
Position 1013: 2.808266762158475e-06
Position 3433: 2.747997706364835e-06
Position 1959: 2.733945340632915e-06
Position 4861: 2.47824765250323e-06
Position 432: 2.3806967790986003e-06
Position 1302: 1.970060294901283e-06
Position 3063: 1.8431052047990623e-06
Position 201: 1.80173993889983e-06
Position 1418: 1.7970099523861301e-06
Position 1046: 1.7803872426350693e-06
Position 1080: 1.76330766316312e-06
Position 4761: 1.7353401931732612e-06
Position 7737: 1.6824072694538017e-06
Position 4953: 1.462278560518743e-06
Position 547: 1.2946214057349856e-06
Position 5117: 1.2562690576588286e-06
Position 3665: 1.2265783602323675e-06
Position 5955: 9.803064257604752e-07
Position 4401: 9.467930786190129e-07
Position 704: 8.930088967665147e-07
Position 215: 8.197797230313738e-07
Position 5293: 7.965599686625969e-07
Position 2824: 7.739412992884294e-07
Position 115: 7.540000022456779e-07
Position 5903: 7.522705778379933e-07
Position 565: 6.838848156877128e-07
Position 1792: 6.562219494397422e-07
Position 917: 6.457505358796425e-07
Position 4871: 6.277165827629481e-07
Position 786: 6.147678641258823e-07
Position 2829: 6.057694905699903e-07
Position 1827: 6.025158671073771e-07
Position 5798: 5.899635897381906e-07
Position 1576: 5.652738792024325e-07
Position 5035: 4.108893766110859e-07
Position 2944: 3.875367152425689e-07
Position 4587: 3.473149697604716e-07
Position 1041: 3.4271278919459373e-07
Position 3987: 3.426945941350758e-07
Position 203: 3.293240567910837e-07
Position 100: 2.886838219650073e-07
Position 938: 2.812212793619392e-07
Position 3448: 2.7849938906691086e-07
Position 1070: 2.769962336364303e-07
Position 3979: 2.623424116381601e-07
Position 2428: 2.535043014307606e-07
Position 1029: 2.3283520561949034e-07
Position 3117: 2.2639745361990174e-07
Position 2407: 2.2180768971030966e-07
Position 3637: 2.1813000226498747e-07
Position 2004: 2.0235980504112334e-07
Position 928: 2.0159841261311224e-07
Position 2267: 1.9963574341837927e-07
Position 1952: 1.9640249739422149e-07
Position 1928: 1.926161546477553e-07
Position 1023: 1.6759799947377892e-07
Position 265: 1.541538326983642e-07
Position 950: 1.5005738498095764e-07
Position 571: 1.423923568232909e-07
Position 1848: 1.3312188929881174e-07
Position 2109: 1.2606583630029864e-07
Position 1966: 1.087585350474047e-07
Position 2075: 1.0443474108977655e-07
Position 2261: 9.729413534957959e-08
Position 1179: 8.547359628868509e-08
Position 173: 7.559275839878551e-08
Position 219: 2.4276069713959264e-08
Position 217: 2.2319407812741662e-08
Position 920: 2.1097772608441883e-08
Position 622: 1.9325405822260535e-08
Position 941: 1.843935991470471e-08
Position 127: 1.3131280671570954e-08
Position 2688: 1.3071187014786227e-08
Position 931: 1.2258925322350235e-08
Position 89: 1.1946960862919616e-08
Position 3631: 1.002132703328335e-08
Position 86: 7.467611315097935e-09
Position 3234: 7.461536682391226e-09
Position 133: 3.537686092618128e-09
Position 179: 2.9168321981110702e-09
Position 156: 2.4944347248002833e-09
Position 1055: 1.0851754833329071e-10
Position 609: 6.450451578530886e-11
Position 182: 4.5009222597482894e-11
Position 73: 1.7064382968238778e-12
Position 579: 5.514229002003248e-13
Position 576: 5.110781697481923e-13
Position 137: 3.453582923099571e-13
Position 148: 6.75324216970212e-14
Position 604: 6.144162859503858e-15
