Gene = Fuz
Position 3506: 0.00023387401427157732
Position 1681: 0.00017527098081057097
Position 1182: 0.00016979722742812347
Position 1289: 0.00014487773438669101
Position 509: 0.00014090368767851204
Position 3995: 0.0001360860108249829
Position 414: 0.00012417646145858647
Position 1224: 0.00010563336932051297
Position 241: 9.304797824935144e-05
Position 567: 8.484645168602914e-05
Position 276: 6.14475950723975e-05
Position 28: 6.004202228403109e-05
Position 389: 5.198837628336488e-05
Position 1127: 4.556588572296063e-05
Position 676: 3.9980277304665674e-05
Position 1583: 3.6549681059750756e-05
Position 2154: 3.648593331495278e-05
Position 211: 3.647371366502662e-05
Position 305: 3.0877415549737276e-05
Position 246: 2.2627522083973583e-05
Position 14: 2.0955972367744176e-05
Position 662: 2.004366281427527e-05
Position 1259: 1.617710719131861e-05
Position 1572: 1.493209410604567e-05
Position 1052: 1.032948640769753e-05
Position 1345: 9.550349995249952e-06
Position 3895: 9.274953263737931e-06
Position 2753: 8.878960689574374e-06
Position 501: 7.444797531093802e-06
Position 1505: 4.672917130646489e-06
Position 2708: 3.3212593328714475e-06
Position 718: 3.1654978506827383e-06
Position 480: 1.1244928358027712e-06
Position 1940: 2.1427845459342436e-07
Position 1292: 2.76919251147156e-08
Position 1162: 9.907604073551798e-09
Position 1384: 8.060824292536624e-09
Position 1514: 7.756568228072843e-10
Position 1574: 7.568657690400521e-10
Position 1507: 6.273951111894966e-10
Position 849: 3.640829847090755e-10
Position 854: 3.342709129021618e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1440: 0.8977509987114226
Position 2696: 0.8840146524323464
Position 4053: 0.6687536419524329
Position 2905: 0.6243168088158408
Position 467: 0.601087798179544
Position 1181: 0.5402859078259413
Position 2423: 0.41443271791949154
Position 3232: 0.3730340132192615
Position 835: 0.36399667694447607
Position 3094: 0.25882147916271053
Position 1141: 0.17210118218744805
Position 4477: 0.13505979126332024
Position 1049: 0.121841343924996
Position 2436: 0.11327973576474336
Position 3666: 0.0928874228363104
Position 2372: 0.09107627077250273
Position 2484: 0.08476659669223097
Position 3307: 0.07608091391603675
Position 2707: 0.05858803217477509
Position 2445: 0.05265466753767562
Position 1826: 0.051811059737790016
Position 2970: 0.050120650530094464
Position 3417: 0.04253058816419577
Position 2406: 0.03478300677864331
Position 2858: 0.024711697475214373
Position 728: 0.0245619542979474
Position 1419: 0.02367801118468445
Position 3249: 0.023143292841265005
Position 789: 0.022143270651288002
Position 3063: 0.020860701800899367
Position 725: 0.018651371623772894
Position 3073: 0.01825229447564964
Position 3899: 0.016848767216362855
Position 501: 0.014461081046663632
Position 1014: 0.014287382001696209
Position 1711: 0.013719239654075082
Position 2839: 0.013690099656774757
Position 2290: 0.013451016345035822
Position 221: 0.012786239213572831
Position 2577: 0.011288302596675256
Position 1463: 0.01100907487891992
Position 4033: 0.010417940134926956
Position 1084: 0.009692247960763203
Position 3234: 0.009134570971739092
Position 2523: 0.008507368509563908
Position 984: 0.00805438897362148
Position 283: 0.0072267891215445496
Position 2505: 0.006925651817634713
Position 1749: 0.006461296418781355
Position 3266: 0.006133248977527891
Position 3563: 0.005217788387416921
Position 4128: 0.005000239246686932
Position 2926: 0.004867426529101686
Position 3254: 0.004853665395736574
Position 1445: 0.004692946503728647
Position 1679: 0.004409752510993055
Position 3474: 0.00418972493174017
Position 3421: 0.0039523749289366505
Position 2470: 0.003722669257458949
Position 3530: 0.002875735981133882
Position 4167: 0.002841934873862472
Position 518: 0.002787246350249849
Position 3626: 0.002756177717745672
Position 3143: 0.002691835059850531
Position 4059: 0.002531868211781132
Position 255: 0.002225331687235299
Position 3738: 0.002182348889556244
Position 2984: 0.002015563348182564
Position 3000: 0.0020028666818839905
Position 3152: 0.0019994970665298062
Position 3571: 0.0019622947897548304
Position 3490: 0.001879133077155141
Position 2792: 0.0018660694021419696
Position 1331: 0.0017859379263647712
Position 3036: 0.0017624677288234061
Position 2873: 0.0017492367394410114
Position 1383: 0.0016190692530685998
Position 3081: 0.0015157865295996537
Position 2780: 0.0015080043484204247
Position 1958: 0.0014889053311797184
Position 863: 0.0014348947737311878
Position 228: 0.0013839689830657106
Position 4276: 0.0010461235139214336
Position 1202: 0.0010281109945979236
Position 3159: 0.0009973462023391032
Position 2045: 0.0008886017371638167
Position 2741: 0.0007879545821759051
Position 2330: 0.0007582500064288844
Position 2490: 0.0007472016530003927
Position 3432: 0.0007332355356067012
Position 2535: 0.0007227168216511532
Position 3175: 0.000696557787161492
Position 3494: 0.0006623872902861456
Position 1655: 0.00056495813245761
Position 399: 0.0005130279613132018
Position 2460: 0.0005040292927253737
Position 3924: 0.0004600643908303944
Position 1152: 0.0003678986975306021
Position 989: 0.00036390607434320395
Position 1793: 0.0003484847125399675
Position 1940: 0.00034503333083727453
Position 1900: 0.00033000753443309706
Position 4444: 0.00032847286087605047
Position 1789: 0.00031311052495090665
Position 1354: 0.00031012913429067897
Position 258: 0.0003087323578580839
Position 2614: 0.00027890874284411925
Position 693: 0.0002698925509925692
Position 1052: 0.00026051438083733047
Position 1227: 0.00025626683536050625
Position 1480: 0.0002492071474512664
Position 2006: 0.00023210231034128016
Position 2656: 0.0001932407487407861
Position 589: 0.00017605381349124603
Position 547: 0.00017158484187965354
Position 2653: 0.00016967593566133817
Position 3017: 0.00015708472123323241
Position 2673: 0.000147919063820651
Position 1974: 0.0001447210630817462
Position 2167: 0.00014300607998446677
Position 2380: 0.00013092720979487361
Position 954: 0.00012795660115735272
Position 1831: 0.00012551651021539258
Position 348: 0.00011103397671559322
Position 2010: 0.00010275595161051015
Position 2264: 0.00010100957727315316
Position 2811: 9.059460376970865e-05
Position 641: 8.848189655753669e-05
Position 866: 8.595255328996898e-05
Position 1022: 8.496779971417296e-05
Position 1763: 6.865071596486761e-05
Position 372: 6.822068546931192e-05
Position 1373: 6.503176580368016e-05
Position 567: 5.9128600253227406e-05
Position 1872: 5.0015250206278596e-05
Position 1528: 4.9888704105565716e-05
Position 252: 4.36425907760259e-05
Position 1886: 4.251564338738006e-05
Position 384: 4.2012599676959576e-05
Position 1205: 3.6841959874987174e-05
Position 735: 3.6512161697718067e-05
Position 2060: 2.9953490156098946e-05
Position 2938: 2.9049517366847794e-05
Position 555: 2.6619531492946426e-05
Position 315: 2.6016236765663915e-05
Position 2294: 2.47996921684838e-05
Position 3046: 2.3339578282583424e-05
Position 760: 1.8571570301116535e-05
Position 742: 1.7991558462393515e-05
Position 430: 1.7279538078248155e-05
Position 662: 1.681857429799306e-05
Position 970: 1.615247405172406e-05
Position 2154: 1.538070165605988e-05
Position 442: 1.3541020802856941e-05
Position 1057: 1.2824749831496869e-05
Position 1985: 1.2804031395789671e-05
Position 883: 1.2341951235009243e-05
Position 747: 9.918079540986242e-06
Position 651: 7.552547372797899e-06
Position 438: 7.165690588224938e-06
Position 878: 6.034622897317359e-06
Position 121: 4.605472731868979e-06
Position 1092: 4.5559701869181474e-06
Position 1593: 4.005133108441955e-06
Position 769: 3.5457756164506707e-06
Position 1337: 3.3079855871243735e-06
Position 357: 3.057365877107094e-06
Position 421: 2.958790460473958e-06
Position 1356: 2.586427508647874e-06
Position 753: 1.1894790241817368e-06
Position 608: 1.1853704340340692e-06
Position 172: 1.0428122203545255e-06
Position 739: 4.190554128742752e-07
Position 327: 3.093709699741597e-07
Position 1545: 2.8948997112623304e-07
Position 575: 2.482354585995628e-07
Position 355: 2.3087837739871906e-07
Position 604: 2.0232978799299587e-07
Position 1029: 1.012491871788221e-07
Position 142: 9.024804426538155e-08
Position 1503: 6.053690435434198e-08
Position 88: 5.230215070242386e-08
Position 758: 4.0839856198122655e-08
Position 352: 1.5675579628479987e-08
Position 626: 5.7055504556860525e-09
Position 616: 3.289331817775936e-09
Position 184: 3.0267459072753865e-09
Position 365: 2.3911309892725077e-09
Position 135: 6.341707405568393e-10
Position 195: 5.887670952428025e-10
Position 133: 5.839954763878027e-10
