Gene = Il18bp
Position 2467: 1.2447603060091487e-06
Position 400: 1.0898805828978242e-06
Position 675: 1.0508661175584533e-06
Position 616: 9.19052711447232e-07
Position 607: 6.903997085296718e-07
Position 835: 3.0333284573749073e-07
Position 2205: 2.9974970945381164e-07
Position 2188: 2.519363578515387e-07
Position 677: 1.9633793042598947e-07
Position 2058: 1.511086297375262e-07
Position 1159: 1.4873329784542732e-07
Position 2694: 1.2548285803742356e-07
Position 2062: 6.530349200960032e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1964: 0.9677954254672759
Position 1787: 0.6856292055142091
Position 803: 0.5448389586015496
Position 2319: 0.4429080479055632
Position 450: 0.30690128401863626
Position 1213: 0.2836662637923629
Position 2850: 0.1650480242848348
Position 1753: 0.13525758380532593
Position 3013: 0.12813609398213313
Position 1805: 0.10740182381130041
Position 490: 0.10576474291466845
Position 947: 0.060246569718359955
Position 1725: 0.056943882275081
Position 2596: 0.05203263358696311
Position 1265: 0.05104169725138177
Position 1080: 0.04717035168227343
Position 517: 0.031411133213071304
Position 365: 0.030181761590306697
Position 1342: 0.02760807335682228
Position 2938: 0.026934882963895592
Position 426: 0.026721950707878653
Position 238: 0.0242876004055699
Position 2876: 0.021632921480802647
Position 493: 0.019743050070635187
Position 2535: 0.0191616874825861
Position 1284: 0.017891101001486817
Position 1345: 0.013464132753456724
Position 1017: 0.012210146736735756
Position 2353: 0.011632453854157782
Position 2719: 0.011090466270897369
Position 520: 0.010078007855754426
Position 663: 0.009113256314897095
Position 2188: 0.008371513011774174
Position 474: 0.006265282193897157
Position 898: 0.004896874128266288
Position 1567: 0.00478541593947247
Position 2000: 0.00472932984169194
Position 1310: 0.004626403643479232
Position 2994: 0.004407677879011348
Position 1038: 0.003971233914959596
Position 2366: 0.0038770877469675754
Position 2372: 0.003582951554937129
Position 805: 0.003420225249593156
Position 2436: 0.0033267968686165905
Position 666: 0.002853100895445476
Position 1976: 0.002798710610525519
Position 597: 0.002555764957571496
Position 723: 0.0024043138082533015
Position 2665: 0.002399244034202015
Position 1519: 0.0022372409560122036
Position 3070: 0.001901895938580595
Position 2747: 0.0018934175321612778
Position 280: 0.0018877420137329059
Position 455: 0.0017348366581064472
Position 1192: 0.0017233783933624633
Position 523: 0.0017182555201734635
Position 1267: 0.0016092691920181284
Position 2881: 0.0015957719790920086
Position 951: 0.0015749323255396682
Position 2218: 0.0013242511841035968
Position 702: 0.001239372368506164
Position 1131: 0.0012208337114965205
Position 1220: 0.0012138072977227793
Position 1516: 0.0011824723990457883
Position 558: 0.0010608194494458201
Position 979: 0.0010078445466917103
Position 1041: 0.0010045487594044218
Position 1652: 0.000999485300690034
Position 2227: 0.0009088793032297675
Position 211: 0.0008876947512986557
Position 276: 0.0008409295507405729
Position 2648: 0.0008247086681522897
Position 1387: 0.000702231936773918
Position 990: 0.0006848101566323306
Position 2205: 0.0006809905215256931
Position 2704: 0.0006556366158647158
Position 3093: 0.0006542388369881328
Position 2289: 0.0006488300663886999
Position 2903: 0.0006485114402448359
Position 2460: 0.0005533515367840174
Position 264: 0.0005287025528014583
Position 407: 0.0004975153926955699
Position 367: 0.0004964762399299057
Position 190: 0.0004947408150632579
Position 2795: 0.0004935864383652936
Position 835: 0.0004881842267821239
Position 2256: 0.00047637516860128833
Position 1525: 0.0004722070006527571
Position 2106: 0.000452089699825084
Position 2201: 0.00040264707555764755
Position 1971: 0.00036712404069291017
Position 2923: 0.0003586541617552364
Position 868: 0.000341380841931981
Position 3031: 0.00032187252266214903
Position 378: 0.0003167630890161219
Position 809: 0.0003140257091173166
Position 2229: 0.0003125848163838902
Position 2017: 0.000287623457404112
Position 216: 0.00027723404246549744
Position 3035: 0.0002760781567507675
Position 285: 0.0002604905531479821
Position 2759: 0.0002418252144213721
Position 2039: 0.00022930247161191634
Position 371: 0.00022100018815393357
Position 759: 0.00021828513776267442
Position 1852: 0.0001912568583327525
Position 1359: 0.00018294378352660574
Position 2262: 0.00018176746448109437
Position 2479: 0.00018065948416245642
Position 815: 0.00017002253139647845
Position 2518: 0.00014022972750690283
Position 3106: 0.0001221360559221412
Position 142: 8.766143334247541e-05
Position 2438: 8.182748479997103e-05
Position 3239: 8.137918334125336e-05
Position 2389: 7.659033633542657e-05
Position 2384: 7.084768297517627e-05
Position 2331: 6.695472022835854e-05
Position 312: 6.095608527296824e-05
Position 766: 6.014092437477164e-05
Position 3185: 5.9835824225378025e-05
Position 2024: 5.721067685319256e-05
Position 880: 5.257630682480197e-05
Position 2670: 5.189995592932234e-05
Position 388: 5.161220138861771e-05
Position 2377: 4.7488160099314845e-05
Position 297: 4.586060561834658e-05
Position 675: 4.58182694503709e-05
Position 382: 4.4679368826546876e-05
Position 2676: 4.449514305641238e-05
Position 2764: 4.439222685788555e-05
Position 628: 4.3233792481822526e-05
Position 194: 3.837188500034598e-05
Position 409: 3.664688431999373e-05
Position 2560: 3.632828319085615e-05
Position 2467: 3.267363506491963e-05
Position 865: 3.102433257102386e-05
Position 739: 2.999461763759447e-05
Position 2077: 2.9430954732696307e-05
Position 465: 2.792067726035759e-05
Position 1099: 2.7477996507934924e-05
Position 118: 2.664442485343354e-05
Position 3226: 2.325490940244461e-05
Position 689: 2.3226754463238226e-05
Position 3244: 2.2639156163583975e-05
Position 165: 2.072231328667232e-05
Position 400: 1.7340222979966658e-05
Position 1985: 1.7172552943946758e-05
Position 684: 1.6797026447726664e-05
Position 369: 1.5017392974971244e-05
Position 577: 1.069305914245906e-05
Position 459: 1.0295584407610048e-05
Position 316: 8.217523613554912e-06
Position 640: 7.47866150981819e-06
Position 851: 7.4368842370546525e-06
Position 1048: 6.662629806456547e-06
Position 772: 5.662674606429306e-06
Position 563: 5.37766804728893e-06
Position 386: 4.778228428580008e-06
Position 753: 4.613112844821452e-06
Position 2117: 4.379079975741837e-06
Position 1154: 4.377463612996509e-06
Position 778: 3.5226723437891466e-06
Position 305: 3.4081660931261994e-06
Position 822: 2.863404083908191e-06
Position 151: 2.8312287534063493e-06
Position 638: 2.249683064259662e-06
Position 2173: 2.068903684164102e-06
Position 322: 1.6428367233092222e-06
Position 2139: 1.0198620127302475e-06
Position 2169: 9.733853898796741e-07
Position 2085: 9.317021586877584e-07
Position 159: 8.082593137775528e-07
Position 331: 7.186126690798192e-07
Position 607: 6.068896488809966e-07
Position 167: 2.825770302999246e-07
Position 333: 2.500921196342167e-07
Position 532: 9.45732448256994e-08
Position 906: 9.416445826686954e-08
