Gene = Enoph1
Position 26094: 9.45993821288342e-05
Position 25866: 8.319738313032736e-05
Position 5402: 7.209488600895569e-05
Position 25579: 7.048996420256491e-05
Position 6357: 6.57283245749316e-05
Position 25489: 5.96649027887203e-05
Position 450: 5.764279867618237e-05
Position 3477: 3.9739108615461745e-05
Position 23060: 3.156044110494886e-05
Position 4183: 2.7202898389332895e-05
Position 4336: 2.650365753179857e-05
Position 4644: 2.5949502545673537e-05
Position 4677: 2.47747188139463e-05
Position 5805: 2.4643739011789803e-05
Position 4714: 1.5974848115860683e-05
Position 3437: 1.593207433582754e-05
Position 4564: 1.579502617106314e-05
Position 2635: 1.4695517831789483e-05
Position 947: 1.3490664690257692e-05
Position 7081: 1.18331978877435e-05
Position 21688: 1.0858801130173473e-05
Position 5405: 1.072187038921835e-05
Position 2567: 1.0260047462838525e-05
Position 2679: 7.1922928845123065e-06
Position 2448: 6.786574483694273e-06
Position 3501: 6.551896957397885e-06
Position 4153: 5.929338675276641e-06
Position 21251: 5.697060168158748e-06
Position 625: 5.611480034536756e-06
Position 4127: 5.331518539228826e-06
Position 2613: 4.776212739973715e-06
Position 4509: 4.6347518582237265e-06
Position 4367: 4.0976829353790415e-06
Position 20439: 3.636776664803393e-06
Position 3504: 3.502561100148368e-06
Position 3462: 3.4269618927922467e-06
Position 453: 3.412619635584929e-06
Position 975: 3.3687105353514283e-06
Position 2741: 2.7843009552468855e-06
Position 4130: 2.6402826075921396e-06
Position 1656: 2.5435738209636533e-06
Position 3485: 2.1256303115896103e-06
Position 2205: 2.1219075029176495e-06
Position 3507: 1.5372150450293028e-06
Position 2499: 1.2436052606620779e-06
Position 863: 1.218622705192234e-06
Position 2527: 1.0164953510563344e-06
Position 1488: 8.33321433621991e-07
Position 415: 7.524772035869239e-07
Position 1313: 7.19274869295808e-07
Position 360: 7.152170704973019e-07
Position 1955: 6.224053569656487e-07
Position 1092: 6.102652384189035e-07
Position 2013: 5.405424841239168e-07
Position 390: 5.366025616217358e-07
Position 2078: 4.779922661398778e-07
Position 2042: 4.4473022774412005e-07
Position 1373: 4.296753230523602e-07
Position 2022: 4.192894544775849e-07
Position 1925: 3.496475453003133e-07
Position 1753: 2.88579337641327e-07
Position 413: 2.71039294524175e-07
Position 629: 2.532361966106809e-07
Position 980: 2.4041244026254467e-07
Position 2072: 2.273894511408746e-07
Position 2128: 2.147382054681039e-07
Position 911: 2.0371453532491088e-07
Position 1724: 1.8912591679583466e-07
Position 1844: 1.8689478649272806e-07
Position 1705: 1.5576126746940496e-07
Position 1360: 1.45087770337512e-07
Position 669: 1.4486586612997894e-07
Position 8326: 1.2493768778897663e-07
Position 557: 1.0610012090507363e-07
Position 370: 1.040170228676743e-07
Position 883: 9.346182509537553e-08
Position 1026: 9.285713725179059e-08
Position 783: 8.783347163964497e-08
Position 1047: 8.674263295288123e-08
Position 583: 8.66225224200795e-08
Position 8874: 6.670585087958097e-08
Position 823: 6.626351206546231e-08
Position 535: 5.8741966014969666e-08
Position 1297: 1.6982614694096103e-08
Position 7971: 1.5320846716629713e-08
Position 10104: 1.1800379927224572e-08
Position 8538: 7.3278104287266495e-09
Position 5744: 2.279838667545991e-09
Position 3723: 1.8275089924942106e-09
Position 6101: 1.8032919589900546e-09
Position 3270: 1.493611437677843e-09
Position 2827: 1.4022785679301055e-09
Position 3041: 1.0919148393313674e-09
Position 1591: 9.791512609339216e-10
Position 4989: 9.765036884655965e-10
Position 5971: 9.593699992317152e-10
Position 8094: 9.301129354463624e-10
Position 4902: 6.84781860067514e-10
Position 7974: 6.469630450424103e-10
Position 608: 5.791361063790241e-10
Position 3973: 5.560938691155879e-10
Position 7912: 3.3005033036112533e-10
Position 1155: 2.097011463783505e-10
Position 2866: 2.0556789324500476e-10
Position 3011: 1.9001766706149394e-10
Position 1124: 1.2401070795241076e-10
Position 1159: 1.1166468690687649e-10
Position 3596: 9.812065179440535e-11
Position 3737: 9.213317171133795e-11
Position 3518: 8.249348076759862e-11
Position 1185: 6.236268633161657e-11
Position 3353: 5.98015126597799e-11
Position 2530: 4.349390904121129e-11
Position 2608: 3.729036864126781e-11
Position 2621: 3.693190544316148e-11
Position 2511: 3.1868333610126923e-11
Position 2748: 2.6323643074675292e-11
Position 2712: 2.009202985421572e-11
Position 3527: 1.5616707067773404e-11
Position 2517: 8.67642353714668e-12
Position 4452: 6.846583925913856e-12
Position 4561: 6.157337703481079e-12
Position 4483: 5.8010416220692375e-12
Position 203: 4.456127476245983e-12
Position 4073: 2.1587707713722663e-12
Position 3028: 1.9441680465509362e-12
Position 4024: 1.905832507646411e-12
Position 136: 1.0657887138223941e-12
Position 229: 6.788022802224463e-13
Position 2142: 5.552450342374722e-13
Position 683: 2.955857963291644e-13
Position 720: 2.029824335972402e-13
Position 2693: 1.895158502911473e-13
Position 3567: 1.791180365204465e-13
Position 919: 1.1775060942723956e-13
Position 650: 9.924399170610726e-14
Position 1959: 9.53471254493779e-14
Position 572: 9.303642390204992e-14
Position 590: 8.61555163342697e-14
Position 279: 8.467927672080801e-14
Position 261: 8.197542247352847e-14
Position 867: 7.324434984258947e-14
Position 1036: 7.192931970081703e-14
Position 209: 6.714883875732896e-14
Position 542: 6.378330715705495e-14
Position 539: 6.196550367545638e-14
Position 317: 4.883653451700809e-14
Position 759: 4.4717834300207016e-14
Position 737: 3.89378236485955e-14
Position 171: 2.5171895143419167e-14
Position 219: 1.6432770432440894e-14
Position 744: 9.820306252404656e-15
Position 179: 8.38742033588524e-15
Position 99: 7.023209065719165e-15
Position 3065: 6.346789037850881e-15
Position 703: 5.3100991206398634e-15
Position 165: 3.835459843042023e-15
Position 1547: 1.36963517143854e-15
Position 1376: 1.1390015004695705e-15
Position 1343: 7.847011495408497e-16
Position 547: 4.391319552113365e-16
Position 1321: 3.7753920121266056e-16
Position 1496: 4.569249206121044e-17
Position 685: 3.9181803825259843e-17
Position 593: 1.4806492330151712e-17
Position 714: 1.3015625581076045e-17
Position 750: 6.492675867087138e-18
Position 288: 6.466285766892069e-18
Position 1557: 5.856470740649763e-18
Position 112: 3.2825779773225263e-18
