Gene = Hirip3
Position 715: 1.0032966188651444e-06
Position 931: 9.398110873644705e-07
Position 1941: 8.292527316448646e-07
Position 2035: 7.189116282800886e-07
Position 730: 6.978866833188508e-07
Position 1396: 6.753411065977098e-07
Position 1161: 5.21535490551926e-07
Position 1074: 4.938466403790759e-07
Position 1300: 4.531530816178977e-07
Position 774: 4.29007523554899e-07
Position 1063: 3.8561585747925165e-07
Position 566: 3.0763560429742737e-07
Position 727: 2.0561636132291182e-07
Position 131: 1.9274642166424683e-07
Position 1409: 1.4812579932042489e-07
Position 780: 1.4290855751153297e-07
Position 1471: 1.3351271338585882e-07
Position 748: 1.2778817109333638e-07
Position 1356: 1.0207736848609647e-07
Position 771: 6.331709055162561e-08
Position 1136: 3.943657774288495e-08
Position 1466: 3.559857069020942e-08
Position 1302: 1.049003315893973e-09
Position 1067: 8.364432101241085e-10
Position 794: 1.9257706737483414e-10
Position 1313: 1.2465721661757897e-10
Position 1490: 8.084858629777556e-11
Position 1363: 8.595153001954902e-13
Position 1354: 6.368524557242658e-13
Position 1585: 4.781252568358646e-13
Position 1546: 4.022840188883213e-13
Position 1159: 4.28049254127087e-14
Position 1435: 5.851648931173645e-19
