Gene = Spg21
Position 37: 4.0854202360720734e-08
Position 662: 4.011414491341748e-08
Position 243: 3.1670323982623194e-08
Position 576: 3.097460913946326e-08
Position 399: 2.7834903854545133e-08
Position 570: 2.6948456221889076e-08
Position 642: 1.7869207225399242e-08
Position 602: 1.5619176059669007e-08
Position 741: 9.336054419932476e-09
Position 448: 7.980094714658965e-09
Position 445: 7.156190021802237e-09
Position 303: 4.7737069195986304e-09
Position 360: 4.596932392333612e-09
Position 451: 4.303054076434273e-09
Position 650: 4.225023567388643e-09
Position 463: 4.129528955103976e-09
Position 713: 1.7094839288430613e-09
Position 660: 7.327404526823681e-10
Position 1139: 3.311609590925032e-10
Position 605: 5.017548270643559e-11
Position 252: 1.2509726991947094e-12
Position 272: 1.0252968794676992e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 19431: 0.999485292586626
Position 7827: 0.9694893225534207
Position 20913: 0.8790672273110343
Position 4316: 0.8725642698931376
Position 12690: 0.8557053519654334
Position 23494: 0.7756102299853392
Position 1728: 0.6557924477045892
Position 14892: 0.3342546110477254
Position 14083: 0.2535680744578111
Position 15351: 0.22412592748411006
Position 22260: 0.1941833335981001
Position 26330: 0.15575389855936897
Position 25885: 0.14122877309299714
Position 4970: 0.124081251606136
Position 6782: 0.11814483414167548
Position 14488: 0.11291935037598025
Position 23342: 0.10060691850635471
Position 12408: 0.09446614437852116
Position 24212: 0.08969942078581539
Position 17816: 0.08692517906902114
Position 9118: 0.07119937113524964
Position 26269: 0.06825349556545052
Position 12929: 0.0670695579854804
Position 23784: 0.06637700927995951
Position 14511: 0.065318529626429
Position 13956: 0.061411825972201343
Position 26510: 0.059774428570590656
Position 13994: 0.05621269103848017
Position 25158: 0.055221153220228726
Position 12644: 0.03930895715567005
Position 21147: 0.036244605027340726
Position 18711: 0.0314632049059519
Position 8214: 0.02949391932269496
Position 21875: 0.02919622996668131
Position 21113: 0.029112246848600233
Position 26438: 0.026434176836298326
Position 14464: 0.02476320249447556
Position 20279: 0.02448252463428025
Position 754: 0.02343709111156646
Position 4678: 0.022552804250564003
Position 4798: 0.022267594272358502
Position 22323: 0.02176175213601451
Position 14531: 0.020175920610800042
Position 26478: 0.019114172140397824
Position 1682: 0.018710745722966222
Position 24966: 0.018213720911216365
Position 4179: 0.018152431590285817
Position 17423: 0.018085852991241443
Position 23901: 0.01783753660009031
Position 23522: 0.017271079772651084
Position 1843: 0.017145897933208087
Position 5253: 0.01661110789404057
Position 15436: 0.016531982430952056
Position 17387: 0.016180983838132292
Position 21286: 0.01595316218115567
Position 5561: 0.01561401988230783
Position 8522: 0.015602583507333003
Position 26987: 0.015249802896690508
Position 23506: 0.013933107432809658
Position 14256: 0.013519092781649604
Position 1595: 0.013496173724694494
Position 20247: 0.013477480113115302
Position 14602: 0.01286568756557808
Position 4759: 0.01213321420011207
Position 5196: 0.012021637685774073
Position 26778: 0.011938897653480305
Position 709: 0.011881423368226285
Position 22543: 0.011351220662687506
Position 23607: 0.010858201093094152
Position 18101: 0.009904597808908892
Position 25837: 0.009192911729010045
Position 25900: 0.008719125806471491
Position 18591: 0.00866321436136949
Position 5170: 0.008591326667292397
Position 23830: 0.008231833244666422
Position 14793: 0.007911495525589713
Position 1799: 0.007895186793258275
Position 8258: 0.007843738623511287
Position 905: 0.0078295557178312
Position 8468: 0.00766352417675416
Position 12455: 0.007420033606293121
Position 2558: 0.0074110156650495805
Position 25532: 0.0073771927424965324
Position 24461: 0.007306309914888188
Position 5148: 0.007029496147765448
Position 26559: 0.00658948610996576
Position 26191: 0.006418236247994246
Position 21353: 0.0061710145163519445
Position 26045: 0.006163518448619323
Position 20967: 0.0060907540116058815
Position 25129: 0.006025367554991855
Position 3006: 0.005421790911259302
Position 25834: 0.005385202076986064
Position 14999: 0.005291291134728136
Position 12696: 0.005095699482454438
Position 24581: 0.004876597238234586
Position 1869: 0.0047265504823709205
Position 6825: 0.004660772405794673
Position 12989: 0.004574848938624966
Position 25754: 0.004400576422456028
Position 5620: 0.0042668645521352225
Position 3765: 0.004262652426228074
Position 7922: 0.0040991172208682996
Position 5597: 0.004055193895394238
Position 21923: 0.0038561693757484393
Position 9551: 0.0038093012502789353
Position 26117: 0.003804585050196418
Position 26603: 0.003786358496608469
Position 5040: 0.00375415705962211
Position 4810: 0.003691687359727312
Position 24302: 0.003608802438483578
Position 778: 0.0035085698339281175
Position 13720: 0.003472534276360557
Position 23714: 0.003259582878436433
Position 24219: 0.0032410451889105067
Position 8306: 0.0031227197965542925
Position 7767: 0.003005052492197702
Position 3106: 0.002993365743320798
Position 4700: 0.0029616272541854558
Position 2289: 0.0028784568842100742
Position 22344: 0.0028729378931684592
Position 5689: 0.0028592545442608338
Position 24010: 0.002809602945690207
Position 21583: 0.002803214145148631
Position 22020: 0.0027706036514132293
Position 21685: 0.0027387989441651057
Position 23780: 0.002541870974617478
Position 7987: 0.0025289498405678228
Position 1236: 0.002517026085888708
Position 24076: 0.0025101269489947167
Position 22488: 0.0025015587323166328
Position 7883: 0.0024915125973037247
Position 8570: 0.002372143737521448
Position 24243: 0.0023605150392162475
Position 9124: 0.002320644637488741
Position 25347: 0.0021171242902621166
Position 5685: 0.0021154534876852496
Position 25861: 0.00203883267876369
Position 3161: 0.0020031729951059214
Position 13922: 0.0018799954067283203
Position 4227: 0.0018742375407925283
Position 22570: 0.001861192966260565
Position 2808: 0.001811081313200203
Position 23903: 0.0017377561947479944
Position 24898: 0.0017182970975038036
Position 986: 0.0016929076307624434
Position 3822: 0.0016565186994863298
Position 3124: 0.0015991104227181536
Position 1311: 0.0015771013108291886
Position 25404: 0.0015685025278157718
Position 12854: 0.001513960686141122
Position 4863: 0.0015054679693391427
Position 22196: 0.0014354506774407277
Position 8478: 0.00142686175475673
Position 1851: 0.0013438660094591732
Position 23038: 0.0013234002347056388
Position 25252: 0.0013107310696419978
Position 8229: 0.0012986606770698339
Position 24988: 0.0012154418062876153
Position 2882: 0.0011889130592476979
Position 5376: 0.0010658394808817045
Position 13751: 0.001026848077603055
Position 5725: 0.0010145913509309603
Position 5324: 0.0010003945884737352
Position 4620: 0.000989720939418332
Position 3193: 0.0009809693579536833
Position 23476: 0.0009531688944836108
Position 2124: 0.000937112111909315
Position 9529: 0.0009287527926462865
Position 5199: 0.0008640265445833745
Position 3198: 0.0008604082570562185
Position 23322: 0.0008540106667313946
Position 1832: 0.0008423542501569253
Position 1264: 0.0008331570268930652
Position 22538: 0.0008028255055011228
Position 20702: 0.0007841849782324824
Position 9487: 0.0007819101206640054
Position 1284: 0.0007652915189579589
Position 22124: 0.00075320770998317
Position 12904: 0.0007388374384394703
Position 4561: 0.0006894123288108451
Position 13904: 0.0006843643466857674
Position 23206: 0.0006823411107051992
Position 23458: 0.0006676860525372375
Position 7850: 0.0006575098797678538
Position 12474: 0.0006442627401615715
Position 7886: 0.0006416746936291419
Position 6862: 0.0006260700125559099
Position 5088: 0.0006242181902758627
Position 23742: 0.0006214729362621703
Position 4765: 0.0006062369064787511
Position 1805: 0.0006038666805423655
Position 1735: 0.000578747385539676
Position 7200: 0.0005655209302745892
Position 6906: 0.000542763986110857
Position 22385: 0.000521225049552877
Position 301: 0.0005156083811628088
Position 4365: 0.0004936045098356452
Position 3928: 0.00047173036082781176
Position 4125: 0.00045943211940436033
Position 23952: 0.0004522745055691868
Position 8756: 0.0004518206082115624
Position 4241: 0.0004466417616467669
Position 9507: 0.00043639766169660445
Position 2966: 0.000434162477111299
Position 7783: 0.00042972575949412996
Position 12497: 0.00041868143406744845
Position 3805: 0.0004148560563593407
Position 6646: 0.0004139342529091584
Position 842: 0.000413034141091802
Position 22576: 0.00040984431876824094
Position 20726: 0.00040076886591315175
Position 19350: 0.00038951615735247053
Position 4741: 0.0003863575227927322
Position 2847: 0.0003531689008608847
Position 4686: 0.0003304528027570259
Position 21833: 0.0003213377520819017
Position 5634: 0.00031399263041048247
Position 3040: 0.000309686097722499
Position 1426: 0.0003092514904084858
Position 3147: 0.0003080720231259264
Position 24725: 0.0003058489626414764
Position 1157: 0.00029351326647136447
Position 3880: 0.0002918817995696912
Position 1702: 0.00028865518188067216
Position 5062: 0.00027325447400622924
Position 8848: 0.00026869263836047804
Position 4381: 0.00026393941614676856
Position 23425: 0.0002479944874950565
Position 2682: 0.00024705861293149026
Position 1558: 0.0002443760274639719
Position 22854: 0.0002440767627118304
Position 1621: 0.00024291457338725456
Position 3290: 0.00024286791146528722
Position 23354: 0.00023759098827207586
Position 3844: 0.00023430692709253627
Position 1456: 0.00023038777499961302
Position 5107: 0.00022836867105670416
Position 4921: 0.0002270999649289206
Position 3242: 0.00021948019508703093
Position 808: 0.00021916960757262813
Position 8493: 0.00021877820811701007
Position 1691: 0.00021424243752185486
Position 2752: 0.00020604599427907107
Position 1874: 0.00020455281621383517
Position 21514: 0.00019333713613211564
Position 23746: 0.00018943707388547032
Position 2700: 0.000182443912637581
Position 3247: 0.00018126604301613966
Position 20094: 0.00014408599901108977
Position 20658: 0.0001429967460672146
Position 951: 0.0001409984361961106
Position 1699: 0.00014003110891930997
Position 2915: 0.0001361232095312326
Position 1251: 0.0001276273310412649
Position 3717: 0.00012439724084715341
Position 12901: 0.00012072082190428891
Position 830: 0.00011783347531844309
Position 20723: 0.0001068300072564117
Position 318: 9.97922999686177e-05
Position 21289: 9.78575886541698e-05
Position 863: 8.84378271808286e-05
Position 20097: 8.706686637732506e-05
Position 4038: 8.393524706190952e-05
Position 1327: 8.25345285384685e-05
Position 1037: 7.682881703323304e-05
Position 8932: 7.119930667323515e-05
Position 3254: 6.666258817676239e-05
Position 4527: 6.530663862594931e-05
Position 2263: 6.522402403357373e-05
Position 3317: 6.34112986838035e-05
Position 21849: 6.263908876916305e-05
Position 8879: 6.224582870857603e-05
Position 19662: 6.017030554934942e-05
Position 7950: 5.6534381332748836e-05
Position 3129: 5.3688775439529847e-05
Position 21360: 4.62088767533819e-05
Position 1896: 4.615124357115885e-05
Position 4831: 4.4862146596449964e-05
Position 2174: 4.430948087158374e-05
Position 4518: 4.382738877522064e-05
Position 1238: 4.228696455503757e-05
Position 797: 3.9562294819233844e-05
Position 762: 3.5903697436653336e-05
Position 907: 3.401421452493675e-05
Position 473: 3.218803725977699e-05
Position 419: 3.082780908765353e-05
Position 883: 2.9753684032997363e-05
Position 303: 2.860582113521235e-05
Position 2198: 2.6417933005582974e-05
Position 1173: 2.6115355878286956e-05
Position 4729: 2.4742903782201555e-05
Position 1029: 2.2628458670297714e-05
Position 8263: 2.0624931927011066e-05
Position 4403: 1.9493574044354214e-05
Position 1336: 1.8919188603223662e-05
Position 8925: 1.891277890122388e-05
Position 8971: 1.85992761744106e-05
Position 933: 1.7725122512482778e-05
Position 5258: 1.5314346858753653e-05
Position 576: 1.4257568236642957e-05
Position 965: 1.3573296762415984e-05
Position 6572: 1.3237696531653448e-05
Position 871: 1.244092263299688e-05
Position 5785: 1.2103425277200492e-05
Position 912: 1.0270337020381737e-05
Position 1290: 1.0246495850370134e-05
Position 1195: 9.987171189038469e-06
Position 1004: 9.541910983596188e-06
Position 19296: 8.681253872581977e-06
Position 8210: 7.883324530884381e-06
Position 909: 7.628501610997676e-06
Position 1189: 6.721085945831511e-06
Position 4639: 6.344874269888525e-06
Position 7587: 6.152264704984446e-06
Position 510: 6.102727865479743e-06
Position 298: 5.417221916204832e-06
Position 713: 4.449016348678645e-06
Position 819: 4.269893212917962e-06
Position 4938: 3.930824091563955e-06
Position 919: 3.842702734533446e-06
Position 21174: 3.808781241396238e-06
Position 1400: 2.9928687642612766e-06
Position 425: 2.9339173277298928e-06
Position 717: 2.6253721921102255e-06
Position 8320: 2.5125748621437122e-06
Position 625: 2.2497001734465205e-06
Position 1461: 2.1629195151255454e-06
Position 5328: 2.099569401364854e-06
Position 4384: 1.9978949571859053e-06
Position 551: 1.738279377621597e-06
Position 1522: 1.3551533597841916e-06
Position 533: 1.3413694660763954e-06
Position 865: 1.2712211505599981e-06
Position 856: 1.119859616033245e-06
Position 997: 1.0665445641747085e-06
Position 9969: 1.0584474024086338e-06
Position 1889: 1.0227928604358712e-06
Position 2000: 8.882182872480555e-07
Position 2145: 3.033170702519993e-07
Position 2227: 2.9725231681209943e-07
Position 2105: 2.959673431838789e-07
Position 2058: 1.8857719398195584e-07
Position 2298: 1.5866525761384258e-07
Position 10429: 1.5283978355529354e-07
Position 5220: 1.271476192791217e-07
Position 2311: 1.0255674964497332e-07
Position 1435: 7.19976156479727e-08
Position 4005: 4.303114706843366e-08
Position 8437: 3.353614300409745e-08
Position 1019: 3.271699844195442e-08
Position 2729: 1.873956252838589e-08
Position 281: 1.76961776063748e-08
Position 588: 1.4578817821004444e-08
Position 514: 8.715962279674382e-09
Position 115: 7.008102282835754e-09
Position 559: 5.166139768595264e-09
Position 1918: 4.1601798757057385e-09
Position 613: 3.6993488557687742e-09
Position 1012: 1.4058110681047228e-09
Position 1043: 9.60944757956642e-10
Position 720: 8.64975857493154e-10
Position 630: 8.226552129090638e-10
Position 929: 7.598392438273791e-10
Position 600: 3.1306905402846806e-10
Position 867: 2.3373648672985647e-10
Position 1048: 2.0911267198663453e-10
Position 265: 1.1227118508092424e-10
Position 257: 6.435552623592464e-11
Position 602: 4.960362698046768e-11
Position 311: 2.6439214851793552e-11
Position 161: 2.3679915465080703e-12
Position 1463: 1.2546022162777999e-12
