Gene = Gar1
Position 1322: 2.348404508707946e-06
Position 1953: 1.661999163570642e-06
Position 230: 1.3275718132772239e-06
Position 113: 9.248461745617459e-07
Position 369: 7.052816748096212e-07
Position 175: 5.922507449944788e-07
Position 795: 2.136095663272315e-07
Position 806: 1.8265954414296633e-07
Position 809: 6.280871494581342e-08
Position 2305: 2.2118487601377497e-08
Position 1361: 1.5786466583600012e-08
Position 6030: 2.577361910444967e-09
Position 1211: 1.6221585306483218e-10
Position 2081: 6.120681775527183e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5779: 0.9457982218224812
Position 1904: 0.7186644646332342
Position 4421: 0.6398471994986463
Position 6186: 0.427040159281151
Position 542: 0.2652558297363257
Position 4457: 0.2541712253502551
Position 3136: 0.21039892341192154
Position 4813: 0.20788456407699776
Position 175: 0.1347160446634186
Position 5925: 0.07282022139849656
Position 1451: 0.05920102243491382
Position 3070: 0.04892067342983473
Position 4896: 0.03460956280252922
Position 3518: 0.033577920664120346
Position 6001: 0.03211244019129481
Position 5303: 0.031783861298390406
Position 4168: 0.029569707849264108
Position 4243: 0.02621371758978826
Position 573: 0.026147690729178715
Position 4745: 0.02462836797390953
Position 1417: 0.02035786560101436
Position 3104: 0.017512326415756126
Position 2159: 0.016092283832601022
Position 5711: 0.015232468955781309
Position 3044: 0.014848499808098041
Position 6123: 0.014548459122300425
Position 5958: 0.014457142754478649
Position 4737: 0.014269289743479375
Position 5261: 0.014098709011001688
Position 4877: 0.013890859389209665
Position 1934: 0.011334593291612387
Position 6282: 0.011231402613168899
Position 2431: 0.010942478520057307
Position 2390: 0.010085351352602797
Position 1232: 0.009299353753169034
Position 5500: 0.008340987866265206
Position 1910: 0.008316972351982838
Position 631: 0.007658114149204646
Position 679: 0.006442128506175705
Position 2003: 0.006289805780185024
Position 3568: 0.006229720217862047
Position 4774: 0.00554672315448888
Position 2123: 0.005123613035630312
Position 4707: 0.004784940513955724
Position 880: 0.004613069121796631
Position 712: 0.004530261983543039
Position 2357: 0.004390845376898969
Position 3084: 0.0043482095552318115
Position 4205: 0.004211171752196014
Position 549: 0.004047420556810811
Position 2441: 0.003918718557023467
Position 1963: 0.0036234200471970297
Position 4488: 0.0035702005086980498
Position 2937: 0.0035374857125088015
Position 3318: 0.003426697958800302
Position 1543: 0.003129526209370322
Position 5352: 0.002655302497885049
Position 522: 0.002513777338830446
Position 1715: 0.0023775683943569196
Position 2976: 0.0023206340338760233
Position 567: 0.0022676099269160702
Position 6093: 0.002204346575049708
Position 5929: 0.0019549998762938493
Position 4431: 0.0018920342176342475
Position 4994: 0.0017997896469029416
Position 5789: 0.0015996141405540947
Position 1559: 0.0015878302692589688
Position 6190: 0.0015317372412081787
Position 3532: 0.001430945542911614
Position 1670: 0.0014156152345532076
Position 1780: 0.0013583190805507004
Position 6279: 0.001342024063303982
Position 110: 0.0013320752011626784
Position 609: 0.0013239143818157444
Position 1972: 0.0012828757327838266
Position 519: 0.001274635566462338
Position 706: 0.001271864930250526
Position 1455: 0.0012125032154347366
Position 1272: 0.0012048685116138758
Position 6215: 0.0011937292258511344
Position 5660: 0.0011710446871389159
Position 2757: 0.0011035894920269325
Position 135: 0.00108624167913423
Position 4710: 0.0010422225413167705
Position 844: 0.0009185714919723368
Position 4910: 0.0009123127801212748
Position 6200: 0.0008854851226072977
Position 6390: 0.0008016221928471527
Position 603: 0.0007964357149198445
Position 4988: 0.0007880674929955034
Position 159: 0.0007525150051480585
Position 4956: 0.0006469748676896765
Position 6440: 0.0006340771107817584
Position 4256: 0.0005975935579860713
Position 774: 0.0005903431962012715
Position 2205: 0.0005718600046191576
Position 6030: 0.0005644661430050699
Position 5423: 0.0005573058368272914
Position 6012: 0.000525213881171005
Position 490: 0.0005108613335612554
Position 673: 0.0004889264981423784
Position 2301: 0.0004796892559791095
Position 1805: 0.0004494581111014072
Position 1815: 0.00040965181552798593
Position 3392: 0.000404696509497507
Position 922: 0.0003681885997615505
Position 895: 0.0003009398083975508
Position 6305: 0.0002920243699113725
Position 660: 0.0002907848839176421
Position 5720: 0.00028940432712539236
Position 471: 0.0002598747168256139
Position 1114: 0.0002584927693838981
Position 648: 0.0002541230788492106
Position 4118: 0.0002517288347604177
Position 4212: 0.00023770210605165542
Position 1587: 0.00022116898157886294
Position 6009: 0.000214455218473616
Position 2943: 0.00019535189497971818
Position 6063: 0.00019466475425493508
Position 1605: 0.00017787548114266578
Position 890: 0.00017738927283402026
Position 6040: 0.0001596390113963016
Position 1246: 0.00015887228562492416
Position 1874: 0.0001557673032050801
Position 2446: 0.00015232564379247783
Position 1575: 0.00015110914287302815
Position 2981: 0.00014848843128126277
Position 6103: 0.00014353689839744673
Position 6208: 0.000142854835131296
Position 210: 0.0001378721983672535
Position 1966: 0.0001371073736377557
Position 1744: 0.0001337561447153105
Position 1556: 0.00012879081475709837
Position 1390: 0.00012364612598866564
Position 475: 0.0001228876899876702
Position 5731: 0.00011532745863149823
Position 1503: 0.00011148598794009171
Position 864: 0.00011016731699346019
Position 1596: 0.00010272465118452422
Position 4147: 0.00010078474563317202
Position 4714: 0.00010060421925497334
Position 4679: 9.885304817188297e-05
Position 1510: 8.612683365826207e-05
Position 687: 8.448916807772815e-05
Position 553: 7.725013872326221e-05
Position 1134: 7.491299909361595e-05
Position 433: 7.199821027825525e-05
Position 481: 7.045006511165984e-05
Position 257: 5.360427590374572e-05
Position 1506: 5.24638539803548e-05
Position 582: 5.2267274386717055e-05
Position 729: 4.984149255202815e-05
Position 207: 4.051886626815825e-05
Position 857: 3.548822034212038e-05
Position 949: 3.4437684750333145e-05
Position 217: 3.246217430325543e-05
Position 726: 3.151414768441602e-05
Position 6142: 2.9135371112777835e-05
Position 1158: 2.6149898215211278e-05
Position 780: 2.239542458519747e-05
Position 806: 2.1531841699790254e-05
Position 551: 2.1180128840902743e-05
Position 6373: 1.7746275308482343e-05
Position 5160: 1.7351412357457683e-05
Position 1423: 1.4904130152518506e-05
Position 1756: 1.447403205043506e-05
Position 1789: 1.350633871150946e-05
Position 756: 1.092055531774668e-05
Position 1522: 1.0802624711097084e-05
Position 1676: 9.414770799921322e-06
Position 3352: 5.637228045291798e-06
Position 1121: 5.310243399678614e-06
Position 4723: 3.9770126464894255e-06
Position 1722: 3.737236287790232e-06
Position 2724: 3.489800873801921e-06
Position 1022: 3.3843420439082667e-06
Position 1211: 2.816680666934536e-06
Position 228: 2.7473221079565816e-06
Position 3433: 2.645877098807895e-06
Position 1059: 2.591325884995201e-06
Position 1101: 1.8866718205710151e-06
Position 264: 1.5523413668052387e-06
Position 789: 1.383644459314219e-06
Position 385: 9.92526275447208e-07
Position 1913: 9.71010169106811e-07
Position 5806: 9.403250287946628e-07
Position 427: 8.164320329629e-07
Position 741: 6.236402614728536e-07
Position 818: 4.102067413953768e-07
Position 956: 3.43848455956151e-07
Position 1499: 3.0187414071848323e-07
Position 2243: 2.504243878638231e-07
Position 283: 7.36475076063874e-08
Position 2482: 5.3108982519053085e-08
Position 1067: 4.7653182500095394e-08
Position 1039: 4.4425723098645356e-08
Position 299: 1.5700572153036333e-08
Position 337: 6.762561454269625e-09
Position 293: 6.721353698784547e-09
Position 359: 5.139187119216199e-09
Position 303: 2.4992324463679937e-09
Position 309: 3.6972296908342674e-10
Position 339: 1.532413637633254e-10
Position 936: 1.8650291297208846e-12
Position 904: 1.852472605987628e-12
