Gene = Zzz3
Position 5005: 0.10381836723104788
Position 1298: 0.08513161173982911
Position 7400: 0.0707986599457351
Position 9606: 0.06764351183170375
Position 9568: 0.06353097954861153
Position 4907: 0.05496381151732542
Position 2126: 0.054062304927800134
Position 5034: 0.048710358239192494
Position 9726: 0.04861716080986628
Position 1060: 0.038226975957476886
Position 4552: 0.03639603185651794
Position 3174: 0.027458633934999463
Position 5502: 0.02528367154661836
Position 5091: 0.023935706876103448
Position 3649: 0.02382217888440476
Position 475: 0.022507691397434297
Position 9280: 0.021796451977612392
Position 7058: 0.02015513909920115
Position 8132: 0.019559357094045594
Position 3271: 0.016557235978768823
Position 13771: 0.01601539535223595
Position 3131: 0.014749958702755915
Position 4875: 0.013563547600929636
Position 9259: 0.013244757041152416
Position 6536: 0.012350147006348018
Position 3621: 0.01125404290072411
Position 5587: 0.010927916860147437
Position 758: 0.01004199629500801
Position 5878: 0.009525180929500613
Position 7483: 0.009338607526981686
Position 4624: 0.009310079966619547
Position 6362: 0.00921722531731734
Position 4089: 0.008964193630440279
Position 7789: 0.00883527319802246
Position 12075: 0.0077357509103517024
Position 5954: 0.006752785980963259
Position 4772: 0.006633627368092952
Position 4189: 0.006283778202855612
Position 5250: 0.006122462293102926
Position 10755: 0.006017693868159397
Position 7858: 0.00580476139853564
Position 6150: 0.005663268282164192
Position 11385: 0.005642399243985128
Position 6292: 0.005538924987020467
Position 5958: 0.005287745909274985
Position 4768: 0.005286477416397502
Position 3663: 0.005145383091278552
Position 2920: 0.00476745783379004
Position 6464: 0.004627869368816553
Position 5338: 0.00447508992260342
Position 1036: 0.004227479759681381
Position 11280: 0.004101724146725943
Position 1189: 0.0038006211010767023
Position 2334: 0.0035634063060851237
Position 3321: 0.0033415168943239405
Position 2815: 0.00326595596259252
Position 1119: 0.003180086629936899
Position 6725: 0.0030590717570987704
Position 2786: 0.00305088084029317
Position 1096: 0.003048368385012114
Position 1160: 0.0027828773132782423
Position 1722: 0.00267456732315753
Position 2730: 0.0026030673224160757
Position 8501: 0.0025110873420882925
Position 3146: 0.0024158197121647395
Position 543: 0.0023008812903382654
Position 1147: 0.0022833790679566784
Position 3400: 0.0021842115229175037
Position 3715: 0.002107060200273702
Position 7444: 0.0019907696667295647
Position 4210: 0.001988105753661716
Position 1398: 0.0019788174929678457
Position 2929: 0.0018420782039355497
Position 5341: 0.0016558703680165834
Position 9341: 0.0015832563714639261
Position 4986: 0.0015458070458794966
Position 5477: 0.001500300197708158
Position 2783: 0.0014000926492420884
Position 3900: 0.0013774811396228932
Position 3623: 0.0013535202680337603
Position 3237: 0.0012417266677976432
Position 3571: 0.0012401827721395427
Position 9141: 0.0012366892560444166
Position 5671: 0.0011953746245860078
Position 8748: 0.0011770013853659447
Position 3283: 0.001070212326319616
Position 4413: 0.0010701113158209591
Position 4363: 0.0010501449056969144
Position 1049: 0.0010356811063808027
Position 1900: 0.0009767825263784333
Position 4629: 0.0009135080559860791
Position 7718: 0.0009000818899320622
Position 6084: 0.0008771158221554807
Position 616: 0.0008256849782148191
Position 3294: 0.0008139695478431115
Position 1537: 0.0008085419626873773
Position 6443: 0.0007854555622358885
Position 7100: 0.0007763374856085021
Position 5279: 0.0007686919501940207
Position 2396: 0.0006858498185016231
Position 1003: 0.0006566486666039378
Position 7219: 0.0006539318554334231
Position 1686: 0.0006440098897875743
Position 3462: 0.0005970850844138754
Position 7765: 0.000559194438027498
Position 6803: 0.00053325080756333
Position 4912: 0.00048571797153237184
Position 1352: 0.000481491764887632
Position 988: 0.0004603901691752399
Position 1755: 0.00043459888066804274
Position 6500: 0.0004342710257288404
Position 1854: 0.0004277718462943458
Position 1069: 0.0004255508145755877
Position 2734: 0.0004194615741785837
Position 6648: 0.0003926524365351304
Position 6505: 0.00032724526119216413
Position 6626: 0.0003003224760785002
Position 2140: 0.00028356626533598665
Position 5610: 0.00025623070963298977
Position 6400: 0.0002537330426177958
Position 2183: 0.00021106853763755594
Position 6166: 0.00020811815003763217
Position 4158: 0.0001934647550289791
Position 4097: 0.00018884617925758008
Position 1610: 0.0001876861514211854
Position 4585: 0.00017829452461129973
Position 4127: 0.00016079727388564071
Position 5112: 0.00015574804898070842
Position 634: 0.00014447267511233708
Position 1995: 0.0001443222734026746
Position 2820: 0.0001398866409276648
Position 1948: 0.00013420087337004567
Position 1784: 0.00012712352962815997
Position 1455: 0.0001258192253850778
Position 3835: 0.00012046539243973398
Position 2557: 0.00010601430008894892
Position 4735: 0.00010474163742838073
Position 497: 0.00010448473435976268
Position 1577: 0.00010269800428847266
Position 1007: 9.35139986522499e-05
Position 4168: 7.690515273139346e-05
Position 3928: 7.587751888564522e-05
Position 4821: 7.00471106147284e-05
Position 2347: 6.554270454279543e-05
Position 1403: 6.35636363541817e-05
Position 763: 6.231963974448609e-05
Position 1247: 5.567739331183487e-05
Position 844: 5.230124839753561e-05
Position 3501: 4.905500620965241e-05
Position 2296: 4.8947643429839015e-05
Position 2306: 4.854704977406568e-05
Position 1728: 4.547348161927143e-05
Position 2480: 4.002144470957112e-05
Position 1533: 3.793376036156269e-05
Position 641: 3.6852123576148906e-05
Position 2364: 3.623765124816834e-05
Position 1305: 3.5956388054679955e-05
Position 1736: 3.4499456550358624e-05
Position 2190: 3.4191541711079855e-05
Position 1483: 3.29596462521845e-05
Position 4304: 3.100430856297234e-05
Position 3156: 2.9146334542606886e-05
Position 2381: 2.6774061300926823e-05
Position 690: 2.5165651235009946e-05
Position 2877: 2.421438112105347e-05
Position 2272: 2.2748471781472954e-05
Position 1836: 2.2634627070911222e-05
Position 5997: 2.0293802798697877e-05
Position 3514: 1.9183422910742097e-05
Position 4395: 1.7875224616300244e-05
Position 2055: 1.6829468883309052e-05
Position 1197: 1.5584363398880576e-05
Position 2767: 1.5284916486004907e-05
Position 2023: 1.4734720024476993e-05
Position 2863: 7.502116083480675e-06
Position 2837: 7.195486259603436e-06
Position 484: 6.6355402123385176e-06
Position 3407: 6.18874595451965e-06
Position 1202: 5.941803188170584e-06
Position 2163: 5.904100625642022e-06
Position 3326: 4.736447158701009e-06
Position 2093: 4.480004554432991e-06
Position 3304: 4.4644722526531496e-06
Position 1170: 3.7483137426715377e-06
Position 1701: 2.9749851434517742e-06
Position 569: 2.6401405850341554e-06
Position 580: 1.9413930520282544e-06
Position 944: 1.9359038820148314e-06
Position 587: 1.5468445030547767e-06
Position 1955: 1.0697139638625472e-06
Position 549: 8.721477965174408e-07
Position 1788: 8.531209791611581e-07
Position 1697: 5.391860751248737e-07
Position 489: 5.384370257251408e-07
Position 427: 4.944232973001488e-07
Position 387: 4.936977188239202e-07
Position 804: 4.825300950812932e-07
Position 1502: 4.226118101750775e-07
Position 955: 3.76524924768081e-07
Position 2151: 3.737804023430318e-07
Position 2105: 3.619632250619878e-07
Position 382: 3.1711253381107824e-07
Position 2063: 2.9663995948903034e-07
Position 1704: 2.666002219950245e-07
Position 1614: 2.397178743080989e-07
Position 3065: 2.203026538744539e-07
Position 577: 2.1029968836492596e-07
Position 486: 2.0354373487534172e-07
Position 403: 1.3515552100532345e-07
Position 899: 1.2533001313697861e-07
Position 435: 1.2514888776129303e-07
Position 507: 1.1399002124446169e-07
Position 314: 9.754529970737438e-08
Position 846: 7.249087939403743e-08
Position 741: 4.196480888310695e-08
Position 658: 3.3570443124726264e-08
Position 228: 1.3745038744805863e-08
Position 1308: 1.2288141396027893e-08
Position 202: 1.1747644572910281e-08
Position 220: 5.431471293560546e-09
Position 437: 4.29217050585693e-09
Position 234: 2.716840166874125e-09
Position 444: 1.7855144804389174e-09
Position 259: 1.5302545781342698e-09
Position 397: 1.360560290122132e-09
Position 325: 6.226421141215033e-10
Position 692: 3.528016528288797e-10
Position 230: 2.821347863481283e-10
Position 238: 1.4321722768717784e-10
Position 335: 9.080783334218403e-11
Position 247: 3.622025621682168e-11
Position 713: 5.114898672433605e-13
Position 774: 1.1946850549778535e-13
