Gene = Snrpd2
Position 1406: 5.836126987615798e-06
Position 542: 5.089670452629928e-06
Position 1664: 4.722329695178751e-06
Position 886: 4.5431037567053974e-06
Position 759: 4.453418398306583e-06
Position 1342: 4.439100662430488e-06
Position 1238: 4.1862957706491785e-06
Position 1215: 3.954726972220545e-06
Position 1136: 3.925306286505972e-06
Position 146: 3.898700571776727e-06
Position 2471: 3.70571886594477e-06
Position 818: 3.3228449545058764e-06
Position 353: 3.2966743838516858e-06
Position 1027: 3.0405116364342736e-06
Position 355: 3.0157130937733103e-06
Position 1222: 2.772220714074135e-06
Position 1070: 2.5931185861225026e-06
Position 609: 2.1536163098340257e-06
Position 936: 2.1450277755213643e-06
Position 1360: 2.1381102224516485e-06
Position 264: 2.1285780390046454e-06
Position 82: 1.8976079068057284e-06
Position 536: 1.6505119341171783e-06
Position 603: 1.6178451886091253e-06
Position 89: 1.5172575792164256e-06
Position 139: 1.0248987492122495e-06
Position 1675: 5.150388158102756e-07
Position 1317: 3.0372891392662584e-07
Position 2455: 1.5758524075854962e-07
Position 741: 8.318330998196637e-08
Position 665: 7.097966717819383e-08
Position 655: 6.874526220474434e-08
Position 1290: 5.5139408753438195e-08
Position 710: 3.390428779057115e-09
Position 177: 2.1914938216820804e-09
Position 522: 1.883416162064882e-09
Position 269: 1.6140405685643104e-09
Position 670: 1.2850201326767105e-09
Position 616: 1.1096571216454366e-09
Position 673: 7.495155291796392e-10
Position 1729: 7.554133899462611e-12
Position 683: 1.9620676765221135e-12
Position 472: 1.3424695591220133e-12
Position 207: 1.3380745412466962e-12
Position 213: 1.3318455865106828e-12
