Gene = Spn
Position 186: 3.8580975087806133e-07
Position 391: 3.811524435720966e-07
Position 666: 3.1457568593392383e-07
Position 634: 2.4604745118076337e-07
Position 542: 2.1046351087089508e-07
Position 1128: 1.9062583994957968e-07
Position 1130: 1.8564245217732115e-07
Position 179: 1.439101309537857e-07
Position 993: 1.1559542634937152e-07
Position 251: 2.334143882762662e-09
Position 397: 1.9872090764296914e-09
Position 123: 1.3948151643998364e-09
Position 602: 1.1467836324697877e-09
Position 394: 7.668381763232182e-10
Position 560: 5.659588394774904e-10
Position 626: 1.237617108422367e-11
