Gene = Angptl8
Position 1690: 0.0001531799485848041
Position 1395: 0.00014498705205059497
Position 503: 0.00012549522119168545
Position 168: 0.0001243629833358568
Position 1717: 0.00011748750100224077
Position 1171: 0.00010262205086224022
Position 611: 0.00010123049404698283
Position 1128: 9.954660665567316e-05
Position 757: 9.028113062224681e-05
Position 1298: 9.01768669939401e-05
Position 245: 7.415236869390819e-05
Position 1108: 7.286192450838314e-05
Position 511: 7.145159188973311e-05
Position 944: 6.708005631884816e-05
Position 617: 5.683204771677985e-05
Position 794: 5.428483663588128e-05
Position 1347: 5.3135539832565346e-05
Position 798: 5.1750520661689e-05
Position 615: 5.0690217874330445e-05
Position 516: 4.376821339443928e-05
Position 222: 4.2963454700204e-05
Position 1215: 4.199403477285498e-05
Position 1279: 3.521730563186768e-05
Position 541: 3.1905438253788207e-05
Position 751: 2.907018900926351e-05
Position 713: 2.882793758519446e-05
Position 1721: 2.616654042915177e-05
Position 1085: 2.559483288915431e-05
Position 1041: 2.5326242384366387e-05
Position 1408: 2.484618041934883e-05
Position 963: 2.4379866462377878e-05
Position 1820: 2.3266802608817607e-05
Position 760: 2.2886562534640503e-05
Position 1769: 2.270994257734042e-05
Position 766: 2.1003267962263112e-05
Position 780: 2.0426595794507518e-05
Position 769: 1.914315271260512e-05
Position 776: 1.793534757822372e-05
Position 703: 1.7136924913530235e-05
Position 1222: 1.5005605762105297e-05
Position 1289: 1.4678088697998037e-05
Position 1829: 1.4568419548645554e-05
Position 1661: 1.1592963457891779e-05
Position 1431: 1.1011312237332623e-05
Position 725: 1.0342704027885957e-05
Position 833: 1.0072850606346443e-05
Position 191: 9.471117104890705e-06
Position 1827: 9.252213093211204e-06
Position 582: 9.164660295537465e-06
Position 567: 8.650704421643187e-06
Position 1401: 8.519508136044178e-06
Position 334: 8.456762088390842e-06
Position 1054: 7.799938063204755e-06
Position 304: 7.188503125422829e-06
Position 1063: 6.954326147737255e-06
Position 993: 6.0439151531429615e-06
Position 274: 5.940050870453032e-06
Position 1220: 5.929482247235646e-06
Position 938: 5.680616702040871e-06
Position 1750: 5.2940752027213785e-06
Position 1352: 4.720018670859767e-06
Position 977: 4.536497524432737e-06
Position 523: 4.467323724670076e-06
Position 1262: 4.263455651155101e-06
Position 1057: 4.152624888076938e-06
Position 143: 3.989794957706389e-06
Position 1724: 3.821932507366793e-06
Position 1282: 3.0988995161049106e-06
Position 599: 3.0480340527797846e-06
Position 550: 2.9755754638368855e-06
Position 747: 2.8911704966929166e-06
Position 248: 2.823404566282801e-06
Position 716: 2.8047113679930088e-06
Position 719: 2.4124733808635503e-06
Position 363: 2.154905211027354e-06
Position 1499: 1.943551519314275e-06
Position 1731: 1.5924691359579085e-06
Position 288: 1.3859267084774113e-06
Position 1747: 1.3333715510923537e-06
Position 176: 1.3200572275499438e-06
Position 803: 1.1984830020655483e-06
Position 1788: 1.1121821315353136e-06
Position 558: 1.0673041437006725e-06
Position 1177: 1.0653611079553994e-06
Position 1173: 1.0305899487954542e-06
Position 1030: 9.36294780398045e-07
Position 224: 9.23496293805257e-07
Position 1413: 8.545798503257387e-07
Position 204: 8.289432640521557e-07
Position 1728: 7.79667117287884e-07
Position 1756: 7.471286031713411e-07
Position 1474: 6.770816471036856e-07
Position 1488: 6.723349846729106e-07
Position 572: 6.394273200367872e-07
Position 1822: 6.22167460979202e-07
Position 835: 5.943080655127203e-07
Position 1026: 5.377810946776709e-07
Position 252: 5.352222876737402e-07
Position 1419: 5.142499231850304e-07
Position 1743: 4.841245008879525e-07
Position 194: 4.6272988167670506e-07
Position 1437: 4.2883022199959297e-07
Position 262: 4.284860241449081e-07
Position 170: 3.833382309362961e-07
Position 521: 3.609274183876864e-07
Position 1766: 3.458963613480386e-07
Position 589: 3.2134122485492013e-07
Position 148: 3.174890085316247e-07
Position 1440: 2.434600111329088e-07
Position 1410: 2.3983441029692947e-07
Position 1072: 1.4230929306786985e-07
Position 89: 1.2481378592891767e-07
Position 1045: 7.446262934445008e-08
Position 277: 6.661286877736532e-08
Position 1049: 5.787468032079032e-08
Position 298: 2.9038874915506656e-08
Position 256: 1.353807384749515e-08
Position 178: 1.0309039216523129e-08
Position 107: 5.167512411904172e-09
Position 91: 1.9474497504426866e-09
Position 317: 1.8098170824231893e-09
Position 95: 1.6266863106948942e-09
Position 841: 1.2894386930793207e-09
Position 309: 1.1379863787157247e-09
Position 339: 7.982355865540753e-10
Position 341: 5.139209830188273e-10
Position 109: 2.656796360318146e-10
Position 347: 1.607695644731213e-11
Position 591: 9.98576434750358e-12
