Gene = Mtif3
Position 3636: 0.006125193197910718
Position 9302: 0.005783736866332341
Position 1716: 0.005474206684391603
Position 3811: 0.004954163859103554
Position 7512: 0.004903817610537469
Position 2791: 0.004700909927453419
Position 8667: 0.004595132258158499
Position 7538: 0.004544257071434355
Position 8481: 0.004030908738847369
Position 9927: 0.003919209362526282
Position 512: 0.0037359788973680974
Position 6294: 0.0035269201276158083
Position 11727: 0.0032460980898577144
Position 4666: 0.0031405245386814827
Position 6265: 0.003100364888639756
Position 564: 0.0029303033299587938
Position 10282: 0.0028005904617887
Position 8086: 0.00269146406055519
Position 3793: 0.002649522264431633
Position 5400: 0.0025468874860083536
Position 4748: 0.002232901801591701
Position 4441: 0.002063149675600372
Position 5567: 0.001991534295014093
Position 3816: 0.001973354114407558
Position 10892: 0.001942820691405334
Position 6118: 0.0017328081510736637
Position 9384: 0.0016387307231927905
Position 10192: 0.0016316133322504876
Position 7592: 0.0015528170352913128
Position 5316: 0.0015182686109188408
Position 163: 0.0014037995768441801
Position 7204: 0.0013938156212319655
Position 6698: 0.0013243057336720038
Position 3331: 0.0013207842530090236
Position 5824: 0.0012785580159393362
Position 282: 0.0012691951588974376
Position 9215: 0.0012015487426879298
Position 10442: 0.0011445542639524856
Position 9160: 0.0011300926779773777
Position 6691: 0.001093889157715007
Position 8082: 0.0010849577050794658
Position 2879: 0.0010598493612945666
Position 10335: 0.0010014593265254073
Position 6246: 0.0009410134503518794
Position 8028: 0.0009052934289258234
Position 3182: 0.0008891327466750376
Position 8762: 0.0008880221991383907
Position 3835: 0.0008403025757917721
Position 3351: 0.0006505627497144942
Position 7261: 0.0006352402767887694
Position 221: 0.0006300799008082941
Position 453: 0.000607769200288005
Position 2933: 0.000596401335222268
Position 7211: 0.0005572358611648341
Position 5540: 0.0005539203531630856
Position 9037: 0.0005506975596257058
Position 2102: 0.0005501217456732024
Position 6342: 0.0005173658770872717
Position 6642: 0.0005016827572297553
Position 1833: 0.0004562616573981701
Position 8724: 0.0004526934319285862
Position 2476: 0.0003970724703224069
Position 2429: 0.00036871897924211326
Position 7972: 0.00035251616914117013
Position 3156: 0.00033230279606968416
Position 169: 0.00030814546807923267
Position 626: 0.0002702739540140238
Position 4586: 0.000248894255700275
Position 2841: 0.00023097750728550472
Position 2615: 0.00021762024687554198
Position 9006: 0.00020861909425415963
Position 1641: 0.00020435044967360457
Position 9825: 0.00018927808736793217
Position 8590: 0.000167717837091338
Position 2882: 0.00016349363461165044
Position 7133: 0.00015553562692638921
Position 3311: 0.00014896152293455525
Position 2080: 0.00014329430154762297
Position 5040: 0.00013939869081749253
Position 1505: 0.00013059832534505133
Position 183: 0.00011784851640958423
Position 1712: 0.00011490081123638346
Position 2666: 0.0001072548515364165
Position 2805: 9.767520342581683e-05
Position 136: 8.928392019472011e-05
Position 1600: 8.565131292992433e-05
Position 134: 8.283044191307612e-05
Position 1864: 8.117204518640037e-05
Position 4243: 7.603157398466274e-05
Position 7101: 7.338870767150389e-05
Position 1466: 7.165374500114103e-05
Position 3208: 6.644571787642698e-05
Position 1752: 5.7270625671070704e-05
Position 4170: 5.3817079026351594e-05
Position 188: 5.311108308488658e-05
Position 1567: 4.67476250048377e-05
Position 2142: 4.433366282722669e-05
Position 2180: 4.351992624005685e-05
Position 1362: 4.3446924525646446e-05
Position 4212: 4.039857085459397e-05
Position 3691: 4.037457647343257e-05
Position 3254: 3.7796014867579405e-05
Position 2106: 3.640649159854739e-05
Position 3212: 2.9072396618684237e-05
Position 1301: 2.5032726805190905e-05
Position 226: 2.4534986569120048e-05
Position 1481: 2.335658836159787e-05
Position 2280: 1.3936736010163664e-05
Position 98: 1.3403603667469059e-05
Position 1462: 1.0454594988766748e-05
Position 4529: 8.772559373606049e-06
Position 1888: 6.37850155347613e-06
Position 792: 3.5863134952633135e-06
Position 294: 3.4118139014619676e-06
Position 1980: 3.0467300280120737e-06
Position 945: 2.597265843354705e-06
Position 1553: 1.6519969294701429e-06
Position 178: 1.504688610278393e-06
Position 1527: 1.4165023597662483e-06
Position 3424: 1.1949181708000131e-06
Position 2040: 1.0497286315555607e-06
Position 230: 6.489574500546342e-07
Position 1909: 5.009441771022326e-07
Position 2120: 2.6735117768184395e-07
Position 196: 1.3918381389645813e-07
Position 569: 5.5637554644547526e-08
Position 648: 3.7678694428855783e-08
Position 571: 2.9494505147291166e-08
Position 578: 2.7199203553904936e-08
Position 357: 2.6723990935865715e-08
Position 1395: 2.4939188845914595e-08
Position 584: 2.271724748099983e-08
Position 1684: 1.790783691016827e-08
Position 1607: 1.5271891568607127e-08
Position 1612: 1.1958495667752456e-08
Position 591: 9.060638276096536e-09
Position 707: 8.945206187347557e-09
Position 694: 1.627209618432098e-10
Position 78: 3.303660858763199e-13
