Gene = Snapc5
Position 681: 0.00036377422948749365
Position 596: 0.00034928570578328475
Position 1606: 0.00033577224950669224
Position 2287: 0.0003126387073485324
Position 850: 0.0003115910783720343
Position 459: 0.000295961770287045
Position 1820: 0.00029345405154064834
Position 893: 0.00021800242321403672
Position 853: 0.00016895845430310778
Position 401: 0.00015440381230346246
Position 1319: 9.72597929642017e-05
Position 1644: 9.596168297857437e-05
Position 808: 8.803086140326314e-05
Position 1756: 7.795233155607456e-05
Position 184: 7.735078037481606e-05
Position 1860: 6.871280931937821e-05
Position 1817: 6.094233176194561e-05
Position 1824: 6.0927684840954475e-05
Position 1555: 5.876584573776216e-05
Position 223: 5.819579498507242e-05
Position 1811: 5.07451334235375e-05
Position 998: 5.0315794449157524e-05
Position 1123: 4.336061890804931e-05
Position 2120: 4.1325837415249836e-05
Position 891: 2.4128614361323513e-05
Position 1432: 2.403414971070728e-05
Position 1393: 2.3645581038478133e-05
Position 862: 2.2044432318811403e-05
Position 1350: 2.03625446101006e-05
Position 1040: 2.0153580264684808e-05
Position 331: 1.9633789197736936e-05
Position 685: 1.656877693556986e-05
Position 1008: 1.5390981227088127e-05
Position 806: 1.5110032646148239e-05
Position 1037: 1.1485911008865446e-05
Position 1028: 1.0412557821721004e-05
Position 482: 9.559084873058552e-06
Position 1281: 8.382960810884915e-06
Position 1963: 7.69960695109655e-06
Position 812: 7.684464609560434e-06
Position 585: 6.566190078582833e-06
Position 59: 6.0846789308465755e-06
Position 683: 5.5279488142012655e-06
Position 488: 5.390617728172654e-06
Position 1324: 5.343241594792895e-06
Position 545: 5.144903424574328e-06
Position 1842: 4.676200242488593e-06
Position 2339: 4.279317886314291e-06
Position 394: 3.5179295581398546e-06
Position 2362: 3.3977053168694496e-06
Position 319: 2.436859744762639e-06
Position 291: 2.233296909973146e-06
Position 64: 2.231496246299981e-06
Position 906: 1.4259267612577542e-06
Position 3118: 1.3125438636520308e-06
Position 24: 1.259917158278509e-06
Position 47: 1.2067705281724776e-06
Position 1470: 6.733722710736779e-07
Position 6: 6.666006408734734e-07
Position 1413: 4.2987055428951737e-07
Position 384: 3.7710648183711394e-07
Position 367: 2.6673603172798783e-07
Position 106: 2.598846161470999e-07
Position 317: 8.970088744744148e-08
Position 593: 4.899711807319632e-08
Position 322: 3.465273363103914e-08
Position 1828: 1.9054694342785776e-08
Position 1639: 4.153034859611627e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1224: 0.9934393635747996
Position 2867: 0.7707025946562202
Position 1383: 0.4135548299580459
Position 658: 0.3570512857408146
Position 1907: 0.1411545810570061
Position 1950: 0.1250542087468154
Position 2206: 0.12210277024613526
Position 3068: 0.05635946796552937
Position 2840: 0.04213255254400322
Position 1727: 0.03946594215791153
Position 2883: 0.03324744801878888
Position 331: 0.028125950693267166
Position 2053: 0.02519037262741716
Position 1932: 0.02436905966703601
Position 977: 0.020256917958599005
Position 950: 0.019887403951182308
Position 3553: 0.019337191303207935
Position 1755: 0.019017169360679397
Position 2657: 0.014051165773061584
Position 1867: 0.013938518751242647
Position 1413: 0.012744006930691736
Position 1781: 0.011736431659674869
Position 1979: 0.011291404537805234
Position 344: 0.011211745678477453
Position 2474: 0.01028972519951635
Position 419: 0.00975449204206854
Position 2426: 0.008828772140159652
Position 3057: 0.006445406411956547
Position 624: 0.005845896587060039
Position 3202: 0.005278252791575393
Position 1703: 0.004609858333607916
Position 1484: 0.00442807076338062
Position 2537: 0.0034184949279243843
Position 465: 0.0034012741572990745
Position 305: 0.003383945881786379
Position 401: 0.0032509642037106753
Position 2280: 0.0030244184954228157
Position 1420: 0.00302259430484873
Position 2155: 0.0027996458538595503
Position 778: 0.002483792884556942
Position 991: 0.0024454380908149626
Position 355: 0.002389357104083203
Position 821: 0.0022887266122962944
Position 2906: 0.002216499792790514
Position 1708: 0.0020150640874101633
Position 3730: 0.0018890187900007396
Position 691: 0.0014487271251770878
Position 2145: 0.0014165732671406683
Position 3537: 0.001189633141573185
Position 3699: 0.0011818297431136341
Position 443: 0.0011714925798189898
Position 367: 0.0009658854687844154
Position 266: 0.0009371100716487621
Position 2430: 0.0009315186801048507
Position 1118: 0.0009101300715642961
Position 726: 0.000854873205398976
Position 437: 0.0008236910655777515
Position 614: 0.0008181825081977873
Position 1550: 0.0007319699922559592
Position 1043: 0.0006389776551874552
Position 709: 0.0006027747236290889
Position 3443: 0.0005997847281569397
Position 394: 0.0005102237165323044
Position 2318: 0.00047709020796959505
Position 1290: 0.00039113991579701503
Position 3797: 0.00036741595831714185
Position 1851: 0.00035878601779105784
Position 3486: 0.0003447947219248133
Position 994: 0.00033711958550795005
Position 2599: 0.0003299492421246986
Position 2445: 0.0003126097534813807
Position 317: 0.0002952628810967876
Position 421: 0.0002787616633815419
Position 955: 0.0002736362444345292
Position 1075: 0.0002696669587248824
Position 1639: 0.00024507818132099275
Position 671: 0.00022799514112893334
Position 3740: 0.00022629805366891525
Position 1848: 0.00019421568716655556
Position 231: 0.00017882967604352352
Position 1432: 0.0001643608216745304
Position 794: 0.00016046009497613318
Position 1231: 0.0001535434477252571
Position 516: 0.0001446705536246735
Position 1762: 0.00013989111124834285
Position 1018: 0.00013315987343763815
Position 2812: 0.0001170642420558969
Position 3851: 0.00011661126935829058
Position 377: 9.894650517690878e-05
Position 471: 9.465145229523361e-05
Position 3178: 7.613783745517302e-05
Position 3082: 6.908395348647808e-05
Position 3214: 6.842000937487486e-05
Position 2015: 6.742578815723991e-05
Position 889: 5.799902243113014e-05
Position 307: 5.336868921718778e-05
Position 1023: 5.133545869677571e-05
Position 1991: 4.603164623038977e-05
Position 1584: 3.9203226839089264e-05
Position 1268: 3.3000207161376014e-05
Position 1123: 3.2571088256906405e-05
Position 775: 3.079294130056701e-05
Position 220: 2.619554155463571e-05
Position 873: 2.366205529878493e-05
Position 901: 2.010196484305427e-05
Position 1673: 1.951434608191026e-05
Position 987: 1.6588506389146074e-05
Position 1712: 1.632478537145175e-05
Position 998: 1.4377726682118367e-05
Position 1172: 1.3389201825868255e-05
Position 212: 1.2263180767693833e-05
Position 838: 1.1061321190321862e-05
Position 1872: 9.539421105224558e-06
Position 1264: 8.566300932265351e-06
Position 237: 8.146534409078303e-06
Position 1153: 7.68772355506889e-06
Position 1791: 6.458682150597637e-06
Position 3139: 6.448635288569878e-06
Position 1533: 6.007605477779942e-06
Position 1555: 5.835167145879744e-06
Position 545: 5.536059475877436e-06
Position 1497: 5.392488639494995e-06
Position 2064: 5.158322966371606e-06
Position 1183: 4.621706944837638e-06
Position 783: 4.246066343019228e-06
Position 530: 3.91599077950973e-06
Position 842: 3.54014399782229e-06
Position 1371: 3.467471855379825e-06
Position 1275: 2.2407281036117827e-06
Position 1305: 1.8355411597612067e-06
Position 2009: 1.2700287210115228e-06
Position 1237: 1.0039579972438007e-06
Position 1192: 9.91229971763435e-07
Position 1120: 9.521355777987914e-07
Position 113: 4.165568473039403e-07
Position 228: 3.394470386213188e-07
Position 560: 2.508898109256625e-07
Position 1081: 1.2051310352125475e-07
Position 1342: 8.47264759373725e-08
Position 1085: 5.269889713395956e-08
Position 554: 5.180857495216843e-08
Position 74: 4.6986832854669765e-08
Position 1101: 4.5268536147837886e-08
Position 1319: 4.059165274005721e-08
Position 146: 3.267483901107759e-08
Position 1517: 2.8673716885481736e-08
Position 565: 2.5355089064186757e-08
Position 245: 2.09725993780806e-08
Position 896: 1.9679826265552408e-08
Position 1591: 4.0021266246563506e-09
Position 86: 3.884447478510451e-09
Position 92: 3.653934463097282e-09
Position 562: 3.5291384308844206e-09
Position 1502: 2.8754174987358468e-09
Position 77: 1.2646473981963664e-09
Position 206: 1.2590226717409757e-09
Position 89: 1.0518600739352752e-09
Position 166: 2.0704677298654143e-10
Position 172: 4.8521918592137984e-12
Position 158: 2.260300536408387e-12
Position 151: 1.0476285476107868e-12
Position 193: 7.605827853597006e-13
