Gene = Olfr643
Position 300: 4.2899593426589505e-10
Position 571: 2.513630084729348e-10
Position 347: 2.0335972924768106e-10
Position 1142: 8.257409551170034e-11
Position 365: 7.987517579474575e-11
Position 334: 4.931534702052154e-11
Position 362: 4.043841222225713e-11
Position 850: 8.809329583515356e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7527: 0.4080558008510271
Position 5306: 0.28375402472819894
Position 15281: 0.258330330494738
Position 18361: 0.2207649308717475
Position 7784: 0.1017528659953668
Position 6912: 0.09031786107536284
Position 12143: 0.07978447710842655
Position 13836: 0.06262085625416465
Position 1859: 0.062485136502310266
Position 7096: 0.060919669788415474
Position 10261: 0.05159196995316551
Position 12656: 0.042333252854276235
Position 7760: 0.03666557356139729
Position 16151: 0.029591024723106554
Position 13321: 0.02689081760073284
Position 12838: 0.025431953865798943
Position 10719: 0.025116827867000018
Position 7910: 0.02313996994747682
Position 14230: 0.0200762028589116
Position 7125: 0.01988894408924138
Position 5401: 0.019153187789433763
Position 7575: 0.017005230255782842
Position 3604: 0.016577342894350214
Position 12126: 0.016295795262103726
Position 11643: 0.013345512537232877
Position 3690: 0.011091920652737067
Position 4753: 0.010918399976383105
Position 1706: 0.010208007529952833
Position 9112: 0.010094919309390394
Position 9754: 0.009585209910479437
Position 5092: 0.009226727603180891
Position 12072: 0.008070317110314277
Position 13068: 0.007985515512512507
Position 7424: 0.007891114405711254
Position 11073: 0.006464238531478759
Position 9132: 0.005698864653108185
Position 2860: 0.005686214445356576
Position 7936: 0.005620000511299237
Position 5114: 0.005487754463788203
Position 3753: 0.005217886319180732
Position 10205: 0.0047200635451914745
Position 7253: 0.004505961100573104
Position 7618: 0.004403866403360669
Position 13351: 0.004136638876943892
Position 5159: 0.003927906420232403
Position 12954: 0.00373219970511576
Position 8825: 0.0036149815751485574
Position 5889: 0.0035926030349667207
Position 10365: 0.0033078641623609886
Position 8845: 0.003283335416325006
Position 9185: 0.003043216562783525
Position 9634: 0.002966450408475313
Position 3044: 0.0027943855773388507
Position 9509: 0.002722194270713464
Position 8842: 0.002565304750067719
Position 1863: 0.0023184821611610187
Position 12192: 0.0021998668000635206
Position 5274: 0.0020940174596041482
Position 12318: 0.0020925543630224493
Position 11926: 0.0020173967642584324
Position 6925: 0.0017307355896570514
Position 7110: 0.001609046883194406
Position 5358: 0.001579193779899817
Position 7939: 0.001449560296028413
Position 4184: 0.0012451539015137293
Position 1681: 0.001184847481888181
Position 3285: 0.001168560733643231
Position 7885: 0.001102908021020633
Position 3451: 0.0010789551759801301
Position 10874: 0.0009452751901036883
Position 362: 0.0009162541988446356
Position 3608: 0.0008932744500058063
Position 10966: 0.0008592042048223733
Position 5444: 0.0008330613373834093
Position 8120: 0.0007744022800183242
Position 1735: 0.0007710477923855953
Position 1159: 0.0007687804493984266
Position 3725: 0.0007088329206438952
Position 4771: 0.0007013200809443788
Position 8234: 0.0006785135184116742
Position 1306: 0.0006772153509130672
Position 10515: 0.0006225487599610303
Position 3051: 0.0006148243458941287
Position 4704: 0.0005966904804061046
Position 9605: 0.0005556670656025951
Position 7863: 0.0005414461462646963
Position 3422: 0.0005402185698211887
Position 5547: 0.0005310947720411103
Position 2350: 0.0005200225614811481
Position 7141: 0.0005137693058189515
Position 5961: 0.0005089257712110218
Position 5987: 0.00048310417941054907
Position 3106: 0.0004531012490061101
Position 3239: 0.0004352466051689568
Position 4013: 0.0004229641951091804
Position 4998: 0.00040608325129831555
Position 3022: 0.00040065771944205997
Position 3272: 0.0003843987828390364
Position 5908: 0.00037783485180057876
Position 1804: 0.0003625817250401731
Position 3948: 0.0003575179749971651
Position 1661: 0.0003514473193233568
Position 5937: 0.0003416106761043915
Position 4296: 0.0003298666378161981
Position 2540: 0.00032050936654847367
Position 1720: 0.00031971272617891327
Position 3989: 0.0003166567341901938
Position 2454: 0.0003046536502495259
Position 6455: 0.00029138948003428606
Position 4730: 0.00027629699262601165
Position 3255: 0.0002707888777039511
Position 3499: 0.00023510870908564197
Position 462: 0.0002254446019817011
Position 4482: 0.0002162344987665257
Position 8189: 0.00020755999489316366
Position 8202: 0.0002072821804620963
Position 8258: 0.00019736036272012937
Position 8606: 0.00019727979903683262
Position 1463: 0.0001955418504369187
Position 8540: 0.00018295271950532653
Position 2718: 0.00017619501219844834
Position 8374: 0.00016161470808024122
Position 7736: 0.00015237779558053378
Position 3242: 0.00014906240819720032
Position 2323: 0.0001435105882967926
Position 186: 0.0001421588330837307
Position 727: 0.00014040869339952797
Position 1491: 0.0001351545326395229
Position 4279: 0.0001347712986262644
Position 169: 0.00012262105812615556
Position 3799: 0.00011935810418662369
Position 3102: 0.00011048746220644318
Position 3624: 0.0001098813363102559
Position 1802: 0.00010577446852176267
Position 3403: 0.0001051566394832142
Position 662: 0.0001039713741912155
Position 3019: 0.00010267655981467517
Position 4429: 9.91224871060875e-05
Position 4642: 8.847376328567393e-05
Position 5222: 7.876868252393542e-05
Position 2676: 7.207559521723413e-05
Position 6755: 6.826357902290118e-05
Position 6531: 6.810784538392862e-05
Position 1743: 6.655345195800466e-05
Position 3071: 6.484866061088723e-05
Position 1570: 6.369405151237883e-05
Position 3066: 6.151583772162716e-05
Position 563: 6.0990873904535634e-05
Position 308: 5.93459385744625e-05
Position 2576: 5.475084815086686e-05
Position 4620: 4.805680119375584e-05
Position 3874: 4.7552379267166814e-05
Position 347: 4.488461545846747e-05
Position 6932: 4.337328041635413e-05
Position 4981: 4.1554707167075246e-05
Position 1324: 3.984515834353997e-05
Position 2272: 3.839969426114792e-05
Position 4440: 3.824881290506141e-05
Position 815: 3.773367988421216e-05
Position 2038: 3.523065915059905e-05
Position 2142: 3.338991183568461e-05
Position 7655: 3.337941110344259e-05
Position 2110: 3.2395581479590604e-05
Position 587: 3.0743690765529514e-05
Position 1921: 3.0724425537104874e-05
Position 2001: 2.720929863299689e-05
Position 2918: 2.4983135414091586e-05
Position 4451: 2.392927994180853e-05
Position 1234: 2.3873572547308595e-05
Position 2895: 2.372105089084223e-05
Position 1959: 2.2462207320487562e-05
Position 4516: 2.0671377539964934e-05
Position 4461: 2.0567212318332537e-05
Position 1065: 2.0262758528594028e-05
Position 2592: 1.798487075512281e-05
Position 4033: 1.7969388500266978e-05
Position 5170: 1.7850948810817447e-05
Position 131: 1.7523258762572213e-05
Position 4062: 1.56368066701798e-05
Position 3758: 1.4925455787685624e-05
Position 6433: 1.4667961600133845e-05
Position 2296: 1.4581670038954441e-05
Position 621: 1.3831657024714406e-05
Position 6492: 1.2725049956986689e-05
Position 502: 1.2687406433200005e-05
Position 1264: 1.237150672337514e-05
Position 1556: 1.1915538491842124e-05
Position 549: 1.1195458801062953e-05
Position 188: 1.1067916127523067e-05
Position 6354: 1.0565789860274301e-05
Position 6279: 1.0042654203176252e-05
Position 3542: 9.95231798418921e-06
Position 831: 9.908972223942605e-06
Position 2727: 8.848725647798512e-06
Position 2320: 8.552406546914637e-06
Position 214: 7.741369740627588e-06
Position 2218: 7.727250848215749e-06
Position 3545: 7.341030523537746e-06
Position 1624: 7.004040040548478e-06
Position 602: 6.501115181560563e-06
Position 2599: 6.01600652938765e-06
Position 5095: 5.480386805535117e-06
Position 5188: 4.9044558521688846e-06
Position 219: 4.444144113028561e-06
Position 1005: 3.9680388224089835e-06
Position 371: 3.518139457860927e-06
Position 2399: 3.50244278145963e-06
Position 1115: 3.3801958787680098e-06
Position 504: 2.8881976915893316e-06
Position 567: 2.823118614044094e-06
Position 294: 2.7973155802189695e-06
Position 158: 2.7630140322457367e-06
Position 1095: 2.5470448135224247e-06
Position 682: 2.2304650141035028e-06
Position 258: 1.958949330361896e-06
Position 145: 1.3921521693183135e-06
Position 3081: 5.729965146859184e-07
Position 2774: 4.916548647821133e-07
Position 1867: 4.0684986362048996e-07
Position 3561: 3.691357464980908e-07
Position 3473: 3.599102285414854e-07
Position 1553: 2.773610039512371e-07
Position 2868: 2.0254022873230262e-07
Position 1480: 1.7999254033193412e-07
Position 2257: 1.6825326669563166e-07
Position 204: 1.5209423928607366e-07
Position 754: 1.1091416921779408e-07
Position 135: 9.500974548470849e-08
Position 670: 9.01181835334461e-08
Position 642: 6.44355869293435e-08
Position 804: 6.01217093256214e-08
Position 740: 5.821084191245529e-08
Position 2791: 5.7851694998677966e-08
Position 746: 4.0310851644052663e-08
Position 242: 3.3680452496590787e-08
Position 1575: 2.9273388960349807e-08
Position 781: 2.583113653644951e-08
Position 863: 1.834217155731704e-08
Position 1925: 1.823205202835315e-08
Position 1041: 1.4671162705963522e-08
Position 1395: 1.3868827946002174e-08
Position 1027: 1.2312638256024034e-08
Position 1250: 1.0196016730431159e-08
Position 221: 9.573957693335341e-09
Position 237: 8.539474377524183e-09
Position 837: 8.293840566129275e-09
Position 775: 6.6380351715484306e-09
Position 431: 6.571139360668371e-09
Position 396: 6.167961023362653e-09
Position 1073: 5.729775697261425e-09
Position 1815: 5.613211754908395e-09
Position 617: 5.429439904757325e-09
Position 277: 4.93257860162875e-09
Position 2293: 3.730967926082969e-09
Position 2425: 3.6685263218680146e-09
Position 1887: 2.2868356749698817e-09
Position 1902: 1.3471360713274491e-09
Position 233: 1.1206345625700242e-09
Position 264: 9.427240733067217e-10
Position 262: 8.870639674599555e-10
Position 267: 8.167792173873845e-10
Position 121: 1.7053032878149518e-10
Position 105: 1.0766172098464931e-10
Position 119: 1.0431560503590923e-10
Position 2276: 6.705200337449182e-11
