Gene = Irgq
Position 6542: 0.008303932652803466
Position 7020: 0.0082812397623658
Position 7173: 0.008033696246609339
Position 3949: 0.007856724060730553
Position 5371: 0.007208335318314831
Position 4355: 0.006753088440017745
Position 7529: 0.006079358716713879
Position 6179: 0.0059174708382504085
Position 5100: 0.005866984568750696
Position 1062: 0.005733774884246233
Position 5120: 0.005612180158559484
Position 4312: 0.004956264027393505
Position 1117: 0.0048596465106389855
Position 1013: 0.00471093047546027
Position 195: 0.004655548272493896
Position 7520: 0.004270394320292076
Position 3247: 0.003901191247519069
Position 4679: 0.003870840004035203
Position 1458: 0.003860682230520451
Position 4903: 0.003735451662661631
Position 5394: 0.0036814968628863217
Position 2535: 0.0036352985226567433
Position 1372: 0.0034098278422431878
Position 5664: 0.003252449049492678
Position 5831: 0.003140720015690278
Position 1093: 0.002981672971950326
Position 5285: 0.002879070715004949
Position 4515: 0.0028627260415965113
Position 2005: 0.0028373091965980387
Position 6232: 0.002818539291405975
Position 1881: 0.0025349303064885424
Position 6114: 0.0020531052243511535
Position 364: 0.002041585158323
Position 7433: 0.001917366941604417
Position 7448: 0.0019168556737482769
Position 1054: 0.0018894725015656721
Position 7339: 0.0018055311870033318
Position 318: 0.0017639565045012276
Position 5337: 0.00171972891618609
Position 3736: 0.0017026723618319627
Position 6913: 0.0016233517003371224
Position 7743: 0.0015643360267484198
Position 4913: 0.001560932698593088
Position 7169: 0.0015010346499597467
Position 6662: 0.0014552639826926578
Position 1160: 0.0014279432639035339
Position 2023: 0.0013967446971053683
Position 756: 0.0013192335736824773
Position 4327: 0.0012581715974980593
Position 5840: 0.0011463992350008929
Position 2312: 0.0011323741483401178
Position 1015: 0.0010884292636842827
Position 6354: 0.001001645748713202
Position 4087: 0.0009676392216849512
Position 990: 0.0009607508873803724
Position 519: 0.0009182782526439799
Position 4961: 0.0008838242054082586
Position 5927: 0.0007874370909077368
Position 4243: 0.000770812226012613
Position 786: 0.0007697602520237248
Position 3784: 0.0007342680229000809
Position 2863: 0.0007035404491987235
Position 1312: 0.0006289606111421464
Position 1902: 0.0006251057327365024
Position 4682: 0.0006209976216862057
Position 1180: 0.0006189652889350232
Position 3177: 0.0006052459881928391
Position 2815: 0.0005432703209981652
Position 3619: 0.0005318228245987857
Position 4290: 0.0005198020745700459
Position 4820: 0.0004954149456560554
Position 822: 0.0004810603899272041
Position 569: 0.00047657382403300263
Position 1120: 0.00043869459315265926
Position 4725: 0.000424118680708279
Position 392: 0.00041769547220194957
Position 4434: 0.0004084796350881869
Position 1000: 0.00040509235483706085
Position 1209: 0.00039968260511780217
Position 6324: 0.0003955968806023746
Position 627: 0.0003666236082595243
Position 876: 0.0003490280336946248
Position 1699: 0.00034659673021574406
Position 3415: 0.0003042585982176209
Position 1069: 0.0003040423132387332
Position 4806: 0.00030211553533931725
Position 2985: 0.00028188302583382263
Position 3042: 0.00026267549242731754
Position 2850: 0.00024269448699194173
Position 150: 0.00023895849485769047
Position 966: 0.00023757136230132168
Position 592: 0.00022285890456137878
Position 918: 0.0002113430583702058
Position 1951: 0.00020550671806529743
Position 2797: 0.00019400185245011545
Position 4271: 0.00019044221490018278
Position 2620: 0.00018387828990368857
Position 1191: 0.00018327988037039286
Position 534: 0.00016207915763860487
Position 4580: 0.00015628745557970882
Position 802: 0.0001529049800517977
Position 988: 0.0001483623347793404
Position 370: 0.0001441373822919521
Position 320: 0.0001030169902188636
Position 963: 9.770371733852174e-05
Position 2512: 8.81415468285067e-05
Position 1785: 8.125306608389354e-05
Position 3742: 8.117335836062506e-05
Position 3267: 7.497819300140948e-05
Position 3323: 7.086709145310161e-05
Position 1803: 6.509547952050752e-05
Position 1401: 5.764183405731971e-05
Position 385: 5.386879798661712e-05
Position 171: 4.753380750845779e-05
Position 881: 4.688284465670938e-05
Position 635: 4.607252804707246e-05
Position 1377: 4.323444933450628e-05
Position 401: 3.980867701227748e-05
Position 1173: 3.794625951822242e-05
Position 954: 3.6601753145136585e-05
Position 1075: 3.622811777709792e-05
Position 1215: 2.8247759203491746e-05
Position 2752: 2.2399164034668752e-05
Position 1224: 2.0876181582812945e-05
Position 4438: 2.076749756367322e-05
Position 3119: 1.7154107118132034e-05
Position 3106: 1.597089279574603e-05
Position 2764: 1.5122478014927305e-05
Position 460: 1.3746445713495048e-05
Position 839: 1.3117331367050537e-05
Position 2970: 1.295814639816558e-05
Position 3073: 1.2201372590570863e-05
Position 3049: 1.0976843221148607e-05
Position 2607: 8.737318138170531e-06
Position 587: 8.228919687173143e-06
Position 804: 6.012921970977515e-06
Position 632: 5.675514575727956e-06
Position 536: 4.041462581343652e-06
Position 160: 3.822340957533208e-06
Position 3288: 3.0138982302157086e-06
Position 601: 2.958198853977838e-06
Position 611: 2.7832060673943573e-06
Position 597: 2.5631661805164097e-06
Position 264: 1.6078140422342186e-06
Position 845: 1.1390154285495923e-06
Position 1751: 1.0333515017773379e-06
Position 959: 9.300082256188314e-07
Position 1515: 9.273969644301898e-07
Position 268: 9.083669792601436e-07
Position 499: 8.524848113664354e-07
Position 543: 8.302969609259766e-07
Position 646: 7.934295337286932e-07
Position 1182: 7.543795116562069e-07
Position 541: 7.534474981895913e-07
Position 468: 7.110125707921756e-07
Position 2517: 6.209427834635711e-07
Position 1403: 6.185110514782296e-07
Position 414: 6.179439464947896e-07
Position 338: 4.917439387011817e-07
Position 1431: 4.7492166531357406e-07
Position 1176: 4.669565839830047e-07
Position 2386: 3.262676848271379e-07
Position 3890: 2.667501694996006e-07
Position 1570: 2.2790201704471654e-07
Position 244: 1.7277811305868152e-07
Position 1434: 1.1076893827417901e-07
Position 472: 3.8892215830533064e-08
Position 439: 2.5336747162425856e-08
Position 615: 2.1361264956919223e-08
Position 847: 1.9398695993967408e-08
Position 432: 1.4039862321863485e-08
Position 447: 1.2162235439988898e-08
Position 427: 1.1522027328878003e-08
Position 422: 1.0849285607965112e-08
Position 425: 1.8006564847766683e-09
Position 256: 2.801013893451969e-10
Position 277: 2.39382358250407e-10
Position 237: 8.759407980972268e-11
Position 111: 1.2767628135420207e-15
