Gene = Upk2
Position 994: 2.533945602259017e-05
Position 1185: 1.6616344378605227e-05
Position 475: 1.215303586646215e-05
Position 293: 1.2073618105523351e-05
Position 1182: 1.1826361402090134e-05
Position 453: 9.170608027543779e-06
Position 976: 7.3176779793994905e-06
Position 1253: 7.309184158587065e-06
Position 1464: 6.933682278670192e-06
Position 897: 6.901837944633754e-06
Position 744: 6.575955778461319e-06
Position 462: 6.059596186212984e-06
Position 909: 4.9515343910074665e-06
Position 760: 3.914711431958262e-06
Position 914: 3.9001900432582315e-06
Position 380: 3.598683502651357e-06
Position 369: 2.109354760118577e-06
Position 229: 1.8183478457564915e-06
Position 455: 1.5731504157730205e-06
Position 918: 1.2141930207410294e-06
Position 256: 1.170185213623551e-06
Position 899: 1.0773054474684143e-06
Position 468: 9.130778082072709e-07
Position 365: 7.063844893775618e-07
Position 202: 6.279783689576823e-07
Position 372: 5.436705274104487e-07
Position 268: 5.124455978784449e-07
Position 237: 4.976267183722488e-07
Position 263: 2.1171675384919147e-07
Position 388: 2.2012955657616616e-08
Position 392: 2.0862413437396814e-08
Position 510: 1.805799645692862e-08
Position 536: 1.2454616646512994e-08
Position 528: 9.325691791058776e-09
Position 178: 2.3243344344578278e-09
Position 396: 1.8250485667036589e-09
Position 382: 6.30136096974494e-10
Position 188: 3.575675192161292e-10
Position 515: 3.1646618119796276e-10
