Gene = Lins1
Position 2608: 0.00037277944275875154
Position 1112: 0.00031945737909342905
Position 7092: 0.0002951214162870653
Position 1831: 0.00027022577071256557
Position 11287: 0.00019995530094276377
Position 10470: 0.00018167318403756533
Position 10589: 0.00017151926183946978
Position 252: 0.0001682511489859592
Position 7081: 0.0001667208688752472
Position 6350: 0.00015860472854810034
Position 6560: 0.00012934432173428872
Position 9491: 0.00011919309798012432
Position 3153: 8.717742834460051e-05
Position 1819: 8.518136136224576e-05
Position 290: 7.75363588163448e-05
Position 1293: 6.0417378323355385e-05
Position 1086: 5.173101496105932e-05
Position 1203: 4.634665482712812e-05
Position 10986: 4.414998885635237e-05
Position 2168: 3.4682320907985214e-05
Position 1949: 3.347356414789211e-05
Position 52: 3.325053982552005e-05
Position 3325: 2.998320284080997e-05
Position 282: 2.9474201335817988e-05
Position 1368: 2.73173355448903e-05
Position 804: 2.685376652105675e-05
Position 2664: 2.5970307950562637e-05
Position 1028: 2.4832177783538788e-05
Position 2250: 2.1687403104744484e-05
Position 2477: 1.9525718060996965e-05
Position 1924: 1.8467721434246057e-05
Position 67: 1.796644617404042e-05
Position 687: 1.6516673165428184e-05
Position 1358: 1.550368507779977e-05
Position 2941: 1.2145222726053829e-05
Position 1988: 1.1261227869459043e-05
Position 2115: 1.0006486550342078e-05
Position 837: 7.672394412491012e-06
Position 1594: 6.728032225750754e-06
Position 3799: 6.611937061545768e-06
Position 643: 6.4939874196881145e-06
Position 415: 6.492180597344482e-06
Position 3510: 5.751757725274285e-06
Position 238: 5.188209472690411e-06
Position 294: 5.110540271252298e-06
Position 995: 5.074406233329606e-06
Position 241: 4.71883136557135e-06
Position 2570: 4.326493318943191e-06
Position 408: 3.0340640065610284e-06
Position 1521: 2.9695427844949437e-06
Position 1903: 2.895522425902371e-06
Position 57: 1.4276099208320882e-06
Position 405: 1.2897316648319405e-06
Position 1757: 9.958772875983089e-07
Position 1464: 6.096660851113262e-07
Position 449: 5.690737878466088e-07
Position 156: 5.591776574920728e-07
Position 269: 5.517572500493225e-07
Position 371: 4.3455558968896705e-07
Position 696: 4.0308039163831876e-07
Position 106: 3.764967893173225e-07
Position 277: 3.193955302735072e-07
Position 779: 3.1726059859105453e-07
Position 6435: 3.0180602129335064e-07
Position 907: 2.754135995884185e-07
Position 5638: 2.4085747759857776e-07
Position 77: 2.3473047136072237e-07
Position 495: 1.6509683096988958e-07
Position 87: 1.5649901516676896e-07
Position 901: 1.4785020888133032e-07
Position 4001: 1.363534127473804e-07
Position 871: 1.173344134713089e-07
Position 724: 1.2775476518413768e-08
Position 521: 1.0825646622396602e-08
Position 790: 9.931066168011044e-09
Position 816: 8.479219184538365e-09
Position 176: 6.602979969938868e-09
Position 497: 5.649189759658911e-09
Position 506: 5.550556066151802e-09
Position 829: 5.293357763710891e-09
Position 927: 3.955945230006383e-09
Position 468: 3.899533340361796e-09
Position 3198: 6.716689241114703e-10
Position 47: 4.245500068685526e-10
Position 538: 3.570554647948915e-10
Position 656: 2.7985112892125343e-10
Position 1034: 1.827295848970219e-10
Position 2903: 6.05901516096221e-11
Position 3365: 5.756519806609352e-11
Position 1099: 2.6859320113383685e-11
Position 935: 2.3934163467710224e-11
Position 1051: 8.299365964885122e-12
Position 873: 6.005021135421886e-12
Position 1305: 2.26293059350392e-12
Position 1077: 9.084033534111893e-13
Position 1032: 5.344490630082014e-13
Position 524: 1.30051189244597e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 18744: 0.9438001546984998
Position 6281: 0.882572444280494
Position 19399: 0.8030288025240334
Position 23906: 0.6321721437207155
Position 16301: 0.4880443173269486
Position 18145: 0.3972690657161378
Position 22046: 0.38184415770066255
Position 15907: 0.24735867656659719
Position 15685: 0.2148920112674197
Position 15628: 0.19063081566024093
Position 17408: 0.18318546224773644
Position 21989: 0.13856086479822202
Position 12610: 0.1202254110521464
Position 12695: 0.1163471050612643
Position 2869: 0.10468058126061036
Position 5861: 0.07491781357527254
Position 23832: 0.07301886982098466
Position 2038: 0.07245134184633016
Position 3869: 0.06437622785047747
Position 5839: 0.06387773517655922
Position 6353: 0.06321299819241052
Position 16265: 0.059791913520335374
Position 15504: 0.05776508921741321
Position 15793: 0.055385176747572686
Position 22269: 0.05531226835727561
Position 22034: 0.055035491553895866
Position 17431: 0.05392205365039211
Position 17130: 0.05147302727811206
Position 21978: 0.04960827242052184
Position 2831: 0.04828294223517717
Position 22574: 0.047246217202769884
Position 17624: 0.045900609644624876
Position 5910: 0.041754364789825624
Position 6032: 0.03809855114821085
Position 20264: 0.03710382648398893
Position 23126: 0.033089915289893766
Position 22022: 0.030396415209850113
Position 24141: 0.028122645505579386
Position 3074: 0.026166273049870493
Position 6170: 0.02512474116350131
Position 24108: 0.024608889519794713
Position 3009: 0.02443446523162121
Position 19435: 0.023773353470814263
Position 9470: 0.022351515818135395
Position 24579: 0.021702610612885635
Position 24678: 0.021273104044759086
Position 1941: 0.019378472800888384
Position 3026: 0.018629469440455255
Position 22628: 0.017968890144951493
Position 19496: 0.017567866789549146
Position 24253: 0.015900898288137965
Position 1202: 0.015432569835246608
Position 21845: 0.014972011640316508
Position 9524: 0.01474559448495281
Position 24553: 0.014282550075775644
Position 11476: 0.014204081700910216
Position 24012: 0.013903179917616689
Position 14698: 0.013716689413719221
Position 2370: 0.012614089671011165
Position 12763: 0.011355581157525364
Position 24809: 0.011240049639037209
Position 20704: 0.011047424022817899
Position 3047: 0.01089317462633345
Position 3050: 0.01046833175779542
Position 20335: 0.010166382049081176
Position 20507: 0.009739381298349167
Position 24061: 0.00937386086340803
Position 1902: 0.008724688733351126
Position 21763: 0.008613472009245471
Position 5889: 0.008280028229009292
Position 24154: 0.008159044135591093
Position 6206: 0.007891357625626068
Position 20609: 0.007890414232608724
Position 1416: 0.007704282748092538
Position 2724: 0.007371419689975434
Position 2954: 0.006872219303593874
Position 6316: 0.006489753649131683
Position 2244: 0.005995232344404858
Position 23203: 0.005847925485847065
Position 22312: 0.00571982048813335
Position 3699: 0.005695663423131335
Position 3780: 0.005611754174738914
Position 20561: 0.005496749117098288
Position 6058: 0.00539572923690677
Position 22442: 0.005395275338942375
Position 5733: 0.004979199700096052
Position 3071: 0.004654058122053917
Position 19438: 0.004503573973473464
Position 2860: 0.004345219803860126
Position 6288: 0.004108773802084122
Position 6372: 0.004081336566183208
Position 22984: 0.004032920109620176
Position 22241: 0.0039297727628956605
Position 6220: 0.0037986395001668415
Position 2757: 0.003712750008969359
Position 24634: 0.003698455830815083
Position 21636: 0.0036121485173655392
Position 1021: 0.003307599723506327
Position 24212: 0.003069930807631056
Position 21615: 0.002834002180368596
Position 1290: 0.0027076872263402875
Position 14775: 0.0026549809202352694
Position 2115: 0.002249969618999918
Position 2563: 0.0018642264763521494
Position 1333: 0.00185290170313654
Position 2873: 0.0018118374111744534
Position 3714: 0.0018076048290301436
Position 24312: 0.001788251345397178
Position 19634: 0.001784132625256542
Position 3028: 0.0017060534404398672
Position 2515: 0.001655579618572325
Position 22411: 0.0015250342572924037
Position 19295: 0.0014782488994889561
Position 2880: 0.001441811417190522
Position 3624: 0.0013754060540109602
Position 19749: 0.0011264230695157077
Position 2290: 0.0011135587247419047
Position 22577: 0.0010977615026557508
Position 21639: 0.0010577357147405265
Position 24381: 0.0010462997201061666
Position 20215: 0.000942931836662719
Position 22331: 0.0009046919062135009
Position 6837: 0.000890065534564638
Position 1312: 0.0008688304832028317
Position 2607: 0.0008614783883631651
Position 5807: 0.0007560132642258745
Position 1109: 0.0007471039273503075
Position 10860: 0.0007318085297572468
Position 1066: 0.000726441373167577
Position 20309: 0.0007125010422567717
Position 3726: 0.0007037551603524333
Position 2790: 0.0006520454082837685
Position 11183: 0.0006515787040806506
Position 7896: 0.0006017934361651866
Position 2127: 0.0005049169706666435
Position 2069: 0.0004914579224095646
Position 7968: 0.00046994745304389284
Position 2547: 0.0004682408199849483
Position 1497: 0.00042217366935868217
Position 3799: 0.0004200496682509881
Position 2418: 0.00039478942071936645
Position 3554: 0.00038664435246037995
Position 1392: 0.00034792427265201815
Position 3598: 0.00033000667553275293
Position 19935: 0.00031450581746600014
Position 2096: 0.00029678174009485506
Position 2936: 0.0002778714369082606
Position 18916: 0.00027304054944819896
Position 2171: 0.0002593573861798022
Position 2989: 0.000227211328521208
Position 2889: 0.00022518667809616399
Position 1241: 0.0002148812412807149
Position 9587: 0.00018326686547549066
Position 1591: 0.00016487678872768416
Position 7974: 0.0001602617028121651
Position 896: 0.00016006613520745317
Position 18940: 0.00015113035724063432
Position 2191: 0.00014500790080580175
Position 2518: 0.00013177801577313457
Position 10291: 0.0001290009913459849
Position 8052: 0.00012725974547996992
Position 2274: 0.000126028589017186
Position 2045: 0.00012409145343741774
Position 16611: 0.00012011451799199403
Position 1538: 0.00011131241251319958
Position 1557: 0.00011123230350370215
Position 10474: 0.0001075817429260268
Position 957: 0.0001029855649097407
Position 1338: 9.661836362875966e-05
Position 6483: 9.07967926405696e-05
Position 20414: 9.042056355663259e-05
Position 7773: 8.959221945959543e-05
Position 7012: 8.428673066477526e-05
Position 206: 8.276428265837324e-05
Position 13142: 8.083133886135212e-05
Position 9374: 7.88666544299885e-05
Position 1634: 7.379979864244359e-05
Position 6094: 7.34855310998389e-05
Position 10148: 6.736423023690718e-05
Position 1611: 5.050962935493857e-05
Position 906: 4.588747926980296e-05
Position 10517: 4.376283230520901e-05
Position 7746: 4.268872717141924e-05
Position 1755: 3.418339315049151e-05
Position 1691: 3.0959218089198264e-05
Position 2676: 2.936795812742563e-05
Position 2762: 2.5343869195548203e-05
Position 2063: 2.5318689230940147e-05
Position 2376: 2.3857254546269264e-05
Position 1760: 2.279878954684697e-05
Position 3230: 2.2501804970872064e-05
Position 1670: 2.102657173254952e-05
Position 9347: 1.939944785624108e-05
Position 11484: 1.84336802377097e-05
Position 3912: 1.832367072536451e-05
Position 7661: 1.8011677736636547e-05
Position 887: 1.636250971166337e-05
Position 1541: 1.5959171570911172e-05
Position 2394: 1.5733034447468817e-05
Position 1420: 1.4644934726339064e-05
Position 6443: 1.4263324282274966e-05
Position 1615: 1.341624381690446e-05
Position 595: 1.297082092258778e-05
Position 1651: 1.25303015293871e-05
Position 1155: 1.1070051357825952e-05
Position 1462: 1.0523137475697307e-05
Position 2187: 9.605948994559612e-06
Position 10539: 9.275650259587333e-06
Position 2060: 9.20187955517619e-06
Position 1210: 8.42637614832101e-06
Position 2424: 8.395332067303466e-06
Position 1796: 8.102117861930083e-06
Position 2690: 8.06760266515098e-06
Position 816: 7.944922052904659e-06
Position 491: 6.928932872294787e-06
Position 916: 6.6074125101836955e-06
Position 9528: 6.501122786947163e-06
Position 1502: 5.844905610425676e-06
Position 1733: 5.818841758060738e-06
Position 3375: 5.757976459654447e-06
Position 6511: 5.117478633387835e-06
Position 1908: 4.553758250388356e-06
Position 2195: 4.389551163936271e-06
Position 6915: 4.152730185093323e-06
Position 2959: 4.0756183794778395e-06
Position 265: 3.822249314876907e-06
Position 3185: 3.7979641609743643e-06
Position 1594: 3.4040982337695824e-06
Position 1559: 3.354175954914248e-06
Position 2189: 3.3406377226038202e-06
Position 521: 3.248828221084104e-06
Position 1578: 3.0471494885611872e-06
Position 867: 2.995659886485867e-06
Position 821: 2.8932747124110457e-06
Position 2668: 2.853271700143573e-06
Position 9995: 2.571842885023581e-06
Position 3139: 2.424969269631052e-06
Position 218: 2.37106831233708e-06
Position 1953: 2.1696317255721455e-06
Position 2640: 1.9703628610632476e-06
Position 3156: 1.879518646986041e-06
Position 1467: 1.6619671797697723e-06
Position 744: 1.477949659680134e-06
Position 880: 1.4631109921453221e-06
Position 1678: 1.4527917764582788e-06
Position 963: 1.1724490546513095e-06
Position 2268: 1.1719510245614564e-06
Position 11371: 1.115189953742132e-06
Position 2135: 1.0778994048080504e-06
Position 600: 1.0129841789422702e-06
Position 2300: 1.0067607976505533e-06
Position 1719: 9.43268277649959e-07
Position 6612: 8.926474936671894e-07
Position 1714: 8.729588590361039e-07
Position 8206: 7.724565346660526e-07
Position 7385: 7.705483770963946e-07
Position 2457: 6.78027935354802e-07
Position 10087: 6.374258469322113e-07
Position 6608: 5.349151760131337e-07
Position 8378: 5.050461727849498e-07
Position 597: 4.879281716516073e-07
Position 7407: 4.5577426859199734e-07
Position 8118: 4.099607162277328e-07
Position 656: 4.0762993510635407e-07
Position 213: 4.061277283520553e-07
Position 1563: 3.9714538326921784e-07
Position 9166: 3.516303553371198e-07
Position 7213: 3.3554694426265956e-07
Position 1570: 3.3260199366167967e-07
Position 695: 3.2609333038183037e-07
Position 665: 3.129461059010756e-07
Position 6656: 2.906755118382297e-07
Position 199: 2.852913736182136e-07
Position 5533: 2.84895828293437e-07
Position 1293: 2.683176307620116e-07
Position 704: 2.6747629559537545e-07
Position 675: 2.6520813963285876e-07
Position 8314: 2.5600628473459e-07
Position 683: 2.4228890667213884e-07
Position 847: 2.2875061848755584e-07
Position 851: 2.0904383230287786e-07
Position 269: 1.9190320981969277e-07
Position 4550: 1.8809789649935423e-07
Position 9742: 1.8677894723220093e-07
Position 6627: 1.764301889029172e-07
Position 7515: 1.753756348842991e-07
Position 302: 1.588805345027059e-07
Position 1601: 1.396092877465e-07
Position 1356: 1.2908893434569902e-07
Position 1080: 1.217452390485211e-07
Position 2471: 1.1829366451084549e-07
Position 6883: 1.021541352115751e-07
Position 6880: 9.609402605063013e-08
Position 959: 9.473297848870832e-08
Position 621: 8.96671237663798e-08
Position 4126: 3.920794441660193e-08
Position 779: 1.9987789259649852e-08
Position 1818: 1.4778975611742841e-08
Position 4433: 1.310256318628703e-08
Position 226: 1.2429389289340443e-08
Position 4310: 1.2352007499596172e-08
Position 3934: 7.182363934066683e-09
Position 3471: 5.299494565302559e-09
Position 841: 4.333279473898515e-09
Position 643: 3.917402648285835e-09
Position 1960: 1.9290180849404497e-09
Position 3678: 3.3308085281086285e-11
Position 312: 1.983727495483937e-12
Position 1916: 1.7818614131220433e-12
Position 319: 1.3641913450273775e-12
Position 333: 1.0179700450653232e-12
Position 753: 4.956658853889514e-13
Position 612: 3.364726406629367e-13
Position 790: 3.210578345328758e-13
Position 182: 2.330655463320544e-13
Position 495: 2.0516485719145607e-13
Position 1112: 1.93799624047951e-13
Position 366: 1.4407391155694029e-13
Position 776: 1.3137699120653028e-13
Position 215: 9.782009746113337e-14
Position 765: 7.231999696756253e-14
Position 760: 7.009302241033859e-14
Position 377: 5.86201992682464e-14
Position 862: 4.9862059577747846e-14
Position 1028: 4.9292998118040236e-14
Position 797: 4.872581037828561e-14
Position 837: 3.0164764222952894e-14
Position 426: 2.6263193550029858e-14
