Gene = Rabif
Position 3743: 0.0004986223815069176
Position 7472: 0.0004914377546855499
Position 9731: 0.0004753106193376278
Position 2986: 0.00041993102743890446
Position 545: 0.0003598906537907714
Position 1242: 0.00035791922497846424
Position 6924: 0.000353101289422493
Position 11841: 0.0003397901611010698
Position 11108: 0.00032623287533233426
Position 11725: 0.00030320554954282105
Position 409: 0.00028502288654652517
Position 8778: 0.0002694170874442261
Position 3093: 0.00024759205942866857
Position 8628: 0.00023901199543187806
Position 772: 0.00023462178288488606
Position 8916: 0.0002314291736272433
Position 1288: 0.00022639740200084663
Position 3787: 0.00021711812766872922
Position 1327: 0.00021246739225158943
Position 7164: 0.0002103796278856441
Position 990: 0.00019220077674994
Position 7200: 0.000170278047571471
Position 3849: 0.00016597188299799636
Position 2258: 0.00016472069834672505
Position 6665: 0.00016346366644477814
Position 161: 0.00013812688181242129
Position 3081: 9.736825493633237e-05
Position 1103: 8.533623544475797e-05
Position 857: 7.085032473006864e-05
Position 1633: 6.565474168469203e-05
Position 8780: 6.507224110385092e-05
Position 1465: 6.0145910298902244e-05
Position 1343: 5.814662121981507e-05
Position 4850: 5.3627090055417815e-05
Position 1514: 5.3458404543636554e-05
Position 8102: 5.273179417778491e-05
Position 4062: 4.3230673168760295e-05
Position 8030: 4.1467599703530814e-05
Position 700: 3.950002455358574e-05
Position 7815: 3.648165685789173e-05
Position 4071: 3.290912912323452e-05
Position 5858: 2.7914165156115984e-05
Position 2450: 2.7182651126415296e-05
Position 6693: 1.8104479419009105e-05
Position 830: 1.774400048982533e-05
Position 683: 1.702646011938779e-05
Position 6278: 1.4685343602995673e-05
Position 1658: 1.464885964996725e-05
Position 523: 1.1287641224963732e-05
Position 2122: 9.760246279573862e-06
Position 3625: 9.09236607766821e-06
Position 2589: 8.94014658058477e-06
Position 2566: 7.312471210118358e-06
Position 791: 6.573650927216078e-06
Position 3656: 4.824314745059933e-06
Position 380: 4.462161085223577e-06
Position 484: 4.362717670655422e-06
Position 3897: 4.171296373756138e-06
Position 722: 4.14225035758907e-06
Position 1474: 4.009269421395179e-06
Position 1861: 3.6229127019496615e-06
Position 2039: 3.554265367109967e-06
Position 391: 3.467831007035441e-06
Position 1613: 2.649206012155812e-06
Position 2190: 2.4159465296977304e-06
Position 2111: 1.9064816264748837e-06
Position 1516: 1.8775717298871873e-06
Position 1559: 1.8403250073813007e-06
Position 1457: 1.8149447404434623e-06
Position 187: 1.7604707893429473e-06
Position 648: 9.161064142184495e-07
Position 776: 8.653239299504961e-07
Position 1706: 8.159573931196943e-07
Position 294: 7.807288570010212e-07
Position 345: 6.745475308833728e-07
Position 1059: 6.483286346213237e-07
Position 339: 3.352278971090627e-07
Position 449: 3.171806282370311e-07
Position 454: 3.085814058975311e-07
Position 212: 2.830735842690561e-07
Position 1076: 1.9139610067940629e-07
Position 1876: 1.8847579548364602e-07
Position 189: 1.5179907157023072e-07
Position 165: 1.4996363826299678e-07
Position 1470: 1.2746718849888386e-07
Position 1372: 1.0593918763082522e-07
Position 1330: 9.175601976806508e-08
Position 467: 6.473516999675823e-08
Position 131: 2.6935998177113332e-08
Position 249: 1.9479934994609504e-08
Position 393: 1.6034224413147922e-08
Position 204: 1.065251621246488e-08
Position 135: 2.3882910412907793e-09
Position 170: 7.799842051210662e-10
Position 92: 5.340284720227225e-10
Position 1345: 4.0570200456283835e-10
Position 77: 2.4087389091794526e-10
Position 107: 1.5595645964776685e-10
Position 1174: 9.402612447601509e-11
Position 673: 8.13958363403077e-12
Position 72: 6.733953560975827e-13
