Gene = Yod1
Position 643: 0.0010940883598396993
Position 3411: 0.0010172998119995203
Position 3472: 0.0008297238749031127
Position 572: 0.0008092220381659491
Position 354: 0.0008077903329450375
Position 2288: 0.0007661646777619814
Position 1209: 0.0007304680773769457
Position 2421: 0.0006490210399587165
Position 726: 0.0006404694576403228
Position 402: 0.0006273299912194984
Position 1036: 0.000609471876235625
Position 1880: 0.0005336528834566598
Position 4715: 0.000510115101997441
Position 2245: 0.00047037085957780933
Position 2174: 0.00046991039455298694
Position 3010: 0.00045888003709056716
Position 1409: 0.00039683417834698073
Position 3111: 0.0003965744564737794
Position 6199: 0.000373666140346947
Position 6581: 0.0003462061067446247
Position 2588: 0.00034308887738690544
Position 443: 0.0003426865076773639
Position 4076: 0.00032885835423440273
Position 2986: 0.0003094987712990174
Position 4686: 0.00030563552860842804
Position 1763: 0.0003037223387293377
Position 5390: 0.0002815471405699278
Position 3745: 0.00026658368097359124
Position 4936: 0.0002491540582613693
Position 5287: 0.00023950648134553793
Position 773: 0.0002299819195174719
Position 1162: 0.00022898316008916449
Position 6831: 0.0002123783354252846
Position 576: 0.0001966373096204122
Position 225: 0.0001944117414585747
Position 1861: 0.00019263241423243997
Position 2840: 0.00016834276588272685
Position 5555: 0.0001630549440717933
Position 2875: 0.00015321890206602623
Position 1464: 0.00013570441203763993
Position 3598: 0.00013128024292874684
Position 983: 0.000128578721268218
Position 429: 0.0001259187082363288
Position 4721: 0.00012087519467472337
Position 1412: 0.0001171100575730222
Position 3251: 0.00011523132278823068
Position 3236: 0.00011221034628002137
Position 4442: 0.00010972702401410833
Position 2127: 0.0001058579561281654
Position 614: 0.00010523807286713051
Position 648: 0.00010010318695801163
Position 3257: 9.80772624275803e-05
Position 592: 9.64457301238059e-05
Position 256: 9.528772551272195e-05
Position 1505: 8.704062919480722e-05
Position 480: 8.47268134996916e-05
Position 2001: 7.524877506913482e-05
Position 3501: 7.211950212276378e-05
Position 3367: 6.97148808614093e-05
Position 3621: 6.93327172049972e-05
Position 3928: 6.768332200163833e-05
Position 2216: 6.697075264098643e-05
Position 1127: 6.543830225856845e-05
Position 2020: 5.980369777807834e-05
Position 1934: 5.92613898003051e-05
Position 3314: 5.7576465299392195e-05
Position 2156: 5.378589904920448e-05
Position 3562: 4.952659930726812e-05
Position 1760: 4.920632027655494e-05
Position 2017: 4.794352061739225e-05
Position 586: 4.766046814656735e-05
Position 3072: 4.460004781682463e-05
Position 297: 4.19753533484602e-05
Position 1020: 4.161726513494642e-05
Position 1616: 3.612333308082698e-05
Position 1556: 3.574515950188207e-05
Position 1514: 3.198982344403037e-05
Position 663: 2.4978224389916618e-05
Position 1264: 2.349726049726516e-05
Position 776: 2.146302699872631e-05
Position 1079: 2.0558203148613507e-05
Position 1686: 2.049960168889629e-05
Position 604: 2.0184548942670296e-05
Position 2039: 1.8863361417041957e-05
Position 1173: 1.8679240160237334e-05
Position 986: 1.71956199912966e-05
Position 1638: 1.6771093775426635e-05
Position 2323: 1.591296954745682e-05
Position 1325: 1.5219531964560294e-05
Position 303: 1.2640613849210363e-05
Position 1088: 7.465499603832409e-06
Position 231: 5.779464550231355e-06
Position 259: 4.789382050559604e-06
Position 1115: 2.765463810129339e-06
Position 1148: 2.731746936507675e-06
Position 484: 2.5985744349616435e-06
Position 2271: 2.227963346649705e-06
Position 1072: 2.0142435416262597e-06
Position 655: 1.9811980032836818e-06
Position 2356: 1.8353801866927393e-06
Position 556: 1.4684081705847803e-06
Position 243: 7.377359893261337e-07
Position 512: 5.985218315021286e-07
Position 1946: 5.822113822242735e-07
Position 166: 2.2088613990022427e-07
Position 622: 1.1719538537008853e-07
Position 558: 1.151259371578129e-07
Position 529: 7.787348388835136e-08
Position 548: 6.510417607328602e-08
Position 1735: 4.882338024540368e-08
Position 537: 2.643903352253551e-08
Position 539: 1.611553491581909e-08
Position 175: 1.476517302018884e-08
Position 520: 1.2054607102236422e-08
Position 534: 7.81405176549833e-09
Position 544: 5.447379034710914e-09
Position 552: 5.265606218359064e-09
Position 141: 2.0794577157600426e-10
