Gene = Prol1
Position 932: 7.197903998826332e-05
Position 129: 6.864717191822372e-05
Position 418: 6.729668788512079e-05
Position 876: 6.681868686610369e-05
Position 345: 6.172936780137501e-05
Position 1697: 5.1289576819011185e-05
Position 339: 4.764811908064638e-05
Position 861: 4.6356302931507374e-05
Position 1836: 2.9359655717639164e-05
Position 438: 2.2179647233428327e-05
Position 891: 1.853373559888186e-05
Position 136: 1.7969389862271745e-05
Position 1500: 1.6207608981900022e-05
Position 7: 1.5122306517290314e-05
Position 1306: 1.3075707816623336e-05
Position 1623: 1.2728651151771182e-05
Position 570: 1.13625065319247e-05
Position 166: 8.392436954446852e-06
Position 740: 8.382731487571455e-06
Position 94: 8.381790235978794e-06
Position 567: 7.600720385840505e-06
Position 1394: 6.6494743987118915e-06
Position 1343: 6.502208167785251e-06
Position 629: 5.490540153904683e-06
Position 1667: 5.1989467880534454e-06
Position 760: 5.0208472272107585e-06
Position 2276: 4.371270801360353e-06
Position 1262: 2.776542180224351e-06
Position 1277: 2.425039064468181e-06
Position 2310: 1.1661307575200437e-06
Position 1210: 5.585323746231696e-07
Position 1418: 2.6083112924039664e-07
Position 424: 2.158422200400163e-07
Position 60: 2.5764435619220072e-08
Position 207: 4.200429599052864e-09
Position 504: 2.8443348915037977e-09
Position 187: 2.391051685589441e-09
Position 403: 1.388921047564107e-10
Position 1063: 7.697478353595388e-11
Position 412: 3.99102057053425e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10494: 0.9153281303937518
Position 1232: 0.5971762073609328
Position 6665: 0.3686922814808879
Position 1483: 0.27413534293018554
Position 1180: 0.17500836775232578
Position 1391: 0.151360855927982
Position 6590: 0.0830356828075704
Position 4805: 0.07660028907527641
Position 1412: 0.0537282474287455
Position 2012: 0.050630744558308446
Position 5953: 0.04667009231600263
Position 9770: 0.04264625666694043
Position 6525: 0.02875536068529675
Position 1446: 0.02092434495895361
Position 4603: 0.018973292900002426
Position 6363: 0.018081439430651484
Position 6158: 0.016664107310754475
Position 11412: 0.014908130770042244
Position 9598: 0.01348800655077726
Position 1394: 0.011586249647851097
Position 5473: 0.010413880565261878
Position 3877: 0.010282290050879972
Position 10718: 0.010105627702718924
Position 1149: 0.009319320143302535
Position 1011: 0.007966659086856714
Position 4309: 0.007280875367204296
Position 1116: 0.006314338401437827
Position 2422: 0.00613992684852311
Position 4825: 0.006130407084788446
Position 4851: 0.006032726927178361
Position 5535: 0.0053947965649647645
Position 216: 0.00494026607229958
Position 10722: 0.004504496504624431
Position 6845: 0.00421558602204352
Position 6439: 0.003998576025846056
Position 5094: 0.003920177147679972
Position 10762: 0.0038492486765857284
Position 1235: 0.0038289828130066788
Position 1162: 0.00363430110049145
Position 8830: 0.0034922897960426615
Position 4685: 0.00344499777546966
Position 7787: 0.0031487323307994074
Position 2485: 0.00308506231609153
Position 6704: 0.002800731283525507
Position 5053: 0.002589494966352678
Position 2775: 0.0025406245362541743
Position 609: 0.002459475465506388
Position 5386: 0.002281116349152629
Position 10814: 0.002147915737224216
Position 1894: 0.002130004201388191
Position 891: 0.0021048488520979524
Position 666: 0.0020277379499403824
Position 8326: 0.0016508152841947128
Position 2857: 0.001624107650591215
Position 835: 0.0016187894556521283
Position 8288: 0.0015966278822063511
Position 1424: 0.0014588263371809777
Position 4977: 0.0014321267078643944
Position 640: 0.0013553596483213562
Position 4944: 0.0012866410425316683
Position 6880: 0.0012809235288614533
Position 5124: 0.0012548221801717669
Position 174: 0.0012104690448535088
Position 4740: 0.0010561793973282079
Position 155: 0.001036766647852627
Position 9379: 0.0009207049607660776
Position 1035: 0.0006746164402798838
Position 1397: 0.0006494939212397636
Position 4555: 0.000536823441609497
Position 917: 0.0005194048777253994
Position 10892: 0.0005049165416983273
Position 849: 0.0005030509115506778
Position 589: 0.0004868065034173201
Position 1611: 0.0004852394262974356
Position 2835: 0.00048427378071764924
Position 4540: 0.00048370045508905443
Position 1143: 0.0004374965206461137
Position 2099: 0.0004188240418850639
Position 3185: 0.00040934303415643934
Position 3252: 0.00039407066494861044
Position 231: 0.0003915610888456653
Position 1095: 0.0003701433964525402
Position 3063: 0.00035121937378863833
Position 3787: 0.0003442923918887414
Position 740: 0.0003364057802700706
Position 869: 0.00030587792093985706
Position 5121: 0.00028726836722217484
Position 7242: 0.0002671646089861875
Position 8610: 0.00026583278748223505
Position 7564: 0.00026295008475588224
Position 1918: 0.00025361876387262607
Position 4044: 0.00025178766646161523
Position 743: 0.00022105257876313183
Position 4109: 0.00021101369119975438
Position 4064: 0.00020389634811255637
Position 6860: 0.00017024711931162075
Position 2150: 0.00016231459493299994
Position 860: 0.00015050695100341042
Position 345: 0.00014133047109664108
Position 223: 0.00013481071871515617
Position 932: 0.00013161990754457053
Position 5347: 0.00013148676992344403
Position 7122: 0.00012387287748601703
Position 331: 0.00011342742030958673
Position 898: 0.0001031274008151008
Position 3484: 9.989992544549514e-05
Position 1738: 9.105039512877332e-05
Position 4264: 8.970631420894544e-05
Position 939: 8.247467466194636e-05
Position 5084: 8.215770378946364e-05
Position 1695: 7.984733828258116e-05
Position 1245: 7.773580427303572e-05
Position 2832: 7.767268035653203e-05
Position 6043: 7.522097066443891e-05
Position 971: 7.419303797831869e-05
Position 3399: 7.256592937870025e-05
Position 7875: 7.230974001954751e-05
Position 6792: 6.011397673946089e-05
Position 710: 6.006240888823362e-05
Position 529: 5.0549817504643834e-05
Position 4453: 4.9632544664742346e-05
Position 2956: 4.885601616955245e-05
Position 422: 4.5856851907473394e-05
Position 3718: 4.279979220285336e-05
Position 3402: 4.19684559449489e-05
Position 3288: 3.9807757495617786e-05
Position 992: 3.9666481899207444e-05
Position 1836: 3.762566725444278e-05
Position 2375: 3.756355333987444e-05
Position 2427: 3.7375088038130734e-05
Position 1950: 3.7146722436494795e-05
Position 180: 3.6727484965296405e-05
Position 2299: 3.080429010600462e-05
Position 2577: 2.9623243015846993e-05
Position 129: 2.9441186364724547e-05
Position 507: 2.8998590561621394e-05
Position 876: 2.8335150436658636e-05
Position 4000: 2.8277585070720733e-05
Position 5635: 2.7965947943366375e-05
Position 901: 2.72790285486363e-05
Position 5586: 2.7170268859901274e-05
Position 1793: 2.523584207113379e-05
Position 968: 2.1841416845484718e-05
Position 3090: 2.1805603940801942e-05
Position 447: 2.112965165891453e-05
Position 966: 2.1028489491578166e-05
Position 1061: 2.0323335263196713e-05
Position 5007: 1.9929337988790362e-05
Position 5321: 1.9027515202682192e-05
Position 2063: 1.8226581007172327e-05
Position 260: 1.6351574242639825e-05
Position 2914: 1.5047252638375567e-05
Position 1807: 1.437538867643325e-05
Position 1016: 1.1494619946503359e-05
Position 693: 9.6618638662361e-06
Position 4069: 9.515996807769817e-06
Position 3437: 7.71089463550259e-06
Position 3463: 7.23638707702047e-06
Position 3489: 7.225006717096043e-06
Position 357: 5.119969635116255e-06
Position 1357: 4.928670960301818e-06
Position 2247: 4.7712981605832555e-06
Position 570: 4.538215916154873e-06
Position 462: 4.00194162198926e-06
Position 2793: 2.735976007445786e-06
Position 760: 2.6156094656047103e-06
Position 277: 2.3537476724261467e-06
Position 675: 1.8181840489883119e-06
Position 1496: 1.8147911818553985e-06
Position 755: 1.8012665683321221e-06
Position 238: 1.693129481704617e-06
Position 1491: 1.4733884564788379e-06
Position 266: 1.4080797129472226e-06
Position 2046: 1.2580293094812892e-06
Position 1641: 1.147882595526833e-06
Position 253: 1.070389320861236e-06
Position 480: 1.0658551895082526e-06
Position 567: 9.038786535854429e-07
Position 458: 7.958495942257404e-07
Position 1306: 7.659110052654785e-07
Position 758: 4.4886974674854996e-07
Position 1315: 4.017723053566831e-07
Position 1667: 3.6176011713812056e-07
Position 240: 2.733438139668002e-07
Position 264: 2.506028933319536e-07
Position 1700: 2.0138565333535325e-07
Position 1537: 1.3742899750312076e-07
Position 2043: 1.2978314535054428e-07
Position 1845: 1.2702321344457876e-07
Position 2065: 7.761261786656666e-08
Position 719: 5.199631262138655e-09
Position 470: 5.137668645429697e-09
Position 112: 2.1254583065742045e-09
Position 1505: 9.80592950191036e-10
Position 1530: 2.1409617092808381e-10
Position 424: 1.0474863888811142e-10
Position 396: 5.660133507755864e-11
Position 492: 3.3495825650456494e-11
Position 136: 2.3071771335021156e-11
Position 85: 5.650865429005102e-12
