Gene = Pgap2
Position 113: 1.9201870107381845e-09
Position 591: 1.869014263265261e-09
Position 2567: 1.3882387748881147e-09
Position 3311: 1.3515306329690441e-09
Position 2309: 1.2544571436225441e-09
Position 4678: 1.2467347546975857e-09
Position 115: 1.1551463476896562e-09
Position 596: 1.0364108148511223e-09
Position 4204: 9.414178264439846e-10
Position 3333: 7.025887227863724e-10
Position 3546: 6.76260982591173e-10
Position 279: 6.235179993705419e-10
Position 3386: 5.594847066685506e-10
Position 122: 5.411087820311673e-10
Position 94: 4.815302783845554e-10
Position 220: 3.8843611005486073e-10
Position 600: 1.4468963358315288e-10
Position 96: 1.0624196217638075e-10
Position 968: 4.274375934756362e-11
Position 794: 2.3382619024178803e-11
Position 728: 1.4494988592037896e-11
Position 759: 1.0217639358421203e-11
Position 730: 9.262797835479907e-12
Position 733: 8.935943030303118e-12
Position 1931: 8.71721185293268e-12
Position 1942: 5.119092758358806e-12
Position 2014: 6.348017661566307e-13
