Gene = Dok7
Position 22720: 0.0012942488218534811
Position 4262: 0.001185938544645765
Position 599: 0.0011263760014759512
Position 275: 0.0011069849286516023
Position 362: 0.0011060496543340008
Position 20309: 0.0010398557482042704
Position 19687: 0.0010135878469990304
Position 19377: 0.0009404932884413582
Position 19134: 0.0009215757037992177
Position 23135: 0.0009193262011765039
Position 22257: 0.0008930768762819986
Position 21247: 0.0008311475474380698
Position 2259: 0.0008213315322679201
Position 481: 0.0008143200268932372
Position 592: 0.0006548497209515183
Position 804: 0.0005875238663320956
Position 668: 0.0005325749108289255
Position 576: 0.0005311674059758823
Position 22065: 0.0004965349588556198
Position 20292: 0.00046143630681342007
Position 1061: 0.0004160014867305953
Position 369: 0.00040797222904516265
Position 408: 0.00040763870685535234
Position 22208: 0.0003800483597132492
Position 589: 0.0002933473541829992
Position 235: 0.00029139234319599866
Position 23158: 0.00026045064770106993
Position 1104: 0.0002250861831018613
Position 3730: 0.00021506347517794992
Position 430: 0.00021400554964956864
Position 20439: 0.00019210497248563094
Position 773: 0.00016753733024239747
Position 978: 0.00014537525854642445
Position 1650: 0.00014362610772375092
Position 665: 0.00013158723063585637
Position 1313: 0.00011383056530070636
Position 1427: 0.00011287520543662853
Position 791: 9.742797102706225e-05
Position 795: 9.659039430052956e-05
Position 2031: 6.635245269737975e-05
Position 240: 4.915008387626329e-05
Position 499: 4.663632207441196e-05
Position 394: 4.257618328826737e-05
Position 653: 4.1807732131159864e-05
Position 721: 3.6893294469338007e-05
Position 259: 3.206403904476121e-05
Position 1513: 3.1990011202377056e-05
Position 702: 3.072953786493682e-05
Position 280: 2.5826980350081086e-05
Position 725: 2.5232205499302083e-05
Position 436: 2.13292242895e-05
Position 186: 2.0949170000431604e-05
Position 859: 1.74268406386461e-05
Position 835: 1.6874937588625057e-05
Position 4055: 1.6860129389058537e-05
Position 320: 1.6856095119742675e-05
Position 1942: 1.655841592270048e-05
Position 1134: 1.4304109828796066e-05
Position 1657: 1.4299511001544484e-05
Position 1470: 1.4257265517120447e-05
Position 1778: 1.3020192403959248e-05
Position 842: 1.1921500963624521e-05
Position 1757: 1.1707268985614745e-05
Position 428: 1.0840321698355903e-05
Position 565: 1.008850618373833e-05
Position 1611: 9.21898148942167e-06
Position 1016: 6.902501540962986e-06
Position 2262: 6.4974112005391905e-06
Position 2061: 6.21900644991814e-06
Position 3815: 6.011357209064503e-06
Position 2789: 5.899272724166802e-06
Position 4028: 5.2710880612827074e-06
Position 1846: 5.079641149380356e-06
Position 1113: 3.6922096620394655e-06
Position 831: 3.059882037238416e-06
Position 2147: 2.7552913499411764e-06
Position 829: 2.64461375924224e-06
Position 1229: 2.3086292800988315e-06
Position 878: 2.2282526869672587e-06
Position 865: 2.1777569506505777e-06
Position 1118: 1.8906138521252302e-06
Position 11774: 1.6790035719860275e-06
Position 13209: 1.6043338406811794e-06
Position 9896: 1.5190937332430235e-06
Position 3583: 1.3308644464859848e-06
Position 2870: 1.2646416057473602e-06
Position 1270: 1.2177049646843937e-06
Position 237: 9.483855202357842e-07
Position 9890: 9.254637162749348e-07
Position 1045: 8.796460450816943e-07
Position 2387: 8.479122844000545e-07
Position 9866: 6.363958959757995e-07
Position 11700: 6.256217343123706e-07
Position 704: 5.00730354057251e-07
Position 567: 4.3870650153374056e-07
Position 324: 2.2407958631163593e-07
Position 2547: 1.0427977172885508e-07
Position 1503: 3.363312732211696e-08
Position 1487: 3.2565455647497585e-08
Position 102: 2.2593548859992954e-08
Position 69: 7.054144212939647e-09
Position 85: 6.1947176795473e-09
Position 3169: 4.963801677018188e-09
Position 894: 5.13084940424916e-10
Position 72: 3.6315207573704204e-10
Position 846: 1.8796786677105366e-10
Position 81: 1.7252487094561747e-10
Position 126: 1.3162694288512926e-10
Position 108: 5.882530755952817e-11
Position 123: 2.724188364985101e-11
Position 96: 2.0106751675695687e-11
