Gene = C130079G13Rik
Position 1233: 2.2142299120913967e-05
Position 2568: 2.0410048314763705e-05
Position 1648: 1.7501746314722266e-05
Position 2025: 1.7323504665586756e-05
Position 959: 1.1154790105273805e-05
Position 2117: 1.0943044013985055e-05
Position 802: 1.0104843677417731e-05
Position 795: 1.0087092879492873e-05
Position 873: 9.457422556547017e-06
Position 692: 9.156452135715615e-06
Position 1675: 8.940928754445662e-06
Position 2744: 8.806842979634109e-06
Position 1033: 7.181703319659514e-06
Position 1376: 6.978948509339691e-06
Position 1165: 6.8091179952377925e-06
Position 913: 6.570843230508918e-06
Position 1351: 6.467608735006565e-06
Position 778: 5.998654085443814e-06
Position 887: 5.731647663833931e-06
Position 1267: 5.6996443827591676e-06
Position 1427: 4.564268452262351e-06
Position 2010: 3.394547505043316e-06
Position 79: 3.312837961588316e-06
Position 68: 2.4843501977244096e-06
Position 191: 2.1491148867762336e-06
Position 2046: 1.7715999758988984e-06
Position 697: 1.7007097490722015e-06
Position 7482: 1.5348067842836457e-06
Position 1222: 1.5325539547126016e-06
Position 89: 1.4964583846656345e-06
Position 1250: 1.3513776591474043e-06
Position 552: 1.2654598642235838e-06
Position 765: 1.2429642845777978e-06
Position 572: 1.2415732653022542e-06
Position 570: 1.1340744847364925e-06
Position 1387: 7.692204873542696e-07
Position 107: 7.301371302711931e-07
Position 77: 5.303164464844424e-07
Position 1780: 5.120971448474195e-07
Position 105: 5.079315714125865e-07
Position 1401: 4.516160550371519e-07
Position 7845: 4.5023250785295124e-07
Position 400: 4.250310281844177e-07
Position 593: 4.197250933746372e-07
Position 517: 3.6590415852754854e-07
Position 538: 3.5941038445071007e-07
Position 1440: 2.488329494845624e-07
Position 3741: 2.3973561084328124e-07
Position 50: 2.2448228265683406e-07
Position 174: 2.2270761284577387e-07
Position 4358: 2.0088785972223316e-07
Position 416: 6.871993250163208e-08
Position 448: 2.019452401595235e-08
Position 202: 1.1184607154754092e-08
Position 521: 4.208775113805448e-09
Position 414: 3.5942295075549426e-09
Position 681: 2.908102113644995e-09
Position 514: 8.758716360116368e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3619: 0.8159269316513247
Position 7718: 0.601022273861181
Position 6442: 0.4066300426240817
Position 7109: 0.37294407744060426
Position 7362: 0.22876294472792247
Position 2861: 0.2072219119190358
Position 7394: 0.2049284570670219
Position 2256: 0.15720622211657195
Position 6409: 0.10133174837197796
Position 1537: 0.09474652409219333
Position 3683: 0.09392190491479999
Position 3146: 0.08855771414086366
Position 1851: 0.08084527729164866
Position 7368: 0.07000921401407831
Position 7406: 0.05615349007093139
Position 10912: 0.04995265077191825
Position 2893: 0.044825918869074055
Position 9762: 0.03782981726255955
Position 6201: 0.03693898907411421
Position 8008: 0.032497469731526396
Position 3707: 0.030286374689629365
Position 7148: 0.029725071645747322
Position 3201: 0.029583064817062337
Position 7438: 0.025108707839536712
Position 10469: 0.02354094094168818
Position 6699: 0.02214883500451804
Position 5165: 0.02051344818356536
Position 1156: 0.01764828809750373
Position 6146: 0.017611205314516577
Position 7461: 0.016656282278839796
Position 3701: 0.016497298359163082
Position 6647: 0.0161895252002054
Position 9817: 0.01487806784887875
Position 10044: 0.013874165840969295
Position 11804: 0.013676694799504804
Position 3722: 0.01239423257525778
Position 10090: 0.011962094858454292
Position 1314: 0.011612661119486684
Position 3387: 0.011574934052092036
Position 7210: 0.011367578491824659
Position 7664: 0.01100048797702047
Position 8477: 0.010116252079684933
Position 6930: 0.009906584636463614
Position 7058: 0.009335744245653104
Position 2298: 0.009248594307965352
Position 6168: 0.00885823031504311
Position 2322: 0.00881110160505905
Position 7827: 0.008695145004736969
Position 2695: 0.007994514813286004
Position 8098: 0.007770428477019668
Position 1074: 0.00748232625537689
Position 3963: 0.007436999004532797
Position 841: 0.006050775996814809
Position 1334: 0.005799724425832693
Position 9402: 0.005798426516944438
Position 8125: 0.005796553699033723
Position 508: 0.0046539143908903595
Position 11240: 0.004520330565370047
Position 5776: 0.00442100339847556
Position 1250: 0.004399570776984471
Position 10441: 0.004350768900554027
Position 1629: 0.0041798936331729885
Position 10393: 0.0038964798945706853
Position 9172: 0.003217665114036422
Position 8655: 0.002978223109860429
Position 6444: 0.002844926163096636
Position 2568: 0.0026761442309313167
Position 5286: 0.002669748490822145
Position 3244: 0.0026263564848715516
Position 3659: 0.002584956784763068
Position 1884: 0.0025539629230212856
Position 2877: 0.002455562984096785
Position 2487: 0.0023791390684621784
Position 4865: 0.0022019623851369527
Position 7602: 0.002112250417564073
Position 3741: 0.002099992559832222
Position 5132: 0.0020449398892424114
Position 9774: 0.0019333583896006838
Position 4958: 0.0018512515904823635
Position 8269: 0.0018242122135111916
Position 8349: 0.0017755345170355603
Position 3583: 0.001763041544150301
Position 2732: 0.0017608311400394048
Position 184: 0.001736021378834774
Position 1253: 0.0017360183335214528
Position 4247: 0.0016802162307027306
Position 2508: 0.0015505080694059353
Position 7690: 0.0014766742154614012
Position 10879: 0.0014694616994565016
Position 1533: 0.0014494697545383356
Position 3441: 0.0014401434518265658
Position 10918: 0.0014350970239919427
Position 2340: 0.0014056347335947817
Position 9254: 0.0013832150466975418
Position 1119: 0.0013590780242990245
Position 9131: 0.0013217866722932978
Position 6225: 0.0013116371453661129
Position 3082: 0.001262595094252302
Position 5806: 0.0012241400685633326
Position 105: 0.0011782293467804312
Position 1009: 0.0011251090105638918
Position 9598: 0.001097685930555264
Position 6470: 0.0010433083821335
Position 1581: 0.0010125306727920259
Position 9999: 0.000999680809249024
Position 3629: 0.000991283352088972
Position 3641: 0.0009703066642647603
Position 2902: 0.0009560671559655921
Position 9913: 0.0008771840498235381
Position 3223: 0.0008631495357875094
Position 8613: 0.0008551269103533547
Position 5824: 0.0008401824855966357
Position 1491: 0.0008215286434298932
Position 11126: 0.0007473505103964957
Position 8887: 0.0007058815651186057
Position 1643: 0.0007023725763400375
Position 1902: 0.0006322721154662284
Position 195: 0.0006223263478341183
Position 8424: 0.0006075016271025908
Position 7860: 0.0005752391152450337
Position 167: 0.0005621016665984712
Position 2994: 0.0005540816614622487
Position 9189: 0.0005199680459826172
Position 10669: 0.0005097023059911853
Position 7768: 0.000506167299499547
Position 3902: 0.0004941131507533147
Position 3011: 0.0004929188203179816
Position 239: 0.000451141163608277
Position 816: 0.0004496224383037307
Position 2827: 0.00044063005166212387
Position 10306: 0.00040158808096556024
Position 7898: 0.0003976124921509821
Position 2963: 0.0003703367845970052
Position 3772: 0.00036235820752181496
Position 3915: 0.0003595696206109625
Position 1669: 0.0003495298249330972
Position 604: 0.00031643764375962035
Position 709: 0.0002987263330552761
Position 3313: 0.00028563645073109424
Position 1586: 0.00027732750837881865
Position 202: 0.0002753157667434608
Position 2999: 0.00025982713744095566
Position 3391: 0.0002560050507839958
Position 5573: 0.00024963968215102996
Position 2582: 0.00024130560114389324
Position 8907: 0.00023418484368632018
Position 707: 0.000213045395302273
Position 3457: 0.00020164502523531855
Position 3990: 0.00019346832442904832
Position 4021: 0.00019060448507633092
Position 561: 0.0001879084010551388
Position 5878: 0.00018677925463658263
Position 8704: 0.00017675754004599175
Position 481: 0.0001713957077032474
Position 3926: 0.00016920827271109913
Position 1745: 0.0001674897738393112
Position 4498: 0.00013842043964121836
Position 802: 0.0001383784581253663
Position 1937: 0.00012759121672985867
Position 1795: 0.00011888813975652688
Position 1906: 0.0001176850627465397
Position 4521: 0.00011355602078993319
Position 4595: 0.00011217321985467065
Position 3774: 0.00010545151318192559
Position 5509: 0.00010487115451313724
Position 5167: 9.55383717343178e-05
Position 3018: 9.263772938109681e-05
Position 5608: 9.193581422073594e-05
Position 3269: 9.051963230278495e-05
Position 2460: 8.525319159106947e-05
Position 722: 8.315599987287492e-05
Position 6741: 7.54666398620764e-05
Position 3168: 7.14863821057703e-05
Position 4908: 6.879478678959474e-05
Position 4033: 6.643515998952136e-05
Position 2226: 6.147068933739487e-05
Position 7153: 6.118168420604276e-05
Position 2458: 5.9066428528829866e-05
Position 2217: 5.633203597745423e-05
Position 2279: 5.567201393256702e-05
Position 5036: 5.2394695977645226e-05
Position 2542: 4.898623590230104e-05
Position 1603: 4.371698495569082e-05
Position 3281: 4.121298308836678e-05
Position 4467: 3.8674207664815956e-05
Position 760: 3.783799800535327e-05
Position 1800: 3.720910234143363e-05
Position 727: 3.7169930569162576e-05
Position 8233: 3.662731839581896e-05
Position 4128: 3.385362665833323e-05
Position 3119: 3.323041917948641e-05
Position 2409: 2.764842546870499e-05
Position 4183: 2.67822066174419e-05
Position 448: 2.3768924891981595e-05
Position 1445: 1.463590041044616e-05
Position 1673: 1.4328803215288481e-05
Position 951: 1.3389803270060453e-05
Position 919: 1.1210001676587777e-05
Position 2022: 1.027962453464002e-05
Position 141: 9.82348635948478e-06
Position 2406: 9.801770350328319e-06
Position 847: 9.64382204882625e-06
Position 423: 8.848484537481422e-06
Position 2305: 8.314549765110942e-06
Position 1910: 6.078926796441426e-06
Position 1401: 5.439974275777459e-06
Position 3908: 5.283096626756393e-06
Position 742: 5.218561489674375e-06
Position 1675: 4.816790493743173e-06
Position 608: 4.8104403071077065e-06
Position 867: 4.384010912673046e-06
Position 251: 4.0282611246188305e-06
Position 724: 3.995388323988449e-06
Position 143: 3.945021452409531e-06
Position 902: 3.893215427481102e-06
Position 2198: 3.3722880740466466e-06
Position 911: 3.307021726767497e-06
Position 2171: 3.2906322728816042e-06
Position 2366: 3.13412706708337e-06
Position 843: 3.0971253132985835e-06
Position 375: 2.9159759134511555e-06
Position 2753: 2.739535094626568e-06
Position 6364: 2.5109342391946907e-06
Position 378: 2.415115381977926e-06
Position 845: 1.7387522082748184e-06
Position 393: 1.7251530902386031e-06
Position 1222: 1.6158467446916553e-06
Position 896: 1.5835722343257458e-06
Position 1591: 1.472641857453182e-06
Position 1939: 1.4517101292003366e-06
Position 959: 1.030660921199445e-06
Position 926: 9.33113844303725e-07
Position 1080: 8.762199454112684e-07
Position 3220: 7.860608165057883e-07
Position 1705: 7.613553769335394e-07
Position 1824: 6.36561375780961e-07
Position 738: 4.755459111801991e-07
Position 1809: 3.903310585498424e-07
Position 570: 3.415224312526178e-07
Position 873: 2.719941707266807e-07
Position 1343: 2.6644781586634225e-07
Position 887: 2.6182790894569057e-07
Position 4358: 2.559491586070856e-07
Position 893: 1.8270272289432533e-07
Position 4362: 1.5948140202790775e-07
Position 4332: 1.0639396019499516e-07
Position 876: 8.023563691481708e-08
Position 1021: 7.212521838329868e-08
Position 2200: 6.514121446589764e-08
Position 2294: 6.353738440900181e-08
Position 2176: 5.530438233332258e-08
Position 913: 4.2977190653757223e-08
Position 860: 1.4572850238898427e-08
Position 864: 6.897340941858808e-09
Position 740: 6.333559513166589e-09
Position 884: 3.565237355495201e-09
Position 455: 2.8749892571195074e-10
Position 460: 2.639752964850963e-10
Position 66: 1.86881631074709e-10
Position 316: 6.213150151838948e-11
Position 297: 1.943176396208052e-12
Position 328: 7.166094089726449e-13
Position 324: 1.7780972984227006e-13
