Gene = Dap3
Position 5302: 1.9345830567413726e-05
Position 200: 1.8311544913704248e-05
Position 6261: 1.6359512672675594e-05
Position 1745: 1.4585639333972197e-05
Position 641: 1.0809391983429721e-05
Position 2140: 8.762868771164295e-06
Position 897: 6.715400171090998e-06
Position 279: 6.637332223343655e-06
Position 737: 4.93337043972731e-06
Position 601: 4.73561187356689e-06
Position 535: 4.60086907089743e-06
Position 858: 3.11161841154465e-06
Position 747: 3.0244203956060633e-06
Position 504: 2.730335814089051e-06
Position 934: 2.0309528009932224e-06
Position 977: 1.9208838562045928e-06
Position 825: 1.9057807782691606e-06
Position 403: 1.6039665227757565e-06
Position 400: 1.4459502088726947e-06
Position 425: 7.340891770570077e-07
Position 846: 7.155063975646549e-07
Position 533: 4.293941994737206e-07
Position 929: 2.7301903944186024e-07
Position 599: 1.7476674495832131e-07
Position 1024: 1.4628739828430646e-07
Position 1063: 1.2976311370984528e-07
Position 1067: 1.2613957021997953e-07
Position 753: 7.707284107606459e-08
Position 639: 7.607983473678813e-08
Position 962: 6.348522607449546e-08
Position 776: 4.708139358083464e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14160: 0.9941572476761197
Position 13739: 0.8469905569685889
Position 20887: 0.8042198032844884
Position 16747: 0.7852962726186964
Position 19393: 0.7377498421993084
Position 25002: 0.7047571563187277
Position 26500: 0.6631710524918171
Position 7585: 0.548074644621226
Position 22046: 0.43275967748450767
Position 21886: 0.35687386495447915
Position 24414: 0.3379464604213947
Position 24715: 0.2040564150170686
Position 27206: 0.1574510687825295
Position 15419: 0.15027652204460518
Position 27586: 0.13011851650075176
Position 19845: 0.12699522248732378
Position 409: 0.1241274613431865
Position 19694: 0.1219120935903884
Position 28569: 0.1123889852240479
Position 810: 0.09634037155491725
Position 5328: 0.08771204956512302
Position 29526: 0.08433007996384186
Position 24052: 0.0820568712256027
Position 27606: 0.05903879606139035
Position 7474: 0.05828798977480369
Position 29014: 0.050399442213773335
Position 29253: 0.046692156357636044
Position 23343: 0.04594707005209182
Position 19786: 0.04256646022585628
Position 6781: 0.04131181196473783
Position 26727: 0.03230174796722147
Position 14823: 0.031619741205391
Position 9048: 0.030566498184488956
Position 17983: 0.026283855115529955
Position 472: 0.02615043588581282
Position 21347: 0.022597888529135125
Position 12136: 0.022480464662873716
Position 2014: 0.021247528500299966
Position 17102: 0.021043574004748374
Position 2071: 0.018326459565096986
Position 19738: 0.01688410603370673
Position 14948: 0.016513568993909114
Position 3523: 0.015385119899632243
Position 18740: 0.015106441691645463
Position 20962: 0.013853612810767498
Position 14792: 0.013067409106984154
Position 15922: 0.012933837287166244
Position 26922: 0.012691672632650872
Position 27545: 0.012258514060335554
Position 28292: 0.012181851829087
Position 21801: 0.012093287500114135
Position 7669: 0.011569657291751013
Position 6387: 0.01036774276901999
Position 26053: 0.010328739468440921
Position 7234: 0.010159099171195268
Position 6798: 0.00993291788745465
Position 4836: 0.009426143191875416
Position 26106: 0.008859313048364886
Position 16034: 0.008694683641000775
Position 7001: 0.008687149649227168
Position 7550: 0.008294493833124986
Position 16798: 0.008212604793932012
Position 14699: 0.00809523239980111
Position 29319: 0.007514935743213091
Position 15462: 0.007221909031762442
Position 25327: 0.005645546926500295
Position 29110: 0.0054513913696319985
Position 25526: 0.00522467252346258
Position 6947: 0.005175413673859923
Position 25812: 0.005067060457023152
Position 1972: 0.0049314654257889105
Position 25529: 0.0045610889498449245
Position 26302: 0.004531459891271563
Position 25480: 0.004514458049439267
Position 1119: 0.0043927042152016975
Position 27248: 0.004152531664878512
Position 16356: 0.0041182166678133065
Position 2112: 0.003506805020965832
Position 7629: 0.0034958905291280792
Position 1057: 0.003402490585172121
Position 21267: 0.003149449641108065
Position 15176: 0.002874722748561845
Position 7315: 0.0028395745089408175
Position 19935: 0.002829379581597882
Position 15374: 0.0027909850476650084
Position 21381: 0.0027889920743095708
Position 6728: 0.002755339669343489
Position 15215: 0.002629774611201256
Position 20705: 0.0024763717652301815
Position 17003: 0.0024140389271774406
Position 25228: 0.0023835947343270724
Position 27657: 0.002313739779305721
Position 433: 0.0022452414704568066
Position 16105: 0.00219049067798145
Position 16242: 0.0021715193603711407
Position 25710: 0.0021247932467963544
Position 18025: 0.002096114643636527
Position 25394: 0.0020745214959326393
Position 21418: 0.0020407918143068556
Position 839: 0.0020356149411076465
Position 20925: 0.0019314296315567838
Position 16074: 0.0019078751856597307
Position 14891: 0.0018065962382054215
Position 24516: 0.0017701879835662023
Position 24711: 0.0017143154881514183
Position 14971: 0.001685795516859508
Position 14888: 0.0016373297202469728
Position 5272: 0.0016040123748520814
Position 16127: 0.0016000013373585525
Position 4812: 0.0015109805679549763
Position 17158: 0.0014677776381899147
Position 26181: 0.0013856086029953019
Position 19484: 0.001315811104509504
Position 21747: 0.0012852348316692247
Position 17227: 0.0012142268575251998
Position 18181: 0.0009570225997370562
Position 27214: 0.0009538791668825351
Position 1994: 0.000905955474957792
Position 454: 0.0008322177709181585
Position 623: 0.0008202644608794462
Position 1192: 0.000811683379989642
Position 4799: 0.0007559298021374923
Position 15447: 0.0007492846991771785
Position 287: 0.0007336329124798528
Position 16986: 0.0007259720608211488
Position 24193: 0.0006582277799751028
Position 16353: 0.0006439971622545853
Position 22840: 0.0006304600770887953
Position 6665: 0.0005617534584928673
Position 18338: 0.0005005015642689036
Position 22403: 0.0004957036219225486
Position 27377: 0.0004948792535427633
Position 15151: 0.00047946193731361153
Position 3325: 0.0004720689372537061
Position 23471: 0.00047030236997581634
Position 3473: 0.0004121419899334696
Position 657: 0.00039605522224728126
Position 21321: 0.0003874010773612304
Position 3395: 0.0003603355906337563
Position 14986: 0.00034461910657149
Position 25296: 0.0003400059730090435
Position 2150: 0.00031157879084064554
Position 14584: 0.00031075891711190704
Position 2050: 0.00030987952526557853
Position 20698: 0.0003061941792441622
Position 492: 0.0003004915563885865
Position 2028: 0.00029476012654138233
Position 16643: 0.0002907501655356641
Position 737: 0.00027531398477722294
Position 252: 0.00027369571939304694
Position 23929: 0.00026213137522006766
Position 524: 0.00025607759586541756
Position 1781: 0.0002549948964044748
Position 619: 0.0002472391181791516
Position 1138: 0.00023049358720760962
Position 2121: 0.0002289975698544289
Position 995: 0.00019768044996599696
Position 4067: 0.0001594738505597659
Position 753: 0.00013922525525575442
Position 2776: 0.00011033198225370785
Position 19428: 9.686157711461405e-05
Position 5175: 7.300675452679459e-05
Position 2495: 4.0577867659757215e-05
Position 2586: 2.930517183769388e-05
Position 2839: 2.3555213492213407e-05
Position 4253: 2.3153135644466698e-05
Position 3340: 2.150521952600481e-05
Position 6168: 1.6359512672675607e-05
Position 3369: 1.6268494540487477e-05
Position 3463: 1.4145760303768261e-05
Position 671: 1.3676846386331829e-05
Position 1680: 1.3284261786647165e-05
Position 2077: 1.3045490232297207e-05
Position 2801: 1.0628136095406738e-05
Position 1931: 9.99283793961902e-06
Position 639: 8.720810738706554e-06
Position 343: 6.751319763815274e-06
Position 759: 5.9791725663942465e-06
Position 4009: 5.719551892031507e-06
Position 1557: 5.719491878802945e-06
Position 16973: 5.22135576911866e-06
Position 17600: 5.032583104700845e-06
Position 2603: 4.789185752674802e-06
Position 3978: 4.144164008583579e-06
Position 15722: 4.098182166250172e-06
Position 1879: 3.4310257194015953e-06
Position 2872: 2.7893466545426307e-06
Position 1849: 2.134993939942223e-06
Position 527: 2.0411492712858664e-06
Position 14415: 1.962045568304235e-06
Position 659: 1.7497402236876803e-06
Position 289: 1.3858587268744858e-06
Position 14430: 1.2847970135860185e-06
Position 1855: 1.105295829993627e-06
Position 631: 1.0862490904816586e-06
Position 1022: 9.581633097845643e-07
Position 1470: 9.475890318654099e-07
Position 1595: 8.863231739041035e-07
Position 594: 8.842076622989195e-07
Position 1031: 8.366104698845338e-07
Position 636: 7.982489005938178e-07
Position 1693: 7.965896853306202e-07
Position 3543: 7.6298012619299e-07
Position 1285: 6.829139819748007e-07
Position 521: 6.252107217897745e-07
Position 1633: 5.934847682808835e-07
Position 1733: 5.577617707080392e-07
Position 2295: 5.480656380966202e-07
Position 533: 4.923451053478259e-07
Position 14450: 4.2388785142398653e-07
Position 293: 3.877736706276897e-07
Position 892: 3.720611439928378e-07
Position 1923: 3.4899123775206535e-07
Position 235: 2.989621947559795e-07
Position 585: 2.6433425479419806e-07
Position 257: 2.3931240406218543e-07
Position 699: 9.532942785157259e-08
Position 306: 6.636433238394072e-08
Position 850: 5.2778430618661307e-08
Position 298: 5.1046100073596103e-08
Position 568: 4.4131811988556566e-08
Position 232: 4.3295392373392416e-08
Position 867: 3.304176234970063e-08
Position 597: 2.9068363678815522e-08
Position 712: 2.7658376874321496e-08
Position 855: 2.3122732781938388e-08
Position 551: 1.2717835389453433e-08
Position 132: 9.880651696245228e-09
Position 897: 5.630332550803377e-09
Position 588: 5.055643185124507e-09
Position 560: 4.4813074504237424e-09
Position 929: 4.096009208667736e-09
Position 761: 1.3128452081649044e-09
Position 852: 6.586924604548424e-11
