Gene = Plet1
Position 2155: 0.0008359100224034369
Position 398: 0.0008346299388630944
Position 8355: 0.0008302666880539078
Position 6754: 0.0008006617630260333
Position 2452: 0.0007822145215565027
Position 6764: 0.0007496658225008965
Position 1281: 0.0007327150489987327
Position 2423: 0.000716468988630054
Position 2239: 0.000699167227081842
Position 2204: 0.0006176816502580121
Position 373: 0.0005838875657960771
Position 9892: 0.000574616390134337
Position 7490: 0.0005411010618949871
Position 476: 0.0005346765288816212
Position 10806: 0.0005123395003214872
Position 2261: 0.0005035389535667816
Position 1200: 0.0004870833214639175
Position 9904: 0.0004665450426117752
Position 8324: 0.0004495437780662425
Position 9675: 0.00044311214285802414
Position 6832: 0.0004310216041020928
Position 884: 0.00041137996476957154
Position 7538: 0.0004029455592150124
Position 2528: 0.0003860341218718451
Position 1343: 0.0003798475877564636
Position 1375: 0.0003741146077545416
Position 924: 0.00035188037587893355
Position 1133: 0.00035096866979899275
Position 9573: 0.00034611300608394823
Position 7901: 0.00034324207086068354
Position 10923: 0.0003035291871359857
Position 1245: 0.00028688724385687105
Position 518: 0.00028433021425169035
Position 7924: 0.0002798841425145844
Position 1670: 0.00027314125569900333
Position 2322: 0.00026801223856061146
Position 7056: 0.0002510762181132485
Position 7082: 0.0002457287410295558
Position 8572: 0.00023292440402541094
Position 2236: 0.0002214679031261419
Position 7144: 0.00022060084186889482
Position 489: 0.00017400483170165008
Position 2367: 0.00017128505883776495
Position 7302: 0.0001663713440928644
Position 2129: 0.00016617662244286266
Position 1655: 0.0001634475112228905
Position 1291: 0.00015073415404936219
Position 6573: 0.0001483730530700064
Position 2257: 0.00013512296823527944
Position 1242: 0.00012052992687129275
Position 339: 0.0001029728516347081
Position 8060: 0.00010112213786570147
Position 6711: 9.950105427093171e-05
Position 1556: 9.898059537322956e-05
Position 736: 9.397852629169745e-05
Position 10272: 9.022427903736837e-05
Position 1613: 8.693184858171467e-05
Position 2041: 8.349773428039413e-05
Position 815: 7.498810577808737e-05
Position 2232: 7.175606173739861e-05
Position 10082: 7.039584596312002e-05
Position 2441: 7.038085808197184e-05
Position 1579: 6.456871920681109e-05
Position 2055: 6.19171242711857e-05
Position 120: 5.5830107466310366e-05
Position 6955: 5.061427805041899e-05
Position 444: 4.615415680255917e-05
Position 2168: 4.1298626217240176e-05
Position 2346: 3.843637702587984e-05
Position 1769: 3.554762766988755e-05
Position 1319: 3.2949527127782795e-05
Position 2327: 2.9796402774875105e-05
Position 1682: 2.8961626943218395e-05
Position 10483: 2.750571484149542e-05
Position 1238: 2.433003823065669e-05
Position 1389: 2.0657730852856755e-05
Position 2066: 1.8073754967424854e-05
Position 267: 1.7400933010041516e-05
Position 853: 1.410846162259475e-05
Position 1149: 1.4101112370507082e-05
Position 1602: 1.3491636743789873e-05
Position 1326: 1.249626479697267e-05
Position 1067: 1.2466293854012586e-05
Position 1456: 1.1620541580743536e-05
Position 739: 9.907151209060537e-06
Position 544: 8.337773886618872e-06
Position 419: 7.937470057565143e-06
Position 674: 6.584668634829546e-06
Position 1679: 6.417618657802824e-06
Position 1978: 6.083995807939204e-06
Position 4129: 5.752783061004382e-06
Position 1576: 5.52710676625589e-06
Position 277: 5.127917265885139e-06
Position 1776: 4.866068895112425e-06
Position 3518: 4.3653110464983146e-06
Position 3164: 4.157525545702161e-06
Position 1974: 4.0397115442684205e-06
Position 1253: 3.91094993810339e-06
Position 1002: 2.7450922977802276e-06
Position 319: 1.7662244831041604e-06
Position 893: 1.3056267205162846e-06
Position 624: 1.235296236995064e-06
Position 6065: 8.437505688540197e-07
Position 455: 7.782829275324355e-07
Position 548: 7.529666333807878e-07
Position 359: 6.602639466838116e-07
Position 423: 5.550881504378485e-07
Position 828: 5.220793268710994e-07
Position 346: 4.236852142147457e-07
Position 678: 4.179249318298271e-07
Position 180: 4.14901766135166e-07
Position 1718: 3.8056028481665923e-07
Position 635: 3.7624268908953657e-07
Position 1685: 3.592124095568008e-07
Position 1034: 1.9139678063945132e-07
Position 1135: 1.4170646114499083e-07
Position 1425: 1.0783931331278055e-07
Position 2541: 1.0571992923633473e-07
Position 1510: 1.0191105761479108e-07
Position 1431: 8.47509511724815e-08
Position 662: 6.941886853632063e-08
Position 792: 6.473798682154936e-08
Position 221: 3.362071092013607e-08
Position 641: 1.96519119923359e-08
Position 639: 6.719947293487213e-09
Position 597: 5.787987450758445e-09
Position 681: 2.8191138447686006e-09
Position 591: 2.6918592190672166e-09
Position 326: 1.8532200491772336e-09
Position 564: 1.3616574903817746e-10
Position 232: 1.278425985090736e-13
Position 607: 8.885268338749209e-16
Position 577: 5.233149586710468e-16
Position 582: 4.971902363801182e-16
Position 413: 4.512326283699902e-16
Position 604: 4.1309801021354614e-16
