Gene = Cox5a
Position 10646: 0.010603614923151155
Position 3152: 0.010437256060483915
Position 245: 0.00844365855281339
Position 2932: 0.00821509611946355
Position 230: 0.008209896413173474
Position 9827: 0.007483222353910266
Position 8411: 0.0074463366023246515
Position 3134: 0.006403709839696469
Position 8790: 0.006319905517046001
Position 10665: 0.006314537245266127
Position 3215: 0.005606125682356772
Position 9651: 0.00551361009228322
Position 355: 0.005426694823302099
Position 10952: 0.005300417731503049
Position 3233: 0.005235004596252193
Position 3167: 0.005027868437084526
Position 8306: 0.004864565422433755
Position 8490: 0.004670306057990853
Position 1476: 0.0046103613581874705
Position 6291: 0.004584955282494094
Position 10353: 0.004447664706860838
Position 5542: 0.004293314438660465
Position 3239: 0.0040337345344925194
Position 8651: 0.003932922009561893
Position 3242: 0.003484064995470061
Position 8132: 0.0032860328572208494
Position 10623: 0.0028797779927550535
Position 4525: 0.0027189439173957663
Position 9596: 0.002593818912889966
Position 3219: 0.0024944513323068257
Position 3172: 0.0024846229880038403
Position 4896: 0.0024783699361164767
Position 8824: 0.002360284835330817
Position 10682: 0.002351978437798467
Position 5435: 0.0022650300587866165
Position 8457: 0.0022393882567431794
Position 8436: 0.0021836264469999723
Position 359: 0.0021678858325183217
Position 3230: 0.002113719021058702
Position 7234: 0.001955470342890663
Position 4355: 0.0018526226702032984
Position 542: 0.0017339159329475958
Position 8849: 0.0017168676538038888
Position 4480: 0.0016574097546610464
Position 10477: 0.0016211257329998387
Position 2615: 0.001581234195442786
Position 4641: 0.001574092744025632
Position 5182: 0.0015329490791126446
Position 9249: 0.0015147203360578877
Position 10310: 0.001458389776320918
Position 8812: 0.0014058988387570027
Position 1257: 0.0013666986643684164
Position 386: 0.0013357931278816604
Position 208: 0.0011111332690821236
Position 5290: 0.0010477431814999753
Position 4492: 0.0010023455846597275
Position 2996: 0.0009937108316905635
Position 9398: 0.0009764141531678555
Position 2948: 0.000971726193885395
Position 11127: 0.0009052630196338984
Position 10703: 0.0008968402052376578
Position 5411: 0.0007485109019170955
Position 4763: 0.0007252305799771285
Position 3270: 0.0006847552842700499
Position 10796: 0.0006718539195942842
Position 10606: 0.000654851874097879
Position 9224: 0.0006141748868609276
Position 10284: 0.0006088991658820974
Position 11049: 0.0005725057157468874
Position 7903: 0.000528032213369283
Position 10345: 0.0005144925348683145
Position 5281: 0.0004935099225431998
Position 9861: 0.00045566154935289846
Position 10627: 0.0004344883357103846
Position 496: 0.0003611952623718939
Position 9711: 0.00035741046053970637
Position 10017: 0.0003572406132660738
Position 8088: 0.0003563540256241534
Position 300: 0.0003170841690839638
Position 1018: 0.00030505089376974443
Position 2591: 0.000258059553481003
Position 392: 0.00025781320162138904
Position 987: 0.00022856597776512745
Position 7607: 0.00022549899792749552
Position 562: 0.00022123164524834608
Position 9180: 0.00021559228810124145
Position 397: 0.00021441521181689795
Position 10686: 0.00020818436356108568
Position 8084: 0.00018986574646125576
Position 257: 0.0001869128511756075
Position 4410: 0.0001716070028736277
Position 3103: 0.00017125434916923424
Position 3067: 0.0001627356570090301
Position 292: 0.00014680756632773305
Position 3955: 0.00014499079486269008
Position 10259: 0.00014382398517585808
Position 1574: 0.00014100054271614577
Position 1262: 0.00013204076360767635
Position 10609: 0.00012266058319468804
Position 9688: 0.00011921401529821745
Position 3049: 0.0001152270880991767
Position 10221: 0.00011412719084870003
Position 859: 9.77581634948365e-05
Position 7949: 7.888411652638334e-05
Position 9055: 7.66432467332686e-05
Position 583: 7.663529023498286e-05
Position 2731: 7.18152558222758e-05
Position 2840: 7.004266226882012e-05
Position 8243: 6.99737112388889e-05
Position 8185: 6.780906640702358e-05
Position 1296: 6.54275967835002e-05
Position 2803: 6.320326294642788e-05
Position 1164: 6.216783900483677e-05
Position 9447: 6.023285966578253e-05
Position 10716: 5.4093084839371685e-05
Position 2121: 5.377693841592657e-05
Position 689: 5.005082465279607e-05
Position 4110: 4.602707235551125e-05
Position 2492: 4.523261481718263e-05
Position 1740: 4.2867735935475484e-05
Position 2763: 4.156601162802525e-05
Position 10236: 3.774237516221802e-05
Position 923: 2.9830592305906854e-05
Position 672: 2.7762022826270784e-05
Position 1785: 2.6716654501997737e-05
Position 8165: 2.559384263420125e-05
Position 960: 2.1606530802313117e-05
Position 1033: 2.0375205931081443e-05
Position 11107: 1.9513460901368755e-05
Position 10914: 1.8589788072601064e-05
Position 1481: 1.8482879058804322e-05
Position 2042: 1.712408623097245e-05
Position 6296: 1.6143448750531388e-05
Position 4136: 1.5893528427812384e-05
Position 303: 1.587595089055106e-05
Position 2647: 1.5629968285050368e-05
Position 11016: 1.533652585040786e-05
Position 2774: 1.4767269315677904e-05
Position 1170: 1.2904870690478338e-05
Position 1428: 1.0916438289417909e-05
Position 463: 1.0191915824647172e-05
Position 2523: 9.968512838116962e-06
Position 9301: 9.831129747403742e-06
Position 1768: 9.539254068218347e-06
Position 1631: 9.054824570325997e-06
Position 3931: 8.708874728641436e-06
Position 3911: 8.492189721524931e-06
Position 2557: 7.923610657827161e-06
Position 7966: 7.828378416214393e-06
Position 2489: 7.76201390176667e-06
Position 1589: 6.012280861386616e-06
Position 2444: 5.3467909935156415e-06
Position 4942: 5.294945183435052e-06
Position 1316: 5.261164049386106e-06
Position 1123: 5.185569933105299e-06
Position 3489: 4.766114615583022e-06
Position 1655: 4.590308002707789e-06
Position 971: 4.338147873254053e-06
Position 1084: 3.5482754656075448e-06
Position 774: 3.2105825929509327e-06
Position 1974: 3.1124763005129367e-06
Position 856: 3.059708323737401e-06
Position 1383: 2.981694909090469e-06
Position 1148: 2.814694404926373e-06
Position 756: 2.7241747903665805e-06
Position 865: 2.5260581037793597e-06
Position 3670: 2.4271758564590176e-06
Position 7910: 1.9123068893434212e-06
Position 651: 5.540827528168394e-07
Position 723: 1.6027203218290488e-07
Position 9161: 1.5641665993960573e-07
Position 2088: 1.5444756984460398e-07
Position 1319: 1.0811217483809742e-07
Position 9198: 1.0459252172590416e-07
Position 700: 7.491466416602859e-08
Position 880: 7.338340605837627e-08
Position 593: 6.534666992022092e-08
Position 9074: 5.027266593004352e-08
Position 727: 5.013430842856882e-08
Position 125: 3.729001988186276e-08
Position 82: 2.164502208766705e-08
Position 1217: 1.749866351695296e-08
Position 507: 1.4336043438165548e-08
Position 158: 1.2230500693881423e-08
Position 725: 1.13120852601561e-08
Position 1186: 8.715399073515153e-09
Position 1400: 7.352743206600202e-09
Position 822: 6.844160848687941e-09
Position 141: 6.770951407241455e-09
Position 794: 5.361184228586871e-09
Position 1181: 4.3711589622626665e-09
Position 97: 1.0149387242836095e-09
Position 661: 8.412701802995432e-12
Position 1838: 3.4938272226316954e-12
Position 1858: 3.124592464663328e-12
Position 1892: 2.2482481518481246e-12
Position 1845: 1.2290069109806092e-12
Position 1449: 8.566053983959422e-13
Position 1622: 5.845292851001559e-13
Position 1650: 4.1954818856481145e-13
Position 1701: 3.2496490494352943e-13
Position 1455: 3.186873905498475e-13
