Gene = Pag1
Position 10829: 0.000102218496699074
Position 879: 9.670791107338065e-05
Position 2276: 9.600714497186705e-05
Position 224: 8.99638295553423e-05
Position 3958: 8.756647152091737e-05
Position 8326: 8.418118172235702e-05
Position 7106: 8.139722263714159e-05
Position 1118: 7.841787654238324e-05
Position 1408: 7.700299506349214e-05
Position 3331: 7.602528539672671e-05
Position 2251: 7.077663787349731e-05
Position 8368: 6.970687467595187e-05
Position 2417: 6.612656320723894e-05
Position 4154: 6.509642187491445e-05
Position 5121: 5.5644023311877376e-05
Position 7632: 5.4299465028785224e-05
Position 2052: 4.817639154408189e-05
Position 6004: 4.472328205425696e-05
Position 425: 4.058385563904201e-05
Position 831: 3.442052219204293e-05
Position 603: 3.0366797740900258e-05
Position 3390: 2.8097813648645355e-05
Position 3086: 2.150368984100576e-05
Position 414: 1.829875687805048e-05
Position 2719: 1.7934615593574828e-05
Position 6165: 1.6239939460868726e-05
Position 2258: 1.4886394726364099e-05
Position 1555: 1.480383333978224e-05
Position 1743: 1.3749511549435536e-05
Position 2322: 1.3572008294308628e-05
Position 1732: 1.149368257479054e-05
Position 1383: 1.0862605714243464e-05
Position 2358: 9.416176178313252e-06
Position 1728: 7.972893632088729e-06
Position 1714: 7.952831873629435e-06
Position 5424: 6.787757099724146e-06
Position 581: 6.65904494869817e-06
Position 1076: 6.213257146282295e-06
Position 1196: 6.153095306156017e-06
Position 917: 5.351136639508169e-06
Position 3360: 4.527810115951933e-06
Position 203: 4.1094733700444565e-06
Position 237: 4.094517208063153e-06
Position 197: 4.074477043904491e-06
Position 1331: 2.2133800342089885e-06
Position 1594: 2.1803151904061285e-06
Position 2338: 1.8884344078452035e-06
Position 674: 1.8133387748104916e-06
Position 2167: 1.708880312766173e-06
Position 1436: 1.2841741803147169e-06
Position 1005: 1.1572492560126645e-06
Position 772: 1.0716993154758068e-06
Position 800: 7.705489737205502e-07
Position 435: 7.633742143158393e-07
Position 316: 7.38673115036307e-07
Position 1530: 6.922016028506169e-07
Position 1611: 4.122359158763822e-07
Position 2364: 3.027193667422053e-07
Position 2134: 2.83369038757093e-07
Position 1608: 2.4090477989641255e-07
Position 199: 2.329788157893965e-07
Position 2524: 1.7060745528155785e-07
Position 411: 1.681613479085111e-07
Position 1456: 1.5365342570406854e-07
Position 285: 1.4391197162151972e-07
Position 2424: 1.3712644140666893e-07
Position 1062: 1.239623363364324e-07
Position 948: 1.2079497703006007e-07
Position 585: 1.195895777789669e-07
Position 1902: 6.207719613685371e-08
Position 624: 5.62251249508064e-08
Position 956: 5.1652567569192684e-08
Position 631: 5.055397408778682e-08
Position 1234: 4.7652765008980175e-08
Position 643: 4.131853628946165e-08
Position 943: 3.993854252246229e-08
Position 1560: 3.9635263733426054e-08
Position 4611: 3.7364356504640496e-08
Position 2076: 2.530712007902073e-08
Position 146: 2.527576244946499e-08
Position 437: 1.1016245681590625e-08
Position 419: 9.971220708336678e-09
Position 454: 9.509477391037888e-09
Position 451: 4.481922665305301e-09
Position 353: 4.2964838620074584e-09
Position 217: 4.2868384494451045e-09
Position 842: 3.2466843123771336e-09
Position 1070: 3.04356607806478e-09
Position 1271: 2.447873316618946e-09
Position 983: 1.705353952661631e-09
Position 502: 1.2854676538879445e-09
Position 1970: 1.2719273983841878e-09
Position 362: 9.95921797905693e-10
Position 156: 8.683344449590951e-11
Position 445: 7.51231742829003e-11
Position 638: 6.083817358997329e-11
Position 516: 5.5826901691930466e-11
Position 689: 4.8591380471484935e-11
Position 469: 2.6880711057999376e-11
Position 483: 2.418957875376097e-11
Position 492: 1.8162776969268646e-11
Position 781: 1.4196380887464816e-11
Position 511: 1.368587274954736e-11
Position 698: 1.1206213031800938e-11
Position 920: 1.0258662514628993e-11
Position 473: 5.43548353113712e-12
Position 1018: 3.732224684927247e-12
Position 1085: 1.6742081891068926e-12
Position 1202: 1.6157258306320616e-12
Position 1013: 9.280428251732531e-13
Position 844: 6.084945909111432e-13
