Gene = Apobr
Position 1929: 0.02087744645891833
Position 3503: 0.018206410569908037
Position 1880: 0.01725674956118619
Position 2594: 0.016978741957386228
Position 196: 0.013749543001606033
Position 3621: 0.013626021632681444
Position 2792: 0.012052114094953591
Position 2761: 0.008534261166776124
Position 3683: 0.006480474584576658
Position 1381: 0.006087638330277523
Position 2998: 0.005839032178329509
Position 467: 0.005476123957664702
Position 3345: 0.004900194548171395
Position 3840: 0.00350016270529373
Position 3286: 0.0029652026572968317
Position 2678: 0.0027899688816031493
Position 1554: 0.002749891054704549
Position 229: 0.0026194513469163867
Position 3537: 0.0025079364859857
Position 3077: 0.0023680940052829636
Position 2680: 0.0022512128040306084
Position 2795: 0.0019378392439692621
Position 2834: 0.001795658852190338
Position 3110: 0.0015787883542818194
Position 1990: 0.0014018679836074065
Position 2394: 0.0013430103359664712
Position 1280: 0.0012814835015582257
Position 2078: 0.0012666374580967141
Position 2098: 0.0012650851182518952
Position 2695: 0.001263934830167156
Position 1640: 0.001164819137749914
Position 2675: 0.0011454222194262212
Position 4035: 0.0011423130161829032
Position 1677: 0.001132957487016828
Position 2307: 0.0010669464019360685
Position 3772: 0.0010582407672266889
Position 2843: 0.0009525203359494232
Position 2723: 0.0008794012222886874
Position 2856: 0.0008605419681751619
Position 1307: 0.0007609505675233584
Position 2644: 0.0007481053530260012
Position 329: 0.0007143738481083128
Position 369: 0.0006988407428954233
Position 795: 0.0006633572012446884
Position 2602: 0.0006525765358279673
Position 1563: 0.0006520777537386833
Position 1935: 0.000606500069638252
Position 1613: 0.0005625246638714718
Position 1598: 0.0005616467766412517
Position 3144: 0.0005570830437758457
Position 2707: 0.0005177576080634242
Position 3524: 0.0004718953641110238
Position 1674: 0.00046848261522813904
Position 1964: 0.00046757416454981947
Position 2638: 0.0004522196135154158
Position 3091: 0.0004251615058337668
Position 698: 0.0004153367664535281
Position 674: 0.00041385294298097036
Position 1333: 0.0004043336380072805
Position 3749: 0.0003913963394683208
Position 2662: 0.000385166150929068
Position 2214: 0.00037021409374759514
Position 2396: 0.0003305033716694634
Position 3040: 0.00030992098816378034
Position 2363: 0.0002884624548547806
Position 1631: 0.0002589131447058835
Position 769: 0.00024728770741589735
Position 1076: 0.00023651849964482631
Position 326: 0.0002270419058714503
Position 2657: 0.0002142633914282235
Position 2474: 0.00020606270041995643
Position 2179: 0.0002039592253876706
Position 2357: 0.0002018831679796548
Position 1480: 0.00018529628200281213
Position 1453: 0.0001821175151298538
Position 801: 0.0001630386050580842
Position 208: 0.0001607675809018063
Position 2930: 0.00015853145979347023
Position 444: 0.00015576126055843426
Position 1310: 0.00014888274955673138
Position 724: 0.00014504753119825946
Position 775: 0.00014282637254044956
Position 2561: 0.0001416766996684861
Position 3883: 0.00014077295072204745
Position 2201: 0.00013501591860725818
Position 1759: 0.0001271632886460801
Position 883: 0.00012598711633283576
Position 748: 0.00012101331542954558
Position 1592: 0.00011591877254964676
Position 1052: 0.00011107148359990137
Position 1544: 0.00010642239687869194
Position 2092: 0.0001024086261615695
Position 2477: 9.95465885404157e-05
Position 1942: 8.823891611071386e-05
Position 1582: 8.26227322283741e-05
Position 728: 8.026129015455812e-05
Position 1390: 7.928366089564896e-05
Position 1606: 7.410176458441012e-05
Position 1949: 7.353443232769876e-05
Position 890: 6.464644406976051e-05
Position 963: 6.440945050591357e-05
Position 3786: 6.258655092264388e-05
Position 2606: 6.178907912017194e-05
Position 997: 6.129233320416801e-05
Position 306: 5.5731925809816884e-05
Position 284: 5.314116650253199e-05
Position 1952: 5.290247086705322e-05
Position 1357: 5.250834850235498e-05
Position 886: 5.197955126099559e-05
Position 1892: 5.1749231898281484e-05
Position 302: 5.009799757229194e-05
Position 1265: 4.807338813932535e-05
Position 1643: 4.7658543007378235e-05
Position 1427: 4.202724543854753e-05
Position 1330: 4.132476298852668e-05
Position 2564: 3.148819593971849e-05
Position 1396: 2.916606117402879e-05
Position 2504: 2.9164918911765277e-05
Position 1914: 2.8390052366649433e-05
Position 621: 2.8226338320743637e-05
Position 1975: 2.7898079938780845e-05
Position 1368: 2.269992422919496e-05
Position 1789: 2.114831192081525e-05
Position 2103: 1.8980904936820978e-05
Position 779: 1.895351222566742e-05
Position 2051: 1.8825539619932248e-05
Position 1490: 1.815219587121432e-05
Position 815: 1.5444105357001663e-05
Position 1961: 1.5181853043035206e-05
Position 1994: 1.4409469434174972e-05
Position 1558: 1.429062321572631e-05
Position 1339: 1.353288554650004e-05
Position 741: 1.2965413413349893e-05
Position 2156: 1.2622981952373116e-05
Position 1418: 1.238982547625726e-05
Position 545: 1.0982824890282278e-05
Position 1670: 1.0849872399743204e-05
Position 1460: 1.0134177125213386e-05
Position 1780: 9.634012265587559e-06
Position 1784: 9.349993269076766e-06
Position 1503: 8.722911556808506e-06
Position 1672: 8.698427818556525e-06
Position 2389: 8.305981421320118e-06
Position 820: 7.417698743132239e-06
Position 1939: 7.22907747520104e-06
Position 1717: 6.910051498700603e-06
Position 108: 4.609219328405923e-06
Position 804: 4.20280319583247e-06
Position 172: 3.317829251502603e-06
Position 233: 2.7494728386142874e-06
Position 1312: 2.0029677043822345e-06
Position 1364: 1.9285902963663396e-06
Position 2057: 1.7373461484262926e-06
Position 1467: 8.924433394361811e-07
Position 470: 7.849387405517826e-07
Position 695: 6.257270488112205e-07
Position 214: 6.151155165822067e-07
Position 1474: 5.805708729371468e-07
Position 1700: 5.015785382622356e-07
Position 1732: 3.849875168189593e-07
Position 1702: 3.811522328037214e-07
Position 1355: 3.743575627745177e-07
Position 781: 3.4685994231592754e-07
Position 1268: 3.4533075714716835e-07
Position 807: 3.339954649221539e-07
Position 842: 3.0060511185181073e-07
Position 1523: 2.7931730449112966e-07
Position 706: 2.568197922134793e-07
Position 392: 2.2617582061102702e-07
Position 848: 2.1017101178922165e-07
Position 655: 2.0393466533859857e-07
Position 1353: 1.7382841608993863e-07
Position 337: 1.733233322756696e-07
Position 1259: 1.6557077069220796e-07
Position 385: 1.640136410861078e-07
Position 797: 1.628604669204656e-07
Position 485: 1.519780987669651e-07
Position 852: 1.3515099011547199e-07
Position 245: 1.2959475637137125e-07
Position 250: 1.1231017510014897e-07
Position 644: 9.032070166271866e-08
Position 237: 7.388139346861666e-08
Position 1247: 7.191627921701963e-08
Position 669: 6.6253900024474e-08
Position 687: 3.914233798296486e-08
Position 702: 3.1727100486996394e-08
Position 488: 1.3832004313502037e-08
Position 1852: 1.3803258908847037e-08
Position 1834: 1.2875362816190338e-08
Position 1792: 1.1305088783930904e-08
Position 476: 7.685017382517933e-09
Position 116: 6.218090315366145e-09
Position 121: 5.404755016232444e-09
Position 492: 3.108035855708156e-09
Position 139: 2.483438683686529e-09
Position 490: 1.7652407154678182e-09
Position 579: 1.2880189888089744e-09
Position 1240: 1.083475379979029e-09
Position 1212: 1.0462522603483439e-09
Position 538: 9.056932840596091e-10
Position 559: 8.583971230892542e-10
Position 1325: 8.541652512686056e-10
Position 1188: 8.443294404556663e-10
Position 1321: 8.353490617002286e-10
Position 496: 7.520307324347651e-10
Position 1227: 6.879536569821698e-10
Position 141: 5.340550060770006e-10
Position 502: 4.2720002669378325e-10
Position 582: 1.8541739352485877e-10
Position 554: 1.5336000354533105e-10
Position 404: 1.1066705043129968e-10
Position 143: 3.37971246183157e-11
Position 550: 2.5952001729658202e-11
Position 605: 1.8425397158314266e-11
Position 133: 1.6081445969748262e-11
Position 131: 8.514444233935928e-12
Position 506: 3.945493357189938e-15
Position 523: 9.79561223241556e-16
Position 511: 8.484893977972623e-16
