Gene = Zbbx
Position 7775: 0.005059660454064772
Position 7131: 0.004764318534326255
Position 4247: 0.004653280772544248
Position 9761: 0.004636857098369219
Position 11512: 0.0044356571357301615
Position 6591: 0.004371026782486087
Position 4572: 0.004269023823850628
Position 12620: 0.00425860424504834
Position 7123: 0.0041863886431290345
Position 10782: 0.004173455029728245
Position 8794: 0.004143418415992695
Position 5456: 0.00411254005044703
Position 3292: 0.004087677359279133
Position 6816: 0.0037666372563575283
Position 400: 0.0035039988290416373
Position 9313: 0.00328529015148151
Position 299: 0.0030674416917987842
Position 3213: 0.003005708940323719
Position 7159: 0.002985057624003976
Position 11157: 0.0028296567227785
Position 11974: 0.002731676730131229
Position 8814: 0.0027294079924287114
Position 15067: 0.002707065876585905
Position 13009: 0.00266560498784803
Position 9567: 0.0026536496277838966
Position 8940: 0.002596490127588558
Position 4091: 0.0024605894357362505
Position 3981: 0.002364917244948409
Position 9222: 0.002203212847922561
Position 14775: 0.0021831623767085582
Position 7966: 0.0021358314552088822
Position 4218: 0.0019988852513178907
Position 9406: 0.0019193867732904722
Position 2031: 0.0016998974456596079
Position 11977: 0.0016973901306923168
Position 7490: 0.001633364474499301
Position 14162: 0.0016041030611577535
Position 1281: 0.0014834018601712444
Position 4257: 0.0014528269340521372
Position 5563: 0.0014491448908368295
Position 4318: 0.0012840699475453483
Position 10862: 0.0012820315065794645
Position 1400: 0.0012669209577392021
Position 599: 0.0011546251718005025
Position 805: 0.0011326938492465122
Position 9429: 0.0011200223700286293
Position 1557: 0.0010567332214024543
Position 8833: 0.0010499797480374921
Position 2062: 0.0010475171605938795
Position 11073: 0.0009762214480198981
Position 3361: 0.0009662194652212809
Position 7840: 0.0009354537747209079
Position 11389: 0.0008734816472275625
Position 5432: 0.000774043070343886
Position 3245: 0.0007626569493750251
Position 3193: 0.0007599297070980743
Position 7736: 0.0007487781008465393
Position 770: 0.0007253613401244079
Position 9691: 0.0007219139198110216
Position 1368: 0.0007004335733259132
Position 4154: 0.000700269716075161
Position 1155: 0.0006911778118596505
Position 8728: 0.0006795348223950395
Position 616: 0.000650128158610415
Position 11294: 0.0006488542687198193
Position 353: 0.0006156822733075006
Position 2468: 0.0005680851331828489
Position 3153: 0.0005588909173595691
Position 4194: 0.0005462567111150785
Position 2364: 0.0005279579851087549
Position 270: 0.0005130311554565454
Position 3311: 0.0005130025855960679
Position 1298: 0.0004900156807902191
Position 1861: 0.0004899155174378139
Position 728: 0.0004323734948669271
Position 513: 0.00043042427247401844
Position 1896: 0.0004162817355676061
Position 2869: 0.0004067210351744706
Position 576: 0.00036552709249728326
Position 7622: 0.0003579229472337675
Position 11605: 0.00035548917179806504
Position 1045: 0.00033777626485113964
Position 6187: 0.00033532061471611927
Position 973: 0.0003264782141752612
Position 10120: 0.00032510274871682505
Position 2657: 0.00030493338751511436
Position 2398: 0.00029701184618486205
Position 7982: 0.0002964598974058784
Position 9702: 0.00029419101405952976
Position 9615: 0.0002891797380114332
Position 3222: 0.0002857470918454117
Position 3472: 0.0002822255245525901
Position 4614: 0.00027210752856411923
Position 7754: 0.0002677795768331417
Position 936: 0.00024974927763288354
Position 1121: 0.00024439574599165393
Position 3620: 0.00023223610298218957
Position 865: 0.00022445805077417715
Position 6198: 0.00021536324186944658
Position 551: 0.00021530030822783968
Position 9195: 0.0002059705905360969
Position 2084: 0.00018959172819558098
Position 3097: 0.00016577423907517628
Position 2049: 0.0001650085094554548
Position 2100: 0.00015138132956222166
Position 1929: 0.0001461273188168894
Position 2095: 0.0001312667313287507
Position 499: 0.0001255202509613143
Position 3580: 0.00011992175793666088
Position 544: 0.00011494727366338008
Position 4584: 0.00011329344944309181
Position 833: 0.0001124722047234926
Position 273: 0.0001074644146971764
Position 785: 0.0001068650018469046
Position 4095: 0.00010466067298141317
Position 2279: 0.0001042365247219527
Position 3315: 0.00010375574926421683
Position 3324: 0.00010180610782735269
Position 2011: 0.00010098825886335187
Position 1834: 0.0001007173189070912
Position 1375: 9.5448591532576e-05
Position 4911: 8.94539237264981e-05
Position 989: 8.15055491294551e-05
Position 620: 7.949787884246498e-05
Position 594: 7.533526464709693e-05
Position 476: 7.505108463707623e-05
Position 1067: 7.159315418979223e-05
Position 1190: 7.06783489410194e-05
Position 2137: 7.064478704519746e-05
Position 1972: 6.841479046197912e-05
Position 556: 6.210498521913766e-05
Position 6056: 5.792195930413183e-05
Position 2122: 5.591520801098304e-05
Position 671: 5.5287883098038036e-05
Position 422: 4.9055704298248496e-05
Position 3542: 4.5559286764751934e-05
Position 5220: 4.5554347351450335e-05
Position 638: 4.471546982510341e-05
Position 4391: 4.1094250149325824e-05
Position 367: 3.952784606107635e-05
Position 584: 3.6712763767833534e-05
Position 645: 3.6238248078861606e-05
Position 1073: 3.5188505811781846e-05
Position 2432: 3.3960099998737406e-05
Position 308: 3.339755877478068e-05
Position 3890: 3.112916644299803e-05
Position 5101: 3.041665740243944e-05
Position 1019: 2.970125022592983e-05
Position 1211: 2.6797823795499648e-05
Position 3880: 2.407453657238908e-05
Position 1379: 2.2450196697582454e-05
Position 668: 2.2031391935218028e-05
Position 6495: 2.145791198372807e-05
Position 305: 2.1286453731895672e-05
Position 7663: 1.96734262415419e-05
Position 1511: 1.698321908944175e-05
Position 5875: 1.6817178390495205e-05
Position 809: 1.5743835478092937e-05
Position 910: 1.549029886474954e-05
Position 5850: 1.5424764362078426e-05
Position 374: 1.4461390992196359e-05
Position 1167: 1.4055932749648237e-05
Position 1201: 1.337601008164547e-05
Position 2677: 1.302163387165237e-05
Position 3002: 1.2840466731426313e-05
Position 2007: 1.1602013656702986e-05
Position 369: 1.1593100032736557e-05
Position 301: 1.1123222489888877e-05
Position 3072: 1.0993946070169774e-05
Position 250: 1.0673668062386841e-05
Position 2917: 1.0092579114646702e-05
Position 3321: 1.0072799490471503e-05
Position 6618: 9.384104382892026e-06
Position 564: 9.110869792744306e-06
Position 3327: 8.378367248402702e-06
Position 4323: 8.009151369334816e-06
Position 2798: 7.772226154709166e-06
Position 3045: 7.66345389180651e-06
Position 943: 7.525358004118593e-06
Position 917: 7.310816878632962e-06
Position 1904: 6.435394174491752e-06
Position 877: 6.0618066467565435e-06
Position 1840: 4.702356317293148e-06
Position 789: 4.615599795158351e-06
Position 2106: 4.035366717008737e-06
Position 2960: 3.892068974763915e-06
Position 3168: 3.5776766362185773e-06
Position 310: 3.171725854179217e-06
Position 836: 3.162914492979227e-06
Position 4006: 2.980698396523345e-06
Position 303: 2.9539656601984746e-06
Position 404: 2.7009183168014056e-06
Position 3969: 2.6935802058737704e-06
Position 559: 2.672866715554692e-06
Position 1751: 2.411346449985383e-06
Position 1052: 2.27362039817862e-06
Position 469: 1.207380643416522e-06
Position 1769: 9.609332349091177e-08
Position 1661: 7.198427046758924e-08
Position 5423: 5.539389211615097e-08
Position 2755: 5.177151167903663e-08
Position 816: 4.8566853884130625e-08
Position 443: 4.6503696771100884e-08
Position 3418: 4.582397023439971e-08
Position 3848: 3.951658762868129e-08
Position 995: 4.310001623927724e-11
Position 950: 3.4217829475373796e-11
Position 991: 3.120539852380994e-11
Position 686: 2.2389949024073217e-11
Position 955: 1.951937498732127e-11
Position 846: 1.735189735647699e-11
Position 755: 1.182674104047588e-11
Position 731: 8.27200543974544e-12
Position 402: 6.622254731610911e-12
Position 826: 6.165686094971245e-12
Position 362: 3.4513779218457275e-12
Position 410: 6.107026276311793e-13
Position 480: 4.711112350335583e-13
Position 733: 4.548493879635607e-13
Position 485: 4.3280778893887233e-13
Position 429: 3.289412585537417e-13
Position 1413: 2.5030882145308437e-13
Position 898: 2.1027883043519943e-13
Position 813: 7.23914740041126e-14
Position 414: 4.1833367174638156e-14
Position 487: 1.3106944579190627e-14
Position 233: 8.942474869137483e-15
Position 458: 2.6998304472087118e-15
Position 247: 3.6098601033712513e-16
Position 210: 2.8636374061950386e-16
Position 235: 7.538299231700107e-17
Position 237: 4.833397516674539e-17
Position 456: 3.0291596505023925e-17
Position 212: 1.3741708955946442e-17
