Gene = Adpgk
Position 508: 1.0517134398927174e-05
Position 1764: 9.604094978575731e-06
Position 1465: 8.592636349293555e-06
Position 3400: 7.204205247057125e-06
Position 1818: 6.836114404922843e-06
Position 2245: 6.739620269621933e-06
Position 2301: 6.59302046785071e-06
Position 1382: 6.469538347933247e-06
Position 1801: 6.380964286661153e-06
Position 1852: 4.846140039030184e-06
Position 517: 4.1128096938418975e-06
Position 250: 4.107291260419555e-06
Position 194: 4.008868808156246e-06
Position 1019: 3.5582065710970898e-06
Position 1316: 2.613499537346983e-06
Position 1820: 2.250056926512537e-06
Position 1500: 1.3865218600945599e-06
Position 355: 1.1389950974543192e-06
Position 1354: 1.1268435702950163e-06
Position 985: 9.989982975873216e-07
Position 997: 7.622494245838247e-07
Position 505: 5.578166138448696e-07
Position 1942: 5.052408454272453e-07
Position 1959: 4.5172233945999483e-07
Position 431: 4.4363590994624926e-07
Position 2071: 4.39510486201579e-07
Position 538: 3.850379778812329e-07
Position 525: 3.6659246701237807e-07
Position 1398: 3.491706478247073e-08
Position 464: 3.3129999797802727e-08
Position 1405: 3.2957305189993225e-08
Position 839: 3.217124314667541e-08
Position 1441: 2.987998871154589e-08
Position 436: 1.3977333661466794e-08
Position 468: 6.615917121976169e-10
Position 313: 5.229478539500834e-10
