Gene = A130010J15Rik
Position 1744: 0.0015556250113568878
Position 223: 0.0015271845380016365
Position 5142: 0.00145923316397745
Position 6670: 0.0014407340708726798
Position 2409: 0.001420102372011582
Position 2076: 0.00137661371249099
Position 7109: 0.0013343666662392084
Position 4730: 0.0013266422862031673
Position 7602: 0.0013248803962645907
Position 5464: 0.001314098242768409
Position 735: 0.0012597713305641607
Position 6773: 0.0012593754729460112
Position 955: 0.0012213121464403212
Position 2736: 0.0012137970944293274
Position 5102: 0.0011777508619091907
Position 2815: 0.0011169994500120984
Position 751: 0.0011064250022915251
Position 6942: 0.001102047942123916
Position 6164: 0.0010746739501596814
Position 472: 0.0010189905369871173
Position 2312: 0.0009866288277753127
Position 3095: 0.0009080625792185465
Position 4212: 0.0008897947546300701
Position 6309: 0.000838463842310645
Position 210: 0.0008108628609232883
Position 1722: 0.0007913822647215626
Position 1576: 0.0007716809987433314
Position 1631: 0.0007216995304479137
Position 3856: 0.0007040500458690921
Position 3246: 0.0006987412680680236
Position 4134: 0.0006937705479876081
Position 5842: 0.0006710892158982881
Position 2715: 0.0006059972546253123
Position 496: 0.0006046410667433222
Position 4775: 0.0005989739480332272
Position 1604: 0.0005827027466041583
Position 2485: 0.0005044014171552896
Position 4671: 0.0004850416615182931
Position 4565: 0.0004518351172191477
Position 1696: 0.00044869318876423694
Position 1701: 0.0004332345429166726
Position 4511: 0.00042171496914884246
Position 4492: 0.00039348000440137155
Position 5350: 0.0003928545356054655
Position 4295: 0.0003817782498477817
Position 4166: 0.00037712642468659544
Position 2457: 0.0003455781791766388
Position 437: 0.0003305850625832789
Position 3189: 0.000304258585988364
Position 542: 0.00029152189716851514
Position 2501: 0.0002774225001008465
Position 2021: 0.00025751420487725625
Position 920: 0.0002435198843532288
Position 544: 0.00023960213925325232
Position 1972: 0.00023521828359023542
Position 1150: 0.00023494583968526606
Position 3675: 0.00020365948393277026
Position 1885: 0.00018870729210804514
Position 1245: 0.00018522579486745757
Position 251: 0.00017352026714776545
Position 233: 0.00017299970241915866
Position 1344: 0.0001528475054980464
Position 1795: 0.00015140332429541397
Position 447: 0.00014969651847696603
Position 336: 0.00010777458008998057
Position 230: 0.00010399166905108062
Position 1112: 0.0001009357752430477
Position 1142: 9.642347586034009e-05
Position 712: 9.593519399097122e-05
Position 2275: 9.475813189767039e-05
Position 1682: 8.389617132075622e-05
Position 715: 7.783472753218424e-05
Position 1426: 7.179882363841819e-05
Position 2234: 6.949307646028027e-05
Position 959: 6.859597374032912e-05
Position 192: 6.770286910034303e-05
Position 1370: 6.684927460090802e-05
Position 1748: 6.485492859135131e-05
Position 589: 5.5948534240714344e-05
Position 1038: 5.2145422717466116e-05
Position 551: 5.141460156653132e-05
Position 2052: 4.755315647428021e-05
Position 1367: 4.010903702769378e-05
Position 2078: 4.007111918652716e-05
Position 256: 3.0075089806499493e-05
Position 2612: 2.908569184663602e-05
Position 520: 2.7308030545137254e-05
Position 284: 2.4393863395084172e-05
Position 732: 1.3794672167481645e-05
Position 159: 1.20739601141473e-05
Position 2025: 1.1965376117080379e-05
Position 1268: 1.0535512367744933e-05
Position 1009: 1.0124646375311716e-05
Position 2125: 9.485502710400934e-06
Position 165: 7.4056737145711774e-06
Position 2411: 7.262992093629445e-06
Position 998: 6.425113742179054e-06
Position 1397: 6.067042159762691e-06
Position 152: 5.411540421626554e-06
Position 339: 5.392255424914045e-06
Position 2572: 4.943572730169762e-06
Position 994: 4.851198625600669e-06
Position 708: 4.477019006487636e-06
Position 502: 4.289228563017842e-06
Position 1579: 3.4546378062713793e-06
Position 500: 2.739651227171139e-06
Position 1069: 2.465582291877835e-06
Position 1013: 2.4139339315144584e-06
Position 1105: 1.8829735403871935e-06
Position 2152: 1.749466872213625e-06
Position 1399: 1.601825000837274e-06
Position 1433: 1.4797929685158108e-06
Position 963: 1.3828846659239953e-06
Position 831: 1.3121789346162789e-06
Position 1535: 1.2691528982943834e-06
Position 1127: 1.2320099721935218e-06
Position 594: 1.1211695409992996e-06
Position 1517: 1.1082084455155452e-06
Position 1415: 1.0297043874644692e-06
Position 1132: 1.004681141057431e-06
Position 574: 8.593130236852733e-07
Position 508: 8.543534525229062e-07
Position 841: 8.224761912429357e-07
Position 1084: 8.07395584667707e-07
Position 450: 7.433473653623e-07
Position 155: 5.451127931812458e-07
Position 1094: 5.251528346606454e-07
Position 1530: 4.5883661098781944e-07
Position 1152: 3.538477264491345e-07
Position 505: 3.307363366449889e-07
Position 1442: 3.0717830077168307e-07
Position 127: 2.792172869427517e-07
Position 844: 2.666904248271923e-07
Position 178: 1.3887326561413908e-07
Position 1457: 1.3413132251915097e-07
Position 559: 5.265274656109632e-08
Position 612: 1.4421696697902655e-08
Position 570: 1.3911187598865464e-08
Position 104: 7.571199669457709e-09
Position 722: 6.153297615053752e-09
Position 568: 2.8822647845322468e-09
Position 85: 1.9416218720305047e-09
Position 657: 1.6428022037451713e-09
Position 142: 5.410742159134917e-10
Position 668: 7.764119735597755e-11
Position 139: 1.0959768258495708e-11
