Gene = Slc35f6
Position 2969: 0.00010090198120793976
Position 1995: 9.889325436075885e-05
Position 9364: 9.807505918515805e-05
Position 628: 9.205645622150356e-05
Position 18: 8.068576793082032e-05
Position 239: 7.043105341945376e-05
Position 282: 5.916830625187849e-05
Position 170: 5.4278225622247574e-05
Position 1505: 4.1407071376374475e-05
Position 77: 3.290785435503703e-05
Position 79: 3.130733575575347e-05
Position 109: 2.8368596599148962e-05
Position 764: 2.6165944737392098e-05
Position 615: 2.5481003777466992e-05
Position 1250: 2.2811841518114407e-05
Position 381: 1.9090626772821705e-05
Position 413: 1.9037974678615305e-05
Position 2574: 1.6862349313763935e-05
Position 1299: 1.62323709237396e-05
Position 2590: 1.5599466166083106e-05
Position 2906: 1.2064442850608169e-05
Position 2027: 1.078419525510632e-05
Position 9270: 9.963046257376733e-06
Position 2023: 7.2342650137342145e-06
Position 1732: 5.733476001416758e-06
Position 9924: 5.537064987422057e-06
Position 70: 4.812492267647844e-06
Position 8967: 3.336933769225804e-06
Position 9188: 3.18703814843847e-06
Position 9975: 2.9810308375266045e-06
Position 8982: 2.8059378705962596e-06
Position 228: 1.964772500820684e-06
Position 7649: 1.5546307791268411e-06
Position 7636: 1.365487889061454e-06
Position 662: 1.2460851439028046e-06
Position 728: 1.1083304598240137e-06
Position 978: 1.0693607234812987e-06
Position 112: 7.407096745727871e-07
Position 298: 3.696334818867555e-07
Position 5490: 2.976727043616953e-07
Position 7699: 2.4082645554277434e-07
Position 10: 9.112486116527866e-08
Position 1048: 4.7464124929822464e-08
Position 1045: 4.574958889598985e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7561: 0.9798613002076575
Position 6814: 0.8937541674674232
Position 1397: 0.6416805031116537
Position 8813: 0.5774190926397782
Position 9443: 0.4994738964941756
Position 8017: 0.39451602176294276
Position 4975: 0.2701008515119573
Position 5552: 0.1345018207223213
Position 7829: 0.12178447157455434
Position 8780: 0.10102007234871499
Position 4191: 0.09858582706885241
Position 263: 0.09311345103846541
Position 11382: 0.08633361808446911
Position 818: 0.08229858285154666
Position 8730: 0.06945490486540006
Position 9754: 0.06487773988882017
Position 10435: 0.0616560699804377
Position 7019: 0.06077555051989068
Position 6716: 0.0588483470376983
Position 7954: 0.05780478000454869
Position 8029: 0.05471470655516033
Position 7927: 0.04934929552593361
Position 1572: 0.04492443397073884
Position 11345: 0.04491189529824926
Position 7890: 0.03977564430341787
Position 3042: 0.03888928226540337
Position 3327: 0.03708209989124312
Position 1703: 0.034095410418678876
Position 5315: 0.032737046559970194
Position 11251: 0.029947795231696456
Position 3361: 0.02895553534283695
Position 10549: 0.027997772757078106
Position 9055: 0.025377164347356304
Position 10845: 0.02369862477335444
Position 9513: 0.021000715053729822
Position 1717: 0.019566312053326044
Position 3134: 0.018986053182199477
Position 3388: 0.01848146192602831
Position 4830: 0.018262037358292307
Position 1747: 0.01615935375816525
Position 7249: 0.014860092691522074
Position 3407: 0.013771203877567873
Position 9856: 0.012071852189469918
Position 4856: 0.011688695519299975
Position 10404: 0.011061821669609671
Position 402: 0.01069230670641765
Position 7368: 0.009524971422786152
Position 676: 0.009505861664632418
Position 8048: 0.009093961566361804
Position 1927: 0.00807365975921007
Position 7395: 0.007761867069010446
Position 1134: 0.00750578967417423
Position 8557: 0.0068334827457800906
Position 7986: 0.00659023955506055
Position 4067: 0.006356303303610072
Position 9599: 0.006333420031670598
Position 7423: 0.00629173590636448
Position 7694: 0.006071950817555755
Position 6571: 0.005660940929424331
Position 8839: 0.005632799826876931
Position 1200: 0.00502144708217491
Position 715: 0.004976006973835875
Position 7938: 0.004642273124399923
Position 4936: 0.0042173337255759676
Position 7316: 0.0041953487887117
Position 8656: 0.004155263717327271
Position 4779: 0.0038645091353019154
Position 10111: 0.003792443564958912
Position 11401: 0.003687050270990928
Position 5047: 0.003661025714487542
Position 8002: 0.0033087546463014673
Position 1900: 0.0030478766465565402
Position 10626: 0.003005122776406757
Position 11614: 0.002791321131107445
Position 2667: 0.0027768277222763246
Position 8857: 0.0027223144275171783
Position 6919: 0.0027178189804481804
Position 10729: 0.002507952094426104
Position 11288: 0.0024789532447444195
Position 7979: 0.0023215325547455636
Position 10399: 0.0023122107767202848
Position 4232: 0.00219772051387412
Position 1420: 0.0021745835667864406
Position 10981: 0.002124668277324506
Position 9642: 0.002083037231485599
Position 7970: 0.0020808875726970625
Position 9834: 0.002025760496168202
Position 4089: 0.002004811593884846
Position 10382: 0.001928163537085174
Position 7565: 0.001866903988544233
Position 10894: 0.0018637104703645335
Position 7174: 0.0018465128412094116
Position 1175: 0.001769614829580567
Position 7481: 0.0017556966033873093
Position 10649: 0.0017487709879283227
Position 1721: 0.0017265205816866048
Position 1375: 0.0017253646647522832
Position 10102: 0.0014882786598894426
Position 10602: 0.0014854162025167423
Position 10240: 0.001442310705227775
Position 3528: 0.0012473346741159234
Position 9007: 0.0011996348439929987
Position 2855: 0.0011539278582850473
Position 3786: 0.0010399229723628174
Position 5402: 0.001023532338947825
Position 7625: 0.000971398916602001
Position 1995: 0.0009627928661229687
Position 3643: 0.0009256309779237531
Position 11691: 0.0009112815619805258
Position 9102: 0.000816250404433304
Position 3683: 0.000782220988872909
Position 8908: 0.0007723434826132933
Position 8732: 0.0007357365947297025
Position 11567: 0.0007285760200090586
Position 9035: 0.0007284657118613788
Position 10926: 0.0006977929191144593
Position 11204: 0.0006819850139499727
Position 1438: 0.0006806991924765918
Position 9563: 0.0006661600823366937
Position 1354: 0.0006504720680256497
Position 1271: 0.0006404427481070952
Position 3872: 0.0005181996475318393
Position 1797: 0.000492002455656047
Position 7502: 0.0004892317512127211
Position 2714: 0.00047412812497800883
Position 10042: 0.00045826937617174206
Position 1239: 0.00043286290092530523
Position 10309: 0.0004034690079064553
Position 7857: 0.00038856089046831663
Position 1596: 0.0003805359741893495
Position 1299: 0.00036273503285553317
Position 3938: 0.00035894410820898147
Position 11662: 0.00035488542611342
Position 8453: 0.00035100738105692866
Position 9945: 0.0003360933571342334
Position 381: 0.0003227097572323229
Position 7125: 0.00030628225136989946
Position 9574: 0.0003026770867131257
Position 1646: 0.0002990847261815115
Position 8800: 0.00029705230332964603
Position 3068: 0.0002264497870211773
Position 1067: 0.00022042878073619263
Position 601: 0.00021458035653921137
Position 8436: 0.00020959055834844132
Position 3110: 0.0001978116142336304
Position 8633: 0.00017750334116444592
Position 4100: 0.0001656817522953068
Position 446: 0.00016166615105649008
Position 690: 0.00015975501262891243
Position 8104: 0.00015881255388343357
Position 1766: 0.00015351075464213707
Position 625: 0.00015129907689526024
Position 7836: 0.00014726577940261487
Position 3783: 0.00014484660334476596
Position 7907: 0.00013810222415198023
Position 1575: 0.00012692171180557846
Position 7629: 0.00012067398730782126
Position 9821: 0.00010468549747655952
Position 874: 9.112084222052403e-05
Position 1244: 9.015783276024844e-05
Position 1467: 7.811209640698235e-05
Position 9863: 6.785462669151551e-05
Position 1140: 6.37330350048375e-05
Position 375: 5.896065588407473e-05
Position 834: 5.5230089667415005e-05
Position 947: 5.283809483209267e-05
Position 881: 5.12326734607635e-05
Position 413: 4.682156863371239e-05
Position 280: 4.5197611671380485e-05
Position 467: 3.850879478197275e-05
Position 9324: 3.7921169927136176e-05
Position 448: 3.722375416100621e-05
Position 895: 3.580039781140119e-05
Position 1601: 3.52576935279746e-05
Position 8458: 3.4486761087448166e-05
Position 1351: 3.1972834474434036e-05
Position 744: 2.9514138426995793e-05
Position 776: 2.9507883921703732e-05
Position 3307: 2.907066427483903e-05
Position 2498: 2.8616389362452082e-05
Position 287: 2.721687457959427e-05
Position 307: 2.6268942910757638e-05
Position 831: 2.4635384305288212e-05
Position 853: 2.222223508404947e-05
Position 1313: 2.0750517775801292e-05
Position 845: 2.0099632523003265e-05
Position 9244: 1.9808304732460644e-05
Position 9316: 1.8933659655016584e-05
Position 1664: 1.8332575354947005e-05
Position 789: 1.73187244758044e-05
Position 822: 1.7203154075793212e-05
Position 1445: 1.6776086996058317e-05
Position 639: 1.5526133708934265e-05
Position 9267: 1.2705070677410296e-05
Position 282: 1.1753734820756613e-05
Position 464: 1.1684485953036493e-05
Position 1091: 1.1522798736063334e-05
Position 717: 8.792239504046998e-06
Position 1102: 8.755571581949282e-06
Position 470: 6.173924777426591e-06
Position 1250: 5.171908111828554e-06
Position 1218: 4.757839197067619e-06
Position 2396: 3.85897116760817e-06
Position 646: 3.090651798723457e-06
Position 166: 3.0468520801474547e-06
Position 928: 2.8502739037557456e-06
Position 341: 2.628217811626797e-06
Position 1489: 1.6260118012361017e-06
Position 8638: 1.5472332086200514e-06
Position 1215: 1.48699861936281e-06
Position 1683: 6.689785788380227e-07
Position 1685: 4.571339922045292e-07
Position 1276: 4.239570953788991e-07
Position 1450: 4.137939838590568e-07
Position 7911: 3.728522919978182e-07
Position 1612: 3.518107426239237e-07
Position 627: 2.2337947269411668e-07
Position 454: 1.5706523316120086e-07
Position 8703: 1.5440021300691034e-07
Position 491: 1.4805913234155989e-07
Position 314: 8.810173609309154e-08
Position 316: 8.406504550109758e-08
Position 516: 5.085544904310232e-08
Position 328: 4.825146926848204e-08
Position 762: 4.4481162329279835e-08
Position 510: 1.8925994410816113e-08
Position 897: 1.7416471595397997e-08
Position 103: 1.4926350265628513e-08
Position 955: 1.3207493221232139e-08
Position 508: 1.0171886387544396e-08
Position 109: 9.74930601069625e-09
Position 456: 8.159866437559283e-09
Position 180: 6.835109395142388e-09
Position 170: 5.28689333946737e-09
Position 2438: 2.988237201322438e-09
Position 324: 1.3621524006414765e-09
Position 849: 8.184981544281265e-10
Position 778: 6.257675819597315e-10
Position 553: 3.678277889191399e-10
Position 522: 3.2475166774682963e-10
Position 575: 2.3569058971598617e-10
Position 188: 9.554939375071533e-11
Position 650: 7.1950510769485e-11
Position 756: 7.15237000156634e-11
Position 537: 1.5193323215344908e-12
Position 533: 1.4363057132551857e-12
