Gene = A330070K13Rik
Position 550: 1.4600951431472214e-05
Position 1703: 1.4194676695694894e-05
Position 1305: 1.2832683750901962e-05
Position 371: 1.2450753114390894e-05
Position 344: 1.0484064680756853e-05
Position 1871: 1.009465933715091e-05
Position 398: 8.610193801838939e-06
Position 773: 7.706873107045234e-06
Position 305: 7.022006643131903e-06
Position 1102: 6.700297550484602e-06
Position 980: 6.258925396353978e-06
Position 1309: 5.5387001829792286e-06
Position 878: 5.33328828577683e-06
Position 360: 5.3328249387722065e-06
Position 568: 5.12245432858253e-06
Position 1926: 5.056517151693073e-06
Position 446: 4.468949553520659e-06
Position 830: 3.8930216257022935e-06
Position 1532: 3.882895617968866e-06
Position 2156: 3.413662592920225e-06
Position 574: 1.1467763350081132e-07
Position 582: 1.1340229832349276e-07
Position 391: 6.803717546862038e-08
Position 509: 5.611503595646599e-08
Position 486: 5.3008188084788105e-08
Position 45: 5.128388576100158e-08
Position 548: 4.511276168302803e-08
Position 440: 4.165338898797041e-08
Position 562: 3.7402583179417675e-08
Position 580: 2.4048158750532835e-08
Position 687: 8.928026738352344e-09
Position 468: 1.00453963424781e-09
Position 1069: 3.0750634033039433e-10
Position 675: 7.04853370087647e-11
Position 823: 1.667586010990983e-11
Position 718: 9.517073041639786e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5504: 0.5157406232993624
Position 2316: 0.33534809945148414
Position 3304: 0.2645150932078404
Position 3261: 0.13623336064688346
Position 2979: 0.0757554753754464
Position 5507: 0.0438194139585527
Position 3063: 0.0391159367941307
Position 3335: 0.03906662120052921
Position 5310: 0.026901678999707575
Position 5703: 0.02116482390391461
Position 2046: 0.020176366774552826
Position 2356: 0.01858075344099102
Position 3067: 0.017845710992152944
Position 3789: 0.0148917342232225
Position 768: 0.011615521316807638
Position 3551: 0.011240934614924184
Position 3958: 0.008106755910003413
Position 745: 0.006780241764733721
Position 3031: 0.0067314460876866915
Position 1619: 0.006528102803941901
Position 5237: 0.005784999259457225
Position 1972: 0.004366842894570963
Position 5077: 0.0041315934969418135
Position 2283: 0.0038717618960622765
Position 3509: 0.003673004817078217
Position 3484: 0.003544416266758174
Position 5650: 0.0033139636780279563
Position 3274: 0.003269505614675985
Position 945: 0.0029531639399138477
Position 3410: 0.002816378022987195
Position 1747: 0.002734441335559435
Position 2989: 0.002708432596193202
Position 3337: 0.002642045844067341
Position 3624: 0.0025894536476996507
Position 1545: 0.0025745998997917835
Position 1305: 0.0025682770976465483
Position 3088: 0.0025151422102525885
Position 1531: 0.0023414131598340584
Position 2319: 0.0022997665026972384
Position 4957: 0.002275473118300349
Position 3146: 0.0022522189188418644
Position 2174: 0.0022496217737764555
Position 1158: 0.0022302315506856443
Position 1788: 0.002149578297394828
Position 4112: 0.0020498125844943113
Position 2253: 0.001964543503805938
Position 5164: 0.0018985609774022497
Position 1034: 0.001894357556455476
Position 3196: 0.0018361383061148773
Position 4995: 0.0017467118104843922
Position 4143: 0.001653346017859791
Position 3211: 0.0016048855475097562
Position 5002: 0.001588777390622936
Position 3446: 0.0015439497235900381
Position 3825: 0.001510636075750437
Position 3912: 0.0014661893952994864
Position 1259: 0.0014359272930459205
Position 1908: 0.0011867058345148374
Position 3770: 0.0011662451859892203
Position 2637: 0.001139427253780507
Position 5056: 0.001057935039704175
Position 1663: 0.0010489705235325593
Position 5393: 0.0010296549838538442
Position 1449: 0.0009502612186251425
Position 2641: 0.0009279830876840045
Position 2146: 0.000921900657931306
Position 3111: 0.0009056661671104778
Position 173: 0.0008239836446241047
Position 1733: 0.0007502030890838696
Position 3308: 0.0007484755313967121
Position 1023: 0.0007480365327877603
Position 2220: 0.0007284536873614614
Position 3352: 0.0007269002028550513
Position 3580: 0.0006892371425383344
Position 2633: 0.0006656461279256724
Position 2060: 0.0006571565466108846
Position 5530: 0.0006441734741078925
Position 1097: 0.0006320534969564116
Position 2649: 0.0005497672175823781
Position 1795: 0.0005051951212762436
Position 3733: 0.0004673035256818871
Position 1237: 0.00046515641529040156
Position 1753: 0.00045643477461950534
Position 253: 0.00044251216169736496
Position 1332: 0.0004289299459949955
Position 798: 0.00042807087723352975
Position 2239: 0.0004028618451828089
Position 2625: 0.0003807137114867681
Position 2131: 0.0003750393654606921
Position 4054: 0.00037355047299081996
Position 2732: 0.0003678589420038457
Position 2184: 0.00036758105788557374
Position 3306: 0.0003614340380980512
Position 897: 0.0003577630035535551
Position 2645: 0.00035668045477328533
Position 3960: 0.0003509712433210288
Position 4890: 0.0003318221484666637
Position 5104: 0.0003199966957883902
Position 5286: 0.0003164913378904509
Position 1067: 0.0003112666811536581
Position 4038: 0.000302123847589051
Position 5125: 0.00029070532059006723
Position 1014: 0.0002790661714838772
Position 1933: 0.00027504257583339884
Position 5083: 0.00024074410317859212
Position 2653: 0.00023831733758930695
Position 837: 0.00023257660878152865
Position 1392: 0.00023076610080237614
Position 3863: 0.0002223582027265488
Position 1981: 0.00022158843960497194
Position 3384: 0.0002173053736352757
Position 5599: 0.00021438276151008562
Position 1581: 0.000213042013984573
Position 3495: 0.0002130018158208697
Position 1117: 0.00021232102678480147
Position 3635: 0.00021139450544486454
Position 4927: 0.00020981075615130512
Position 1287: 0.00020690968321377757
Position 1882: 0.00020081715130771226
Position 5592: 0.00018975170016497994
Position 5666: 0.0001874806365806836
Position 1045: 0.00018401549756205958
Position 904: 0.0001783033421561175
Position 1309: 0.0001691189859750916
Position 1921: 0.0001660408843626089
Position 1008: 0.00014832402440239427
Position 4008: 0.000143517878229554
Position 2113: 0.0001417742288400134
Position 4059: 0.00012354247010536377
Position 1552: 0.00011720112897396237
Position 2657: 0.00010617644097400317
Position 5634: 0.00010331669011990977
Position 394: 9.707782173982832e-05
Position 5062: 9.692935473826003e-05
Position 3528: 8.969715500892931e-05
Position 475: 8.805184453350209e-05
Position 4019: 8.366923231431503e-05
Position 2661: 7.942439073928406e-05
Position 2432: 6.93580038623996e-05
Position 3662: 6.859752316488615e-05
Position 2629: 6.801320850204873e-05
Position 2086: 6.797193736703305e-05
Position 1722: 6.162839974032367e-05
Position 1458: 6.103152633754007e-05
Position 1952: 5.959143100910334e-05
Position 2451: 5.021765702168564e-05
Position 2620: 4.5318498497603184e-05
Position 317: 4.460603617380009e-05
Position 1684: 4.3099320819872636e-05
Position 3914: 4.120871870299342e-05
Position 2627: 3.890430833670756e-05
Position 205: 3.75223581741401e-05
Position 2616: 3.744680268909733e-05
Position 2596: 3.6036635634459325e-05
Position 2600: 2.7131889808949865e-05
Position 842: 2.7036501076272776e-05
Position 1054: 2.6529056250842474e-05
Position 3851: 2.5974933572303975e-05
Position 1193: 2.1180381948559024e-05
Position 326: 1.9034680149237147e-05
Position 878: 1.8200336707538345e-05
Position 1474: 1.8074836619811362e-05
Position 1075: 1.348806599763414e-05
Position 515: 1.2471235147925982e-05
Position 200: 1.1896605183728906e-05
Position 416: 9.134638134537448e-06
Position 215: 5.2784542959228274e-06
Position 1885: 4.013360993482643e-06
Position 1587: 3.742958587461808e-06
Position 1241: 2.948917107328676e-06
Position 1569: 2.8261624351456024e-06
Position 1810: 2.6452251440368644e-06
Position 1829: 2.4151623202683306e-06
Position 781: 2.086315578718262e-06
Position 257: 9.65133179387823e-07
Position 260: 9.27143681909122e-07
Position 1401: 1.4688527465046643e-07
Position 1069: 1.4388266598831097e-07
Position 809: 1.4329301141690647e-07
Position 1399: 1.4110095803607349e-07
Position 1394: 1.2341513625182336e-07
Position 1357: 1.1792610771106421e-07
Position 1063: 1.1648424565230263e-07
Position 1984: 3.7003388525898823e-08
Position 1935: 3.614399478770392e-08
Position 827: 2.6287347716438705e-08
Position 820: 2.2633375593117585e-08
Position 687: 1.0526252649792435e-08
Position 813: 9.224635319880973e-09
Position 811: 8.755092256626145e-10
Position 593: 8.250500519671962e-10
Position 535: 8.12723787797993e-10
Position 493: 6.978671841052431e-10
Position 816: 5.609188321795433e-10
Position 839: 5.441741989978287e-10
Position 1086: 1.49018609631152e-10
Position 1138: 8.425046027547592e-11
Position 1120: 8.015812115150217e-11
