Gene = Spp1
Position 3323: 8.224836277936249e-05
Position 1872: 7.68607122842132e-05
Position 2994: 7.651581692326521e-05
Position 2341: 7.093428197363806e-05
Position 729: 6.998462660534403e-05
Position 2976: 5.965627080405622e-05
Position 968: 5.4321063031630754e-05
Position 543: 5.378509370413139e-05
Position 2141: 5.1303588733804105e-05
Position 2105: 4.9441542881296805e-05
Position 161: 4.537097246212375e-05
Position 945: 4.5201699636074196e-05
Position 1283: 4.4932392374436025e-05
Position 4596: 4.2449275069332756e-05
Position 713: 4.204884419238009e-05
Position 4581: 4.097721345904846e-05
Position 276: 3.794310268297553e-05
Position 1712: 3.778832064815462e-05
Position 1938: 3.660644663836864e-05
Position 33: 3.5011410245643386e-05
Position 310: 3.495252869991047e-05
Position 985: 3.399038766420309e-05
Position 2182: 3.1553955629368356e-05
Position 261: 2.897995505777431e-05
Position 755: 2.7800171353085714e-05
Position 758: 2.47192889720167e-05
Position 846: 2.394799386600049e-05
Position 582: 2.2536076987016713e-05
Position 191: 2.1154988297307467e-05
Position 727: 1.964612912605603e-05
Position 835: 1.800718967026843e-05
Position 599: 1.5645646219945285e-05
Position 4398: 1.5250045062955657e-05
Position 676: 1.4767092729797368e-05
Position 4522: 1.3006478611084101e-05
Position 1205: 1.282502635917956e-05
Position 255: 1.1235479598893058e-05
Position 1193: 1.01607234108497e-05
Position 180: 9.84918614595176e-06
Position 90: 9.190005207982537e-06
Position 171: 8.82005904484755e-06
Position 674: 8.663271840630121e-06
Position 761: 8.226146639142644e-06
Position 4345: 8.102328015089521e-06
Position 780: 6.475610158466351e-06
Position 158: 6.142100858730936e-06
Position 185: 4.095562876432741e-06
Position 1681: 3.786566327753143e-06
Position 1300: 3.6028016702467796e-06
Position 519: 3.3204291393956444e-06
Position 1423: 3.3080024131241933e-06
Position 473: 2.131636598505174e-06
Position 820: 1.921892299065858e-06
Position 280: 1.8125386095044363e-06
Position 656: 1.719924424206057e-06
Position 108: 1.6562573617749303e-06
Position 485: 1.4295327974271222e-06
Position 248: 1.0142591218204298e-06
Position 4351: 8.93341503144804e-07
Position 1234: 7.314572667492501e-07
Position 1196: 6.348076343697983e-07
Position 478: 5.17072087677464e-07
Position 533: 3.829749305152239e-07
Position 1250: 2.8360067129215884e-07
Position 40: 2.380275937139148e-07
Position 502: 2.3046824824468402e-07
Position 1209: 7.438631603622381e-08
Position 1207: 6.739366626762727e-08
Position 1429: 1.8795281044336782e-08
Position 459: 2.359693137528863e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4146: 0.8996699185085123
Position 1422: 0.8945372831139421
Position 923: 0.8074267878593825
Position 1256: 0.769187265803167
Position 2536: 0.635417941847174
Position 3107: 0.3889146377574708
Position 5110: 0.30520673536864
Position 2747: 0.12519565456948972
Position 1771: 0.11965318218325592
Position 4479: 0.11926382019159021
Position 1193: 0.11053219022024105
Position 2502: 0.06199420688490559
Position 656: 0.05617896272389072
Position 5197: 0.036170575989449345
Position 830: 0.034479901560216894
Position 5221: 0.03268148253574075
Position 1891: 0.03247995480354261
Position 5126: 0.028087181878005466
Position 4998: 0.022644367498426073
Position 5650: 0.018543584565057735
Position 2787: 0.016616295335600547
Position 5691: 0.01627220155167386
Position 2544: 0.01563502204930985
Position 4345: 0.013586468351667042
Position 1750: 0.012890880368393474
Position 3126: 0.011449069572266211
Position 3031: 0.01054739875801599
Position 3007: 0.008221751674293733
Position 4880: 0.00807355438444512
Position 5152: 0.007395113969427145
Position 1962: 0.006234202381690157
Position 1224: 0.0058233722403421015
Position 5020: 0.004532730044230941
Position 5474: 0.003764008181098625
Position 3131: 0.003721877026868013
Position 1153: 0.003365024843773647
Position 4935: 0.0033018264413004882
Position 1445: 0.003127960879102677
Position 5598: 0.0030549137796223196
Position 1642: 0.003052841974027987
Position 5286: 0.002862048412246347
Position 5725: 0.002853912818298022
Position 1147: 0.002743868879124371
Position 1997: 0.002574254697587349
Position 2760: 0.0025190438005659997
Position 4172: 0.0024070324142512044
Position 1901: 0.002353376957000863
Position 1711: 0.002344201106882996
Position 2979: 0.0022299295233720175
Position 4562: 0.0021980047086581763
Position 1746: 0.002100208779278752
Position 5538: 0.0020909099490186707
Position 2167: 0.002002612982635606
Position 519: 0.001977322230345099
Position 1086: 0.0019287950115919744
Position 2337: 0.0017394783554419103
Position 4694: 0.0017280083747727298
Position 4655: 0.0016472738442543347
Position 4157: 0.001576394890650108
Position 158: 0.0014317974625575939
Position 2228: 0.0014233370274911335
Position 2460: 0.0013524369149688219
Position 687: 0.0012870689434812987
Position 3051: 0.0012189668471573323
Position 780: 0.0011564229049219937
Position 2617: 0.001116424654106673
Position 4848: 0.0010946065088263482
Position 2564: 0.0010809543723990487
Position 667: 0.0010414338994846105
Position 1864: 0.0010390525149850643
Position 1687: 0.0009667284501916196
Position 4594: 0.0008765135572913972
Position 2555: 0.0008541849275980644
Position 1658: 0.0008493606920910082
Position 3218: 0.0008417566919286704
Position 4517: 0.0008221276892499176
Position 1601: 0.0007283185168513869
Position 1782: 0.0006500507829527203
Position 5025: 0.0006345567014141411
Position 927: 0.0006289018870748401
Position 1845: 0.0005713695035796146
Position 5655: 0.0005463876541071245
Position 2593: 0.0004876815516815072
Position 576: 0.00048239897738693987
Position 1708: 0.00047683171859577386
Position 3654: 0.00043674372492249396
Position 1785: 0.00039038974069096445
Position 727: 0.00036590969377972387
Position 1938: 0.00036579461813390557
Position 171: 0.00035744133128455465
Position 4228: 0.00033302492386026164
Position 4487: 0.00032597201517952496
Position 5860: 0.0003113189511582757
Position 4366: 0.0003050350121534153
Position 3905: 0.0002887330367023974
Position 205: 0.00027624741869637073
Position 811: 0.0002647411393631988
Position 1921: 0.00025463509934362894
Position 1718: 0.0002541429108721802
Position 1859: 0.0002452889794804022
Position 5154: 0.0002390355318842869
Position 2380: 0.00023723164585872638
Position 1203: 0.0002370046944172894
Position 613: 0.0002328522350009588
Position 1429: 0.00022638703249603517
Position 2288: 0.0002103678418948009
Position 1807: 0.00020589365814987096
Position 1677: 0.00019068472871338281
Position 3183: 0.0001882078013029822
Position 2683: 0.00018626634274840164
Position 3730: 0.00017822440943882878
Position 2307: 0.00017471646983387723
Position 2649: 0.00016122599463550642
Position 1450: 0.00016094271001634272
Position 2022: 0.0001428958468770904
Position 4097: 0.00014072754121600362
Position 1283: 0.00012982226778083232
Position 1801: 0.00012881927257210688
Position 1205: 0.00012583495728288235
Position 941: 0.00011686382179567775
Position 5236: 0.00011491062179159203
Position 1375: 0.00010773755455715711
Position 2474: 9.686428760073365e-05
Position 1794: 9.309884663576758e-05
Position 3557: 8.810559662091182e-05
Position 1157: 7.847916705061109e-05
Position 4710: 7.617223316333201e-05
Position 996: 5.7375375212510596e-05
Position 4219: 5.70902391855787e-05
Position 175: 5.38618348647873e-05
Position 2596: 5.343296770578566e-05
Position 2599: 5.001260529923047e-05
Position 2313: 4.9068084076745666e-05
Position 2887: 4.6779468040370635e-05
Position 592: 4.543909643677771e-05
Position 3802: 4.36137935180131e-05
Position 2692: 3.766775210290598e-05
Position 1970: 3.641975767364392e-05
Position 582: 3.624593751341287e-05
Position 1056: 3.5478173340131685e-05
Position 705: 3.2487733596635135e-05
Position 2043: 3.221821638666094e-05
Position 789: 2.6041943783012662e-05
Position 615: 2.115827969644854e-05
Position 990: 2.024899609613397e-05
Position 1035: 1.9878098757111865e-05
Position 1452: 1.9148709813997212e-05
Position 2815: 1.7721434415139954e-05
Position 1967: 1.6032209409526942e-05
Position 2372: 1.58127170474188e-05
Position 1605: 1.5678632047001106e-05
Position 2934: 1.2447693672264833e-05
Position 478: 1.1779933204372271e-05
Position 224: 1.1636053013190366e-05
Position 543: 1.0221769969613209e-05
Position 1565: 1.0159835774269503e-05
Position 244: 9.661978423658399e-06
Position 1275: 9.316025688977806e-06
Position 846: 7.103494001521599e-06
Position 213: 3.917749423158423e-06
Position 1092: 3.048064402967628e-06
Position 548: 2.2833811501548106e-06
Position 538: 2.242660905424307e-06
Position 1334: 2.033788514241928e-06
Position 1005: 1.68387196863548e-06
Position 2304: 1.6431464162230608e-06
Position 290: 1.5971837364376757e-06
Position 710: 1.2828195776853748e-06
Position 1491: 1.1482540000073523e-06
Position 1021: 9.706427700610656e-07
Position 1058: 9.526296713773637e-07
Position 998: 7.81217201493617e-07
Position 1043: 7.569313596037895e-07
Position 879: 6.153178481049169e-07
Position 1458: 5.637094677093555e-07
Position 142: 5.544392304278728e-07
Position 276: 5.045370479760081e-07
Position 1028: 4.854991918302639e-07
Position 248: 3.8077669773195953e-07
Position 1106: 2.4222455627602884e-07
Position 1094: 2.3260642833137425e-07
Position 299: 1.8695351184442427e-07
Position 1381: 1.3996013340652713e-07
Position 297: 1.1862785746670421e-07
Position 1463: 1.182647873722249e-07
Position 1329: 9.54882023281807e-08
Position 1455: 7.862359712254379e-08
Position 301: 5.0615127605257727e-08
Position 2083: 4.4327685033786206e-08
Position 108: 2.5700687790712568e-08
Position 1009: 1.5907819287845987e-08
Position 551: 7.637554223122974e-09
Position 1503: 3.7063123556488914e-09
Position 258: 1.4426796986601109e-09
Position 295: 1.1628556823155096e-09
Position 293: 8.317188815191454e-10
Position 1345: 4.4257062740505425e-10
Position 129: 2.0534613314789537e-10
Position 261: 1.9440262099096696e-10
Position 310: 5.914541606030312e-11
Position 135: 2.370688248019125e-11
Position 101: 2.089880713895666e-11
Position 140: 1.2163405731011946e-11
