Gene = C130074G19Rik
Position 6070: 0.0006228926013359098
Position 469: 0.0006086408926804549
Position 472: 0.0006047594855351525
Position 1581: 0.0005946437194129772
Position 5817: 0.0005850049119248085
Position 7614: 0.0005814489407906982
Position 1994: 0.0005630437529041836
Position 5918: 0.0005295400023090304
Position 7990: 0.00052775188960393
Position 212: 0.0005091505895777706
Position 3409: 0.0004797724123165719
Position 323: 0.00045138248498275253
Position 4053: 0.0004415644658966759
Position 5312: 0.00034814270002663005
Position 3494: 0.00031244087637669044
Position 5215: 0.00029615399199451573
Position 7510: 0.00027032104717777765
Position 7892: 0.0002568800669449711
Position 5102: 0.0002505704204149127
Position 482: 0.0002448486212636967
Position 2701: 0.00022701654938568955
Position 3776: 0.00022096350861574343
Position 2091: 0.00022072582697775777
Position 1963: 0.00021741392529017539
Position 1629: 0.00021573202102231003
Position 676: 0.0001977904612278546
Position 1185: 0.00019048078214064598
Position 1050: 0.00018852235802822645
Position 1154: 0.00018215207530410818
Position 7000: 0.00017288894873170762
Position 2051: 0.00014653140914839253
Position 1460: 0.0001397320289777583
Position 3791: 0.00013818522173400787
Position 2133: 0.00013671705481007866
Position 4571: 0.00013433003884383927
Position 1054: 0.00013037230225751892
Position 1255: 0.00012933811720369548
Position 2007: 0.00012739498606748176
Position 1509: 0.00011137041547277776
Position 417: 0.00010022001757306472
Position 256: 9.59126713760364e-05
Position 3206: 9.320838263297658e-05
Position 319: 8.787088914748499e-05
Position 7906: 8.507379281355537e-05
Position 1252: 8.368217208879061e-05
Position 1656: 7.977085127512769e-05
Position 682: 7.271764222184523e-05
Position 1212: 6.797612246436246e-05
Position 3613: 6.39343961549334e-05
Position 2860: 5.9712983790596385e-05
Position 2013: 5.6923462540410585e-05
Position 1761: 5.331055177619966e-05
Position 316: 5.2167013588849186e-05
Position 2507: 4.647803472691724e-05
Position 3921: 4.043267596780076e-05
Position 1680: 3.923677038402787e-05
Position 1861: 3.393187303259675e-05
Position 862: 3.321587341763971e-05
Position 2186: 3.138782282674229e-05
Position 3712: 3.064140461592582e-05
Position 2423: 2.9958830929802934e-05
Position 2297: 2.8173678767705057e-05
Position 661: 2.616001023182795e-05
Position 2451: 2.4295448375385455e-05
Position 1608: 2.3951383022240394e-05
Position 252: 2.3755134084024312e-05
Position 1280: 2.1447655611082214e-05
Position 1207: 2.0667682542538446e-05
Position 1974: 1.8050733302273557e-05
Position 1539: 1.7634910127266243e-05
Position 737: 1.6498423868178627e-05
Position 2939: 1.5332588427737113e-05
Position 751: 1.4288886947456164e-05
Position 968: 1.428479069111994e-05
Position 282: 1.4085813535317947e-05
Position 1240: 6.645193316742551e-06
Position 1703: 6.383399519173183e-06
Position 1652: 5.5920899135800926e-06
Position 1685: 5.550481005197333e-06
Position 2326: 5.3064054623255514e-06
Position 1543: 4.781526617731391e-06
Position 1161: 4.636909110463794e-06
Position 877: 4.5397561615340245e-06
Position 2056: 4.43124087850209e-06
Position 1944: 4.148204930071841e-06
Position 799: 3.883806693672433e-06
Position 4933: 3.784439716853443e-06
Position 1836: 3.3366782187984617e-06
Position 1589: 3.1441087466940214e-06
Position 1614: 3.1294040874519304e-06
Position 1393: 2.4915273944495033e-06
Position 358: 2.449378411050641e-06
Position 1586: 2.2749770671177263e-06
Position 496: 2.234659703398259e-06
Position 1458: 2.1316423226170026e-06
Position 1060: 2.1266892533349886e-06
Position 976: 1.916431998463329e-06
Position 352: 1.8915150106011245e-06
Position 389: 1.7966193865001688e-06
Position 490: 1.5267039700665928e-06
Position 499: 1.482348830701034e-06
Position 267: 1.475141039523121e-06
Position 152: 1.404562396600162e-06
Position 195: 1.3685319928849503e-06
Position 700: 1.073800586177857e-06
Position 565: 4.778378427289991e-07
Position 810: 3.366557871723474e-07
Position 214: 3.055365725335255e-07
Position 2048: 2.9656887973428e-07
Position 866: 2.705942570420018e-07
Position 1717: 2.624307919838767e-07
Position 970: 1.2214361724850586e-07
Position 501: 1.0137796325193986e-07
Position 346: 9.81929133958958e-08
Position 715: 9.761485911258308e-08
Position 382: 8.968682026521375e-08
Position 1304: 8.818251165937423e-08
Position 569: 7.507396662348658e-08
Position 1335: 5.882357462506594e-08
Position 369: 5.726538765550479e-08
Position 272: 5.496573556281164e-08
Position 520: 5.184440740189189e-08
Position 756: 4.397933204792493e-08
Position 1285: 3.302892934220402e-08
Position 337: 3.097474203890143e-08
Position 1074: 2.7909570254592284e-08
Position 802: 2.678921835066045e-08
Position 645: 2.3472382794043412e-08
Position 650: 1.7024450547552132e-08
Position 1467: 1.4697157580439691e-08
Position 636: 9.99512965923656e-09
Position 1740: 9.873739779869672e-09
Position 183: 8.425977027662412e-09
Position 134: 7.903783280102542e-09
Position 523: 5.29836246722875e-09
Position 264: 5.202762953749259e-09
Position 161: 5.084637916282841e-09
Position 391: 4.620735606473003e-09
Position 725: 4.3021242322262735e-09
Position 158: 3.776623964949224e-09
Position 710: 3.534782270645006e-09
Position 178: 2.2308879628167625e-09
Position 819: 1.9320049920222536e-09
Position 825: 1.0766262922326341e-09
Position 532: 9.350730840501226e-10
Position 745: 2.2112712494382507e-11
Position 536: 1.9727204325703288e-11
Position 127: 1.0448966255065555e-13
Position 593: 3.2930218020693434e-14
Position 171: 1.5637417996871833e-14
