Gene = Nppc
Position 1219: 9.732282045720385e-05
Position 1953: 9.11042062002284e-05
Position 1321: 7.857304218144113e-05
Position 1344: 7.529807855468824e-05
Position 1926: 7.354121166977542e-05
Position 907: 7.30765838727711e-05
Position 725: 6.185899331671472e-05
Position 1988: 5.8815306695671435e-05
Position 435: 5.808626344160824e-05
Position 2257: 5.35195897491747e-05
Position 1847: 4.834465553455463e-05
Position 835: 4.7311727117143054e-05
Position 291: 4.692890830264075e-05
Position 452: 4.151496207218772e-05
Position 4061: 4.060178833924653e-05
Position 308: 3.851730052102192e-05
Position 643: 3.8261229320614966e-05
Position 4077: 3.714783978333166e-05
Position 624: 3.423804401196029e-05
Position 4201: 3.3716764647131895e-05
Position 2608: 3.069090587419338e-05
Position 963: 2.8503264099896704e-05
Position 1315: 2.7556997859872234e-05
Position 2354: 2.638562787913114e-05
Position 1333: 2.614555894502747e-05
Position 1601: 2.3863445975493184e-05
Position 4204: 2.1774104232681387e-05
Position 2114: 2.116966879946817e-05
Position 370: 1.8359204801326778e-05
Position 891: 1.8262253834184648e-05
Position 912: 1.4516466255058042e-05
Position 2722: 1.4167379283373651e-05
Position 1957: 1.2367491263115224e-05
Position 2117: 1.221739793458967e-05
Position 2196: 1.1908845264933686e-05
Position 640: 1.1167386530830968e-05
Position 2095: 1.0865973991977757e-05
Position 147: 1.0350701173176476e-05
Position 304: 9.573818093722504e-06
Position 89: 8.712297815391376e-06
Position 1677: 7.64671944576245e-06
Position 1317: 6.905632226928615e-06
Position 478: 6.486620528976164e-06
Position 199: 6.283231716067013e-06
Position 2087: 6.1117892730923774e-06
Position 1149: 6.0608963804807495e-06
Position 1077: 5.605199365419644e-06
Position 1235: 5.54391325965268e-06
Position 1175: 5.167590780171468e-06
Position 1086: 5.13231187410934e-06
Position 691: 4.4869663718706445e-06
Position 101: 3.911515181164418e-06
Position 514: 3.416797922726945e-06
Position 710: 2.5147225325616907e-06
Position 495: 2.1028049280403807e-06
Position 463: 1.900034769369023e-06
Position 1181: 1.8337026773447447e-06
Position 466: 1.7047065764584865e-06
Position 293: 1.5738813973901106e-06
Position 1170: 1.4981023516515098e-06
Position 534: 1.4408651594090877e-06
Position 1168: 1.3333869069706148e-06
Position 1187: 1.264418488069125e-06
Position 1221: 9.55071272825301e-07
Position 204: 6.812308165943752e-07
Position 1437: 5.00797680702984e-07
Position 1404: 3.8477237401158535e-07
Position 1759: 3.320252846999606e-07
Position 1609: 2.774008372136297e-07
Position 1400: 1.6202226937062132e-07
Position 222: 1.4589185605525553e-07
Position 1352: 1.0542496137957895e-07
Position 976: 8.851092183360771e-08
Position 281: 6.60818741532976e-08
Position 531: 5.872629615933582e-08
Position 932: 4.362080496904641e-08
Position 1843: 2.4174862609486033e-08
Position 268: 1.3762748128226812e-08
Position 284: 7.823271843878992e-09
Position 978: 5.004455971490621e-09
Position 1439: 4.203597607662752e-09
Position 256: 1.4587756690284678e-09
