Gene = Kmt5a
Position 10955: 0.0006966870613422815
Position 8385: 0.000687296376313025
Position 15652: 0.0006785233487743915
Position 596: 0.0006728748317566446
Position 2598: 0.0005883918448538388
Position 6594: 0.000532461610127349
Position 11247: 0.0005240419379842632
Position 12823: 0.0005166559650587552
Position 3566: 0.0005130484856525517
Position 10889: 0.0004543014549316801
Position 4397: 0.000434521851741576
Position 12856: 0.00042462133457622266
Position 3579: 0.0004178226503510373
Position 8176: 0.0003886207750539803
Position 9848: 0.0003867160353149024
Position 3471: 0.00038517573748207137
Position 11939: 0.0003478290458229573
Position 3728: 0.00033406639020857156
Position 4507: 0.00031654331644227215
Position 11253: 0.00024140606543486377
Position 11487: 0.00023201021228692225
Position 11289: 0.0002206291085048091
Position 276: 0.00021785811009933742
Position 11278: 0.0002171095636495882
Position 10687: 0.0001689453681317545
Position 10771: 0.00016869714657065239
Position 15507: 0.0001517478252291923
Position 10492: 0.0001484908706676748
Position 235: 0.00014843440552060906
Position 14955: 0.00012541001489448027
Position 7625: 0.00011362343259414732
Position 13048: 0.00010954573841327072
Position 20363: 0.0001004875307802871
Position 10895: 9.961694435209984e-05
Position 20003: 9.904373581540189e-05
Position 12793: 8.406223633726624e-05
Position 11866: 8.348674434113083e-05
Position 20015: 7.824092676817382e-05
Position 12779: 7.497941415541988e-05
Position 495: 7.239763289062083e-05
Position 11814: 7.13855489323492e-05
Position 466: 6.801022731088461e-05
Position 11936: 4.88728609628072e-05
Position 516: 4.683738128666093e-05
Position 289: 4.5831120542666684e-05
Position 475: 3.051554525257434e-05
Position 997: 2.8636384781384064e-05
Position 1464: 2.6629423106007802e-05
Position 98: 1.2911836243348082e-05
Position 3856: 1.1164074060703066e-05
Position 325: 1.1019740973728544e-05
Position 248: 9.795938350723615e-06
Position 7938: 9.507828316444916e-06
Position 11718: 8.928563996757711e-06
Position 373: 8.71791184365094e-06
Position 38: 8.427774689739864e-06
Position 12396: 7.575715705444638e-06
Position 266: 7.0936833197993066e-06
Position 11: 6.9317480598632045e-06
Position 286: 6.016500553232566e-06
Position 92: 5.490250839124424e-06
Position 298: 5.281068738307456e-06
Position 11861: 4.897641111514527e-06
Position 12436: 4.514667838628837e-06
Position 12757: 3.334826207088762e-06
Position 7968: 2.731242198767531e-06
Position 1194: 2.31302036851899e-06
Position 8811: 1.834311143103061e-06
Position 501: 1.2096069156277664e-06
Position 1338: 1.084404537039704e-06
Position 525: 9.96948630516712e-07
Position 14: 9.579090024039295e-07
Position 1348: 8.628607990445009e-07
Position 1154: 5.885964825155781e-07
Position 600: 5.463481987071538e-07
Position 1289: 3.372526575153389e-07
Position 504: 2.504743625469683e-07
Position 11493: 2.1627382227169607e-07
Position 543: 1.2259538880322e-07
Position 1034: 7.198123889948676e-08
Position 11564: 5.5026278062088926e-08
Position 11531: 4.8650525050916455e-08
Position 1028: 3.900883679216779e-08
Position 825: 3.285134930871526e-08
Position 792: 2.711675112931935e-08
Position 764: 2.588519132353872e-08
Position 972: 2.3701771641079483e-08
Position 11499: 1.73990355364583e-08
Position 11688: 7.697910595853438e-09
Position 1065: 1.4732168558620528e-09
Position 1036: 9.508016463179817e-10
Position 608: 6.282504716570581e-10
Position 852: 2.534779170511885e-10
Position 810: 7.661988374119973e-11
Position 671: 8.705917896744767e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 17128: 0.982254197470465
Position 11355: 0.9524172061681622
Position 7283: 0.9177740648995752
Position 10730: 0.8965467793905338
Position 19844: 0.8065889669004014
Position 10308: 0.4464782488573157
Position 21084: 0.4137350577267465
Position 15374: 0.3556170496105361
Position 14267: 0.3502671457335747
Position 14225: 0.3321695098415079
Position 21353: 0.2746594328464073
Position 3364: 0.15342711181956925
Position 20557: 0.15078775850283202
Position 10499: 0.144002237345183
Position 6038: 0.13409130938865463
Position 6634: 0.12513150266578726
Position 20975: 0.12071433112615897
Position 10288: 0.12019830722342427
Position 10218: 0.11887129191690997
Position 7518: 0.11541624461122016
Position 533: 0.08458506005162926
Position 6481: 0.07311710169113397
Position 4983: 0.07141167915585084
Position 11193: 0.06421752896775314
Position 22129: 0.061123372837966844
Position 4921: 0.056979212041926984
Position 21032: 0.05408217657229359
Position 10258: 0.049896431400397
Position 7364: 0.048521468838486216
Position 10476: 0.04786387482265915
Position 564: 0.04667311884832424
Position 12915: 0.04557629114589632
Position 4326: 0.04497803402737408
Position 19192: 0.04236160991270468
Position 20428: 0.0391315406266857
Position 20257: 0.03911602289071903
Position 7624: 0.03895514542569995
Position 8737: 0.037344057228476196
Position 5250: 0.03471035748409025
Position 15010: 0.03353437477518001
Position 14305: 0.03237739304910977
Position 5163: 0.028270642498196344
Position 5331: 0.0271817291426196
Position 14248: 0.026572832083253433
Position 5538: 0.025573761501657577
Position 20489: 0.025101069372381542
Position 14299: 0.023538622383275802
Position 18976: 0.02307469334102088
Position 256: 0.02292853866191548
Position 7224: 0.022659102571789685
Position 4843: 0.021454874041194442
Position 5274: 0.020718706413314705
Position 19892: 0.018202238127820153
Position 19582: 0.017029086874308357
Position 20141: 0.016998473019605144
Position 4701: 0.016992281860190302
Position 21887: 0.0166439079583519
Position 3509: 0.01645192837976318
Position 10449: 0.0157273695486702
Position 12719: 0.014897155535454853
Position 3191: 0.014684853735816211
Position 6653: 0.013683116469196326
Position 3453: 0.013569531986566429
Position 14339: 0.013246133390794475
Position 19579: 0.012167506750077132
Position 20589: 0.012043724303783913
Position 5011: 0.011708265253196723
Position 8272: 0.01140085120122384
Position 6403: 0.01125841721053124
Position 19005: 0.009781700953892431
Position 20188: 0.009698869954197333
Position 18942: 0.009662368412782141
Position 7644: 0.008857606785830918
Position 8767: 0.008679350801771863
Position 7475: 0.007921083129342239
Position 3470: 0.007817451484804096
Position 17603: 0.00781523089138368
Position 19917: 0.007205898201766209
Position 16552: 0.006931126337095602
Position 14977: 0.0065301247181731295
Position 452: 0.006283250446889688
Position 22369: 0.00626528376670336
Position 18593: 0.006115472371048825
Position 20691: 0.0058075117332984745
Position 3235: 0.00536979981405325
Position 12689: 0.005287631095469546
Position 21307: 0.005260982776832731
Position 12865: 0.005124242059056329
Position 294: 0.005056485016410712
Position 10667: 0.004844657907392185
Position 6042: 0.004791764408611183
Position 15085: 0.004719085478770801
Position 6357: 0.004563769715820331
Position 21405: 0.0045018175866470165
Position 20608: 0.004427792162533332
Position 21226: 0.004352867358675408
Position 16522: 0.004132065434857722
Position 18014: 0.004109471669691563
Position 20627: 0.004024507019550578
Position 15709: 0.004010914922259139
Position 10651: 0.003966716440965682
Position 2772: 0.003944403951169114
Position 1440: 0.003944347134031636
Position 15437: 0.0037930661941313003
Position 20463: 0.0037265616046466368
Position 8319: 0.0035184540144074686
Position 8417: 0.003438437315128993
Position 21862: 0.0033706083790163675
Position 5073: 0.0033647662541553434
Position 4364: 0.003223899991532403
Position 16622: 0.0031477142978169038
Position 7682: 0.0028535758145300824
Position 21263: 0.002832104337426628
Position 18343: 0.002824814489992524
Position 20682: 0.002807760741538734
Position 15066: 0.0027734609304413812
Position 10737: 0.0026681310517275617
Position 17669: 0.002621759429304641
Position 6738: 0.002496394977071299
Position 19900: 0.0024643592334180012
Position 7262: 0.0024439366621453666
Position 10223: 0.0024264997768482103
Position 20460: 0.002394298818007494
Position 21422: 0.0023916099162696555
Position 7286: 0.002387245150726734
Position 17270: 0.0023731956888670184
Position 10892: 0.0022148730398193236
Position 489: 0.0022133341207823346
Position 16319: 0.0021856586012693534
Position 20493: 0.002183878535111188
Position 3546: 0.0021294023958132024
Position 14818: 0.0021106589351138055
Position 10561: 0.001897269817300438
Position 15957: 0.0017765294003021805
Position 4906: 0.0016894421449751276
Position 19866: 0.001612377420952141
Position 20145: 0.0015799608326477238
Position 10504: 0.0015597995257669505
Position 18399: 0.0015570480898462922
Position 18039: 0.0015067170755347203
Position 4607: 0.001374317102341969
Position 546: 0.0013591494775143061
Position 15841: 0.001311694365522717
Position 19333: 0.0012556879735978255
Position 19062: 0.001233301677344891
Position 8373: 0.0011149983710046977
Position 18609: 0.0010643899013298831
Position 4440: 0.0010582326573398608
Position 14125: 0.0010375595279638865
Position 15110: 0.0009879558829511417
Position 549: 0.0009747300543330796
Position 12922: 0.0009652966704085873
Position 14949: 0.0009608929190375777
Position 10478: 0.0009395674797114817
Position 15143: 0.0009261309886303398
Position 7252: 0.0009208094369718657
Position 3206: 0.0009192921898386436
Position 20525: 0.0009095423130295699
Position 11363: 0.0008630695065476394
Position 12328: 0.00084129231616091
Position 18234: 0.0008210726256186715
Position 12385: 0.0008116197683230007
Position 20074: 0.0008018451442859426
Position 12741: 0.0007918897904918299
Position 12819: 0.0007599110792029805
Position 173: 0.0007590571494051474
Position 18114: 0.0007415403238215397
Position 10262: 0.0007265065162689552
Position 4820: 0.00072491218748537
Position 7743: 0.0007208128188270512
Position 18554: 0.0007099178588526598
Position 11222: 0.0007070104008543032
Position 15569: 0.0006969176049085986
Position 17904: 0.000690752418168747
Position 11377: 0.0006729035676550943
Position 20574: 0.0006541640353551853
Position 1110: 0.0006539979444117194
Position 15034: 0.0006402723020425576
Position 16811: 0.0005852902609866387
Position 657: 0.0005685013010938356
Position 20301: 0.0005427922586711581
Position 18598: 0.0005362519273842433
Position 8228: 0.000522659380645726
Position 18350: 0.0005039255283670254
Position 331: 0.000499751271371099
Position 10732: 0.0004995829039973334
Position 2478: 0.0004923236048027335
Position 4763: 0.0004894675035088402
Position 151: 0.0004847813551290909
Position 21188: 0.00048295525615318
Position 20955: 0.0004772173643083278
Position 19399: 0.00047358610211937894
Position 21193: 0.0004563317117203303
Position 428: 0.00045629257037500164
Position 622: 0.000452771863369721
Position 10521: 0.00045205454208596083
Position 10355: 0.0004501691005839111
Position 363: 0.00044588382032016786
Position 21101: 0.0004437760384348371
Position 12786: 0.00042558514498371397
Position 7646: 0.0004191122091029677
Position 3375: 0.00041589650264090195
Position 3257: 0.000415668508080751
Position 14030: 0.0003990993666759916
Position 501: 0.00039823951618239635
Position 17370: 0.00039716798905452624
Position 9711: 0.0003867160353149023
Position 8047: 0.0003826770107852528
Position 7304: 0.0003752375378851797
Position 569: 0.00035865077115512106
Position 20284: 0.00035270745303991587
Position 21843: 0.00033656339561483674
Position 15069: 0.0003358557216009363
Position 8518: 0.00033344128205090343
Position 3240: 0.00032228895696293777
Position 1159: 0.0003157307324792738
Position 3616: 0.0003071888836140601
Position 20612: 0.0002824759143958967
Position 572: 0.00027887859947946003
Position 8872: 0.00026663371465849656
Position 16931: 0.0002663391025322331
Position 8578: 0.0002636511247579373
Position 2862: 0.00025731869253956647
Position 20015: 0.0002487469944559723
Position 8677: 0.00024236971469740473
Position 12461: 0.00023623507819999667
Position 12723: 0.00022581004359612645
Position 17863: 0.00021657172355995187
Position 10687: 0.00021643710426428136
Position 14118: 0.0001853789424733816
Position 1488: 0.00018513280708873904
Position 11821: 0.00018193680196377344
Position 10188: 0.0001798775245085299
Position 8192: 0.0001698812849356164
Position 10761: 0.00015398412361470283
Position 11651: 0.00014884012760832667
Position 11700: 0.00014065741866167266
Position 213: 0.00013340946808369731
Position 352: 0.00011644885272542634
Position 640: 0.00011219659289619389
Position 2493: 0.00010487047145697593
Position 8384: 0.00010299516438744269
Position 20123: 0.00010213102075519821
Position 421: 9.612877607824767e-05
Position 2834: 9.123395023584575e-05
Position 17026: 9.043041342660666e-05
Position 1468: 8.829675140886275e-05
Position 12351: 8.809013827184979e-05
Position 11615: 7.636741726890748e-05
Position 3187: 7.430339727427482e-05
Position 11415: 6.539320433120212e-05
Position 8286: 6.493514610973469e-05
Position 298: 6.037381367050609e-05
Position 17638: 5.791030367744961e-05
Position 389: 5.213567370376295e-05
Position 11393: 4.917979815243038e-05
Position 8468: 3.629683891176267e-05
Position 14855: 3.618756165547428e-05
Position 11310: 3.581851741825445e-05
Position 235: 3.339858340581139e-05
Position 3297: 2.6264432900577037e-05
Position 3283: 2.238562547430755e-05
Position 20348: 2.211929296928819e-05
Position 580: 2.01361618221956e-05
Position 7662: 2.0107439620432772e-05
Position 12213: 1.886396646391304e-05
Position 17135: 1.7188209804516373e-05
Position 192: 1.3868357139590084e-05
Position 684: 1.3855040415594559e-05
Position 2807: 1.2067936890676713e-05
Position 1260: 1.0828963645827927e-05
Position 8355: 1.0374829966133512e-05
Position 18067: 1.026381625172524e-05
Position 7853: 8.989576722193029e-06
Position 1497: 8.974136501646948e-06
Position 7576: 8.918337772622858e-06
Position 711: 8.884845147306338e-06
Position 900: 8.396213867712977e-06
Position 7103: 8.214701750767414e-06
Position 12169: 7.89544363297293e-06
Position 11785: 6.866715472399945e-06
Position 3761: 6.766815592024798e-06
Position 403: 6.624137382760636e-06
Position 15327: 6.561286532582714e-06
Position 11790: 6.228247650145864e-06
Position 11196: 5.661075735499189e-06
Position 18228: 5.408217913087507e-06
Position 3727: 4.397258468678286e-06
Position 1478: 4.329448684492888e-06
Position 11572: 4.228857243847609e-06
Position 417: 4.168941882192854e-06
Position 1417: 4.167159029762345e-06
Position 3693: 3.3146673238396984e-06
Position 3690: 3.147141549783025e-06
Position 12331: 3.040067459550456e-06
Position 7891: 3.0004766500070326e-06
Position 11828: 2.827535816955876e-06
Position 2521: 2.8247660219713837e-06
Position 20385: 2.8083964943497474e-06
Position 959: 2.5234777191064494e-06
Position 17349: 2.333524626384076e-06
Position 309: 2.237507764368889e-06
Position 970: 2.073672142195102e-06
Position 7832: 2.0289105642789076e-06
Position 8030: 1.9876748333493767e-06
Position 15355: 1.249987839194461e-06
Position 7869: 1.1961794528753864e-06
Position 17453: 1.0903129467340967e-06
Position 11412: 1.044621305392358e-06
Position 2569: 1.0308562280798945e-06
Position 17712: 9.646332102803315e-07
Position 7564: 8.918275975439828e-07
Position 11856: 7.676360146414906e-07
Position 12392: 7.414567979039956e-07
Position 2327: 6.972220336628372e-07
Position 207: 6.021812051164286e-07
Position 11575: 3.218846505815496e-07
Position 11713: 3.2044846013184355e-07
Position 17208: 3.060274347434778e-07
Position 7894: 2.1394078588498348e-07
Position 160: 1.6717025529028249e-07
Position 15455: 1.639209143950838e-07
Position 347: 9.891886274258753e-08
Position 12261: 9.56786109074033e-08
Position 123: 8.155382718004527e-08
Position 466: 6.632304062730304e-08
Position 1161: 4.964664972289522e-08
Position 810: 4.482245905590863e-08
Position 852: 4.4363156796343116e-08
Position 1205: 4.2230183754678414e-08
Position 878: 3.760654711366674e-08
Position 1338: 3.287583286911231e-08
Position 1229: 3.1754882310693344e-08
Position 831: 1.1789376584556855e-08
Position 817: 1.0987613300166774e-08
Position 130: 9.428079793873028e-09
Position 11568: 6.152055401439736e-09
Position 11136: 3.771630856887807e-09
Position 128: 6.255436503471855e-10
Position 110: 5.587038832127915e-10
Position 96: 2.164328697430622e-10
Position 864: 1.8681095411608262e-10
Position 797: 8.581833901709358e-11
Position 732: 8.344951382437678e-11
Position 856: 8.012540472555384e-11
Position 105: 7.384454533918648e-11
Position 83: 3.32100599311531e-11
Position 85: 8.436254620050111e-13
