Gene = Tapt1
Position 28: 2.0581238390695133e-09
Position 5: 1.7115365106204033e-09
Position 963: 4.079257182466066e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8387: 0.9361586069779984
Position 15106: 0.4059251728466939
Position 7194: 0.33157897725247737
Position 4376: 0.25789594374982794
Position 991: 0.19643410748745038
Position 8870: 0.16292334993779642
Position 10498: 0.16152933193713964
Position 3026: 0.13551546347593146
Position 9032: 0.1326952028357243
Position 2901: 0.12447305898246461
Position 15536: 0.11846918588438306
Position 6816: 0.09163136988610444
Position 10164: 0.07085762570369106
Position 10658: 0.06967772130609803
Position 6965: 0.06673865734137524
Position 321: 0.05249327273657362
Position 9975: 0.040414799666185115
Position 2626: 0.038459922269109666
Position 4379: 0.0325286359031222
Position 6239: 0.03153345039137284
Position 11455: 0.02403190539312826
Position 4118: 0.024030926254297025
Position 4336: 0.021876583979146068
Position 8968: 0.021872493426635567
Position 1469: 0.021565499737290935
Position 407: 0.020918866098600924
Position 9835: 0.018726491106647803
Position 4105: 0.01861566858219456
Position 13915: 0.018530557070670882
Position 9987: 0.016898247485035916
Position 3947: 0.01582452271001051
Position 2909: 0.015455886921593194
Position 4483: 0.014722320763656285
Position 11009: 0.013486330278360223
Position 9731: 0.010457124555533031
Position 3110: 0.009047811833188714
Position 4176: 0.00801916797048285
Position 6186: 0.007536499345301812
Position 8104: 0.007513679971153411
Position 2840: 0.0075010422074675955
Position 3363: 0.007221116743254878
Position 3067: 0.0062577378838888946
Position 10620: 0.005728037357501173
Position 2249: 0.005472593387685409
Position 6933: 0.004258927650917364
Position 10711: 0.004199722486418995
Position 10259: 0.003943613177121137
Position 10280: 0.003850121043298786
Position 4023: 0.0035165634246246994
Position 2708: 0.003417852336428661
Position 3646: 0.0030850543561207395
Position 2093: 0.00308092632954007
Position 5817: 0.002896677277669335
Position 11134: 0.002795835784163647
Position 2387: 0.0027804054503552983
Position 1403: 0.002699638994009895
Position 3979: 0.0025251087141477876
Position 422: 0.0024811837109833326
Position 4218: 0.002210316203767122
Position 8667: 0.00215793289340987
Position 8902: 0.0021412459097654006
Position 4134: 0.00204022242227597
Position 9290: 0.001958477771075007
Position 10783: 0.0018391438935411344
Position 9183: 0.0018008239199273502
Position 3982: 0.001799771922072335
Position 3090: 0.0017892993665954357
Position 8654: 0.0016450516994855001
Position 366: 0.0015936031078985422
Position 2285: 0.0014981674427271099
Position 3908: 0.001431349074050702
Position 8793: 0.0013124337881923825
Position 963: 0.0012780419461419696
Position 3623: 0.0012594793703809704
Position 2567: 0.0011073579555200615
Position 1502: 0.0009607521656303083
Position 635: 0.0009016252343709867
Position 4398: 0.0008033833741427434
Position 382: 0.0007917989140487006
Position 855: 0.0007504901499725544
Position 879: 0.0007405237181747226
Position 4556: 0.0007095338945035327
Position 4810: 0.0005879344114855048
Position 2139: 0.0005588545443715038
Position 3545: 0.0005426814118210931
Position 2316: 0.0004931838498551488
Position 3157: 0.0004723935770162255
Position 299: 0.0004586391785842806
Position 8895: 0.00044991638706456054
Position 1387: 0.0004455129092484609
Position 899: 0.00040971708981177367
Position 1475: 0.0004060246298152986
Position 3416: 0.00036717942376695764
Position 1329: 0.00032462354309609345
Position 2034: 0.00031041712105912237
Position 2937: 0.00030010363835791825
Position 2356: 0.00027098769016233964
Position 3835: 0.000261148074685756
Position 5786: 0.0002458234861108033
Position 480: 0.00024010919293870233
Position 2061: 0.0002198728534299407
Position 1720: 0.00016900968308455503
Position 2648: 0.00016718613021879665
Position 8694: 0.00015837534065273433
Position 2206: 0.0001533478439344851
Position 3590: 0.00014327244820838645
Position 1747: 0.000142093860870202
Position 2599: 0.00013603000831858826
Position 6514: 0.00011932797527971944
Position 1862: 0.00011529561123190129
Position 6472: 0.00011403984713595237
Position 7936: 0.00011233386121617297
Position 2223: 0.00011182849758803202
Position 1304: 9.665764645151815e-05
Position 586: 7.434908501256244e-05
Position 911: 5.452308051818433e-05
Position 2651: 5.3764767490306736e-05
Position 6095: 5.3411329954553216e-05
Position 2961: 5.082525188219136e-05
Position 3147: 4.9685652053785304e-05
Position 6651: 4.722430171489773e-05
Position 3168: 4.648277439530496e-05
Position 3366: 3.960218860196426e-05
Position 5890: 3.743142431626142e-05
Position 5127: 3.141440686385228e-05
Position 1979: 3.0352511521927836e-05
Position 1134: 2.6619877918703857e-05
Position 1436: 2.3842202295212536e-05
Position 505: 2.3329996951953862e-05
Position 486: 2.270928436124146e-05
Position 4871: 2.1160407819260483e-05
Position 538: 2.0748784358918166e-05
Position 2166: 1.9088945332049647e-05
Position 5026: 1.8843042712943963e-05
Position 418: 1.5419076006795607e-05
Position 458: 1.4904637480084787e-05
Position 1819: 1.3607345272169845e-05
Position 925: 1.3504714762214947e-05
Position 867: 1.1128711045136408e-05
Position 690: 1.100809315303623e-05
Position 508: 9.946262490364503e-06
Position 3425: 9.629451895140386e-06
Position 1413: 8.986100616575425e-06
Position 1541: 8.86475068906295e-06
Position 998: 8.399306185859853e-06
Position 2328: 7.510202720550651e-06
Position 795: 5.4881518665089236e-06
Position 2145: 5.298032347571196e-06
Position 1904: 4.8210065680030554e-06
Position 1668: 4.685315550434346e-06
Position 460: 4.4711310153315285e-06
Position 435: 4.453491186592762e-06
Position 1506: 4.307866269281524e-06
Position 1688: 3.43151636347589e-06
Position 1192: 2.5622316616982196e-06
Position 811: 1.7904018350859216e-06
Position 528: 1.7641520217183904e-06
Position 2395: 1.4320185890265007e-06
Position 2845: 1.2477913223020615e-06
Position 748: 1.1242151354606795e-06
Position 774: 1.121346399096191e-06
Position 2069: 1.0090267732355482e-06
Position 641: 9.71900453976162e-07
Position 4640: 8.842652823012585e-07
Position 1480: 7.814229273359039e-07
Position 667: 4.410232860168785e-07
Position 555: 3.811068230202787e-07
Position 591: 3.423688882828561e-07
Position 726: 2.053769384695488e-07
Position 752: 1.6350587158806312e-07
Position 755: 1.2194093332615328e-07
Position 1009: 1.158234719415015e-07
Position 919: 1.0563358190788571e-07
Position 1043: 1.0533231757926593e-07
Position 761: 9.690720638113276e-08
Position 648: 6.008263105218006e-08
Position 819: 5.8089921790120305e-08
Position 1052: 5.653917767313351e-08
Position 931: 2.7812926137681766e-08
Position 1092: 2.5486304185929054e-08
Position 1311: 2.457477551925765e-08
Position 672: 1.2810666431703306e-08
Position 208: 7.868545651470273e-09
Position 1558: 2.811339763118925e-09
Position 1563: 1.9389030466644874e-09
Position 1515: 1.921591077839543e-09
Position 1070: 1.6279260816102374e-09
Position 675: 3.3834097839717266e-11
Position 153: 1.473768459737811e-13
Position 213: 1.4519147770627872e-13
Position 247: 1.2754604968707275e-13
Position 266: 4.8821632263590024e-14
Position 192: 4.764768895530316e-14
Position 102: 1.433707332116725e-14
Position 171: 9.736882348723021e-15
Position 189: 7.757601447408984e-15
Position 84: 7.296233936358409e-15
Position 173: 5.022356797486837e-15
Position 108: 3.255274076156045e-15
Position 111: 2.2686885593186597e-15
Position 222: 1.4217194164475683e-15
Position 226: 1.0554457730964106e-15
Position 218: 9.686939100919248e-16
