Gene = Dmac2
Position 82: 0.0007649310072803735
Position 617: 0.0006933026073306583
Position 3046: 0.0006745902713326377
Position 3857: 0.0006509221042230063
Position 4671: 0.0006265923058116205
Position 2670: 0.0006222846257685654
Position 375: 0.0005308131728264721
Position 3040: 0.0005304024400544466
Position 2481: 0.0005059056671351463
Position 68: 0.0004891720436560775
Position 1544: 0.0004818303313802696
Position 153: 0.0004798564185584368
Position 5692: 0.000455596122420913
Position 3006: 0.0004396764248799832
Position 4529: 0.00042951536190447015
Position 1592: 0.0004042697793409371
Position 1145: 0.00040368153617973394
Position 136: 0.0003735067000618993
Position 62: 0.00037066581248560365
Position 643: 0.00036542046601923
Position 3708: 0.0003628501192112655
Position 2256: 0.00036108405674664554
Position 1718: 0.0003320986371076682
Position 3240: 0.00030966876470496903
Position 2192: 0.00030372136304054973
Position 2216: 0.000289058193657807
Position 3022: 0.00028331084976532
Position 2460: 0.00025734690401737375
Position 436: 0.00024327986055796446
Position 322: 0.00023277041614535153
Position 3210: 0.0002244058180434283
Position 3317: 0.00021876921847119408
Position 1108: 0.0002085055551555217
Position 3938: 0.00020041304577179302
Position 1662: 0.00019124481203482586
Position 624: 0.00018210405415968134
Position 1055: 0.00017812450372243577
Position 531: 0.000176246564553229
Position 2280: 0.0001741170433534061
Position 2661: 0.0001730559450886899
Position 1321: 0.00016743169498816118
Position 443: 0.00016048133942848087
Position 655: 0.00015470150254600707
Position 4461: 0.00015403372448970982
Position 1935: 0.00014531028614841099
Position 4423: 0.00012624501772626157
Position 4486: 0.00012462430347575922
Position 5506: 0.00011606679331495597
Position 5379: 0.00011569064510437554
Position 4451: 0.00011173161435266238
Position 5501: 0.00010580519434594497
Position 774: 0.00010325115197123043
Position 921: 0.00010228289160402617
Position 2128: 0.0001015904081318741
Position 5482: 9.940560012305792e-05
Position 602: 8.87761291123998e-05
Position 820: 7.265108901354189e-05
Position 632: 7.19175374436026e-05
Position 1586: 7.156687124855866e-05
Position 384: 6.736120992907874e-05
Position 2036: 6.487200336650519e-05
Position 1962: 6.476368092576661e-05
Position 553: 5.204612375972016e-05
Position 1209: 4.964942007798217e-05
Position 4476: 4.859747569859683e-05
Position 680: 4.678437384861515e-05
Position 876: 4.5807471170555903e-05
Position 184: 4.544899076830239e-05
Position 5146: 4.316271838816602e-05
Position 1974: 3.973785452005815e-05
Position 639: 3.8549774335101444e-05
Position 4467: 3.37410423506131e-05
Position 2048: 3.359060588570018e-05
Position 1564: 3.156335570324521e-05
Position 1266: 2.3335251891064924e-05
Position 793: 2.011855859872729e-05
Position 416: 1.84045725664662e-05
Position 816: 1.8205582505471104e-05
Position 1234: 1.3484001348271746e-05
Position 627: 1.2014020192028114e-05
Position 1087: 1.102549602051254e-05
Position 5088: 7.054280488016436e-06
Position 5159: 3.54238789470605e-06
Position 697: 3.4732028752022507e-06
Position 5155: 3.0040228232077995e-06
Position 5118: 2.4849054811045345e-06
Position 10: 1.1272933748680911e-06
Position 533: 8.50797628971024e-08
Position 434: 6.760665772287354e-08
Position 16: 2.0003179498642805e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2929: 0.9748084601612064
Position 4384: 0.8774230610980426
Position 1481: 0.7984742670118739
Position 4647: 0.5640631035025235
Position 5300: 0.4564629963374577
Position 1249: 0.2931871635001912
Position 4612: 0.2319190514521045
Position 5868: 0.20626857763774947
Position 2558: 0.18491852038996867
Position 5350: 0.15199059215623212
Position 2009: 0.07352443907144827
Position 671: 0.05340160441258807
Position 2380: 0.0511619292982483
Position 1084: 0.04261980570517567
Position 929: 0.03311982455664609
Position 963: 0.029208998045321254
Position 2098: 0.021488547134136605
Position 5478: 0.017808872704619293
Position 3924: 0.01726752926546324
Position 5557: 0.01498822463404809
Position 4391: 0.014072870318031583
Position 3091: 0.013006093560928706
Position 2450: 0.012556280461272605
Position 5017: 0.011021780930402873
Position 3109: 0.010138630940188017
Position 856: 0.009762286169888019
Position 4227: 0.0085971370020875
Position 4860: 0.005792478660733532
Position 5652: 0.005258340317164721
Position 1312: 0.004902442411198403
Position 4426: 0.004593869171150215
Position 3727: 0.0043182405092414035
Position 1613: 0.004201521449695568
Position 5267: 0.004061497355617743
Position 5674: 0.003937911492102567
Position 1255: 0.0037218578137470154
Position 2973: 0.0029326608933425455
Position 5312: 0.002915312651788536
Position 1929: 0.002625404584227997
Position 504: 0.002537701257747365
Position 4204: 0.002487551025373214
Position 3495: 0.0023710348885641677
Position 1602: 0.0022164190439747187
Position 4710: 0.0019903671771869143
Position 967: 0.0019632787494269863
Position 4928: 0.0019630204360406855
Position 4623: 0.001950207278308321
Position 740: 0.0018256969211843917
Position 149: 0.0017897087044614478
Position 1220: 0.0017202215313159195
Position 5725: 0.0015906996981936575
Position 5566: 0.0014806936276260325
Position 1792: 0.0013806770597512706
Position 1345: 0.0013322421356936418
Position 5722: 0.0013142673687356553
Position 5361: 0.001273906026459639
Position 5874: 0.0012574113655207779
Position 685: 0.0011862615696273235
Position 1018: 0.0010404926045192414
Position 787: 0.001031096449177681
Position 2562: 0.0010222735218947785
Position 889: 0.001017883561459027
Position 5540: 0.0009825172093353264
Position 4575: 0.0009749308716562776
Position 2743: 0.0009608855815545328
Position 691: 0.0009508770841530117
Position 3128: 0.0008280453852847159
Position 1592: 0.0007546678066723496
Position 1457: 0.0006930384696534271
Position 2948: 0.0006721407556412728
Position 1564: 0.0006460193990652682
Position 3131: 0.0006105538468889611
Position 809: 0.0005825500313301075
Position 3235: 0.0005656205892212324
Position 118: 0.0005491888492186861
Position 2332: 0.00046542631357390996
Position 1138: 0.0004572158087208721
Position 1821: 0.00045617334191008877
Position 4166: 0.0004367745124610337
Position 4679: 0.0003984866630055149
Position 5394: 0.00039835323607180024
Position 3185: 0.000389580278727489
Position 384: 0.0003739826532851313
Position 595: 0.000373290782824371
Position 1897: 0.000367332557551067
Position 1156: 0.00036627925888906986
Position 3655: 0.00036446836229251636
Position 5189: 0.00034876992954061675
Position 136: 0.00034026601896166447
Position 529: 0.0003379299091226486
Position 4448: 0.00033156810549157
Position 1192: 0.0003229440234825679
Position 1516: 0.00030979984350478694
Position 1747: 0.0003071627037480664
Position 3502: 0.00029180702404717
Position 2560: 0.0002783964490953355
Position 2023: 0.00027816312380492166
Position 3116: 0.0002712728763351817
Position 4368: 0.0002694769154495723
Position 5576: 0.0002588335120652058
Position 4626: 0.00023954537917230583
Position 4776: 0.00023925190662603605
Position 1561: 0.00020201014277672466
Position 4442: 0.00020080363048369763
Position 1973: 0.0001967949945367958
Position 5619: 0.00017486828268413262
Position 4250: 0.00017282817146939072
Position 1652: 0.00016729286243754926
Position 1159: 0.00016701791341314885
Position 4882: 0.00016329377074133004
Position 1622: 0.0001487776631510129
Position 704: 0.00014848334743133607
Position 1176: 0.0001440412929288425
Position 1646: 0.00014309376463335555
Position 5499: 0.00012860277837454663
Position 1119: 0.000122217348912779
Position 3536: 0.00012201471429597709
Position 2390: 0.0001210266140414673
Position 2192: 0.00012062286421546807
Position 443: 0.00011555795211754007
Position 2034: 0.00011287484999333093
Position 4298: 0.00011231500612325759
Position 801: 0.0001116026819493005
Position 1805: 0.00010822367545683526
Position 5656: 0.00010791111276601314
Position 2466: 0.00010554694607543615
Position 1503: 0.00010469754021846601
Position 368: 0.00010269214531508792
Position 872: 9.992696147899568e-05
Position 538: 9.925441205967772e-05
Position 3553: 9.900030174809017e-05
Position 4350: 9.504072941125862e-05
Position 3883: 9.410696677265263e-05
Position 2871: 8.793556189068724e-05
Position 4988: 8.68584283050721e-05
Position 5956: 7.658555360067417e-05
Position 1087: 7.440065076014121e-05
Position 986: 7.04819592461566e-05
Position 6012: 6.646441766864085e-05
Position 178: 6.39977866949414e-05
Position 915: 5.2895175777866954e-05
Position 1669: 4.951723387170367e-05
Position 207: 4.8398371746405556e-05
Position 624: 4.199339155672021e-05
Position 816: 4.171604354833605e-05
Position 1321: 4.163787838831992e-05
Position 229: 3.71281265165249e-05
Position 876: 3.2534641806039755e-05
Position 199: 2.9796274570302337e-05
Position 1839: 2.9369905904480665e-05
Position 823: 2.910195476969426e-05
Position 814: 2.571702214854604e-05
Position 524: 2.5683547628759693e-05
Position 627: 2.4953788946047313e-05
Position 4736: 2.3548908347034534e-05
Position 1314: 2.2656445100858587e-05
Position 982: 2.2330969250303723e-05
Position 571: 2.23012084651768e-05
Position 400: 1.968281380434251e-05
Position 296: 1.8830519668233366e-05
Position 978: 1.5328692108614248e-05
Position 545: 1.3670756188121314e-05
Position 4508: 1.3372405321026545e-05
Position 936: 1.1305959355402274e-05
Position 575: 1.026900303923878e-05
Position 1952: 7.73507414847368e-06
Position 630: 7.553414931730167e-06
Position 151: 7.095182980030508e-06
Position 2047: 6.6798332944522595e-06
Position 2699: 4.088368878188388e-06
Position 1851: 3.7852722358603993e-06
Position 826: 2.3264133542901514e-06
Position 613: 1.9768066096090192e-06
Position 3509: 1.7829268786569856e-06
Position 866: 1.7546540804159417e-06
Position 549: 1.7349610896014598e-06
Position 2103: 1.6207601053074635e-06
Position 3463: 1.5780858084263044e-06
Position 404: 1.4327361587250144e-06
Position 257: 1.1904726408243864e-06
Position 2818: 1.1774922489408918e-06
Position 273: 9.53668578411798e-07
Position 744: 8.797126587703406e-07
Position 325: 7.357871470242306e-07
Position 1439: 7.121935030613847e-07
Position 1634: 6.593844348941755e-07
Position 564: 4.5615006114217265e-07
Position 721: 3.056955251425515e-07
Position 211: 2.576831966943941e-07
Position 3134: 2.5558052491830575e-07
Position 2993: 2.2877293531907653e-07
Position 3357: 2.084484406538874e-07
Position 597: 2.0432572515966932e-07
Position 449: 1.8231073007758424e-07
Position 278: 1.5697508352082835e-07
Position 231: 1.5103883911147473e-07
Position 454: 1.4581521113956195e-07
Position 394: 1.1010096956985079e-07
Position 2996: 1.0413530890191942e-07
Position 2574: 9.145204084158898e-08
Position 413: 6.684498274902425e-08
Position 265: 6.663017079465253e-08
Position 94: 5.404788543241437e-08
Position 407: 4.5823502086176696e-08
Position 316: 3.899592913452875e-08
Position 422: 3.457318161395729e-08
Position 3062: 2.454884125841333e-08
Position 307: 1.7776173987510128e-08
Position 714: 1.6046047811670935e-08
Position 218: 1.454480409713195e-08
Position 583: 9.87063386265516e-09
Position 209: 8.523228243135951e-09
Position 632: 5.252265250725568e-09
Position 247: 1.6407925446709613e-09
Position 270: 2.6017594966455137e-11
Position 107: 1.0554070514188946e-12
