Gene = Nhej1
Position 11345: 0.02336212637381299
Position 4768: 0.021404888576793468
Position 10587: 0.02116828119753124
Position 6957: 0.016406880989781544
Position 2079: 0.013603802958895806
Position 4773: 0.012910687302119394
Position 5631: 0.012500039128651474
Position 9678: 0.012265875693291108
Position 2114: 0.012015459876124464
Position 1235: 0.011281130837922116
Position 10371: 0.01051534944476605
Position 11041: 0.009465805791995074
Position 7706: 0.008953133854643984
Position 8348: 0.008582209983926465
Position 9899: 0.007526064328994279
Position 1047: 0.0074335311741191585
Position 11749: 0.007088390237685488
Position 8821: 0.006749061701001493
Position 7482: 0.006195341952864027
Position 6268: 0.005210522841703691
Position 7522: 0.004913289061528907
Position 1100: 0.004550649077074789
Position 1217: 0.0044856185697973415
Position 1448: 0.004109515035253942
Position 7655: 0.004051670151969288
Position 2819: 0.003809889796594998
Position 7774: 0.0036518328894497836
Position 9126: 0.0036188144318336874
Position 8484: 0.0035785749162038243
Position 1552: 0.003477755879571476
Position 1431: 0.003122620015812256
Position 4796: 0.0030031519251730427
Position 2464: 0.0026417978459398216
Position 7098: 0.0026168572629509525
Position 2869: 0.0025324395955685897
Position 4874: 0.0025232419963125284
Position 7245: 0.002491990109348063
Position 1152: 0.0019033223709490343
Position 6491: 0.0017575407630012216
Position 4900: 0.0017447840516332696
Position 3041: 0.001630742957661077
Position 1193: 0.001555968639889848
Position 11046: 0.001492594708637663
Position 7176: 0.0014415360394294367
Position 2924: 0.0014272988427754872
Position 3281: 0.0013598855903121344
Position 5104: 0.0011953172582251374
Position 1375: 0.001156472919762135
Position 1169: 0.001038765589388149
Position 4895: 0.001031555938079724
Position 1318: 0.0010033508301501026
Position 1574: 0.0009016584280173377
Position 7470: 0.0008843377799210269
Position 4829: 0.000857223350837066
Position 1673: 0.0008355659156003519
Position 4236: 0.0006928718883952752
Position 5821: 0.0006499983132019828
Position 3295: 0.0006461202951452909
Position 4822: 0.0006341984278174745
Position 2277: 0.0006338454724489176
Position 1462: 0.0005970684559172612
Position 3742: 0.000595584689022393
Position 1145: 0.000584605654824522
Position 921: 0.0005605073999622796
Position 1848: 0.0005134330874510756
Position 7307: 0.0004794973878129023
Position 470: 0.0004711561142114585
Position 6990: 0.00045116410364031
Position 5742: 0.0004223486018613003
Position 5435: 0.0004083759874349777
Position 2789: 0.0003932159543988865
Position 1834: 0.00035645323298159843
Position 292: 0.00035639619738021084
Position 1478: 0.00034548464466004406
Position 2047: 0.00032947291098182836
Position 4173: 0.0003269379808493289
Position 5978: 0.00031517632018532467
Position 2624: 0.00030897960913931014
Position 6239: 0.00028285843788167404
Position 1224: 0.0002782775912042417
Position 6094: 0.0002735471538259061
Position 2526: 0.00023707392074091057
Position 3319: 0.00022497801525232685
Position 2140: 0.00021368728241954785
Position 2687: 0.00021069836587944024
Position 1060: 0.00021025946655062603
Position 3249: 0.0002071006955655854
Position 5005: 0.0001947183900216111
Position 5937: 0.00019417591947286223
Position 3350: 0.00017996395308958967
Position 3573: 0.00017193436519700927
Position 2222: 0.00016846198445457692
Position 211: 0.00015895291631575642
Position 839: 0.00015767674267296348
Position 2747: 0.0001540788148383829
Position 2871: 0.00015089167025766556
Position 888: 0.00015018567955621593
Position 1493: 0.0001405372959440199
Position 5688: 0.00013970938084194306
Position 4985: 0.0001182899375576246
Position 5073: 9.945057177418082e-05
Position 3695: 9.778428809748059e-05
Position 3692: 9.54794372485106e-05
Position 3043: 9.514229155993366e-05
Position 2265: 9.224221793329873e-05
Position 2995: 8.746592279222146e-05
Position 1006: 7.945687200795175e-05
Position 1012: 7.849283828870132e-05
Position 3648: 7.111736924564013e-05
Position 1472: 6.903455474181866e-05
Position 262: 6.297505508367829e-05
Position 2026: 5.9536109193677104e-05
Position 1743: 4.951837408048708e-05
Position 3218: 4.155137159189141e-05
Position 1855: 4.107386557223147e-05
Position 3324: 3.954742656409971e-05
Position 2329: 3.812555216791442e-05
Position 3194: 3.458253041144815e-05
Position 1584: 3.424851277062129e-05
Position 2603: 3.0493855229199272e-05
Position 1823: 2.8559279388458263e-05
Position 791: 2.8297272286408058e-05
Position 925: 2.1895209794305757e-05
Position 1820: 2.0672058606129208e-05
Position 4282: 1.884456084300638e-05
Position 231: 1.880959660047853e-05
Position 743: 1.6852170506169226e-05
Position 474: 1.5123617552164109e-05
Position 333: 1.4972410922619228e-05
Position 894: 1.3917085749880018e-05
Position 695: 1.3424552484856972e-05
Position 387: 1.2746381228775934e-05
Position 552: 1.2101223466656973e-05
Position 648: 1.2038377627923227e-05
Position 981: 1.1187031709250026e-05
Position 600: 1.0717808818426376e-05
Position 505: 8.002323908983012e-06
Position 4880: 7.770531828776442e-06
Position 249: 7.396027504452168e-06
Position 320: 5.878735557910082e-06
Position 487: 5.159102529176302e-06
Position 1488: 4.660135595831818e-06
Position 1499: 2.315985508906749e-06
Position 910: 2.1065252815668156e-06
Position 905: 1.8727975436392682e-06
Position 1984: 9.564507506925379e-07
Position 1328: 7.952287431131069e-07
Position 1490: 7.447545839536642e-07
Position 1282: 5.109412826828972e-07
Position 225: 4.960209533470756e-07
Position 1286: 4.929397784388251e-07
Position 2122: 4.0372475777286866e-07
Position 948: 2.895601424121522e-07
Position 1288: 2.2449913427598677e-07
Position 1062: 1.7350766454908608e-07
Position 2174: 1.0975040087667065e-07
Position 1928: 9.68865765973425e-08
Position 242: 8.002135681536106e-08
Position 1298: 7.340170093848837e-08
Position 1020: 6.917823206770943e-08
Position 983: 6.482268658038827e-08
Position 933: 5.1871143390227e-08
Position 1506: 4.3377029607675146e-08
Position 937: 3.6167478473449776e-08
Position 988: 2.689233563138764e-08
Position 303: 2.194510853745169e-08
Position 1891: 1.1640374611642134e-08
Position 1334: 8.717839611648544e-09
Position 339: 5.624638847516733e-09
Position 156: 2.226185051916095e-12
Position 347: 1.7069300844060188e-14
Position 104: 1.2023426660631605e-14
Position 417: 1.138112081586204e-14
Position 365: 5.266239717979618e-15
Position 341: 4.701614256221149e-15
