Gene = Ap1ar
Position 3063: 1.3921320363365465e-05
Position 3135: 1.3327862490091294e-05
Position 25725: 1.2234056325563064e-05
Position 27019: 1.1460576137253918e-05
Position 26714: 1.0827342854203375e-05
Position 1653: 9.044488403644544e-06
Position 2380: 8.770188766482062e-06
Position 25863: 8.229737773024309e-06
Position 1718: 8.033358412133542e-06
Position 2196: 4.3204875762100635e-06
Position 746: 4.199792732201034e-06
Position 2121: 3.1802973708549924e-06
Position 2165: 2.970209178566925e-06
Position 1992: 2.7307073814790754e-06
Position 25819: 2.5624729959891837e-06
Position 921: 2.074416762286992e-06
Position 1513: 1.6891688342692947e-06
Position 2410: 1.6442084115386704e-06
Position 2086: 1.6262045463360546e-06
Position 1729: 1.3875254175167947e-06
Position 2441: 1.0361298146458208e-06
Position 26795: 8.558658151444599e-07
Position 461: 5.558112149926611e-07
Position 994: 5.074895511037306e-07
Position 1658: 4.913481060087148e-07
Position 1211: 2.6502248112972953e-07
Position 1018: 2.2494525017064798e-07
Position 493: 2.2152632136835236e-07
Position 26082: 1.6775894102818252e-07
Position 712: 3.023062466441306e-08
Position 25951: 2.9248791987279973e-08
Position 25005: 4.640291305373659e-09
