Gene = Sprr2h
Position 532: 0.00010279801247455451
Position 902: 8.611768459114349e-05
Position 464: 8.326071514133062e-05
Position 457: 8.162430627557634e-05
Position 900: 7.932893805107484e-05
Position 736: 6.6196397087689e-05
Position 942: 6.58394677131029e-05
Position 869: 5.221992523121924e-05
Position 316: 4.480760108161285e-05
Position 1298: 4.407571634566834e-05
Position 291: 4.1288636254599024e-05
Position 985: 3.852369102589615e-05
Position 1282: 3.68838668531891e-05
Position 884: 3.621944449511552e-05
Position 1437: 3.4883711639884036e-05
Position 1285: 3.250968468717353e-05
Position 124: 3.009662720934495e-05
Position 779: 2.8100204317569796e-05
Position 173: 2.760329629249237e-05
Position 155: 2.7275119549798465e-05
Position 1513: 2.694332288321506e-05
Position 149: 2.104205123540353e-05
Position 976: 1.922072997278468e-05
Position 599: 1.5520347554547537e-05
Position 839: 1.4660621688934513e-05
Position 1309: 1.40033532619752e-05
Position 1516: 1.2845703269152452e-05
Position 1478: 1.1919208945527895e-05
Position 1304: 1.1859566771590843e-05
Position 1520: 1.0819574212057247e-05
Position 1274: 8.937149749598656e-06
Position 1378: 8.144359254859172e-06
Position 327: 8.024677707633887e-06
Position 1311: 7.569002829580925e-06
Position 99: 3.1082867919160945e-07
Position 358: 1.2191570062129262e-07
Position 363: 1.209270366412203e-07
Position 175: 2.2278033259349302e-08
Position 166: 1.5049413202400244e-08
Position 101: 1.1181573757136583e-08
