Gene = Cox20
Position 643: 9.07423412024843e-07
Position 261: 8.518069954602744e-07
Position 235: 7.941291725778853e-07
Position 679: 7.63385703583648e-07
Position 233: 7.335010403263186e-07
Position 746: 4.998345500013133e-07
Position 1298: 4.288661486243966e-07
Position 1261: 3.2250057453613925e-07
Position 1204: 3.064350568803436e-07
Position 668: 2.943700765060224e-07
Position 1270: 2.665575329020327e-07
Position 386: 2.6327985251570384e-07
Position 1575: 1.8690610098902043e-07
Position 1322: 1.224465639945517e-07
Position 1316: 1.216394618241422e-07
Position 750: 5.78804931087131e-08
Position 658: 2.0365993228643626e-08
Position 848: 1.3285436251175019e-08
Position 123: 4.1431031887765776e-11
Position 130: 2.2200252080912108e-11
Position 100: 1.6374558418808777e-11
Position 115: 6.304331868136443e-14
